FeaturesParamTransientDCPAA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.683914e-02,4.141422e-25,2.211058e-12
/out0 (Vin=0.01073826) Y,7.683915e-02,4.981478e-26,-4.526527e-12
/out0 (Vin=0.02147651) Y,7.683915e-02,8.107730e-26,-3.596755e-12
/out0 (Vin=0.03221477) Y,7.683916e-02,1.693852e-25,5.747605e-12
/out0 (Vin=0.04295302) Y,7.683916e-02,3.063051e-25,8.139313e-12
/out0 (Vin=0.05369128) Y,7.683917e-02,7.037851e-26,-2.819360e-12
/out0 (Vin=0.06442953) Y,7.683918e-02,4.527744e-25,3.525892e-12
/out0 (Vin=0.07516779) Y,7.683920e-02,1.719523e-25,1.936989e-12
/out0 (Vin=0.08590604) Y,7.683922e-02,7.120702e-26,2.724398e-12
/out0 (Vin=0.0966443) Y,7.683926e-02,3.921360e-25,7.532648e-12
/out0 (Vin=0.1073826) Y,7.683930e-02,1.585173e-25,-2.915028e-13
/out0 (Vin=0.1181208) Y,7.683937e-02,1.381491e-25,8.090333e-13
/out0 (Vin=0.1288591) Y,7.683945e-02,9.479108e-26,-5.658949e-12
/out0 (Vin=0.1395973) Y,7.683957e-02,5.018167e-26,-2.981890e-12
/out0 (Vin=0.1503356) Y,7.683973e-02,6.654231e-25,4.922142e-13
/out0 (Vin=0.1610738) Y,7.683995e-02,4.491089e-26,8.359778e-12
/out0 (Vin=0.1718121) Y,7.684025e-02,5.326269e-25,-3.999621e-12
/out0 (Vin=0.1825503) Y,7.684065e-02,2.065068e-25,2.471057e-12
/out0 (Vin=0.1932886) Y,7.684118e-02,6.345705e-26,-8.928311e-13
/out0 (Vin=0.2040268) Y,7.684189e-02,1.528153e-25,2.346081e-12
/out0 (Vin=0.2147651) Y,7.684284e-02,1.888916e-25,4.918552e-13
/out0 (Vin=0.2255034) Y,7.684408e-02,6.356874e-26,4.592307e-12
/out0 (Vin=0.2362416) Y,7.684571e-02,2.455426e-26,1.556430e-13
/out0 (Vin=0.2469799) Y,7.684782e-02,2.636426e-25,-5.070072e-12
/out0 (Vin=0.2577181) Y,7.685054e-02,1.099604e-25,-7.846126e-13
/out0 (Vin=0.2684564) Y,7.685401e-02,5.006086e-25,-8.978375e-12
/out0 (Vin=0.2791946) Y,7.685842e-02,5.262693e-26,5.081078e-12
/out0 (Vin=0.2899329) Y,7.686398e-02,8.725097e-26,-9.558163e-13
/out0 (Vin=0.3006711) Y,7.687094e-02,1.040299e-25,-1.489433e-12
/out0 (Vin=0.3114094) Y,7.687959e-02,3.016271e-25,-7.207075e-13
/out0 (Vin=0.3221477) Y,7.689027e-02,1.887489e-25,-3.119419e-12
/out0 (Vin=0.3328859) Y,7.690340e-02,1.831567e-25,-5.737136e-12
/out0 (Vin=0.3436242) Y,7.691945e-02,6.233491e-25,-4.653749e-12
/out0 (Vin=0.3543624) Y,7.693897e-02,8.598639e-17,1.489610e-06
/out0 (Vin=0.3651007) Y,7.696261e-02,1.832489e-25,8.850317e-12
/out0 (Vin=0.3758389) Y,7.699112e-02,7.574478e-26,-2.255756e-12
/out0 (Vin=0.3865772) Y,7.702533e-02,8.972924e-17,1.521688e-06
/out0 (Vin=0.3973154) Y,7.706618e-02,1.532543e-25,-7.128077e-12
/out0 (Vin=0.4080537) Y,7.711473e-02,9.530651e-17,1.568267e-06
/out0 (Vin=0.4187919) Y,7.717207e-02,9.890689e-17,1.597615e-06
/out0 (Vin=0.4295302) Y,7.723938e-02,3.307930e-25,4.787366e-13
/out0 (Vin=0.4402685) Y,7.731784e-02,1.086361e-16,1.674360e-06
/out0 (Vin=0.4510067) Y,7.740862e-02,1.151352e-16,1.723709e-06
/out0 (Vin=0.461745) Y,7.751282e-02,1.230394e-16,1.781879e-06
/out0 (Vin=0.4724832) Y,7.763144e-02,1.326481e-16,1.850167e-06
/out0 (Vin=0.4832215) Y,7.776536e-02,1.443289e-16,1.929908e-06
/out0 (Vin=0.4939597) Y,7.791529e-02,8.899949e-26,4.330049e-12
/out0 (Vin=0.504698) Y,7.808176e-02,5.370556e-26,4.662655e-12
/out0 (Vin=0.5154362) Y,7.826515e-02,6.306391e-17,1.275714e-06
/out0 (Vin=0.5261745) Y,7.846565e-02,2.224991e-16,2.396222e-06
/out0 (Vin=0.5369128) Y,7.868333e-02,7.581221e-26,-4.700066e-12
/out0 (Vin=0.547651) Y,7.891807e-02,2.921101e-16,2.745606e-06
/out0 (Vin=0.5583893) Y,7.916971e-02,2.231689e-25,-6.531480e-14
/out0 (Vin=0.5691275) Y,7.943794e-02,1.255455e-25,-2.110951e-12
/out0 (Vin=0.5798658) Y,7.972241e-02,3.994277e-25,-1.779085e-12
/out0 (Vin=0.590604) Y,8.002271e-02,7.344699e-25,-1.171526e-11
/out0 (Vin=0.6013423) Y,8.033838e-02,1.684253e-25,-2.889909e-12
/out0 (Vin=0.6120805) Y,8.066894e-02,7.948377e-16,4.529057e-06
/out0 (Vin=0.6228188) Y,8.101389e-02,2.170667e-25,-2.476562e-12
/out0 (Vin=0.633557) Y,8.137272e-02,1.161193e-15,5.474205e-06
/out0 (Vin=0.6442953) Y,8.174491e-02,1.864008e-25,-4.566192e-12
/out0 (Vin=0.6550336) Y,8.212991e-02,5.478407e-26,-4.795715e-12
/out0 (Vin=0.6657718) Y,8.252718e-02,3.643755e-25,7.079158e-12
/out0 (Vin=0.6765101) Y,8.293618e-02,2.904307e-25,9.623466e-12
/out0 (Vin=0.6872483) Y,8.335633e-02,2.498317e-25,-5.712035e-12
/out0 (Vin=0.6979866) Y,8.378708e-02,1.104630e-25,1.360923e-11
/out0 (Vin=0.7087248) Y,8.422782e-02,2.501817e-25,1.672380e-12
/out0 (Vin=0.7194631) Y,8.467796e-02,7.817089e-26,-2.505532e-12
/out0 (Vin=0.7302013) Y,8.513685e-02,1.147285e-25,2.815367e-12
/out0 (Vin=0.7409396) Y,8.560384e-02,1.209259e-25,-6.572357e-12
/out0 (Vin=0.7516779) Y,8.607823e-02,1.090638e-14,1.677744e-05
/out0 (Vin=0.7624161) Y,8.655933e-02,9.185021e-25,1.276163e-11
/out0 (Vin=0.7731544) Y,8.704633e-02,2.870812e-25,-4.465789e-12
/out0 (Vin=0.7838926) Y,8.753845e-02,3.542988e-25,1.550689e-11
/out0 (Vin=0.7946309) Y,8.803482e-02,3.178719e-25,-2.994763e-12
/out0 (Vin=0.8053691) Y,8.853456e-02,7.348568e-23,1.352993e-09
/out0 (Vin=0.8161074) Y,8.903789e-02,4.319459e-24,1.421359e-11
/out0 (Vin=0.8268456) Y,8.954324e-02,5.345152e-25,1.015384e-12
/out0 (Vin=0.8375839) Y,9.004903e-02,2.411942e-25,3.268390e-12
/out0 (Vin=0.8483221) Y,9.055397e-02,7.202366e-25,9.991315e-12
/out0 (Vin=0.8590604) Y,9.105679e-02,2.495056e-25,-7.080492e-12
/out0 (Vin=0.8697987) Y,9.155616e-02,7.310217e-23,1.369382e-09
/out0 (Vin=0.8805369) Y,9.205069e-02,1.311852e-16,1.840043e-06
/out0 (Vin=0.8912752) Y,9.253894e-02,3.082395e-25,-8.408465e-12
/out0 (Vin=0.9020134) Y,9.301934e-02,1.391847e-13,5.994022e-05
/out0 (Vin=0.9127517) Y,9.349042e-02,8.296835e-25,4.905767e-12
/out0 (Vin=0.9234899) Y,9.395040e-02,1.691410e-13,6.607720e-05
/out0 (Vin=0.9342282) Y,9.439774e-02,1.409468e-25,7.529762e-12
/out0 (Vin=0.9449664) Y,9.483064e-02,1.190062e-25,-9.955690e-12
/out0 (Vin=0.9557047) Y,9.524741e-02,5.464808e-22,3.762767e-09
/out0 (Vin=0.966443) Y,9.564636e-02,3.061921e-25,5.647474e-12
/out0 (Vin=0.9771812) Y,9.602587e-02,4.061131e-20,-3.237143e-08
/out0 (Vin=0.9879195) Y,9.638441e-02,7.396014e-26,3.744504e-12
/out0 (Vin=0.9986577) Y,9.672066e-02,1.771254e-24,-4.476212e-12
/out0 (Vin=1.009396) Y,9.703352e-02,6.965822e-25,-8.744322e-12
/out0 (Vin=1.020134) Y,9.732222e-02,2.108589e-25,-1.230218e-11
/out0 (Vin=1.030872) Y,9.758643e-02,5.753552e-19,-1.218733e-07
/out0 (Vin=1.041611) Y,9.782626e-02,1.204191e-24,-6.762804e-12
/out0 (Vin=1.052349) Y,9.804238e-02,2.280136e-25,1.277211e-11
/out0 (Vin=1.063087) Y,9.823591e-02,8.496621e-14,4.683226e-05
/out0 (Vin=1.073826) Y,9.840854e-02,9.063035e-25,1.164833e-11
/out0 (Vin=1.084564) Y,9.856215e-02,7.772180e-19,-1.416409e-07
/out0 (Vin=1.095302) Y,9.869888e-02,6.067991e-19,-1.251714e-07
/out0 (Vin=1.10604) Y,9.882091e-02,1.248354e-15,-5.717177e-06
/out0 (Vin=1.116779) Y,9.893032e-02,4.332288e-25,2.243288e-12
/out0 (Vin=1.127517) Y,9.902902e-02,1.446744e-25,5.351361e-12
/out0 (Vin=1.138255) Y,9.911867e-02,6.726552e-25,-1.167337e-11
/out0 (Vin=1.148993) Y,9.920071e-02,2.033754e-25,-9.421897e-12
/out0 (Vin=1.159732) Y,9.927633e-02,2.207288e-25,-7.941075e-12
/out0 (Vin=1.17047) Y,9.934653e-02,6.209729e-25,2.399053e-12
/out0 (Vin=1.181208) Y,9.941211e-02,1.243309e-25,-5.606572e-12
/out0 (Vin=1.191946) Y,9.947373e-02,5.115278e-25,-1.458428e-11
/out0 (Vin=1.202685) Y,9.953188e-02,6.261902e-13,1.271501e-04
/out0 (Vin=1.213423) Y,9.958718e-02,3.252395e-25,-3.532201e-12
/out0 (Vin=1.224161) Y,9.963981e-02,9.379781e-25,-4.838496e-12
/out0 (Vin=1.234899) Y,9.969013e-02,2.258219e-24,-1.935143e-11
/out0 (Vin=1.245638) Y,9.973839e-02,3.953366e-25,-1.143871e-11
/out0 (Vin=1.256376) Y,9.978481e-02,1.131843e-24,1.780663e-11
/out0 (Vin=1.267114) Y,9.982955e-02,1.417206e-25,-1.241584e-11
/out0 (Vin=1.277852) Y,9.987278e-02,2.941705e-25,-6.421399e-12
/out0 (Vin=1.288591) Y,9.991461e-02,4.347913e-25,4.168206e-12
/out0 (Vin=1.299329) Y,9.995516e-02,3.132380e-25,2.951865e-12
/out0 (Vin=1.310067) Y,9.999453e-02,1.512692e-24,-1.406065e-11
/out0 (Vin=1.320805) Y,1.000328e-01,1.858044e-24,-8.138865e-12
/out0 (Vin=1.331544) Y,1.000701e-01,1.135376e-24,1.821670e-11
/out0 (Vin=1.342282) Y,1.001064e-01,6.010777e-25,1.152013e-11
/out0 (Vin=1.35302) Y,1.001418e-01,7.958291e-25,3.131554e-12
/out0 (Vin=1.363758) Y,1.001763e-01,9.931914e-25,-6.538843e-12
/out0 (Vin=1.374497) Y,1.002101e-01,1.318668e-25,-2.350145e-12
/out0 (Vin=1.385235) Y,1.002431e-01,8.567154e-25,-1.388688e-11
/out0 (Vin=1.395973) Y,1.002754e-01,2.883281e-25,1.439841e-12
/out0 (Vin=1.406711) Y,1.003070e-01,4.209585e-25,3.627858e-12
/out0 (Vin=1.41745) Y,1.003380e-01,1.847282e-25,-1.589988e-12
/out0 (Vin=1.428188) Y,1.003683e-01,5.930388e-24,-2.211711e-11
/out0 (Vin=1.438926) Y,1.003981e-01,3.600863e-25,-4.611023e-12
/out0 (Vin=1.449664) Y,1.004274e-01,2.521364e-24,2.220878e-12
/out0 (Vin=1.460403) Y,1.004560e-01,2.014377e-24,9.660505e-12
/out0 (Vin=1.471141) Y,1.004842e-01,5.575571e-25,-5.312800e-12
/out0 (Vin=1.481879) Y,1.005119e-01,3.017076e-25,3.312828e-12
/out0 (Vin=1.492617) Y,1.005391e-01,2.132532e-25,1.845125e-12
/out0 (Vin=1.503356) Y,1.005659e-01,2.598968e-24,1.761491e-11
/out0 (Vin=1.514094) Y,1.005922e-01,2.985869e-25,2.127109e-12
/out0 (Vin=1.524832) Y,1.006181e-01,1.534068e-24,-1.529807e-11
/out0 (Vin=1.53557) Y,1.006436e-01,9.979045e-25,-2.119901e-11
/out0 (Vin=1.546309) Y,1.006687e-01,6.819173e-25,-5.962239e-12
/out0 (Vin=1.557047) Y,1.006934e-01,1.406919e-24,-8.130035e-12
/out0 (Vin=1.567785) Y,1.007178e-01,2.490056e-24,-1.611606e-11
/out0 (Vin=1.578523) Y,1.007418e-01,1.400512e-25,-4.841874e-12
/out0 (Vin=1.589262) Y,1.007655e-01,2.524642e-24,6.085884e-12
/out0 (Vin=1.6) Y,1.007888e-01,6.993786e-25,1.911583e-11
Stage 2 Output
/out1 (Vin=0) Y,1.825786e-01,1.679927e-23,8.894874e-12
/out1 (Vin=0.01073826) Y,1.825786e-01,1.994027e-23,5.321672e-11
/out1 (Vin=0.02147651) Y,1.825786e-01,1.098783e-23,-7.809251e-11
/out1 (Vin=0.03221477) Y,1.825786e-01,3.327348e-23,5.358384e-12
/out1 (Vin=0.04295302) Y,1.825786e-01,1.656984e-23,-3.027094e-11
/out1 (Vin=0.05369128) Y,1.825786e-01,1.384918e-23,-3.472340e-11
/out1 (Vin=0.06442953) Y,1.825786e-01,5.922847e-18,3.909586e-07
/out1 (Vin=0.07516779) Y,1.825786e-01,2.438299e-23,-2.436774e-11
/out1 (Vin=0.08590604) Y,1.825786e-01,8.685424e-24,1.671048e-11
/out1 (Vin=0.0966443) Y,1.825786e-01,9.982458e-24,-3.269272e-11
/out1 (Vin=0.1073826) Y,1.825786e-01,1.741966e-23,-6.547457e-11
/out1 (Vin=0.1181208) Y,1.825786e-01,9.171960e-23,1.007765e-10
/out1 (Vin=0.1288591) Y,1.825786e-01,4.925505e-23,7.309092e-10
/out1 (Vin=0.1395973) Y,1.825786e-01,1.424595e-22,-1.976389e-11
/out1 (Vin=0.1503356) Y,1.825786e-01,3.951947e-23,3.559785e-11
/out1 (Vin=0.1610738) Y,1.825786e-01,1.002466e-23,3.115727e-11
/out1 (Vin=0.1718121) Y,1.825786e-01,3.489088e-23,1.995843e-12
/out1 (Vin=0.1825503) Y,1.825786e-01,3.023754e-23,2.451964e-10
/out1 (Vin=0.1932886) Y,1.825786e-01,8.264440e-23,-8.110842e-11
/out1 (Vin=0.2040268) Y,1.825786e-01,1.250294e-23,5.372226e-11
/out1 (Vin=0.2147651) Y,1.825786e-01,8.823158e-24,9.338523e-11
/out1 (Vin=0.2255034) Y,1.825786e-01,1.651781e-23,-4.534893e-11
/out1 (Vin=0.2362416) Y,1.825786e-01,1.344589e-23,-3.528559e-11
/out1 (Vin=0.2469799) Y,1.825786e-01,9.336456e-23,-9.966423e-11
/out1 (Vin=0.2577181) Y,1.825786e-01,5.656864e-23,6.032867e-11
/out1 (Vin=0.2684564) Y,1.825786e-01,2.239893e-23,4.058289e-12
/out1 (Vin=0.2791946) Y,1.825786e-01,6.728232e-23,-1.156863e-10
/out1 (Vin=0.2899329) Y,1.825786e-01,1.217217e-22,-1.635681e-10
/out1 (Vin=0.3006711) Y,1.825786e-01,1.734511e-20,2.114660e-08
/out1 (Vin=0.3114094) Y,1.825786e-01,1.450546e-22,-1.438834e-10
/out1 (Vin=0.3221477) Y,1.825786e-01,5.911447e-23,2.831517e-11
/out1 (Vin=0.3328859) Y,1.825786e-01,9.812018e-23,-3.723673e-11
/out1 (Vin=0.3436242) Y,1.825786e-01,1.557486e-21,6.075827e-09
/out1 (Vin=0.3543624) Y,1.825786e-01,4.236017e-22,-1.915328e-10
/out1 (Vin=0.3651007) Y,1.825786e-01,1.445569e-23,6.083908e-11
/out1 (Vin=0.3758389) Y,1.825786e-01,9.324402e-23,5.634620e-11
/out1 (Vin=0.3865772) Y,1.825786e-01,1.743319e-23,1.203351e-11
/out1 (Vin=0.3973154) Y,1.825786e-01,3.178949e-23,-8.999253e-11
/out1 (Vin=0.4080537) Y,1.825786e-01,1.690819e-23,3.290586e-11
