FeaturesParamTransientDCAAA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.844347e-01,1.240812e-32,-1.294541e-14
/out0 (Vin=0.01073826) Y,1.844347e-01,1.240812e-32,-3.135270e-15
/out0 (Vin=0.02147651) Y,1.844347e-01,3.799988e-32,-2.375473e-14
/out0 (Vin=0.03221477) Y,1.844347e-01,1.938769e-32,-2.023772e-14
/out0 (Vin=0.04295302) Y,1.844347e-01,1.938769e-32,-9.597292e-15
/out0 (Vin=0.05369128) Y,1.844347e-01,1.240812e-32,-3.451753e-15
/out0 (Vin=0.06442953) Y,1.844347e-01,6.979570e-33,-8.988399e-15
/out0 (Vin=0.07516779) Y,1.844348e-01,7.755078e-34,-2.531307e-14
/out0 (Vin=0.08590604) Y,1.844348e-01,1.240812e-32,-2.562956e-14
/out0 (Vin=0.0966443) Y,1.844349e-01,7.755078e-34,-1.443274e-14
/out0 (Vin=0.1073826) Y,1.844350e-01,3.102031e-33,-2.516335e-15
/out0 (Vin=0.1181208) Y,1.844351e-01,2.169603e-16,-2.365807e-06
/out0 (Vin=0.1288591) Y,1.844353e-01,0,-1.163375e-14
/out0 (Vin=0.1395973) Y,1.844355e-01,3.799988e-32,-1.677007e-14
/out0 (Vin=0.1503356) Y,1.844359e-01,0,-9.931796e-15
/out0 (Vin=0.1610738) Y,1.844363e-01,1.938769e-32,-2.441975e-14
/out0 (Vin=0.1718121) Y,1.844369e-01,3.799988e-32,-5.640705e-16
/out0 (Vin=0.1825503) Y,1.844377e-01,2.791828e-32,-1.023339e-14
/out0 (Vin=0.1932886) Y,1.844388e-01,3.102031e-33,-9.120251e-15
/out0 (Vin=0.2040268) Y,1.844402e-01,1.938769e-32,-1.359014e-15
/out0 (Vin=0.2147651) Y,1.844421e-01,7.755078e-34,-1.709681e-14
/out0 (Vin=0.2255034) Y,1.844446e-01,1.938769e-32,-1.871526e-14
/out0 (Vin=0.2362416) Y,1.844478e-01,3.102031e-33,-9.881777e-15
/out0 (Vin=0.2469799) Y,1.844519e-01,3.799988e-32,-1.685032e-14
/out0 (Vin=0.2577181) Y,1.844572e-01,6.979570e-33,-1.417434e-14
/out0 (Vin=0.2684564) Y,1.844639e-01,3.102031e-33,-1.693229e-14
/out0 (Vin=0.2791946) Y,1.844723e-01,1.240812e-32,-5.530736e-15
/out0 (Vin=0.2899329) Y,1.844827e-01,0,-1.074262e-14
/out0 (Vin=0.3006711) Y,1.844955e-01,2.791828e-32,-8.150326e-15
/out0 (Vin=0.3114094) Y,1.845111e-01,3.102031e-33,-1.473834e-14
/out0 (Vin=0.3221477) Y,1.845300e-01,1.240812e-32,-2.184522e-15
/out0 (Vin=0.3328859) Y,1.845527e-01,6.979570e-33,-5.082491e-15
/out0 (Vin=0.3436242) Y,1.845797e-01,6.979570e-33,-1.721411e-14
/out0 (Vin=0.3543624) Y,1.846117e-01,2.791828e-32,8.434878e-15
/out0 (Vin=0.3651007) Y,1.846494e-01,2.791828e-32,-1.485963e-14
/out0 (Vin=0.3758389) Y,1.846935e-01,1.240812e-32,-3.437224e-15
/out0 (Vin=0.3865772) Y,1.847449e-01,1.240812e-32,-1.213472e-14
/out0 (Vin=0.3973154) Y,1.848046e-01,1.938769e-32,-1.440813e-14
/out0 (Vin=0.4080537) Y,1.848738e-01,3.102031e-33,-1.997772e-14
/out0 (Vin=0.4187919) Y,1.849542e-01,1.240812e-32,-1.201577e-14
/out0 (Vin=0.4295302) Y,1.850477e-01,6.979570e-33,-1.091103e-14
/out0 (Vin=0.4402685) Y,1.851572e-01,2.791828e-32,-5.694097e-15
/out0 (Vin=0.4510067) Y,1.852871e-01,1.240812e-32,2.925609e-15
/out0 (Vin=0.461745) Y,1.854441e-01,6.979570e-33,2.033761e-15
/out0 (Vin=0.4724832) Y,1.856404e-01,6.979570e-33,7.525383e-16
/out0 (Vin=0.4832215) Y,1.859001e-01,0,-2.030764e-14
/out0 (Vin=0.4939597) Y,1.862813e-01,0,-1.168481e-14
/out0 (Vin=0.504698) Y,1.869621e-01,3.102031e-33,-1.528584e-14
/out0 (Vin=0.5154362) Y,1.884637e-01,1.240812e-32,-4.650308e-15
/out0 (Vin=0.5261745) Y,1.911490e-01,1.938769e-32,-2.058354e-14
/out0 (Vin=0.5369128) Y,1.948143e-01,1.240812e-32,-4.866574e-15
