FeaturesParamTransientDCNPP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.511617e-01,1.269666e-19,5.705849e-08
/out0 (Vin=0.01073826) Y,2.511624e-01,5.388188e-23,1.964959e-10
/out0 (Vin=0.02147651) Y,2.511634e-01,7.959009e-18,4.530177e-07
/out0 (Vin=0.03221477) Y,2.511647e-01,3.375058e-22,-1.444762e-10
/out0 (Vin=0.04295302) Y,2.511665e-01,2.792635e-22,2.938489e-11
/out0 (Vin=0.05369128) Y,2.511690e-01,3.887369e-18,-3.169265e-07
/out0 (Vin=0.06442953) Y,2.511725e-01,1.957918e-22,-1.376086e-10
/out0 (Vin=0.07516779) Y,2.511774e-01,5.010937e-23,5.583388e-11
/out0 (Vin=0.08590604) Y,2.511841e-01,3.570607e-18,-3.034254e-07
/out0 (Vin=0.0966443) Y,2.511932e-01,1.587589e-12,2.024023e-04
/out0 (Vin=0.1073826) Y,2.512060e-01,1.944118e-15,7.082196e-06
/out0 (Vin=0.1181208) Y,2.512235e-01,3.250023e-23,2.124281e-10
/out0 (Vin=0.1288591) Y,2.512476e-01,1.640228e-22,3.382791e-11
/out0 (Vin=0.1395973) Y,2.512804e-01,3.945194e-23,-1.411992e-10
/out0 (Vin=0.1503356) Y,2.513251e-01,4.249041e-16,-3.311375e-06
/out0 (Vin=0.1610738) Y,2.513858e-01,3.514544e-22,1.306864e-10
/out0 (Vin=0.1718121) Y,2.514678e-01,2.464081e-19,7.982898e-08
/out0 (Vin=0.1825503) Y,2.515782e-01,2.641731e-19,8.246260e-08
/out0 (Vin=0.1932886) Y,2.517258e-01,1.525765e-17,6.272899e-07
/out0 (Vin=0.2040268) Y,2.519222e-01,1.031074e-21,-3.961190e-10
/out0 (Vin=0.2147651) Y,2.521818e-01,1.560565e-18,2.005499e-07
/out0 (Vin=0.2255034) Y,2.525226e-01,4.936580e-19,1.127841e-07
/out0 (Vin=0.2362416) Y,2.529668e-01,6.639620e-19,1.309156e-07
/out0 (Vin=0.2469799) Y,2.535416e-01,9.325270e-16,4.904961e-06
/out0 (Vin=0.2577181) Y,2.542799e-01,1.311400e-19,5.826261e-08
/out0 (Vin=0.2684564) Y,2.552212e-01,7.185852e-16,4.305591e-06
/out0 (Vin=0.2791946) Y,2.564130e-01,1.854593e-22,1.139106e-10
/out0 (Vin=0.2899329) Y,2.579121e-01,2.673810e-12,2.626801e-04
/out0 (Vin=0.3006711) Y,2.597876e-01,1.197893e-21,3.613672e-10
/out0 (Vin=0.3114094) Y,2.621226e-01,6.952877e-23,-1.390224e-10
/out0 (Vin=0.3221477) Y,2.650205e-01,2.474631e-22,2.801906e-10
/out0 (Vin=0.3328859) Y,2.686109e-01,2.674221e-19,8.320134e-08
/out0 (Vin=0.3436242) Y,2.730608e-01,2.455599e-13,7.959869e-05
/out0 (Vin=0.3543624) Y,2.785919e-01,3.738149e-13,9.821134e-05
/out0 (Vin=0.3651007) Y,2.855082e-01,1.444000e-13,6.103884e-05
/out0 (Vin=0.3758389) Y,2.942440e-01,1.530703e-13,6.284542e-05
/out0 (Vin=0.3865772) Y,3.054480e-01,4.424384e-22,-2.478135e-10
/out0 (Vin=0.3973154) Y,3.201328e-01,3.932204e-17,1.007382e-06
/out0 (Vin=0.4080537) Y,3.399224e-01,1.593403e-13,6.412173e-05
/out0 (Vin=0.4187919) Y,3.672472e-01,2.005716e-17,7.195862e-07
/out0 (Vin=0.4295302) Y,4.042316e-01,4.222228e-15,1.043830e-05
/out0 (Vin=0.4402685) Y,4.496731e-01,1.782590e-14,2.144722e-05
/out0 (Vin=0.4510067) Y,5.007081e-01,1.653257e-12,2.065614e-04
/out0 (Vin=0.461745) Y,5.557894e-01,1.338595e-21,-2.520678e-10
/out0 (Vin=0.4724832) Y,6.141327e-01,1.447073e-20,-1.081882e-09
/out0 (Vin=0.4832215) Y,6.751199e-01,9.371579e-21,-5.629788e-10
/out0 (Vin=0.4939597) Y,7.381236e-01,5.253904e-21,-6.819614e-10
/out0 (Vin=0.504698) Y,8.024580e-01,5.584075e-14,3.792901e-05
/out0 (Vin=0.5154362) Y,8.673701e-01,7.172727e-22,5.867109e-10
/out0 (Vin=0.5261745) Y,9.320605e-01,9.976694e-22,-6.603648e-11
/out0 (Vin=0.5369128) Y,9.957286e-01,8.505220e-22,-5.085834e-11
/out0 (Vin=0.547651) Y,1.057612e+00,1.958018e-21,-7.927541e-10
/out0 (Vin=0.5583893) Y,1.116904e+00,6.992311e-21,8.626458e-10
/out0 (Vin=0.5691275) Y,1.172212e+00,8.795441e-11,-1.507121e-03
/out0 (Vin=0.5798658) Y,1.220612e+00,6.151260e-22,2.293388e-10
/out0 (Vin=0.590604) Y,1.259930e+00,6.232332e-12,-4.010790e-04
/out0 (Vin=0.6013423) Y,1.291176e+00,6.291069e-12,-4.029612e-04
/out0 (Vin=0.6120805) Y,1.316470e+00,6.151156e-23,6.335298e-11
/out0 (Vin=0.6228188) Y,1.337423e+00,1.030352e-15,5.159328e-06
/out0 (Vin=0.633557) Y,1.355140e+00,1.151821e-11,-5.453480e-04
/out0 (Vin=0.6442953) Y,1.370372e+00,2.017573e-12,-2.281758e-04
/out0 (Vin=0.6550336) Y,1.383639e+00,6.331354e-16,-4.041752e-06
/out0 (Vin=0.6657718) Y,1.395311e+00,4.310701e-13,-1.054662e-04
/out0 (Vin=0.6765101) Y,1.405653e+00,1.448376e-11,-6.115320e-04
/out0 (Vin=0.6872483) Y,1.414864e+00,3.541868e-12,-3.023241e-04
/out0 (Vin=0.6979866) Y,1.423096e+00,1.928100e-22,2.246457e-10
/out0 (Vin=0.7087248) Y,1.430466e+00,2.170471e-23,-5.486624e-11
/out0 (Vin=0.7194631) Y,1.437070e+00,2.249965e-23,-9.397453e-11
/out0 (Vin=0.7302013) Y,1.442984e+00,1.376975e-15,-5.960555e-06
/out0 (Vin=0.7409396) Y,1.448274e+00,1.251046e-11,-5.682427e-04
/out0 (Vin=0.7516779) Y,1.452994e+00,1.166259e-23,-2.622663e-12
/out0 (Vin=0.7624161) Y,1.457193e+00,6.163228e-20,-9.002703e-09
/out0 (Vin=0.7731544) Y,1.460913e+00,9.703503e-20,-4.998959e-08
/out0 (Vin=0.7838926) Y,1.464195e+00,2.364803e-19,7.800524e-08
/out0 (Vin=0.7946309) Y,1.467076e+00,5.955994e-22,-3.872754e-09
