FeaturesParamTransientDCPNP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.683915e-02,3.102031e-33,-6.565442e-15
/out0 (Vin=0.01073826) Y,7.683915e-02,7.755078e-34,-7.472369e-15
/out0 (Vin=0.02147651) Y,7.683915e-02,7.755078e-34,-6.602341e-15
/out0 (Vin=0.03221477) Y,7.683915e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.04295302) Y,7.683916e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.05369128) Y,7.683917e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.06442953) Y,7.683918e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.07516779) Y,7.683920e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.08590604) Y,7.683923e-02,7.755078e-34,-9.316708e-15
/out0 (Vin=0.0966443) Y,7.683926e-02,7.755078e-34,-9.974536e-15
/out0 (Vin=0.1073826) Y,7.683930e-02,1.744893e-33,4.629497e-16
/out0 (Vin=0.1181208) Y,7.683936e-02,4.955063e-15,1.131910e-05
/out0 (Vin=0.1288591) Y,7.683945e-02,2.884768e-15,8.626699e-06
/out0 (Vin=0.1395973) Y,7.683957e-02,7.755078e-34,-8.411776e-15
/out0 (Vin=0.1503356) Y,7.683973e-02,7.755078e-34,-2.290311e-15
/out0 (Vin=0.1610738) Y,7.683995e-02,6.360265e-17,1.280934e-06
/out0 (Vin=0.1718121) Y,7.684025e-02,4.452980e-17,1.071802e-06
/out0 (Vin=0.1825503) Y,7.684065e-02,8.013245e-17,1.437783e-06
/out0 (Vin=0.1932886) Y,7.684118e-02,2.920530e-18,2.744859e-07
/out0 (Vin=0.2040268) Y,7.684189e-02,1.744893e-33,-1.037691e-16
/out0 (Vin=0.2147651) Y,7.684284e-02,7.755078e-34,-9.760264e-15
/out0 (Vin=0.2255034) Y,7.684408e-02,8.159603e-17,1.450854e-06
/out0 (Vin=0.2362416) Y,7.684571e-02,8.159603e-17,1.450854e-06
/out0 (Vin=0.2469799) Y,7.684782e-02,8.159603e-17,1.450854e-06
/out0 (Vin=0.2577181) Y,7.685054e-02,8.159603e-17,1.450854e-06
/out0 (Vin=0.2684564) Y,7.685401e-02,1.744893e-33,-3.855965e-15
/out0 (Vin=0.2791946) Y,7.685842e-02,4.846924e-33,-4.940935e-16
/out0 (Vin=0.2899329) Y,7.686398e-02,8.159603e-17,1.450854e-06
/out0 (Vin=0.3006711) Y,7.687094e-02,1.938769e-34,-7.248647e-15
/out0 (Vin=0.3114094) Y,7.687959e-02,8.307285e-17,1.463925e-06
/out0 (Vin=0.3221477) Y,7.689027e-02,8.307285e-17,1.463925e-06
/out0 (Vin=0.3328859) Y,7.690340e-02,7.755078e-34,-1.040227e-15
/out0 (Vin=0.3436242) Y,7.691945e-02,8.456291e-17,1.476995e-06
/out0 (Vin=0.3543624) Y,7.693897e-02,3.102031e-33,-7.687968e-15
/out0 (Vin=0.3651007) Y,7.696261e-02,1.744893e-33,-5.556311e-15
/out0 (Vin=0.3758389) Y,7.699106e-02,4.286213e-13,1.051800e-04
/out0 (Vin=0.3865772) Y,7.702533e-02,9.065563e-17,1.529278e-06
/out0 (Vin=0.3973154) Y,7.706619e-02,7.755078e-34,-5.747758e-15
/out0 (Vin=0.4080537) Y,7.711473e-02,9.536424e-17,1.568491e-06
/out0 (Vin=0.4187919) Y,7.717207e-02,1.001921e-16,1.607703e-06
/out0 (Vin=0.4295302) Y,7.723938e-02,1.744893e-33,1.702823e-15
/out0 (Vin=0.4402685) Y,7.731784e-02,1.085033e-16,1.673057e-06
/out0 (Vin=0.4510067) Y,7.740862e-02,1.153907e-16,1.725340e-06
/out0 (Vin=0.461745) Y,7.751282e-02,1.224901e-16,1.777623e-06
/out0 (Vin=0.4724832) Y,7.763144e-02,1.335305e-16,1.868944e-06
/out0 (Vin=0.4832215) Y,7.776536e-02,1.431060e-16,1.921401e-06
/out0 (Vin=0.4939597) Y,7.791529e-02,1.591060e-16,2.025967e-06
/out0 (Vin=0.504698) Y,7.808176e-02,4.374106e-16,3.359184e-06
/out0 (Vin=0.5154362) Y,7.826515e-02,9.856954e-17,1.594632e-06
/out0 (Vin=0.5261745) Y,7.846566e-02,4.846924e-33,-4.769391e-15
/out0 (Vin=0.5369128) Y,7.868332e-02,2.544106e-16,2.561868e-06
