FeaturesParamTransientDCNAN.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.511617e-01,1.134258e-22,2.020724e-10
/out0 (Vin=0.01073826) Y,2.511624e-01,3.878202e-23,1.012269e-10
/out0 (Vin=0.02147651) Y,2.511634e-01,3.976176e-22,-8.278964e-11
/out0 (Vin=0.03221477) Y,2.511647e-01,4.214331e-22,-2.932845e-11
/out0 (Vin=0.04295302) Y,2.511665e-01,6.726471e-23,1.118012e-10
/out0 (Vin=0.05369128) Y,2.511690e-01,1.212587e-22,-2.208514e-11
/out0 (Vin=0.06442953) Y,2.511725e-01,1.385236e-23,5.625344e-11
/out0 (Vin=0.07516779) Y,2.511774e-01,2.714471e-23,-6.195351e-11
/out0 (Vin=0.08590604) Y,2.511841e-01,4.230482e-22,2.921823e-10
/out0 (Vin=0.0966443) Y,2.511933e-01,1.783414e-22,-2.141282e-12
/out0 (Vin=0.1073826) Y,2.512060e-01,5.437070e-23,8.842748e-11
/out0 (Vin=0.1181208) Y,2.512235e-01,1.451377e-22,6.264420e-11
/out0 (Vin=0.1288591) Y,2.512476e-01,2.261589e-22,9.568326e-11
/out0 (Vin=0.1395973) Y,2.512804e-01,2.560826e-22,7.579625e-11
/out0 (Vin=0.1503356) Y,2.513251e-01,4.756141e-23,9.277860e-11
/out0 (Vin=0.1610738) Y,2.513858e-01,1.307340e-22,-1.940135e-10
/out0 (Vin=0.1718121) Y,2.514678e-01,2.799693e-22,-5.620555e-11
/out0 (Vin=0.1825503) Y,2.515782e-01,2.646265e-19,8.217959e-08
/out0 (Vin=0.1932886) Y,2.517258e-01,2.490757e-23,-2.339337e-11
/out0 (Vin=0.2040268) Y,2.519222e-01,1.530688e-22,5.624692e-11
/out0 (Vin=0.2147651) Y,2.521818e-01,1.329459e-22,-2.093873e-10
/out0 (Vin=0.2255034) Y,2.525226e-01,4.048445e-23,2.292995e-10
/out0 (Vin=0.2362416) Y,2.529668e-01,3.667006e-23,3.691429e-11
/out0 (Vin=0.2469799) Y,2.535416e-01,5.398359e-23,-1.194264e-10
/out0 (Vin=0.2577181) Y,2.542799e-01,3.301095e-16,2.918477e-06
/out0 (Vin=0.2684564) Y,2.552212e-01,2.434268e-22,-1.679211e-10
/out0 (Vin=0.2791946) Y,2.564130e-01,7.517271e-24,-6.612570e-11
/out0 (Vin=0.2899329) Y,2.579122e-01,4.809882e-18,3.522261e-07
/out0 (Vin=0.3006711) Y,2.597876e-01,1.918270e-22,1.249737e-10
/out0 (Vin=0.3114094) Y,2.621226e-01,7.008578e-23,5.033514e-11
/out0 (Vin=0.3221477) Y,2.650205e-01,3.455314e-22,7.318007e-13
/out0 (Vin=0.3328859) Y,2.686109e-01,6.684162e-22,4.392052e-10
/out0 (Vin=0.3436242) Y,2.730609e-01,1.615734e-22,1.168004e-10
/out0 (Vin=0.3543624) Y,2.785920e-01,2.705576e-23,4.579660e-11
/out0 (Vin=0.3651007) Y,2.855083e-01,1.136941e-21,-1.408945e-10
/out0 (Vin=0.3758389) Y,2.942441e-01,4.819168e-22,-1.957663e-11
/out0 (Vin=0.3865772) Y,3.054480e-01,6.537908e-22,4.356134e-10
/out0 (Vin=0.3973154) Y,3.201328e-01,2.333797e-21,2.588101e-09
/out0 (Vin=0.4080537) Y,3.399225e-01,7.096667e-21,-8.823803e-10
/out0 (Vin=0.4187919) Y,3.672472e-01,1.083956e-21,-4.151977e-10
/out0 (Vin=0.4295302) Y,4.042316e-01,2.295296e-21,-6.885767e-10
/out0 (Vin=0.4402685) Y,4.496731e-01,1.599646e-21,3.756763e-10
/out0 (Vin=0.4510067) Y,5.007082e-01,7.762201e-22,-6.188698e-11
/out0 (Vin=0.461745) Y,5.557894e-01,2.757480e-21,6.320972e-10
/out0 (Vin=0.4724832) Y,6.141327e-01,6.856743e-21,-9.407035e-10
/out0 (Vin=0.4832215) Y,6.751199e-01,2.921570e-21,5.743989e-10
/out0 (Vin=0.4939597) Y,7.381236e-01,1.324859e-21,-6.860875e-11
/out0 (Vin=0.504698) Y,8.024580e-01,2.804223e-21,-2.117184e-10
/out0 (Vin=0.5154362) Y,8.673701e-01,6.666144e-21,-5.017864e-10
/out0 (Vin=0.5261745) Y,9.320605e-01,1.189870e-20,-8.325832e-10
/out0 (Vin=0.5369128) Y,9.957286e-01,6.536296e-22,1.353413e-10
/out0 (Vin=0.547651) Y,1.057612e+00,8.261343e-22,-6.098713e-10
/out0 (Vin=0.5583893) Y,1.116904e+00,2.367852e-21,-7.740192e-10
/out0 (Vin=0.5691275) Y,1.172212e+00,4.202593e-22,-2.523002e-10
/out0 (Vin=0.5798658) Y,1.220612e+00,6.525870e-22,2.194647e-10
/out0 (Vin=0.590604) Y,1.259930e+00,2.826903e-22,-3.810862e-10
/out0 (Vin=0.6013423) Y,1.291176e+00,1.273167e-22,4.969159e-11
/out0 (Vin=0.6120805) Y,1.316470e+00,8.229551e-23,1.462996e-10
/out0 (Vin=0.6228188) Y,1.337423e+00,1.151381e-21,2.718687e-10
/out0 (Vin=0.633557) Y,1.355140e+00,8.777038e-23,1.434981e-10
/out0 (Vin=0.6442953) Y,1.370372e+00,5.083433e-23,-1.366193e-10
/out0 (Vin=0.6550336) Y,1.383639e+00,6.455084e-23,4.093533e-11
/out0 (Vin=0.6657718) Y,1.395311e+00,3.412010e-22,2.494023e-10
/out0 (Vin=0.6765101) Y,1.405653e+00,5.011567e-23,-3.129437e-11
/out0 (Vin=0.6872483) Y,1.414864e+00,2.680947e-23,-3.578789e-11
/out0 (Vin=0.6979866) Y,1.423096e+00,6.559250e-24,-1.890355e-11
/out0 (Vin=0.7087248) Y,1.430466e+00,1.665620e-23,-1.639076e-11
/out0 (Vin=0.7194631) Y,1.437070e+00,1.051566e-22,3.688329e-11
/out0 (Vin=0.7302013) Y,1.442984e+00,2.267959e-22,9.066469e-11
/out0 (Vin=0.7409396) Y,1.448274e+00,7.648064e-24,-6.506674e-11
/out0 (Vin=0.7516779) Y,1.452994e+00,9.988779e-23,-2.809666e-11
/out0 (Vin=0.7624161) Y,1.457193e+00,1.219165e-22,7.391947e-11
/out0 (Vin=0.7731544) Y,1.460913e+00,1.464352e-23,2.086593e-11
/out0 (Vin=0.7838926) Y,1.464195e+00,1.607163e-23,-1.192379e-11
/out0 (Vin=0.7946309) Y,1.467076e+00,8.936040e-23,1.040024e-10
/out0 (Vin=0.8053691) Y,1.469593e+00,8.118270e-24,-7.914045e-11
/out0 (Vin=0.8161074) Y,1.471782e+00,3.232011e-23,-1.571151e-11
/out0 (Vin=0.8268456) Y,1.473680e+00,5.034228e-23,-7.726993e-12
/out0 (Vin=0.8375839) Y,1.475320e+00,7.305240e-23,-9.250731e-11
/out0 (Vin=0.8483221) Y,1.476739e+00,1.164084e-22,-6.438340e-11
/out0 (Vin=0.8590604) Y,1.477968e+00,2.758043e-23,4.241526e-11
/out0 (Vin=0.8697987) Y,1.479038e+00,1.279932e-23,-3.219179e-11
/out0 (Vin=0.8805369) Y,1.479976e+00,2.714834e-23,4.739771e-11
/out0 (Vin=0.8912752) Y,1.480803e+00,2.928241e-24,-3.465217e-11
/out0 (Vin=0.9020134) Y,1.481541e+00,2.159449e-23,-5.215142e-11
