FeaturesParamTransientDCANA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.844347e-01,3.542425e-24,-8.500593e-11
/out0 (Vin=0.01073826) Y,1.844347e-01,4.859702e-24,-6.908299e-11
/out0 (Vin=0.02147651) Y,1.844347e-01,7.921316e-24,-8.127652e-11
/out0 (Vin=0.03221477) Y,1.844347e-01,8.484935e-16,-4.682518e-06
/out0 (Vin=0.04295302) Y,1.844347e-01,1.603175e-22,1.071917e-10
/out0 (Vin=0.05369128) Y,1.844347e-01,4.585122e-23,-3.578631e-11
/out0 (Vin=0.06442953) Y,1.844347e-01,7.366557e-24,1.770655e-11
/out0 (Vin=0.07516779) Y,1.844348e-01,2.207180e-22,1.767479e-10
/out0 (Vin=0.08590604) Y,1.844348e-01,3.390117e-23,6.079996e-11
/out0 (Vin=0.0966443) Y,1.844349e-01,2.345219e-23,-9.720887e-12
/out0 (Vin=0.1073826) Y,1.844350e-01,5.484603e-23,-9.123845e-13
/out0 (Vin=0.1181208) Y,1.844351e-01,1.975827e-22,1.461776e-10
/out0 (Vin=0.1288591) Y,1.844353e-01,2.086988e-23,1.032800e-10
/out0 (Vin=0.1395973) Y,1.844355e-01,7.349345e-20,4.355245e-08
/out0 (Vin=0.1503356) Y,1.844359e-01,4.313892e-21,1.048730e-08
/out0 (Vin=0.1610738) Y,1.844363e-01,7.121673e-23,-6.989940e-11
/out0 (Vin=0.1718121) Y,1.844369e-01,6.722871e-23,-5.391022e-11
/out0 (Vin=0.1825503) Y,1.844377e-01,4.376509e-23,1.975577e-11
/out0 (Vin=0.1932886) Y,1.844388e-01,8.648649e-23,-2.751532e-11
/out0 (Vin=0.2040268) Y,1.844402e-01,2.191710e-22,-1.557405e-10
/out0 (Vin=0.2147651) Y,1.844421e-01,1.564978e-22,1.974254e-10
/out0 (Vin=0.2255034) Y,1.844446e-01,1.643215e-23,4.891902e-11
/out0 (Vin=0.2362416) Y,1.844478e-01,1.220016e-22,-8.519317e-11
/out0 (Vin=0.2469799) Y,1.844519e-01,1.676944e-22,3.964077e-11
/out0 (Vin=0.2577181) Y,1.844572e-01,2.622246e-23,-8.332060e-12
/out0 (Vin=0.2684564) Y,1.844639e-01,9.923969e-24,-4.324813e-11
/out0 (Vin=0.2791946) Y,1.844723e-01,2.285153e-22,-5.853253e-11
/out0 (Vin=0.2899329) Y,1.844827e-01,2.578516e-23,-3.643666e-11
/out0 (Vin=0.3006711) Y,1.844955e-01,3.853504e-23,-4.336191e-11
/out0 (Vin=0.3114094) Y,1.845111e-01,1.773140e-22,-1.662908e-10
/out0 (Vin=0.3221477) Y,1.845300e-01,5.839465e-23,-9.717232e-11
/out0 (Vin=0.3328859) Y,1.845527e-01,1.311526e-23,-2.709226e-11
/out0 (Vin=0.3436242) Y,1.845797e-01,2.802519e-23,7.669863e-11
/out0 (Vin=0.3543624) Y,1.846117e-01,6.386017e-23,-3.473157e-12
/out0 (Vin=0.3651007) Y,1.846494e-01,3.792521e-16,-3.130729e-06
/out0 (Vin=0.3758389) Y,1.846935e-01,1.482092e-23,-5.146417e-12
/out0 (Vin=0.3865772) Y,1.847449e-01,4.193258e-23,1.893203e-11
/out0 (Vin=0.3973154) Y,1.848046e-01,2.952406e-23,-3.427442e-11
/out0 (Vin=0.4080537) Y,1.848738e-01,6.290173e-23,9.705007e-11
/out0 (Vin=0.4187919) Y,1.849542e-01,4.921837e-23,-7.658834e-11
/out0 (Vin=0.4295302) Y,1.850477e-01,5.091980e-23,1.092530e-10
/out0 (Vin=0.4402685) Y,1.851572e-01,8.917622e-24,-6.195415e-12
/out0 (Vin=0.4510067) Y,1.852871e-01,2.049960e-23,-2.870399e-11
/out0 (Vin=0.461745) Y,1.854441e-01,3.399152e-23,4.391802e-11
/out0 (Vin=0.4724832) Y,1.856404e-01,6.748261e-23,-2.003688e-11
/out0 (Vin=0.4832215) Y,1.859001e-01,8.630667e-23,5.812757e-11
/out0 (Vin=0.4939597) Y,1.862813e-01,1.641981e-23,2.640270e-11
/out0 (Vin=0.504698) Y,1.869621e-01,3.345178e-23,8.587465e-11
/out0 (Vin=0.5154362) Y,1.884637e-01,3.987977e-24,-3.726987e-11
/out0 (Vin=0.5261745) Y,1.911490e-01,2.897610e-23,3.409121e-11
/out0 (Vin=0.5369128) Y,1.948143e-01,7.778537e-23,1.268467e-10
/out0 (Vin=0.547651) Y,1.993577e-01,1.598202e-23,4.866104e-11
/out0 (Vin=0.5583893) Y,2.049901e-01,2.575266e-22,-1.181432e-10
/out0 (Vin=0.5691275) Y,2.121031e-01,8.212894e-24,6.925301e-11
/out0 (Vin=0.5798658) Y,2.214469e-01,6.237451e-23,1.418115e-10
/out0 (Vin=0.590604) Y,2.354568e-01,5.174907e-22,4.014222e-10
/out0 (Vin=0.6013423) Y,2.639883e-01,1.642162e-21,5.763347e-10
/out0 (Vin=0.6120805) Y,4.431949e-01,1.255980e-19,-8.128427e-11
/out0 (Vin=0.6228188) Y,1.290478e+00,1.817915e-20,-2.876506e-09
/out0 (Vin=0.633557) Y,1.433726e+00,1.290479e-22,1.776204e-10
/out0 (Vin=0.6442953) Y,1.434578e+00,1.680334e-22,1.660900e-10
/out0 (Vin=0.6550336) Y,1.434633e+00,4.556975e-23,-1.951290e-10
/out0 (Vin=0.6657718) Y,1.434649e+00,1.584443e-22,6.438826e-11
/out0 (Vin=0.6765101) Y,1.434658e+00,1.367849e-22,-1.100151e-10
/out0 (Vin=0.6872483) Y,1.434665e+00,2.660978e-23,-9.631282e-11
/out0 (Vin=0.6979866) Y,1.434670e+00,1.110435e-22,1.872493e-11
/out0 (Vin=0.7087248) Y,1.434674e+00,7.166528e-23,2.922848e-09
/out0 (Vin=0.7194631) Y,1.434677e+00,2.615627e-23,-5.283014e-11
/out0 (Vin=0.7302013) Y,1.434680e+00,2.713716e-23,6.265231e-11
/out0 (Vin=0.7409396) Y,1.434682e+00,1.295290e-23,-2.015177e-11
/out0 (Vin=0.7516779) Y,1.434684e+00,1.090111e-22,4.212086e-09
/out0 (Vin=0.7624161) Y,1.434686e+00,1.482953e-22,2.786659e-10
/out0 (Vin=0.7731544) Y,1.434687e+00,3.317776e-23,3.348084e-11
/out0 (Vin=0.7838926) Y,1.434689e+00,2.521756e-23,1.207089e-09
/out0 (Vin=0.7946309) Y,1.434690e+00,1.753211e-23,-5.436024e-12
/out0 (Vin=0.8053691) Y,1.434691e+00,2.020922e-22,1.109887e-09
/out0 (Vin=0.8161074) Y,1.434692e+00,1.166263e-22,1.086374e-09
/out0 (Vin=0.8268456) Y,1.434692e+00,3.241163e-22,4.518713e-10
/out0 (Vin=0.8375839) Y,1.434693e+00,9.288337e-21,6.800764e-08
/out0 (Vin=0.8483221) Y,1.434694e+00,2.547242e-23,-1.753218e-10
/out0 (Vin=0.8590604) Y,1.434694e+00,1.641221e-22,-1.837095e-11
/out0 (Vin=0.8697987) Y,1.434695e+00,1.450710e-23,3.354275e-10
/out0 (Vin=0.8805369) Y,1.434695e+00,2.768101e-22,1.532856e-08
/out0 (Vin=0.8912752) Y,1.434696e+00,1.789293e-22,3.085730e-09
/out0 (Vin=0.9020134) Y,1.434696e+00,1.746911e-23,3.603753e-10
/out0 (Vin=0.9127517) Y,1.434697e+00,5.070234e-22,9.758036e-11
/out0 (Vin=0.9234899) Y,1.434697e+00,9.286986e-23,3.361733e-10
/out0 (Vin=0.9342282) Y,1.434697e+00,1.523938e-23,3.897289e-10
/out0 (Vin=0.9449664) Y,1.434698e+00,6.909065e-23,1.490607e-10
/out0 (Vin=0.9557047) Y,1.434698e+00,2.078900e-23,5.373013e-10
/out0 (Vin=0.966443) Y,1.434698e+00,1.061604e-22,2.868366e-10
/out0 (Vin=0.9771812) Y,1.434699e+00,6.163024e-23,4.569740e-10
/out0 (Vin=0.9879195) Y,1.434699e+00,2.986254e-23,3.294997e-10
/out0 (Vin=0.9986577) Y,1.434699e+00,6.214410e-23,3.993024e-10
/out0 (Vin=1.009396) Y,1.434699e+00,4.304682e-23,3.947524e-10
/out0 (Vin=1.020134) Y,1.434699e+00,6.599895e-23,1.667551e-10
/out0 (Vin=1.030872) Y,1.434700e+00,1.558397e-22,6.860188e-11
/out0 (Vin=1.041611) Y,1.434700e+00,3.087846e-22,2.279692e-11
/out0 (Vin=1.052349) Y,1.434700e+00,5.857357e-23,-1.413246e-11
/out0 (Vin=1.063087) Y,1.434700e+00,2.173026e-23,-2.446481e-11
