FeaturesParamTransientDCANP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.844347e-01,3.434262e-22,2.856770e-09
/out0 (Vin=0.01073826) Y,1.844347e-01,1.896306e-22,2.680377e-11
/out0 (Vin=0.02147651) Y,1.844347e-01,3.557620e-23,-3.589861e-11
/out0 (Vin=0.03221477) Y,1.844347e-01,8.507282e-16,-4.688803e-06
/out0 (Vin=0.04295302) Y,1.844347e-01,1.975929e-23,1.131141e-10
/out0 (Vin=0.05369128) Y,1.844347e-01,3.043896e-24,-5.431813e-12
/out0 (Vin=0.06442953) Y,1.844347e-01,3.778010e-23,1.258730e-10
/out0 (Vin=0.07516779) Y,1.844348e-01,7.814995e-23,-1.024764e-10
/out0 (Vin=0.08590604) Y,1.844348e-01,3.921920e-23,2.191197e-11
/out0 (Vin=0.0966443) Y,1.844349e-01,5.222826e-23,-5.907912e-11
/out0 (Vin=0.1073826) Y,1.844350e-01,3.229121e-21,8.423009e-09
/out0 (Vin=0.1181208) Y,1.844351e-01,1.994257e-22,-4.929041e-11
/out0 (Vin=0.1288591) Y,1.844353e-01,1.795595e-23,1.004860e-10
/out0 (Vin=0.1395973) Y,1.844355e-01,9.222143e-20,4.888538e-08
/out0 (Vin=0.1503356) Y,1.844359e-01,4.064970e-21,1.028166e-08
/out0 (Vin=0.1610738) Y,1.844363e-01,2.111116e-23,-4.591913e-11
/out0 (Vin=0.1718121) Y,1.844369e-01,1.228943e-22,8.357413e-11
/out0 (Vin=0.1825503) Y,1.844377e-01,1.516607e-23,6.163144e-11
/out0 (Vin=0.1932886) Y,1.844388e-01,1.346340e-22,-8.432207e-11
/out0 (Vin=0.2040268) Y,1.844402e-01,9.003408e-24,1.563009e-11
/out0 (Vin=0.2147651) Y,1.844421e-01,3.442261e-21,9.474095e-09
/out0 (Vin=0.2255034) Y,1.844446e-01,2.321519e-23,-2.252038e-11
/out0 (Vin=0.2362416) Y,1.844478e-01,3.859771e-21,9.673479e-09
