FeaturesParamTransientDCNNA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.511617e-01,2.073447e-22,1.576390e-11
/out0 (Vin=0.01073826) Y,2.511624e-01,1.497422e-22,3.275601e-11
/out0 (Vin=0.02147651) Y,2.511634e-01,3.478592e-22,-1.913304e-10
/out0 (Vin=0.03221477) Y,2.511647e-01,8.738145e-23,-1.276865e-10
/out0 (Vin=0.04295302) Y,2.511665e-01,4.438867e-22,2.647549e-10
/out0 (Vin=0.05369128) Y,2.511690e-01,5.994429e-23,8.321140e-11
/out0 (Vin=0.06442953) Y,2.511725e-01,1.112248e-22,-1.107908e-10
/out0 (Vin=0.07516779) Y,2.511774e-01,6.954553e-23,-5.464258e-11
/out0 (Vin=0.08590604) Y,2.511841e-01,6.875603e-23,-1.291261e-10
/out0 (Vin=0.0966443) Y,2.511933e-01,3.404087e-22,-2.137394e-10
/out0 (Vin=0.1073826) Y,2.512060e-01,3.525530e-23,-1.198769e-10
/out0 (Vin=0.1181208) Y,2.512235e-01,1.012709e-22,8.599325e-11
/out0 (Vin=0.1288591) Y,2.512476e-01,2.969309e-22,-1.683402e-10
/out0 (Vin=0.1395973) Y,2.512804e-01,1.037009e-22,-1.911237e-11
/out0 (Vin=0.1503356) Y,2.513251e-01,9.392294e-23,2.079507e-10
/out0 (Vin=0.1610738) Y,2.513858e-01,4.039936e-23,-9.347498e-11
/out0 (Vin=0.1718121) Y,2.514678e-01,8.698148e-23,-1.356894e-10
/out0 (Vin=0.1825503) Y,2.515782e-01,2.644512e-19,8.274481e-08
/out0 (Vin=0.1932886) Y,2.517258e-01,7.253074e-23,-2.814992e-11
/out0 (Vin=0.2040268) Y,2.519222e-01,1.084006e-22,-2.715420e-10
/out0 (Vin=0.2147651) Y,2.521818e-01,6.263604e-15,1.271295e-05
/out0 (Vin=0.2255034) Y,2.525226e-01,4.935203e-19,1.127656e-07
/out0 (Vin=0.2362416) Y,2.529668e-01,6.645531e-19,1.312776e-07
/out0 (Vin=0.2469799) Y,2.535416e-01,1.201791e-22,-1.962276e-10
/out0 (Vin=0.2577181) Y,2.542799e-01,2.478030e-23,4.467532e-13
/out0 (Vin=0.2684564) Y,2.552212e-01,2.505260e-22,-1.628579e-10
/out0 (Vin=0.2791946) Y,2.564130e-01,4.667590e-23,4.954390e-11
/out0 (Vin=0.2899329) Y,2.579122e-01,2.024655e-22,7.123347e-11
/out0 (Vin=0.3006711) Y,2.597876e-01,1.687001e-22,-7.503415e-11
/out0 (Vin=0.3114094) Y,2.621226e-01,3.296176e-22,2.616408e-10
/out0 (Vin=0.3221477) Y,2.650205e-01,1.961580e-22,1.261479e-10
/out0 (Vin=0.3328859) Y,2.686109e-01,1.667723e-22,-3.876904e-11
/out0 (Vin=0.3436242) Y,2.730609e-01,6.080006e-23,7.991295e-11
/out0 (Vin=0.3543624) Y,2.785920e-01,2.045785e-22,-4.765308e-11
/out0 (Vin=0.3651007) Y,2.855083e-01,5.930883e-23,4.233715e-11
/out0 (Vin=0.3758389) Y,2.942441e-01,2.705486e-22,2.301210e-10
/out0 (Vin=0.3865772) Y,3.054480e-01,2.181316e-22,4.448419e-10
/out0 (Vin=0.3973154) Y,3.201328e-01,1.502179e-21,1.295019e-10
/out0 (Vin=0.4080537) Y,3.399225e-01,3.115498e-22,2.772548e-10
/out0 (Vin=0.4187919) Y,3.672472e-01,1.609512e-21,1.784923e-11
/out0 (Vin=0.4295302) Y,4.042316e-01,1.840104e-21,6.131467e-10
/out0 (Vin=0.4402685) Y,4.496731e-01,1.107089e-21,9.188542e-10
/out0 (Vin=0.4510067) Y,5.007082e-01,8.606002e-22,-5.729018e-10
/out0 (Vin=0.461745) Y,5.557894e-01,2.210094e-22,-5.641813e-10
/out0 (Vin=0.4724832) Y,6.141327e-01,8.984638e-22,2.680191e-10
/out0 (Vin=0.4832215) Y,6.751199e-01,4.053243e-21,-1.227283e-09
/out0 (Vin=0.4939597) Y,7.381236e-01,2.878260e-21,1.173921e-10
/out0 (Vin=0.504698) Y,8.024580e-01,3.736690e-21,7.442418e-10
/out0 (Vin=0.5154362) Y,8.673701e-01,1.156807e-21,-7.764153e-11
/out0 (Vin=0.5261745) Y,9.320605e-01,4.226192e-22,4.642396e-10
/out0 (Vin=0.5369128) Y,9.957286e-01,3.238297e-21,-7.378292e-12
/out0 (Vin=0.547651) Y,1.057612e+00,5.443977e-22,-1.908239e-10
/out0 (Vin=0.5583893) Y,1.116904e+00,2.006814e-22,-3.023043e-10
/out0 (Vin=0.5691275) Y,1.172212e+00,9.608545e-22,-3.107656e-10
/out0 (Vin=0.5798658) Y,1.220612e+00,1.385426e-21,1.670798e-10
/out0 (Vin=0.590604) Y,1.259930e+00,2.874766e-22,-8.487364e-12
/out0 (Vin=0.6013423) Y,1.291176e+00,2.394690e-22,-1.182686e-10
/out0 (Vin=0.6120805) Y,1.316470e+00,4.639348e-23,1.553942e-10
/out0 (Vin=0.6228188) Y,1.337423e+00,8.720158e-23,1.288786e-10
/out0 (Vin=0.633557) Y,1.355140e+00,5.529529e-23,7.835223e-11
/out0 (Vin=0.6442953) Y,1.370372e+00,5.108108e-23,1.299664e-11
/out0 (Vin=0.6550336) Y,1.383639e+00,5.929074e-23,-1.252334e-10
/out0 (Vin=0.6657718) Y,1.395311e+00,4.737178e-23,-9.275781e-12
/out0 (Vin=0.6765101) Y,1.405653e+00,7.402190e-23,8.423992e-11
/out0 (Vin=0.6872483) Y,1.414864e+00,6.250571e-23,-4.285311e-11
/out0 (Vin=0.6979866) Y,1.423096e+00,7.123198e-23,-1.089054e-10
/out0 (Vin=0.7087248) Y,1.430466e+00,1.955248e-23,-2.156080e-11
/out0 (Vin=0.7194631) Y,1.437070e+00,2.177728e-23,-4.164222e-11
/out0 (Vin=0.7302013) Y,1.442984e+00,1.678486e-22,-1.170747e-10
/out0 (Vin=0.7409396) Y,1.448274e+00,5.289687e-23,-8.500707e-11
/out0 (Vin=0.7516779) Y,1.452994e+00,2.943715e-23,8.746499e-11
/out0 (Vin=0.7624161) Y,1.457193e+00,1.054256e-22,-1.024698e-10
/out0 (Vin=0.7731544) Y,1.460913e+00,1.060439e-23,9.892897e-12
/out0 (Vin=0.7838926) Y,1.464195e+00,1.505194e-23,1.201118e-10
/out0 (Vin=0.7946309) Y,1.467076e+00,2.103242e-23,-8.015589e-11
/out0 (Vin=0.8053691) Y,1.469593e+00,5.932278e-23,-6.685145e-11
/out0 (Vin=0.8161074) Y,1.471782e+00,1.557610e-23,9.940082e-11
/out0 (Vin=0.8268456) Y,1.473680e+00,1.863209e-22,-9.621138e-11
/out0 (Vin=0.8375839) Y,1.475320e+00,1.673949e-23,4.577341e-11
/out0 (Vin=0.8483221) Y,1.476739e+00,3.044016e-23,-6.923693e-11
/out0 (Vin=0.8590604) Y,1.477968e+00,5.333337e-23,-1.101217e-10
/out0 (Vin=0.8697987) Y,1.479038e+00,1.509705e-23,3.891343e-11
/out0 (Vin=0.8805369) Y,1.479976e+00,2.471544e-23,-7.425274e-11
