FeaturesParamTransientDCPAP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.683914e-02,7.795403e-25,1.350189e-11
/out0 (Vin=0.01073826) Y,7.683915e-02,1.522845e-25,8.765797e-12
/out0 (Vin=0.02147651) Y,7.683915e-02,1.596971e-25,-4.201306e-12
/out0 (Vin=0.03221477) Y,7.683916e-02,1.968316e-25,5.275857e-12
/out0 (Vin=0.04295302) Y,7.683916e-02,8.057306e-17,1.441963e-06
/out0 (Vin=0.05369128) Y,7.683917e-02,1.423464e-25,-2.909368e-12
/out0 (Vin=0.06442953) Y,7.683918e-02,8.959491e-25,-4.692275e-12
/out0 (Vin=0.07516779) Y,7.683920e-02,3.988041e-25,-9.626557e-12
/out0 (Vin=0.08590604) Y,7.683922e-02,6.830012e-26,3.418401e-12
/out0 (Vin=0.0966443) Y,7.683926e-02,8.448599e-25,-1.685580e-12
/out0 (Vin=0.1073826) Y,7.683930e-02,1.737620e-24,2.264249e-11
/out0 (Vin=0.1181208) Y,7.683936e-02,4.953844e-15,1.130671e-05
/out0 (Vin=0.1288591) Y,7.683945e-02,5.740904e-25,8.869188e-12
/out0 (Vin=0.1395973) Y,7.683957e-02,1.964302e-25,-3.109080e-12
/out0 (Vin=0.1503356) Y,7.683973e-02,7.629253e-25,1.452561e-11
/out0 (Vin=0.1610738) Y,7.683995e-02,6.311230e-17,1.276198e-06
/out0 (Vin=0.1718121) Y,7.684025e-02,3.158723e-17,9.028398e-07
/out0 (Vin=0.1825503) Y,7.684065e-02,9.800347e-26,8.677054e-12
/out0 (Vin=0.1932886) Y,7.684118e-02,2.617093e-25,5.779508e-11
/out0 (Vin=0.2040268) Y,7.684189e-02,1.112471e-25,-2.819672e-12
/out0 (Vin=0.2147651) Y,7.684284e-02,8.076515e-17,1.443670e-06
/out0 (Vin=0.2255034) Y,7.684408e-02,8.083077e-17,1.444269e-06
/out0 (Vin=0.2362416) Y,7.684571e-02,8.091662e-17,1.445023e-06
/out0 (Vin=0.2469799) Y,7.684782e-02,8.102820e-17,1.446022e-06
/out0 (Vin=0.2577181) Y,7.685054e-02,8.117214e-17,1.447305e-06
/out0 (Vin=0.2684564) Y,7.685401e-02,8.135656e-17,1.448951e-06
/out0 (Vin=0.2791946) Y,7.685842e-02,8.159117e-17,1.451043e-06
/out0 (Vin=0.2899329) Y,7.686398e-02,8.188769e-17,1.453683e-06
/out0 (Vin=0.3006711) Y,7.687094e-02,4.645374e-25,2.761627e-12
/out0 (Vin=0.3114094) Y,7.687959e-02,7.162962e-25,1.079935e-11
/out0 (Vin=0.3221477) Y,7.689027e-02,8.330347e-17,1.466195e-06
/out0 (Vin=0.3328859) Y,7.690340e-02,1.347732e-24,-9.635816e-12
