FeaturesParamTransientDCAAN.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.844347e-01,2.354032e-23,4.739965e-12
/out0 (Vin=0.01073826) Y,1.844347e-01,8.199038e-23,3.183738e-11
/out0 (Vin=0.02147651) Y,1.844347e-01,1.037212e-22,-1.208748e-10
/out0 (Vin=0.03221477) Y,1.844347e-01,6.563300e-24,-1.105976e-10
/out0 (Vin=0.04295302) Y,1.844347e-01,5.233875e-23,-9.722736e-11
/out0 (Vin=0.05369128) Y,1.844347e-01,1.357644e-23,9.909429e-12
/out0 (Vin=0.06442953) Y,1.844347e-01,1.466805e-23,-1.468057e-11
/out0 (Vin=0.07516779) Y,1.844348e-01,4.228100e-23,7.279521e-11
/out0 (Vin=0.08590604) Y,1.844348e-01,1.683096e-23,-4.251041e-11
/out0 (Vin=0.0966443) Y,1.844349e-01,9.613119e-23,-1.130773e-10
/out0 (Vin=0.1073826) Y,1.844350e-01,8.447344e-23,-1.740693e-10
/out0 (Vin=0.1181208) Y,1.844351e-01,2.178823e-23,5.451308e-11
/out0 (Vin=0.1288591) Y,1.844353e-01,2.681169e-23,1.080059e-10
/out0 (Vin=0.1395973) Y,1.844355e-01,4.373090e-23,3.945896e-11
/out0 (Vin=0.1503356) Y,1.844359e-01,1.957314e-23,-4.398148e-11
/out0 (Vin=0.1610738) Y,1.844363e-01,3.154565e-23,-4.356355e-11
/out0 (Vin=0.1718121) Y,1.844369e-01,1.279943e-23,-6.047802e-11
/out0 (Vin=0.1825503) Y,1.844377e-01,8.264346e-24,-1.439475e-12
/out0 (Vin=0.1932886) Y,1.844388e-01,1.416840e-23,3.531409e-11
/out0 (Vin=0.2040268) Y,1.844402e-01,2.732119e-23,1.882544e-11
/out0 (Vin=0.2147651) Y,1.844421e-01,2.238816e-23,-3.371553e-12
/out0 (Vin=0.2255034) Y,1.844446e-01,9.113366e-23,1.891325e-10
/out0 (Vin=0.2362416) Y,1.844478e-01,7.590794e-23,3.029239e-11
/out0 (Vin=0.2469799) Y,1.844519e-01,4.548301e-23,4.966129e-11
/out0 (Vin=0.2577181) Y,1.844572e-01,5.670486e-23,-5.298037e-11
/out0 (Vin=0.2684564) Y,1.844639e-01,1.109241e-22,-5.717979e-11
/out0 (Vin=0.2791946) Y,1.844723e-01,6.432984e-23,-4.910131e-11
/out0 (Vin=0.2899329) Y,1.844827e-01,1.434612e-22,-1.114081e-10
/out0 (Vin=0.3006711) Y,1.844955e-01,2.683366e-22,-1.161856e-10
/out0 (Vin=0.3114094) Y,1.845111e-01,3.587488e-23,-1.089661e-10
/out0 (Vin=0.3221477) Y,1.845300e-01,5.547332e-24,9.359662e-11
/out0 (Vin=0.3328859) Y,1.845527e-01,5.931901e-23,-8.762441e-11
/out0 (Vin=0.3436242) Y,1.845797e-01,1.194262e-23,2.570475e-11
/out0 (Vin=0.3543624) Y,1.846117e-01,2.935659e-16,2.752074e-06
/out0 (Vin=0.3651007) Y,1.846494e-01,9.249089e-16,-4.888773e-06
/out0 (Vin=0.3758389) Y,1.846935e-01,6.688144e-23,-5.862804e-11
/out0 (Vin=0.3865772) Y,1.847449e-01,3.816991e-23,4.436476e-11
/out0 (Vin=0.3973154) Y,1.848046e-01,1.152851e-23,4.199278e-11
/out0 (Vin=0.4080537) Y,1.848738e-01,1.136718e-23,3.581633e-11
/out0 (Vin=0.4187919) Y,1.849542e-01,4.293295e-23,9.649813e-11
/out0 (Vin=0.4295302) Y,1.850477e-01,9.624827e-24,-3.348240e-11
/out0 (Vin=0.4402685) Y,1.851572e-01,2.037971e-23,-7.908244e-11
/out0 (Vin=0.4510067) Y,1.852871e-01,1.441821e-23,-5.293170e-11
/out0 (Vin=0.461745) Y,1.854441e-01,7.429888e-24,-9.307756e-11
/out0 (Vin=0.4724832) Y,1.856404e-01,2.647674e-23,3.714482e-11
/out0 (Vin=0.4832215) Y,1.859001e-01,3.626971e-22,-1.533963e-10
/out0 (Vin=0.4939597) Y,1.862813e-01,6.075639e-24,-8.396224e-11
/out0 (Vin=0.504698) Y,1.869621e-01,1.685125e-23,2.214136e-11
/out0 (Vin=0.5154362) Y,1.884637e-01,2.984020e-22,-1.117328e-10
/out0 (Vin=0.5261745) Y,1.911490e-01,5.834686e-23,-2.126551e-11
/out0 (Vin=0.5369128) Y,1.948143e-01,2.669103e-23,2.067241e-11
/out0 (Vin=0.547651) Y,1.993577e-01,1.138497e-22,-7.791624e-11
/out0 (Vin=0.5583893) Y,2.049901e-01,1.404178e-22,-1.291286e-10
/out0 (Vin=0.5691275) Y,2.121031e-01,1.380255e-22,-1.016975e-10
/out0 (Vin=0.5798658) Y,2.214469e-01,1.064080e-22,-2.635501e-11
/out0 (Vin=0.590604) Y,2.354568e-01,3.139246e-22,-1.284651e-10
/out0 (Vin=0.6013423) Y,2.639883e-01,4.534335e-22,-1.021277e-10
/out0 (Vin=0.6120805) Y,4.431949e-01,5.967980e-20,-4.902160e-09
/out0 (Vin=0.6228188) Y,1.290478e+00,1.318434e-19,-2.240373e-09
/out0 (Vin=0.633557) Y,1.433726e+00,4.333745e-19,1.620578e-07
/out0 (Vin=0.6442953) Y,1.434578e+00,3.856497e-23,-3.212559e-12
/out0 (Vin=0.6550336) Y,1.434633e+00,1.393647e-22,1.555690e-10
/out0 (Vin=0.6657718) Y,1.434649e+00,5.386039e-23,-2.293338e-11
/out0 (Vin=0.6765101) Y,1.434658e+00,2.183307e-23,1.646003e-10
/out0 (Vin=0.6872483) Y,1.434665e+00,6.482984e-23,2.910986e-11
/out0 (Vin=0.6979866) Y,1.434670e+00,2.595311e-23,1.099746e-10
/out0 (Vin=0.7087248) Y,1.434674e+00,1.193546e-22,4.801933e-11
/out0 (Vin=0.7194631) Y,1.434677e+00,2.020428e-21,2.876449e-08
/out0 (Vin=0.7302013) Y,1.434680e+00,3.595045e-23,-6.876679e-11
/out0 (Vin=0.7409396) Y,1.434682e+00,3.988776e-23,2.961009e-11
/out0 (Vin=0.7516779) Y,1.434684e+00,1.497587e-23,2.451884e-11
/out0 (Vin=0.7624161) Y,1.434686e+00,5.250678e-23,1.069601e-10
/out0 (Vin=0.7731544) Y,1.434687e+00,2.641039e-22,1.279977e-09
/out0 (Vin=0.7838926) Y,1.434689e+00,4.089396e-23,-1.244177e-10
/out0 (Vin=0.7946309) Y,1.434690e+00,2.213242e-22,9.171680e-11
/out0 (Vin=0.8053691) Y,1.434691e+00,2.664150e-23,6.450406e-10
/out0 (Vin=0.8161074) Y,1.434692e+00,1.051412e-22,6.850395e-11
/out0 (Vin=0.8268456) Y,1.434692e+00,2.707907e-22,1.031109e-09
/out0 (Vin=0.8375839) Y,1.434693e+00,4.617874e-23,6.435505e-10
/out0 (Vin=0.8483221) Y,1.434694e+00,1.160200e-22,3.618674e-11
/out0 (Vin=0.8590604) Y,1.434694e+00,5.653236e-23,5.584117e-10
/out0 (Vin=0.8697987) Y,1.434695e+00,8.369266e-22,1.792348e-08
/out0 (Vin=0.8805369) Y,1.434695e+00,1.901084e-23,-3.163516e-11
/out0 (Vin=0.8912752) Y,1.434696e+00,1.325896e-22,3.525195e-10
/out0 (Vin=0.9020134) Y,1.434696e+00,3.410253e-23,5.314008e-10
/out0 (Vin=0.9127517) Y,1.434697e+00,1.741760e-22,4.036732e-10
/out0 (Vin=0.9234899) Y,1.434697e+00,2.473264e-22,-1.841035e-10
/out0 (Vin=0.9342282) Y,1.434697e+00,3.689330e-22,6.486622e-10
/out0 (Vin=0.9449664) Y,1.434698e+00,4.219841e-23,2.846142e-10
/out0 (Vin=0.9557047) Y,1.434698e+00,1.584887e-22,3.077185e-10
/out0 (Vin=0.966443) Y,1.434698e+00,2.895709e-23,4.432194e-10
/out0 (Vin=0.9771812) Y,1.434699e+00,2.542470e-22,2.023122e-10
