FeaturesParamTransientDCNAP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.511617e-01,7.532107e-23,-7.915763e-13
/out0 (Vin=0.01073826) Y,2.511624e-01,2.329477e-23,1.589029e-11
/out0 (Vin=0.02147651) Y,2.511634e-01,9.719835e-23,-1.718440e-11
/out0 (Vin=0.03221477) Y,2.511647e-01,7.468068e-23,1.751876e-10
/out0 (Vin=0.04295302) Y,2.511665e-01,1.822845e-22,-1.291875e-10
/out0 (Vin=0.05369128) Y,2.511690e-01,5.379273e-23,-6.568919e-11
/out0 (Vin=0.06442953) Y,2.511725e-01,1.612192e-22,-6.398659e-11
/out0 (Vin=0.07516779) Y,2.511774e-01,1.145809e-22,1.395974e-10
/out0 (Vin=0.08590604) Y,2.511841e-01,9.342774e-23,1.985412e-10
/out0 (Vin=0.0966443) Y,2.511933e-01,1.945091e-22,-1.878441e-10
/out0 (Vin=0.1073826) Y,2.512060e-01,3.209764e-23,6.981212e-11
/out0 (Vin=0.1181208) Y,2.512235e-01,1.682476e-22,5.719102e-11
/out0 (Vin=0.1288591) Y,2.512476e-01,6.358017e-23,-8.882501e-11
/out0 (Vin=0.1395973) Y,2.512804e-01,7.305039e-23,-8.568073e-11
/out0 (Vin=0.1503356) Y,2.513251e-01,1.022078e-22,1.793343e-10
/out0 (Vin=0.1610738) Y,2.513858e-01,1.758880e-22,-2.617652e-11
/out0 (Vin=0.1718121) Y,2.514678e-01,1.287573e-22,4.488133e-11
/out0 (Vin=0.1825503) Y,2.515782e-01,2.642005e-19,8.241974e-08
/out0 (Vin=0.1932886) Y,2.517258e-01,1.797350e-22,1.055173e-10
/out0 (Vin=0.2040268) Y,2.519222e-01,4.072071e-22,-3.041530e-10
/out0 (Vin=0.2147651) Y,2.521818e-01,1.415143e-23,-1.325254e-10
/out0 (Vin=0.2255034) Y,2.525226e-01,4.935941e-19,1.129086e-07
/out0 (Vin=0.2362416) Y,2.529668e-01,6.101313e-23,4.650261e-11
/out0 (Vin=0.2469799) Y,2.535416e-01,8.824306e-23,1.461380e-10
/out0 (Vin=0.2577181) Y,2.542799e-01,1.380748e-17,5.969762e-07
/out0 (Vin=0.2684564) Y,2.552212e-01,1.667967e-22,2.703171e-10
/out0 (Vin=0.2791946) Y,2.564130e-01,3.102138e-23,-9.026670e-11
/out0 (Vin=0.2899329) Y,2.579122e-01,5.308065e-23,-1.018113e-11
/out0 (Vin=0.3006711) Y,2.597876e-01,1.689948e-22,1.743905e-10
/out0 (Vin=0.3114094) Y,2.621226e-01,1.229819e-22,-1.662865e-10
/out0 (Vin=0.3221477) Y,2.650205e-01,1.648414e-22,2.739181e-10
/out0 (Vin=0.3328859) Y,2.686109e-01,5.866269e-23,3.771005e-11
/out0 (Vin=0.3436242) Y,2.730609e-01,1.645747e-22,7.872758e-11
/out0 (Vin=0.3543624) Y,2.785920e-01,8.394628e-23,1.863561e-11
/out0 (Vin=0.3651007) Y,2.855083e-01,9.405205e-22,2.441475e-10
/out0 (Vin=0.3758389) Y,2.942441e-01,1.865262e-22,-1.673720e-10
/out0 (Vin=0.3865772) Y,3.054480e-01,3.160831e-22,-1.393695e-10
/out0 (Vin=0.3973154) Y,3.201328e-01,8.827425e-22,-6.330061e-10
/out0 (Vin=0.4080537) Y,3.399225e-01,8.125521e-22,1.967327e-09
/out0 (Vin=0.4187919) Y,3.672472e-01,2.128103e-21,-2.595466e-10
/out0 (Vin=0.4295302) Y,4.042316e-01,1.497623e-17,6.227354e-07
/out0 (Vin=0.4402685) Y,4.496731e-01,1.184054e-16,1.767354e-06
/out0 (Vin=0.4510067) Y,5.007082e-01,4.685070e-21,3.413288e-09
/out0 (Vin=0.461745) Y,5.557894e-01,1.052865e-21,-3.724630e-10
/out0 (Vin=0.4724832) Y,6.141327e-01,2.216057e-21,2.661265e-10
/out0 (Vin=0.4832215) Y,6.751199e-01,1.919779e-21,-2.069862e-11
/out0 (Vin=0.4939597) Y,7.381236e-01,5.846018e-21,-1.009105e-09
/out0 (Vin=0.504698) Y,8.024580e-01,1.486795e-21,2.641667e-11
/out0 (Vin=0.5154362) Y,8.673701e-01,4.202987e-21,2.850577e-10
/out0 (Vin=0.5261745) Y,9.320605e-01,1.290889e-21,1.097591e-10
/out0 (Vin=0.5369128) Y,9.957286e-01,2.427803e-21,-6.451664e-11
/out0 (Vin=0.547651) Y,1.057612e+00,2.198746e-21,4.283413e-10
/out0 (Vin=0.5583893) Y,1.116904e+00,4.089175e-22,-4.238262e-10
/out0 (Vin=0.5691275) Y,1.172212e+00,4.526220e-22,-2.827761e-10
/out0 (Vin=0.5798658) Y,1.220612e+00,1.013446e-22,-2.011490e-10
/out0 (Vin=0.590604) Y,1.259930e+00,1.462220e-22,-5.655620e-11
/out0 (Vin=0.6013423) Y,1.291176e+00,1.629274e-22,3.016796e-10
/out0 (Vin=0.6120805) Y,1.316470e+00,9.036977e-23,-4.241209e-11
/out0 (Vin=0.6228188) Y,1.337423e+00,1.214053e-21,2.333085e-10
/out0 (Vin=0.633557) Y,1.355140e+00,7.466976e-23,4.318902e-12
/out0 (Vin=0.6442953) Y,1.370372e+00,4.395365e-22,1.799228e-10
/out0 (Vin=0.6550336) Y,1.383639e+00,6.491934e-23,-5.317867e-11
/out0 (Vin=0.6657718) Y,1.395311e+00,7.814279e-23,-6.211101e-11
/out0 (Vin=0.6765101) Y,1.405653e+00,4.036476e-23,9.621921e-11
/out0 (Vin=0.6872483) Y,1.414864e+00,1.462199e-22,-1.383843e-11
/out0 (Vin=0.6979866) Y,1.423096e+00,6.326784e-23,3.893209e-11
/out0 (Vin=0.7087248) Y,1.430466e+00,3.036221e-22,-1.055542e-10
/out0 (Vin=0.7194631) Y,1.437070e+00,1.597614e-23,-3.690153e-11
/out0 (Vin=0.7302013) Y,1.442984e+00,1.007363e-23,-6.714633e-11
/out0 (Vin=0.7409396) Y,1.448274e+00,3.304446e-23,-2.197131e-11
/out0 (Vin=0.7516779) Y,1.452994e+00,7.389481e-24,3.483012e-11
/out0 (Vin=0.7624161) Y,1.457193e+00,1.952565e-23,2.257258e-11
/out0 (Vin=0.7731544) Y,1.460913e+00,2.752346e-23,-1.163428e-11
/out0 (Vin=0.7838926) Y,1.464195e+00,8.724971e-24,2.833618e-11
/out0 (Vin=0.7946309) Y,1.467076e+00,1.634886e-23,7.467077e-11
/out0 (Vin=0.8053691) Y,1.469593e+00,5.406653e-24,2.143208e-11
/out0 (Vin=0.8161074) Y,1.471782e+00,8.172689e-24,4.751415e-11
/out0 (Vin=0.8268456) Y,1.473680e+00,5.434127e-24,1.389321e-11
/out0 (Vin=0.8375839) Y,1.475320e+00,2.655987e-23,5.820899e-11
/out0 (Vin=0.8483221) Y,1.476739e+00,3.477368e-23,-3.043656e-11
/out0 (Vin=0.8590604) Y,1.477968e+00,1.045759e-23,-2.627352e-11
/out0 (Vin=0.8697987) Y,1.479038e+00,8.488380e-24,-4.936023e-11
/out0 (Vin=0.8805369) Y,1.479976e+00,3.400177e-23,-6.485815e-11
/out0 (Vin=0.8912752) Y,1.480803e+00,2.516062e-23,-4.604446e-11
/out0 (Vin=0.9020134) Y,1.481541e+00,2.030279e-23,2.081668e-11
/out0 (Vin=0.9127517) Y,1.482203e+00,6.213917e-24,7.099383e-11
/out0 (Vin=0.9234899) Y,1.482805e+00,1.322334e-23,-1.055436e-11
/out0 (Vin=0.9342282) Y,1.483355e+00,1.406789e-22,-1.299676e-10
/out0 (Vin=0.9449664) Y,1.483863e+00,2.109595e-23,2.985131e-11
/out0 (Vin=0.9557047) Y,1.484335e+00,6.260951e-23,8.399770e-11
/out0 (Vin=0.966443) Y,1.484776e+00,1.355793e-23,-3.861555e-11
/out0 (Vin=0.9771812) Y,1.485191e+00,6.695350e-24,7.062195e-11
/out0 (Vin=0.9879195) Y,1.485583e+00,9.538052e-24,2.433197e-11
/out0 (Vin=0.9986577) Y,1.485955e+00,5.518878e-23,5.012925e-11
/out0 (Vin=1.009396) Y,1.486309e+00,3.231591e-23,5.717427e-11
/out0 (Vin=1.020134) Y,1.486647e+00,5.657957e-23,-4.761979e-11
