/vout X,/vout Y,/net06 X,/net06 Y,/net09 X,/net09 Y,/net08 X,/net08 Y,/net07 X,/net07 Y
0,0.05788224652242664,0,0,0,0,0,0,0,0
1e-10,0.05788225010568361,1e-10,0,1e-10,0,1e-10,0,1e-10,0
3e-10,0.05788224894913397,3e-10,0,3e-10,0,3e-10,0,3e-10,0
7e-10,0.05788224929339732,7e-10,0,7e-10,0,7e-10,0,7e-10,0
1.5e-09,0.05788224908685703,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0
3.1e-09,0.05788224923696481,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0
4.675e-09,0.0578822491202398,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0
6.25e-09,0.05788224920613277,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0
6.312499999999999e-09,0.07448089371829536,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987
6.437499999999999e-09,0.1084039604107754,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959
6.687499999999998e-09,0.1776292178774842,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991
6.968749999999999e-09,0.2579240550229817,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997
7.25e-09,0.3410874458390248,7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999
7.390625e-09,0.3412688772154832,7.390625e-09,0,7.390625e-09,0,7.390625e-09,0,7.390625e-09,5
7.613346996232621e-09,0.3412615661479203,7.613346996232621e-09,0,7.613346996232621e-09,0,7.613346996232621e-09,0,7.613346996232621e-09,5
7.830452771771032e-09,0.3412642425265444,7.830452771771032e-09,0,7.830452771771032e-09,0,7.830452771771032e-09,0,7.830452771771032e-09,5
8.264664322847856e-09,0.3412634306083712,8.264664322847856e-09,0,8.264664322847856e-09,0,8.264664322847856e-09,0,8.264664322847856e-09,5
8.894505188840143e-09,0.3412636385255627,8.894505188840143e-09,0,8.894505188840143e-09,0,8.894505188840143e-09,0,8.894505188840143e-09,5
9.937756702684227e-09,0.3412641896604326,9.937756702684227e-09,0,9.937756702684227e-09,0,9.937756702684227e-09,0,9.937756702684227e-09,5
1.121887835134211e-08,0.3412634475784473,1.121887835134211e-08,0,1.121887835134211e-08,0,1.121887835134211e-08,0,1.121887835134211e-08,5
1.25e-08,0.3412644939219036,1.25e-08,0,1.25e-08,0,1.25e-08,0,1.25e-08,5
1.275e-08,0.4949709984903599,1.275e-08,0,1.275e-08,0,1.275e-08,1.249999999999995,1.275e-08,5
1.318038495049684e-08,0.7668858886458308,1.318038495049684e-08,0,1.318038495049684e-08,0,1.318038495049684e-08,3.401924752484203,1.318038495049684e-08,5
1.35e-08,0.971041466401795,1.35e-08,0,1.35e-08,0,1.35e-08,4.999999999999995,1.35e-08,5
1.361946040425579e-08,0.9332730602571631,1.361946040425579e-08,0,1.361946040425579e-08,0,1.361946040425579e-08,5,1.361946040425579e-08,4.40269797872107
1.37863875824517e-08,0.8798273432063672,1.37863875824517e-08,0,1.37863875824517e-08,0,1.37863875824517e-08,5,1.37863875824517e-08,3.568062087741502
