/vout X,/vout Y,/net06 X,/net06 Y,/net09 X,/net09 Y,/net08 X,/net08 Y,/net07 X,/net07 Y
0,6.658950081049338e-09,0,0,0,0,0,0,0,0
1e-10,6.658975713300082e-09,1e-10,0,1e-10,0,1e-10,0,1e-10,0
3e-10,6.658975348525719e-09,3e-10,0,3e-10,0,3e-10,0,3e-10,0
7e-10,6.658976220223657e-09,7e-10,0,7e-10,0,7e-10,0,7e-10,0
1.5e-09,6.658975614262631e-09,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0
3.1e-09,6.658975899789995e-09,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0
4.675e-09,6.658975725188102e-09,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0
6.25e-09,6.658975800040362e-09,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0
6.312499999999999e-09,0.01715678409165882,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987
6.437499999999999e-09,0.05226133674792759,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959
6.687499999999998e-09,0.1238610408159159,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991
6.968749999999999e-09,0.2068393076156981,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997
7.25e-09,0.2928290464548437,7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999
7.38061575691348e-09,0.293141287456593,7.38061575691348e-09,0,7.38061575691348e-09,0,7.38061575691348e-09,0,7.38061575691348e-09,5
7.599794037756853e-09,0.2931647716510596,7.599794037756853e-09,0,7.599794037756853e-09,0,7.599794037756853e-09,0,7.599794037756853e-09,5
7.813052203493055e-09,0.2931484691537343,7.813052203493055e-09,0,7.813052203493055e-09,0,7.813052203493055e-09,0,7.813052203493055e-09,5
8.239568534965458e-09,0.2931605657837739,8.239568534965458e-09,0,8.239568534965458e-09,0,8.239568534965458e-09,0,8.239568534965458e-09,5
8.840826618862379e-09,0.293150363408036,8.840826618862379e-09,0,8.840826618862379e-09,0,8.840826618862379e-09,0,8.840826618862379e-09,5
9.832577146090919e-09,0.29315997962381,9.832577146090919e-09,0,9.832577146090919e-09,0,9.832577146090919e-09,0,9.832577146090919e-09,5
1.116628857304546e-08,0.2931509404907637,1.116628857304546e-08,0,1.116628857304546e-08,0,1.116628857304546e-08,0,1.116628857304546e-08,5
1.25e-08,0.2931596799093272,1.25e-08,0,1.25e-08,0,1.25e-08,0,1.25e-08,5
1.275e-08,0.4527817039321371,1.275e-08,0,1.275e-08,0,1.275e-08,1.249999999999995,1.275e-08,5
1.285969260993132e-08,0.524917064069959,1.285969260993132e-08,0,1.285969260993132e-08,0,1.285969260993132e-08,1.798463049656591,1.285969260993132e-08,5
1.307907782979396e-08,0.6698517605500438,1.307907782979396e-08,0,1.307907782979396e-08,0,1.307907782979396e-08,2.895389148969784,1.307907782979396e-08,5
1.328953891489698e-08,0.8063897831434917,1.328953891489698e-08,0,1.328953891489698e-08,0,1.328953891489698e-08,3.947694574484889,1.328953891489698e-08,5
1.35e-08,0.9047752780367292,1.35e-08,0,1.35e-08,0,1.35e-08,4.999999999999995,1.35e-08,5
1.351423797360254e-08,0.9023203019681512,1.351423797360254e-08,0,1.351423797360254e-08,0,1.351423797360254e-08,5,1.351423797360254e-08,4.928810131987296
1.354271392080762e-08,0.8970496341783909,1.354271392080762e-08,0,1.354271392080762e-08,0,1.354271392080762e-08,5,1.354271392080762e-08,4.786430395961881
1.359966581521779e-08,0.8860905547314869,1.359966581521779e-08,0,1.359966581521779e-08,0,1.359966581521779e-08,5,1.359966581521779e-08,4.50167092391105
1.368746334205477e-08,0.8678459024867632,1.368746334205477e-08,0,1.368746334205477e-08,0,1.368746334205477e-08,5,1.368746334205477e-08,4.062683289726131
1.382838905935375e-08,0.8335467750400367,1.382838905935375e-08,0,1.382838905935375e-08,0,1.382838905935375e-08,5,1.382838905935375e-08,3.358054703231227
1.403729531417244e-08,0.7706480228566051,1.403729531417244e-08,0,1.403729531417244e-08,0,1.403729531417244e-08,5,1.403729531417244e-08,2.313523429137774
1.426864765708622e-08,0.6948450031284081,1.426864765708622e-08,0,1.426864765708622e-08,0,1.426864765708622e-08,5,1.426864765708622e-08,1.156761714568884
1.45e-08,0.6184954473174431,1.45e-08,0,1.45e-08,0,1.45e-08,5,1.45e-08,0
1.468766132987863e-08,0.6182026983053411,1.468766132987863e-08,0,1.468766132987863e-08,0,1.468766132987863e-08,5,1.468766132987863e-08,0
1.490199155528068e-08,0.6181851582654208,1.490199155528068e-08,0,1.490199155528068e-08,0,1.490199155528068e-08,5,1.490199155528068e-08,0
1.511471974303128e-08,0.6181992237682864,1.511471974303128e-08,0,1.511471974303128e-08,0,1.511471974303128e-08,5,1.511471974303128e-08,0
1.55401761185325e-08,0.6181884246995448,1.55401761185325e-08,0,1.55401761185325e-08,0,1.55401761185325e-08,5,1.55401761185325e-08,0
1.639108886953492e-08,0.6181980664147793,1.639108886953492e-08,0,1.639108886953492e-08,0,1.639108886953492e-08,5,1.639108886953492e-08,0
1.757054443476746e-08,0.6181892176234336,1.757054443476746e-08,0,1.757054443476746e-08,0,1.757054443476746e-08,5,1.757054443476746e-08,0
1.875e-08,0.618197513584672,1.875e-08,0,1.875e-08,0,1.875e-08,5,1.875e-08,0
1.9e-08,0.700441146981823,1.9e-08,0,1.9e-08,0,1.9e-08,5,1.9e-08,1.249999999999995
1.9375e-08,0.8201875372424765,1.9375e-08,0,1.9375e-08,0,1.9375e-08,5,1.9375e-08,3.125000000000003
1.975e-08,0.9048239443693454,1.975e-08,0,1.975e-08,0,1.975e-08,5,1.975e-08,4.999999999999995
1.980329447779056e-08,0.9048376119987028,1.980329447779056e-08,0,1.980329447779056e-08,0,1.980329447779056e-08,5,1.980329447779056e-08,5
