/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag
0,0.0002809408350106733,0,0,1.42618863664634e-07,0,0,0.025,0
6666666.666666667,0.0002753032997865765,-3.874612273178291e-05,6666666.666666667,-4.603673235093854e-07,-1.931065416571922e-07,6666666.666666667,0.025,0
13333333.33333333,0.0002595711128831495,-7.31313111676777e-05,13333333.33333333,-5.190032869069409e-07,2.838570747912967e-08,13333333.33333333,0.025,0
20000000,0.000236735329714794,-0.0001001601393493339,20000000,-4.764583386746049e-07,1.576134942914327e-07,20000000,0.025,0
26666666.66666667,0.0002103786115107871,-0.00011876567518054,26666666.66666667,-4.095905504212692e-07,2.364470415597814e-07,26666666.66666667,0.025,0
33333333.33333334,0.0001835977279559308,-0.0001294860548259392,33333333.33333334,-3.378327397040253e-07,2.811348773318584e-07,33333333.33333334,0.025,0
40000000,0.0001585073233378327,-0.0001337419341424454,40000000,-2.700338118005538e-07,3.015382583474277e-07,40000000,0.025,0
46666666.66666666,0.0001362516642744092,-0.0001331914866907324,46666666.66666666,-2.103456996621788e-07,3.051944725720998e-07,46666666.66666666,0.025,0
53333333.33333333,0.0001172529031961261,-0.0001293481496695998,53333333.33333333,-1.601953308271322e-07,2.979509046799681e-07,53333333.33333333,0.025,0
59999999.99999999,0.0001014865799733389,-0.0001234303752695066,59999999.99999999,-1.194719927089062e-07,2.841638138198137e-07,59999999.99999999,0.025,0
66666666.66666666,8.869435424006368e-05,-0.0001163482715974248,66666666.66666666,-8.729618574418229e-08,2.669395578743267e-07,66666666.66666666,0.025,0
73333333.33333333,7.852088037286887e-05,-0.0001087489814993047,73333333.33333333,-6.248238717687089e-08,2.484092939739187e-07,73333333.33333333,0.025,0
80000000,7.059137639706495e-05,-0.0001010762932547009,80000000,-4.37927899148782e-08,2.29982024911143e-07,80000000,0.025,0
86666666.66666667,6.455059847355902e-05,-9.362496779688699e-05,86666666.66666667,-3.006240593662133e-08,2.125494152765444e-07,86666666.66666667,0.025,0
93333333.33333334,6.007934248427126e-05,-8.658386247956787e-05,93333333.33333334,-2.025167130483228e-08,1.966397297930325e-07,93333333.33333334,0.025,0
100000000,5.689895673936045e-05,-8.006789070248156e-05,100000000,-1.34612518685034e-08,1.825289082466514e-07,100000000,0.025,0
106666666.6666667,5.477003170525851e-05,-7.414084677134956e-05,106666666.6666667,-8.928733356329735e-09,1.703191549134196e-07,106666666.6666667,0.025,0
113333333.3333334,5.348864385809581e-05,-6.883138908533586e-05,113333333.3333334,-6.01763357592323e-09,1.599942343245899e-07,113333333.3333334,0.025,0
120000000,5.288188634294348e-05,-6.414413159589273e-05,120000000,-4.203929744672581e-09,1.514585250694013e-07,120000000,0.025,0
126666666.6666667,5.280350614138821e-05,-6.006732572240767e-05,126666666.6666667,-3.062492724249533e-09,1.445648675821636e-07,126666666.6666667,0.025,0
133333333.3333334,5.312998519883356e-05,-5.657819745434247e-05,133333333.3333334,-2.254401396605053e-09,1.3913466579186e-07,133333333.3333334,0.025,0
140000000,5.375716156660599e-05,-5.364668093444867e-05,140000000,-1.515434276129215e-09,1.349725718658603e-07,140000000,0.025,0
146666666.6666667,5.459737467782333e-05,-5.123805551600505e-05,146666666.6666667,-6.457408543206908e-10,1.318773092116931e-07,146666666.6666667,0.025,0
153333333.3333333,5.55770739086359e-05,-4.931482963923087e-05,153333333.3333333,4.994123180700177e-10,1.296496733651044e-07,153333333.3333333,0.025,0
160000000,5.663481763084655e-05,-4.783810294934954e-05,160000000,2.017947444119634e-09,1.280984129536337e-07,160000000,0.025,0
166666666.6666667,5.771959311065243e-05,-4.676856248327962e-05,166666666.6666667,3.968446594717001e-09,1.270444745371017e-07,166666666.6666667,0.025,0
173333333.3333333,5.878939668497961e-05,-4.606721806995785e-05,173333333.3333333,6.376877988126332e-09,1.263239547679919e-07,173333333.3333333,0.025,0
180000000,5.981002416566934e-05,-4.569594826024026e-05,180000000,9.242644428678399e-09,1.257900133223248e-07,180000000,0.025,0
186666666.6666666,6.075403135519135e-05,-4.561790557656191e-05,186666666.6666666,1.254400284224741e-08,1.253139420458223e-07,186666666.6666666,0.025,0
193333333.3333333,6.159983311495676e-05,-4.579781489081495e-05,193333333.3333333,1.624289152662453e-08,1.247855477871675e-07,193333333.3333333,0.025,0
199999999.9999999,6.233091643866486e-05,-4.62021887680145e-05,199999999.9999999,2.028919455144407e-08,1.241129806278492e-07,199999999.9999999,0.025,0
206666666.6666666,6.293514854072819e-05,-4.679947696829341e-05,206666666.6666666,2.462446962647215e-08,1.232221207793562e-07,206666666.6666666,0.025,0
213333333.3333333,6.340416527950862e-05,-4.756016284866032e-05,213333333.3333333,2.918516548385974e-08,1.220556231733434e-07,213333333.3333333,0.025,0
219999999.9999999,6.373282852231891e-05,-4.845681640276104e-05,219999999.9999999,3.390535633156281e-08,1.205717068955191e-07,219999999.9999999,0.025,0
226666666.6666666,6.391874353360096e-05,-4.946411162275078e-05,226666666.6666666,3.871902333106112e-08,1.18742766015181e-07,226666666.6666666,0.025,0
233333333.3333332,6.396182931202196e-05,-5.055881443590713e-05,233333333.3333332,4.356191566821574e-08,1.165538684939226e-07,233333333.3333332,0.025,0
