/out0 X,/out0 Y,/out1 X,/out1 Y
0,0.0750335737415926,0,0.2472174440869323
0.01066666666666667,0.07503364429841011,0.01066666666666667,0.2472782524002513
0.02133333333333334,0.07503364741156088,0.02133333333333334,0.2472782524017948
0.032,0.07503365172982406,0.032,0.2472782524039385
0.04266666666666667,0.07503365771535385,0.04266666666666667,0.2472782524069062
0.05333333333333334,0.07503366600484315,0.05333333333333334,0.24727825241102
0.06400000000000002,0.07503367747381451,0.06400000000000002,0.2472782524167098
0.07466666666666669,0.07503369332355726,0.07466666666666669,0.2472782524245714
0.08533333333333336,0.07503371519817824,0.08533333333333336,0.247278252435425
0.09600000000000003,0.07503374534120771,0.09600000000000003,0.2472782524503768
0.1066666666666667,0.07503378680372555,0.1066666666666667,0.2472782524709475
0.1173333333333334,0.07503384371878018,0.1173333333333334,0.2472782524991758
0.128,0.07503392165988028,0.128,0.2472782525378415
0.1386666666666667,0.07503402810439734,0.1386666666666667,0.2472782525906438
0.1493333333333333,0.07503417302535137,0.1493333333333333,0.2472782526625331
0.16,0.07503436963673882,0.16,0.2472782527600668
0.1706666666666667,0.07503463531772653,0.1706666666666667,0.2472782528918623
0.1813333333333333,0.07503499273880519,0.1813333333333333,0.2472782530691721
0.192,0.07503547120815619,0.192,0.2472782533065352
0.2026666666666666,0.07503610824874524,0.2026666666666666,0.2472782536225628
0.2133333333333333,0.07503695140741391,0.2133333333333333,0.2472782540408565
0.2239999999999999,0.07503806028848189,0.2239999999999999,0.2472782545909968
0.2346666666666666,0.07503950880021439,0.2346666666666666,0.2472782553096557
0.2453333333333333,0.07504138760741416,0.2453333333333333,0.2472782562418482
0.2559999999999999,0.07504380680196304,0.2559999999999999,0.2472782574422371
0.2666666666666666,0.07504689883708625,0.2666666666666666,0.2472782589766164
0.2773333333333333,0.07505082181789421,0.2773333333333333,0.2472782609235382
0.2879999999999999,0.07505576329121004,0.2879999999999999,0.2472782633762564
0.2986666666666666,0.07506194471662982,0.2986666666666666,0.2472782664449483
0.3093333333333332,0.07506962680899791,0.3093333333333332,0.2472782702594181
0.3199999999999999,0.07507911590080528,0.3199999999999999,0.2472782749723615
0.3306666666666666,0.07509077136577574,0.3306666666666666,0.2472782807631234
0.3413333333333332,0.07510501396338333,0.3413333333333332,0.2472782878420106
0.3519999999999999,0.07512233470884123,0.3519999999999999,0.2472782964549009
0.3626666666666665,0.075143303555504,0.3626666666666665,0.2472783068878658
0.3733333333333332,0.07516857682571872,0.3733333333333332,0.2472783194712551
0.3839999999999998,0.07519890199352855,0.3839999999999998,0.2472783345826156
0.3946666666666665,0.07523511819023347,0.3946666666666665,0.2472783526476605
0.4053333333333332,0.07527815077909651,0.4053333333333332,0.2472783741384794
0.4159999999999998,0.07532899864051606,0.4159999999999998,0.2472783995682869
0.4266666666666665,0.07538871349721089,0.4266666666666665,0.2472784294824689
0.4373333333333331,0.0754583716694894,0.4373333333333331,0.247278464445923
0.4479999999999998,0.07553903992676281,0.4479999999999998,0.2472785050275734
0.4586666666666664,0.07563173830770883,0.4586666666666664,0.2472785517833037
0.4693333333333331,0.07573740357871327,0.4693333333333331,0.2472786052390439
0.4799999999999998,0.07585685712271853,0.4799999999999998,0.2472786658757656
0.4906666666666664,0.07599078042307758,0.4906666666666664,0.2472787341178679
0.5013333333333331,0.07613970008858417,0.5013333333333331,0.2472788103259052
0.5119999999999998,0.07630398288800701,0.5119999999999998,0.2472788947938619
0.5226666666666665,0.07648383989654488,0.5226666666666665,0.2472789877505988
0.5333333333333332,0.07667933788187688,0.5333333333333332,0.247279089364604
0.5439999999999999,0.07689041558965883,0.5439999999999999,0.2472791997510211
0.5546666666666666,0.07711690258752184,0.5546666666666666,0.2472793189798117
0.5653333333333334,0.07735853865579871,0.5653333333333334,0.2472794470841786
0.5760000000000001,0.07761499220934967,0.5760000000000001,0.2472795840685534
0.5866666666666668,0.0778858767593146,0.5866666666666668,0.247279729915623
0.5973333333333335,0.07817076488634683,0.5973333333333335,0.2472798845922231
0.6080000000000002,0.07846919955494318,0.6080000000000002,0.247280048053953
0.6186666666666669,0.07878070284514589,0.6186666666666669,0.2472802202485855
0.6293333333333336,0.07910478232654546,0.6293333333333336,0.2472804011182947
0.6400000000000003,0.0794409353728668,0.6400000000000003,0.2472805906008576
0.6506666666666671,0.0797886517360881,0.6506666666666671,0.2472807886300044
