/net06 X,/net06 Y,/net09 X,/net09 Y,/net08 X,/net08 Y,/net07 X,/net07 Y,/vout X,/vout Y
8.350588023116479e-08,5,8.350588023116479e-08,5,8.350588023116479e-08,0,8.350588023116479e-08,5,8.350588023116479e-08,4.363658623031347
8.452772926394965e-08,5,8.452772926394965e-08,5,8.452772926394965e-08,0,8.452772926394965e-08,5,8.452772926394965e-08,4.363679189107481
8.601386463197483e-08,5,8.601386463197483e-08,5,8.601386463197483e-08,0,8.601386463197483e-08,5,8.601386463197483e-08,4.363658489122216
8.75e-08,5,8.75e-08,5,8.75e-08,0,8.75e-08,5,8.75e-08,4.363679264581624
8.774999999999999e-08,5,8.774999999999999e-08,5,8.774999999999999e-08,1.249999999999962,8.774999999999999e-08,5,8.774999999999999e-08,4.525482961193821
8.812499999999998e-08,5,8.812499999999998e-08,5,8.812499999999998e-08,3.124999999999904,8.812499999999998e-08,5,8.812499999999998e-08,4.764550191039759
8.849999999999998e-08,5,8.849999999999998e-08,5,8.849999999999998e-08,4.999999999999912,8.849999999999998e-08,5,8.849999999999998e-08,4.999205914002098
8.862499999999997e-08,5,8.862499999999997e-08,5,8.862499999999997e-08,5,8.862499999999997e-08,4.375000000000139,8.862499999999997e-08,4.961177855099714
8.880045091475706e-08,5,8.880045091475706e-08,5,8.880045091475706e-08,5,8.880045091475706e-08,3.497745426214637,8.880045091475706e-08,4.906518841218682
8.896150534104372e-08,5,8.896150534104372e-08,5,8.896150534104372e-08,5,8.896150534104372e-08,2.692473294781388,8.896150534104372e-08,4.856104078452115
8.928361419361705e-08,5,8.928361419361705e-08,5,8.928361419361705e-08,5,8.928361419361705e-08,1.081929031914758,8.928361419361705e-08,4.754747239321413
8.949999999999997e-08,5,8.949999999999997e-08,5,8.949999999999997e-08,5,8.949999999999997e-08,7.549516567451064e-14,8.949999999999997e-08,4.686150714109784
8.968441105522203e-08,5,8.968441105522203e-08,5,8.968441105522203e-08,5,8.968441105522203e-08,0,8.968441105522203e-08,4.685906457476301
8.990418539819698e-08,5,8.990418539819698e-08,5,8.990418539819698e-08,5,8.990418539819698e-08,0,8.990418539819698e-08,4.68591591393111
9.011329762613909e-08,5,9.011329762613909e-08,5,9.011329762613909e-08,5,9.011329762613909e-08,0,9.011329762613909e-08,4.685900363246874
9.05315220820233e-08,5,9.05315220820233e-08,5,9.05315220820233e-08,5,9.05315220820233e-08,0,9.05315220820233e-08,4.685916449089483
9.136797099379173e-08,5,9.136797099379173e-08,5,9.136797099379173e-08,5,9.136797099379173e-08,0,9.136797099379173e-08,4.685900154635985
9.255898549689586e-08,5,9.255898549689586e-08,5,9.255898549689586e-08,5,9.255898549689586e-08,0,9.255898549689586e-08,4.685916559777062
9.374999999999999e-08,5,9.374999999999999e-08,5,9.374999999999999e-08,5,9.374999999999999e-08,0,9.374999999999999e-08,4.685900012248953
9.399999999999999e-08,5,9.399999999999999e-08,5,9.399999999999999e-08,5,9.399999999999999e-08,1.250000000000028,9.399999999999999e-08,4.764829170982124
9.4375e-08,5,9.4375e-08,5,9.4375e-08,5,9.4375e-08,3.125000000000036,9.4375e-08,4.882671269904676
9.474999999999998e-08,5,9.474999999999998e-08,5,9.474999999999998e-08,5,9.474999999999998e-08,4.999999999999912,9.474999999999998e-08,4.999459395497782
9.493749999999999e-08,5,9.493749999999999e-08,5,9.493749999999999e-08,5,9.493749999999999e-08,5,9.493749999999999e-08,4.999737274929458
9.500481156403678e-08,5,9.500481156403678e-08,5,9.500481156403678e-08,5,9.500481156403678e-08,5,9.500481156403678e-08,4.999741428313754
9.513943469211036e-08,5,9.513943469211036e-08,5,9.513943469211036e-08,5,9.513943469211036e-08,5,9.513943469211036e-08,4.999737694279442
9.540868094825752e-08,5,9.540868094825752e-08,5,9.540868094825752e-08,5,9.540868094825752e-08,5,9.540868094825752e-08,4.999741118038822
9.594717346055185e-08,5,9.594717346055185e-08,5,9.594717346055185e-08,5,9.594717346055185e-08,5,9.594717346055185e-08,4.999737818738128
9.70241584851405e-08,5,9.70241584851405e-08,5,9.70241584851405e-08,5,9.70241584851405e-08,5,9.70241584851405e-08,4.999741060421921
9.851207924257025e-08,5,9.851207924257025e-08,5,9.851207924257025e-08,5,9.851207924257025e-08,5,9.851207924257025e-08,4.999737852113729
1e-07,5,1e-07,5,1e-07,5,1e-07,5,1e-07,4.999741034468561
