/vout X,/vout Y,/net06 X,/net06 Y,/net09 X,/net09 Y,/net08 X,/net08 Y,/net07 X,/net07 Y
0,3.234127959794081,0,0,0,0,0,0,0,0
1e-10,3.234128571293256,1e-10,0,1e-10,0,1e-10,0,1e-10,0
3e-10,3.234128571680222,3e-10,0,3e-10,0,3e-10,0,3e-10,0
7e-10,3.234128571186563,7e-10,0,7e-10,0,7e-10,0,7e-10,0
1.5e-09,3.234128572244067,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0
3.1e-09,3.234128571186961,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0
4.675e-09,3.234128572243828,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0
6.25e-09,3.234128571187191,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0
6.678138306859206e-09,3.263123694823875,6.678138306859206e-09,0,6.678138306859206e-09,0,6.678138306859206e-09,0,6.678138306859206e-09,2.140691534296033
7.25e-09,3.301942501806097,7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999
7.543203197052331e-09,3.301929004465783,7.543203197052331e-09,0,7.543203197052331e-09,0,7.543203197052331e-09,0,7.543203197052331e-09,5
7.925157981262722e-09,3.301934774953039,7.925157981262722e-09,0,7.925157981262722e-09,0,7.925157981262722e-09,0,7.925157981262722e-09,5
8.302537190841822e-09,3.301937756400265,8.302537190841822e-09,0,8.302537190841822e-09,0,8.302537190841822e-09,0,8.302537190841822e-09,5
9.057295610000021e-09,3.301934839693661,9.057295610000021e-09,0,9.057295610000021e-09,0,9.057295610000021e-09,0,9.057295610000021e-09,5
1.056681244831642e-08,3.301937702944287,1.056681244831642e-08,0,1.056681244831642e-08,0,1.056681244831642e-08,0,1.056681244831642e-08,5
1.25e-08,3.30193487532457,1.25e-08,0,1.25e-08,0,1.25e-08,0,1.25e-08,5
1.282304667756055e-08,3.345823161564412,1.282304667756055e-08,0,1.282304667756055e-08,0,1.282304667756055e-08,1.615233387802739,1.282304667756055e-08,5
