Signal,Mean_X,Variance_X,Slope_X,Mean_Y,Variance_Y,Slope_Y
1,-59.3,0.979999999999998,1.3999999999999986,1.4278120540590153,1.3152381555701972e-08,-0.000162187432038996
2,-56.5,0.980000000000008,1.4000000000000057,1.4274763002959614,1.5040282381570097e-08,-0.0001734374952631068
3,-53.70000000000001,0.980000000000008,1.4000000000000057,1.427119040711177,1.6873784967801386e-08,-0.00018370511679211
4,-50.900000000000006,0.979999999999998,1.3999999999999986,1.4267421495888843,1.863985513726326e-08,-0.000193079543904906
5,-48.10000000000001,0.979999999999998,1.3999999999999986,1.4263473324138365,2.0329472743425136e-08,-0.00020164063451311165
6,-45.30000000000001,0.9799999999999781,1.3999999999999844,1.4259356194696862,2.2156378593642788e-08,-0.00021050595522997817
7,-42.500000000000014,0.979999999999998,1.3999999999999986,1.4255044563413004,2.4278869624092135e-08,-0.00022035820667309913
8,-39.70000000000002,0.979999999999998,1.3999999999999986,1.4250555390757826,2.6080356664906683e-08,-0.0002283872004509302
9,-36.90000000000002,0.980000000000008,1.4000000000000057,1.4245917580224274,2.7677302634004744e-08,-0.00023527559428893063
10,-34.10000000000003,0.980000000000008,1.4000000000000057,1.424115056174696,2.9121380754014362e-08,-0.00024133537143988804
11,-31.30000000000003,0.979999999999998,1.3999999999999986,1.423626909385006,3.043952329163583e-08,-0.00024673679616804556
12,-28.50000000000003,0.980000000000003,1.4000000000000021,1.4231285221952241,3.164792063838918e-08,-0.00025158664765201344
13,-25.700000000000035,0.9799999999999881,1.3999999999999915,1.422620920292867,3.2757625707016294e-08,-0.00025595947221002113
14,-22.90000000000004,0.980000000000003,1.4000000000000021,1.4221219372541225,3.0442800037781e-08,-0.0002467500761409447
15,-20.10000000000004,0.979999999999998,1.3999999999999986,1.421624562204419,3.13945486956166e-08,-0.0002505775277059641
16,-17.30000000000004,0.979999999999998,1.3999999999999986,1.4211198982820035,3.226903300267797e-08,-0.00025404343330492907
17,-14.500000000000039,0.9800000000000004,1.4000000000000004,1.420608633947945,3.307127730479242e-08,-0.00025718194845203435
18,-11.70000000000004,0.979999999999998,1.3999999999999986,1.4200913933801629,3.38060334002589e-08,-0.00026002320435014603
19,-8.900000000000041,0.9800000000000004,1.4000000000000004,1.419568743978131,3.4477788496899475e-08,-0.00026259393936989284
20,-6.100000000000041,0.9800000000000005,1.4000000000000004,1.4190412025068864,3.50908034961234e-08,-0.00026491811374884655
