/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,4.472641373622883e-05,0,0,2.38277879419634e-08,0,0,0.005,0,0,8.285448194038976e-10,0
6666666.666666667,4.375220406852976e-05,-6.464897578047009e-06,6666666.666666667,-2.448761776309391e-08,-1.792471715934916e-07,6666666.666666667,0.005,0,6666666.666666667,-3.376371411917091e-09,-1.26199265501756e-09
13333333.33333333,4.104849920712832e-05,-1.215229740543131e-05,13333333.33333333,-1.528141083166437e-07,-3.08570096840667e-07,13333333.33333333,0.005,0,13333333.33333333,-3.730439626082917e-09,1.377087178887714e-09
20000000,3.716267873157489e-05,-1.654534796984346e-05,20000000,-3.208329800717806e-07,-3.59477632353452e-07,20000000,0.005,0,20000000,-2.579886452519025e-09,2.88701281493293e-09
26666666.66666667,3.273373079984815e-05,-1.948535556773344e-05,26666666.66666667,-4.848152217522833e-07,-3.317661610944465e-07,26666666.66666667,0.005,0,26666666.66666667,-1.152176346146954e-09,3.451832903820461e-09
33333333.33333334,2.829377565596199e-05,-2.109744479671045e-05,33333333.33333334,-6.136698304929666e-07,-2.454051060230283e-07,33333333.33333334,0.005,0,33333333.33333334,1.264361498979894e-10,3.357171907363546e-09
40000000,2.418809898136341e-05,-2.164921693281604e-05,40000000,-6.93867475721544e-07,-1.273429615718151e-07,40000000,0.005,0,40000000,1.086387623118097e-09,2.869704465116948e-09
46666666.66666666,2.058920054001133e-05,-2.143435019024005e-05,46666666.66666666,-7.260507820937935e-07,-1.612069507814103e-09,46666666.66666666,0.005,0,46666666.66666666,1.699039820761101e-09,2.2060438373662e-09
53333333.33333333,1.754834612049725e-05,-2.070985436204914e-05,53333333.33333333,-7.189141657990402e-07,1.14996527501798e-07,53333333.33333333,0.005,0,53333333.33333333,2.009574651767192e-09,1.516472326120758e-09
59999999.99999999,1.504646030270817e-05,-1.96756229946287e-05,59999999.99999999,-6.839541908611192e-07,2.131941320035673e-07,59999999.99999999,0.005,0,59999999.99999999,2.091043076637817e-09,8.894346259598355e-10
66666666.66666666,1.303067204790102e-05,-1.847650185660664e-05,66666666.66666666,-6.321998630113014e-07,2.89573079462661e-07,66666666.66666666,0.005,0,66666666.66666666,2.017487599904198e-09,3.663594519408205e-10
73333333.33333333,1.143638289990744e-05,-1.721265000323554e-05,73333333.33333333,-5.726811880035226e-07,3.445937826321981e-07,73333333.33333333,0.005,0,73333333.33333333,1.851410584850997e-09,-4.226753374936651e-11
80000000,1.019895746509387e-05,-1.595092160309858e-05,80000000,-5.120201777844882e-07,3.808733128611299e-07,80000000,0.005,0,80000000,1.640008973153112e-09,-3.437978708871649e-10
86666666.66666667,9.259089160661517e-06,-1.473449295095881e-05,86666666.66666667,-4.546057079823668e-07,4.019639423776715e-07,86666666.66666667,0.005,0,86666666.66666667,1.415875098717904e-09,-5.54204338674237e-10
93333333.33333334,8.564701223259241e-06,-1.359015328551888e-05,93333333.33333334,-4.030012051620083e-07,4.115792079225891e-07,93333333.33333334,0.005,0,93333333.33333334,1.199509098301433e-09,-6.922319233758e-10
100000000,8.071121316068808e-06,-1.253352273650739e-05,100000000,-3.583943923161961e-07,4.131552833807431e-07,100000000,0.005,0,100000000,1.002236189365548e-09,-7.760225574000754e-10
106666666.6666667,7.740494677873507e-06,-1.157267468619365e-05,106666666.6666667,-3.210021417954029e-07,4.096375433100904e-07,106666666.6666667,0.005,0,106666666.6666667,8.288853699271763e-10,-8.213976588888705e-10
113333333.3333334,7.540934424143538e-06,-1.07106111024186e-05,113333333.3333334,-2.90400850960121e-07,4.03407038560857e-07,113333333.3333334,0.005,0,113333333.3333334,6.799964320830569e-10,-8.411809095548466e-10
120000000,7.445647515212416e-06,-9.946942879163918e-06,120000000,-2.657804728423244e-07,3.962878932122439e-07,120000000,0.005,0,120000000,5.535208164138404e-10,-8.451342575975075e-10
126666666.6666667,7.432137876691356e-06,-9.279029994892663e-06,126666666.6666667,-2.461316205665587e-07,3.895975057456517e-07,126666666.6666667,0.005,0,126666666.6666667,4.460665602524462e-10,-8.402272169701271e-10
133333333.3333334,7.481519797668759e-06,-8.702758263425694e-06,133333333.3333334,-2.303782894735949e-07,3.842161065264376e-07,133333333.3333334,0.005,0,133333333.3333334,3.53765663254767e-10,-8.310629076265201e-10
140000000,7.577942952474626e-06,-8.213072456965382e-06,140000000,-2.174682699606014e-07,3.806618623451038e-07,140000000,0.005,0,140000000,2.728442492446106e-10,-8.203534712823979e-10
146666666.6666667,7.708117322040913e-06,-7.804345900971562e-06,146666666.6666667,-2.064315560301803e-07,3.791637886937888e-07,146666666.6666667,0.005,0,146666666.6666667,1.99967377200574e-10,-8.093825004372307e-10
153333333.3333333,7.860922353736488e-06,-7.470639736860208e-06,153333333.3333333,-1.964150457335973e-07,3.797284388570328e-07,153333333.3333333,0.005,0,153333333.3333333,1.324185970062301e-10,-7.9842082895459e-10
160000000,8.027084918877593e-06,-7.20588707963639e-06,160000000,-1.867000059092432e-07,3.82198548580743e-07,160000000,0.005,0,160000000,6.816260962308485e-11,-7.87080048384508e-10
166666666.6666667,8.198912502644482e-06,-7.004025399705218e-06,166666666.6666667,-1.767072633300901e-07,3.863030993775273e-07,166666666.6666667,0.005,0,166666666.6666667,5.828937206587968e-12,-7.745992023917296e-10
173333333.3333333,8.370070388165765e-06,-6.859092617854006e-06,173333333.3333333,-1.65993888689848e-07,3.916989870611902e-07,173333333.3333333,0.005,0,173333333.3333333,-5.535432079411011e-11,-7.600667359706706e-10
180000000,8.535393834651879e-06,-6.765297250698156e-06,180000000,-1.542442138657596e-07,3.980048706220518e-07,180000000,0.005,0,180000000,-1.15654820051458e-10,-7.425835266656527e-10
186666666.6666666,8.69072819096042e-06,-6.717069562948646e-06,186666666.6666666,-1.412573123939221e-07,4.048279668290947e-07,186666666.6666666,0.005,0,186666666.6666666,-1.749424219261176e-10,-7.213747233959821e-10
193333333.3333333,8.832791479527254e-06,-6.709098466107621e-06,193333333.3333333,-1.269325287553744e-07,4.117846299769349e-07,193333333.3333333,0.005,0,193333333.3333333,-2.327964630907925e-10,-6.958588247497484e-10
