/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,4.472624752333285e-05,0,0,8.444498927945178e-11,0,0,0.005,0,0,8.306703820110291e-17,0
6666666.666666667,4.438132337232841e-05,-3.565447945077647e-06,6666666.666666667,-4.737723823935206e-11,-6.558168135614428e-10,6666666.666666667,0.005,0,6666666.666666667,-9.458914723038355e-16,2.124722727228457e-15
13333333.33333333,4.337574211605184e-05,-6.953859713770943e-06,13333333.33333333,-4.233189682420815e-10,-1.219251286700275e-09,13333333.33333333,0.005,0,13333333.33333333,9.051364862059601e-16,4.860445289048777e-15
20000000,4.179168047989917e-05,-1.001042267122454e-05,20000000,-9.896903066438206e-10,-1.615563498969435e-09,20000000,0.005,0,20000000,4.020516652742324e-15,6.324393580750668e-15
26666666.66666667,3.975003626098289e-05,-1.261920442426424e-05,26666666.66666667,-1.671365134395402e-09,-1.799860135020702e-09,26666666.66666667,0.005,0,26666666.66666667,7.736161728793494e-15,6.347938759572662e-15
33333333.33333334,3.739177615656376e-05,-1.471120697626118e-05,33333333.33333334,-2.387728305936692e-09,-1.7609716855067e-09,33333333.33333334,0.005,0,33333333.33333334,1.149424556733665e-14,4.886361149013468e-15
40000000,3.485963237664682e-05,-1.626380131151622e-05,40000000,-3.066941468078752e-09,-1.517464612799348e-09,40000000,0.005,0,40000000,1.480006846103354e-14,2.065666830418986e-15
46666666.66666666,3.228362103729138e-05,-1.729367979596615e-05,46666666.66666666,-3.655324022104656e-09,-1.108625809941365e-09,46666666.66666666,0.005,0,46666666.66666666,1.72708603706695e-14,-1.850248407913217e-15
53333333.33333333,2.977197684716645e-05,-1.78463923446461e-05,53333333.33333333,-4.121006875307421e-09,-5.839148966670794e-10,53333333.33333333,0.005,0,53333333.33333333,1.866456933712511e-14,-6.518620420019823e-15
59999999.99999999,2.740737074499512e-05,-1.79853155377758e-05,59999999.99999999,-4.452857693308412e-09,6.368084035547771e-12,59999999.99999999,0.005,0,59999999.99999999,1.888121733958855e-14,-1.157803325159281e-14
66666666.66666666,2.524720995128687e-05,-1.778200026955178e-05,66666666.66666666,-4.656492445923603e-09,6.177747515333529e-10,66666666.66666666,0.005,0,66666666.66666666,1.794331993026133e-14,-1.66975825276039e-14
73333333.33333333,2.332648702610757e-05,-1.730881292891589e-05,73333333.33333333,-4.749131459687908e-09,1.215510750232412e-09,73333333.33333333,0.005,0,73333333.33333333,1.596420176424896e-14,-2.161023782639501e-14
80000000,2.166181681339076e-05,-1.663398895108738e-05,80000000,-4.754558603625183e-09,1.775807315180261e-09,80000000,0.005,0,80000000,1.311184693611774e-14,-2.613020264815382e-14
86666666.66666667,2.025568885009998e-05,-1.58187613121705e-05,86666666.66666667,-4.698873520560327e-09,2.285579789951547e-09,86666666.66666667,0.005,0,86666666.66666667,9.573783878040376e-15,-3.015635190998115e-14
93333333.33333334,1.910036159573255e-05,-1.491605511245557e-05,93333333.33333334,-4.607284898022901e-09,2.741062020528567e-09,93333333.33333334,0.005,0,93333333.33333334,5.526550711723863e-15,-3.366466008296783e-14
100000000,1.818113563409215e-05,-1.397024585310533e-05,100000000,-4.501923777205266e-09,3.145951496296939e-09,100000000,0.005,0,100000000,1.11183990121312e-15,-3.669264833185694e-14
106666666.6666667,1.747894513706221e-05,-1.30175684368479e-05,106666666.6666667,-4.40052871455818e-09,3.509426634342857e-09,106666666.6666667,0.005,0,106666666.6666667,-3.579588032624855e-15,-3.931873252627169e-14
113333333.3333334,1.697231783942301e-05,-1.208687434545922e-05,113333333.3333334,-4.315817731734205e-09,3.84425380067435e-09,113333333.3333334,0.005,0,113333333.3333334,-8.515873773366203e-15,-4.163914179194722e-14
120000000,1.66388018108901e-05,-1.120053418629951e-05,120000000,-4.255371615424366e-09,4.165099912282423e-09,120000000,0.005,0,120000000,-1.372417008416699e-14,-4.374483599811957e-14
126666666.6666667,1.645596788334557e-05,-1.037536042754021e-05,126666666.6666667,-4.221880754720739e-09,4.487101729593506e-09,126666666.6666667,0.005,0,126666666.6666667,-1.928368259570209e-14,-4.570055446875402e-14
133333333.3333334,1.640208804045691e-05,-9.623480044993667e-06,133333333.3333334,-4.213638113274628e-09,4.824704991221127e-09,133333333.3333334,0.005,0,133333333.3333334,-2.531288165350434e-14,-4.752774967247244e-14
140000000,1.645657385841434e-05,-8.953122873329316e-06,140000000,-4.225187658929146e-09,5.190765749897864e-09,140000000,0.005,0,140000000,-3.195247401110005e-14,-4.919269500514012e-14
146666666.6666667,1.660024151817534e-05,-8.369313605515975e-06,146666666.6666667,-4.248058914237769e-09,5.595895539409597e-09,146666666.6666667,0.005,0,146666666.6666667,-3.934593416208204e-14,-5.060052809326189e-14
153333333.3333333,1.68154539980262e-05,-7.874468011653606e-06,153333333.3333333,-4.271534682958618e-09,6.048026775009891e-09,153333333.3333333,0.005,0,153333333.3333333,-4.761945077929315e-14,-5.159544184129349e-14
160000000,1.708617789491478e-05,-7.468900443212596e-06,160000000,-4.283411560236585e-09,6.552172429484177e-09,160000000,0.005,0,160000000,-5.68630444974084e-14,-5.196671312537714e-14
166666666.6666667,1.739798202230638e-05,-7.151252450934253e-06,166666666.6666667,-4.27072265176695e-09,7.110353157487189e-09,166666666.6666667,0.005,0,166666666.6666667,-6.71143781921063e-14,-5.145980847678208e-14
173333333.3333333,1.773799716090783e-05,-6.918852968335832e-06,173333333.3333333,-4.220399863826679e-09,7.721665016533192e-09,173333333.3333333,0.005,0,173333333.3333333,-7.834644307739921e-14,-4.979146137076842e-14
180000000,1.809485062671243e-05,-6.768020009385726e-06,180000000,-4.119859751862804e-09,8.382461488907435e-09,180000000,0.005,0,180000000,-9.045990423100054e-14,-4.666739636160096e-14
186666666.6666666,1.84585852015921e-05,-6.694312808167912e-06,186666666.6666666,-3.957502569086803e-09,9.086624544999446e-09,186666666.6666666,0.005,0,186666666.6666666,-1.032804698364436e-13,-4.180128568472885e-14
193333333.3333333,1.88205690442269e-05,-6.692742138807836e-06,193333333.3333333,-3.723119016862364e-09,9.825900959578396e-09,193333333.3333333,0.005,0,193333333.3333333,-1.165612479396795e-13,-3.493355514654261e-14
199999999.9999999,1.917340114079515e-05,-6.757945383829227e-06,199999999.9999999,-3.40820334732375e-09,1.059028195206154e-08,199999999.9999999,0.005,0,199999999.9999999,-1.299897037625099e-13,-2.584878907780113e-14
206666666.6666666,1.951081541969895e-05,-6.884331857375226e-06,206666666.6666666,-3.006174940250344e-09,1.136840640633132e-08,206666666.6666666,0.005,0,206666666.6666666,-1.431985510292008e-13,-1.439069348246262e-14
213333333.3333333,1.982758565974353e-05,-7.066202970180026e-06,213333333.3333333,-2.512513288796001e-09,1.214797035181048e-08,213333333.3333333,0.005,0,213333333.3333333,-1.557797138643019e-13,-4.738343764532025e-16
219999999.9999999,2.011943263420654e-05,-7.297851049822399e-06,219999999.9999999,-1.924813503465963e-09,1.291612796211881e-08,219999999.9999999,0.005,0,219999999.9999999,-1.673003840312563e-13,1.590835253414113e-14
226666666.6666666,2.038293445918748e-05,-7.573639990316338e-06,226666666.6666666,-1.242771013604768e-09,1.365987195304619e-08,226666666.6666666,0.005,0,226666666.6666666,-1.773201664858556e-13,3.467950832597961e-14
233333333.3333332,2.061544078774922e-05,-7.888070383163161e-06,233333333.3333332,-4.681051571286529e-10,1.436638384795042e-08,233333333.3333332,0.005,0,233333333.3333332,-1.854083438145774e-13,5.568022683898961e-14
239999999.9999999,2.081499126474992e-05,-8.235831358001817e-06,239999999.9999999,3.955681375377942e-10,1.502334704623458e-08,239999999.9999999,0.005,0,239999999.9999999,-1.911603830856866e-13,7.867161562085235e-14
246666666.6666665,2.098023849853329e-05,-8.611841017742169e-06,246666666.6666665,1.342904291546304e-09,1.56192179155003e-08,246666666.6666665,0.005,0,246666666.6666665,-1.942129414495602e-13,1.033421242295072e-13
253333333.3333332,2.111037569419057e-05,-9.011277074997532e-06,253333333.3333332,2.367028626160252e-09,1.614345218360243e-08,253333333.3333332,0.005,0,253333333.3333332,-1.942567841061926e-13,1.293170976634695e-13
259999999.9999999,2.120506901258349e-05,-9.429599070673122e-06,259999999.9999999,3.459756071071076e-09,1.658668570334463e-08,259999999.9999999,0.005,0,259999999.9999999,-1.910471959537999e-13,1.561704360184912e-13
266666666.6666665,2.12643946599884e-05,-9.862563370791881e-06,266666666.6666665,4.611823348335218e-09,1.694087018363575e-08,266666666.6666665,0.005,0,266666666.6666665,-1.844116343869492e-13,1.83437709027861e-13
273333333.3333332,2.128878066894054e-05,-1.030623198607136e-05,273333333.3333332,5.813125867830808e-09,1.71993657270398e-08,273333333.3333332,0.005,0,273333333.3333332,-1.7425452593759e-13,2.106300801063679e-13
279999999.9999999,2.127895329561018e-05,-1.0756976132348e-05,279999999.9999999,7.052952576881807e-09,1.735699299148361e-08,279999999.9999999,0.005,0,279999999.9999999,-1.605592469335544e-13,2.372484317597795e-13
286666666.6666666,2.123588793115708e-05,-1.121147534414249e-05,286666666.6666666,8.320213052348493e-09,1.741004852203092e-08,286666666.6666666,0.005,0,286666666.6666666,-1.433874438204529e-13,2.627971452039076e-13
293333333.3333333,2.116076440077102e-05,-1.16667128636381e-05,293333333.3333333,9.603652167015562e-09,1.735628729871262e-08,293333333.3333333,0.005,0,293333333.3333333,-1.228759401294602e-13,2.867970643627171e-13
299999999.9999999,2.10549265042307e-05,-1.211996794971782e-05,299999999.9999999,1.089204867051489e-08,1.71948768447217e-08,299999999.9999999,0.005,0,299999999.9999999,-9.923154400509876e-14,3.087972613103791e-13
306666666.6666666,2.091984563403232e-05,-1.256880568344866e-05,306666666.6666666,1.217439497305104e-08,1.692632736348453e-08,306666666.6666666,0.005,0,306666666.6666666,-7.272411383191541e-14,3.283853107934441e-13
313333333.3333333,2.07570882918582e-05,-1.301106478600335e-05,313333333.3333333,1.34400562906653e-08,1.655240235101532e-08,313333333.3333333,0.005,0,313333333.3333333,-4.367826191730778e-14,3.451958708747965e-13
320000000,2.056828731052748e-05,-1.344484391025349e-05,320000000,1.467890809084551e-08,1.607601398831764e-08,320000000,0.005,0,320000000,-1.246408013732107e-14,3.589174511833744e-13
326666666.6666667,2.035511657717307e-05,-1.386848681656471e-05,326666666.6666667,1.58814514606096e-08,1.550110738354964e-08,326666666.6666667,0.005,0,326666666.6666667,2.051274000176884e-14,3.692973269808355e-13
