/out0 (Freq=1000) X,/out0 (Freq=1000) Y,/out1 (Freq=1000) X,/out1 (Freq=1000) Y,/out2 (Freq=1000) X,/out2 (Freq=1000) Y
0,0.07683903455311218,0,0.07503362890881446,0,0.07503362564766156
0.01066666666666667,0.07683914726120146,0.01066666666666667,0.07503369722710673,0.01066666666666667,0.07503369396519634
0.02133333333333334,0.07683915060243812,0.02133333333333334,0.0750336972271131,0.02133333333333334,0.07503369396519627
0.032,0.07683915523708008,0.032,0.07503369722712336,0.032,0.07503369396519621
0.04266666666666667,0.07683916166113833,0.04266666666666667,0.0750336972271354,0.04266666666666667,0.07503369396519648
0.05333333333333334,0.07683917055796151,0.05333333333333334,0.07503369722715161,0.05333333333333334,0.07503369396519631
0.06400000000000002,0.07683918286720781,0.06400000000000002,0.07503369722717464,0.06400000000000002,0.07503369396519631
0.07466666666666669,0.07683919987818454,0.07466666666666669,0.07503369722720561,0.07466666666666669,0.07503369396519631
0.08533333333333336,0.07683922335545459,0.08533333333333336,0.07503369722725002,0.08533333333333336,0.07503369396519628
0.09600000000000003,0.07683925570692171,0.09600000000000003,0.07503369722730978,0.09600000000000003,0.07503369396519634
0.1066666666666667,0.0768393002072072,0.1066666666666667,0.07503369722739196,0.1066666666666667,0.07503369396519631
0.1173333333333334,0.07683936129217576,0.1173333333333334,0.07503369722750629,0.1173333333333334,0.07503369396519632
0.128,0.07683944494368496,0.128,0.07503369722766107,0.128,0.07503369396519627
0.1386666666666667,0.07683955918695674,0.1386666666666667,0.07503369722787287,0.1386666666666667,0.07503369396519634
0.1493333333333333,0.07683971472572555,0.1493333333333333,0.07503369722816139,0.1493333333333333,0.07503369396519628
0.16,0.07683992574217871,0.16,0.07503369722855316,0.16,0.0750336939651963
0.1706666666666667,0.07684021088888331,0.1706666666666667,0.07503369722908233,0.1706666666666667,0.07503369396519631
0.1813333333333333,0.07684059449750681,0.1813333333333333,0.07503369722979462,0.1813333333333333,0.0750336939651963
0.192,0.07684110802387786,0.192,0.07503369723074728,0.192,0.07503369396519635
0.2026666666666666,0.07684179174075428,0.2026666666666666,0.07503369723201668,0.2026666666666666,0.07503369396519631
0.2133333333333333,0.07684269667965919,0.2133333333333333,0.07503369723369682,0.2133333333333333,0.07503369396519625
0.2239999999999999,0.07684388681380466,0.2239999999999999,0.07503369723590629,0.2239999999999999,0.07503369396519624
0.2346666666666666,0.07684544146966406,0.2346666666666666,0.07503369723879413,0.2346666666666666,0.0750336939651963
0.2453333333333333,0.0768474579600851,0.2453333333333333,0.07503369724253749,0.2453333333333333,0.07503369396519638
0.2559999999999999,0.07685005445176181,0.2559999999999999,0.07503369724735949,0.2559999999999999,0.07503369396519627
0.2666666666666666,0.07685337311641081,0.2666666666666666,0.07503369725352375,0.2666666666666666,0.07503369396519638
0.2773333333333333,0.07685758366527592,0.2773333333333333,0.07503369726134171,0.2773333333333333,0.07503369396519628
0.2879999999999999,0.07686288742089338,0.2879999999999999,0.07503369727119429,0.2879999999999999,0.07503369396519631
0.2986666666666666,0.07686952212192312,0.2986666666666666,0.07503369728351968,0.2986666666666666,0.07503369396519632
0.3093333333333332,0.07687776766606999,0.3093333333333332,0.07503369729884482,0.3093333333333332,0.07503369396519645
0.3199999999999999,0.0768879529515567,0.3199999999999999,0.07503369731777614,0.3199999999999999,0.07503369396519655
0.3306666666666666,0.07690046386304907,0.3306666666666666,0.07503369734104032,0.3306666666666666,0.07503369396519648
0.3413333333333332,0.07691575225371752,0.3413333333333332,0.07503369736948055,0.3413333333333332,0.0750336939651965
0.3519999999999999,0.07693434550171203,0.3519999999999999,0.07503369740408682,0.3519999999999999,0.07503369396519656
0.3626666666666665,0.07695685587939789,0.3626666666666665,0.07503369744600927,0.3626666666666665,0.07503369396519663
0.3733333333333332,0.07698398859764495,0.3733333333333332,0.0750336974965779,0.3733333333333332,0.07503369396519687
0.3839999999999998,0.07701654703084498,0.3839999999999998,0.0750336975573129,0.3839999999999998,0.07503369396519678
0.3946666666666665,0.07705543337880391,0.3946666666666665,0.07503369762993045,0.3946666666666665,0.07503369396519682
0.4053333333333332,0.07710164299395755,0.4053333333333332,0.07503369771633638,0.4053333333333332,0.07503369396519698
0.4159999999999998,0.07715625091654796,0.4159999999999998,0.07503369781860028,0.4159999999999998,0.07503369396519759
0.4266666666666665,0.07722038989529253,0.4266666666666665,0.07503369793892822,0.4266666666666665,0.0750336939651977
0.4373333333333331,0.07729522030411409,0.4373333333333331,0.07503369807960772,0.4373333333333331,0.07503369396519793
0.4479999999999998,0.07738189372976796,0.4479999999999998,0.0750336982429505,0.4479999999999998,0.07503369396519824
0.4586666666666664,0.07748151329515671,0.4586666666666664,0.07503369843122061,0.4586666666666664,0.0750336939651986
0.4693333333333331,0.07759509463659592,0.4693333333333331,0.07503369864656539,0.4693333333333331,0.07503369396519875
0.4799999999999998,0.07772353158586283,0.4799999999999998,0.07503369889096846,0.4799999999999998,0.07503369396519913
0.4906666666666664,0.07786756993902216,0.4906666666666664,0.07503369916618846,0.4906666666666664,0.07503369396519946
0.5013333333333331,0.07802779139360617,0.5013333333333331,0.07503369947373836,0.5013333333333331,0.07503369396520035
0.5119999999999998,0.07820460815784004,0.5119999999999998,0.07503369981487515,0.5119999999999998,0.07503369396520078
0.5226666666666665,0.07839826727683726,0.5226666666666665,0.0750337001905993,0.5226666666666665,0.07503369396520165
0.5333333333333332,0.07860886267952889,0.5333333333333332,0.07503370060167813,0.5333333333333332,0.07503369396520221
0.5439999999999999,0.07883635244997701,0.5439999999999999,0.07503370104867882,0.5439999999999999,0.07503369396520347
0.5546666666666666,0.07908057882521946,0.5546666666666666,0.07503370153199186,0.5546666666666666,0.07503369396520389
0.5653333333333334,0.07934128877262728,0.5653333333333334,0.07503370205186873,0.5653333333333334,0.075033693965205
0.5760000000000001,0.0796181535287025,0.5760000000000001,0.07503370260845064,0.5760000000000001,0.07503369396520597
0.5866666666666668,0.07991078604052497,0.5866666666666668,0.07503370320180258,0.5866666666666668,0.0750336939652068
0.5973333333333335,0.08021875574458801,0.5973333333333335,0.07503370383192873,0.5973333333333335,0.07503369396520806
0.6080000000000002,0.08054160049939819,0.6080000000000002,0.07503370449880233,0.6080000000000002,0.0750336939652093
0.6186666666666669,0.08087883575133922,0.6186666666666669,0.07503370520236156,0.6186666666666669,0.07503369396521048
0.6293333333333336,0.08122996117172984,0.6293333333333336,0.07503370594253528,0.6293333333333336,0.07503369396521174
0.6400000000000003,0.08159446508122496,0.6400000000000003,0.07503370671923704,0.6400000000000003,0.07503369396521302
0.6506666666666671,0.08197182699988322,0.6506666666666671,0.07503370753237219,0.6506666666666671,0.07503369396521455
0.6613333333333338,0.08236151864836436,0.6613333333333338,0.07503370838183011,0.6613333333333338,0.075033693965216
0.6720000000000005,0.08276300369384756,0.6720000000000005,0.07503370926747908,0.6720000000000005,0.0750336939652175
0.6826666666666672,0.08317573649424713,0.6826666666666672,0.07503371018916768,0.6826666666666672,0.07503369396521915
0.6933333333333339,0.08359916005318904,0.6933333333333339,0.07503371114670301,0.6933333333333339,0.07503369396522067
0.7040000000000006,0.08403270336011777,0.7040000000000006,0.07503371213984644,0.7040000000000006,0.07503369396522247
0.7146666666666673,0.08447577825683862,0.7146666666666673,0.07503371316829474,0.7146666666666673,0.07503369396522445
0.7253333333333341,0.08492777594433125,0.7253333333333341,0.07503371423167292,0.7253333333333341,0.07503369396522623
0.7360000000000008,0.08538806322208348,0.7360000000000008,0.07503371532951256,0.7360000000000008,0.07503369396522815
0.7466666666666675,0.08585597853587723,0.7466666666666675,0.07503371646122438,0.7466666666666675,0.07503369396523038
0.7573333333333342,0.08633082789831922,0.7573333333333342,0.07503371762609477,0.7573333333333342,0.0750336939652323
0.7680000000000009,0.08681188073898893,0.7680000000000009,0.07503371882325541,0.7680000000000009,0.07503369396523418
0.7786666666666676,0.08729836573736742,0.7786666666666676,0.07503372005165973,0.7786666666666676,0.07503369396523653
0.7893333333333343,0.08778946669101376,0.7893333333333343,0.07503372131006009,0.7893333333333343,0.07503369396523844
0.800000000000001,0.08828431847401544,0.800000000000001,0.07503372259697993,0.800000000000001,0.07503369396524087
0.8106666666666678,0.08878248262516567,0.8106666666666678,0.07503372391197019,0.8106666666666678,0.07503369396524302
0.8213333333333345,0.08928368944089488,0.8213333333333345,0.07503372525498603,0.8213333333333345,0.07503369396524548
0.8320000000000012,0.08978604223787927,0.8320000000000012,0.07503372662149137,0.8320000000000012,0.07503369396524867
0.8426666666666679,0.09028821377262894,0.8426666666666679,0.07503372800824094,0.8426666666666679,0.0750336939652511
0.8533333333333346,0.09078896014765633,0.8533333333333346,0.07503372941200863,0.8533333333333346,0.07503369396525321
0.8640000000000013,0.09128700908257673,0.8640000000000013,0.07503373082927459,0.8640000000000013,0.07503369396525585
0.874666666666668,0.09178103348993023,0.874666666666668,0.07503373225614859,0.874666666666668,0.07503369396525847
0.8853333333333347,0.09226964348992821,0.8853333333333347,0.07503373368831506,0.8853333333333347,0.07503369396526061
0.8960000000000015,0.09275138479529391,0.8960000000000015,0.07503373512102383,0.8960000000000015,0.07503369396526348
0.9066666666666682,0.0932247406560677,0.9066666666666682,0.07503373654907275,0.9066666666666682,0.0750336939652658
0.9173333333333349,0.0936881368571269,0.9173333333333349,0.07503373796681853,0.9173333333333349,0.07503369396526854
