/Vin X,/Vin Y,/out0 X,/out0 Y,/out1 X,/out1 Y,/out2 X,/out2 Y
0,0.45,0,0.07739942374639705,0,0.07503369827562237,0,0.07503369396519832
2e-05,0.45,2e-05,0.07739955520829847,2e-05,0.07503369827628527,2e-05,0.0750336939651981
4e-05,0.45,4e-05,0.07739955521912799,4e-05,0.07503369827628693,4e-05,0.07503369396519806
6.000000000000001e-05,0.45,6.000000000000001e-05,0.07739955521929069,6.000000000000001e-05,0.07503369827631393,6.000000000000001e-05,0.07503369396524726
8.000000000000001e-05,0.45,8.000000000000001e-05,0.07739955521925859,8.000000000000001e-05,0.0750336982762151,8.000000000000001e-05,0.07503369396505399
0.0001,0.45,0.0001,0.0773995552193127,0.0001,0.07503369827650538,0.0001,0.07503369396529189
0.00012,0.45,0.00012,0.07739955521925812,0.00012,0.07503369827611059,0.00012,0.07503369396516781
0.00014,0.45,0.00014,0.0773995552192784,0.00014,0.0750336982766252,0.00014,0.0750336939650402
0.00016,0.45,0.00016,0.07739955521937605,0.00016,0.07503369827603877,0.00016,0.07503369396527283
0.00018,0.45,0.00018,0.07739955521919503,0.00018,0.07503369827646914,0.00018,0.07503369396518011
0.0002,0.45,0.0002,0.07739955521925175,0.0002,0.07503369827622182,0.0002,0.07503369396518221
0.00022,0.45,0.00022,0.07739955521919271,0.00022,0.07503369827642319,0.00022,0.07503369396512811
0.00024,0.45,0.00024,0.07739955521937847,0.00024,0.07503369827618213,0.00024,0.07503369396518901
0.00026,0.45,0.00026,0.07739955521920996,0.00026,0.07503369827639797,0.00026,0.07503369396508248
0.00028,0.45,0.00028,0.0773995552193633,0.00028,0.07503369827623929,0.00028,0.07503369396538481
0.0003,0.45,0.0003,0.07739955521925515,0.0003,0.0750336982764044,0.0003,0.07503369396502842
0.00032,0.45,0.00032,0.0773995552192682,0.00032,0.07503369827616886,0.00032,0.07503369396543298
0.00034,0.45,0.00034,0.07739955521935125,0.00034,0.0750336982763528,0.00034,0.07503369396495797
0.00036,0.45,0.00036,0.07739955521926795,0.00036,0.07503369827623629,0.00036,0.07503369396552785
0.00038,0.45,0.00038,0.07739955521918153,0.00038,0.07503369827646801,0.00038,0.07503369396500997
0.0004,0.45,0.0004,0.07739955521931058,0.0004,0.07503369827610494,0.0004,0.07503369396541726
0.00042,0.45,0.00042,0.0773995552192141,0.00042,0.07503369827642148,0.00042,0.07503369396495642
0.00044,0.45,0.00044,0.07739955521925779,0.00044,0.07503369827608135,0.00044,0.0750336939653125
0.00046,0.45,0.00046,0.077399555219291,0.00046,0.07503369827643495,0.00046,0.07503369396505041
0.00048,0.45,0.00048,0.07739955521930199,0.00048,0.07503369827616872,0.00048,0.07503369396535202
0.0005,0.45,0.0005,0.07739955521920409,0.0005,0.0750336982763503,0.0005,0.07503369396498168
0.0005200000000000001,0.45,0.0005200000000000001,0.07739955521926037,0.0005200000000000001,0.07503369827628144,0.0005200000000000001,0.0750336939654891
0.0005400000000000001,0.45,0.0005400000000000001,0.07739955521925088,0.0005400000000000001,0.07503369827643264,0.0005400000000000001,0.07503369396489744
0.0005600000000000002,0.45,0.0005600000000000002,0.0773995552194265,0.0005600000000000002,0.0750336982762185,0.0005600000000000002,0.07503369396557961
0.0005800000000000002,0.45,0.0005800000000000002,0.07739955521909223,0.0005800000000000002,0.07503369827640453,0.0005800000000000002,0.07503369396479152
0.0006000000000000003,0.45,0.0006000000000000003,0.07739955521955305,0.0006000000000000003,0.07503369827608594,0.0006000000000000003,0.07503369396561547
0.0006200000000000003,0.45,0.0006200000000000003,0.07739955521898334,0.0006200000000000003,0.07503369827644397,0.0006200000000000003,0.07503369396472717
0.0006400000000000004,0.45,0.0006400000000000004,0.07739955521959845,0.0006400000000000004,0.07503369827600977,0.0006400000000000004,0.07503369396562089
0.0006600000000000004,0.45,0.0006600000000000004,0.07739955521900051,0.0006600000000000004,0.07503369827650454,0.0006600000000000004,0.07503369396486408
0.0006800000000000005,0.45,0.0006800000000000005,0.07739955521963043,0.0006800000000000005,0.07503369827598555,0.0006800000000000005,0.07503369396553433
0.0007000000000000005,0.45,0.0007000000000000005,0.07739955521886363,0.0007000000000000005,0.07503369827668227,0.0007000000000000005,0.07503369396486914
0.0007200000000000006,0.45,0.0007200000000000006,0.07739955521976891,0.0007200000000000006,0.07503369827584563,0.0007200000000000006,0.0750336939654595
0.0007400000000000006,0.45,0.0007400000000000006,0.07739955521880593,0.0007400000000000006,0.07503369827671273,0.0007400000000000006,0.07503369396493074
0.0007600000000000007,0.45,0.0007600000000000007,0.0773995552198268,0.0007600000000000007,0.07503369827571697,0.0007600000000000007,0.07503369396553941
0.0007800000000000007,0.45,0.0007800000000000007,0.07739955521868902,0.0007800000000000007,0.07503369827680746,0.0007800000000000007,0.07503369396485957
0.0008000000000000008,0.45,0.0008000000000000008,0.07739955521981184,0.0008000000000000008,0.07503369827570508,0.0008000000000000008,0.07503369396547689
0.0008200000000000008,0.45,0.0008200000000000008,0.07739955521867081,0.0008200000000000008,0.07503369827682912,0.0008200000000000008,0.0750336939649047
0.0008400000000000009,0.45,0.0008400000000000009,0.07739955521989299,0.0008400000000000009,0.07503369827570044,0.0008400000000000009,0.07503369396539326
0.000860000000000001,0.45,0.000860000000000001,0.07739955521875483,0.000860000000000001,0.07503369827686944,0.000860000000000001,0.07503369396499554
0.000880000000000001,0.45,0.000880000000000001,0.07739955521995302,0.000880000000000001,0.07503369827569624,0.000880000000000001,0.07503369396545582
