/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,6.496815485896385e-05,0,0,5.921561674051761e-09,0,0,0.005,0,0,1.325128247160159e-13,0
6666666.666666667,6.748803326433214e-05,3.349116748648252e-05,6666666.666666667,5.283151914571334e-09,9.693973148402765e-09,6666666.666666667,0.005,0,6666666.666666667,1.003079459566187e-13,-4.690671457813102e-14
13333333.33333333,7.856402397823716e-05,7.002957900326484e-05,13333333.33333333,5.715813175680077e-09,2.698168770302592e-08,13333333.33333333,0.005,0,13333333.33333333,1.284928945532064e-13,-1.080341869232911e-13
20000000,0.000103852630115044,0.0001060083957179191,20000000,1.834975788485193e-08,5.84924010073503e-08,20000000,0.005,0,20000000,1.191707057473557e-13,-2.720457955422899e-13
26666666.66666667,0.000144087075520001,0.0001333003078225427,26666666.66666667,6.360607122356568e-08,9.818077932054502e-08,26666666.66666667,0.005,0,26666666.66666667,-6.841391528518697e-14,-5.068868478761868e-13
33333333.33333334,0.000194186874922154,0.0001451466387820949,33333333.33333334,1.553190261792835e-07,1.187188595817121e-07,33333333.33333334,0.005,0,33333333.33333334,-5.294774142250963e-13,-6.305713271406555e-13
40000000,0.0002465672798122494,0.0001391426066807387,40000000,2.819433435756647e-07,8.311728815413003e-08,40000000,0.005,0,40000000,-1.173203833863129e-12,-3.932538033534173e-13
46666666.66666666,0.0002943233062878561,0.0001168957169083709,46666666.66666666,4.0563691122298e-07,-3.177349864007711e-08,46666666.66666666,0.005,0,46666666.66666666,-1.716317332025885e-12,3.423688296155591e-13
53333333.33333333,0.0003327823384508878,8.235781205697907e-05,53333333.33333333,4.795865805000173e-07,-2.204137956227115e-07,53333333.33333333,0.005,0,53333333.33333333,-1.822221119936785e-12,1.487033714713881e-12
59999999.99999999,0.0003597189949695491,4.020606463949502e-05,59999999.99999999,4.686267948446388e-07,-4.510462134192066e-07,59999999.99999999,0.005,0,59999999.99999999,-1.267310864864082e-12,2.750969510843069e-12
66666666.66666666,0.0003748775599393126,-5.239522282259931e-06,66666666.66666666,3.607320238719528e-07,-6.796098509186285e-07,66666666.66666666,0.005,0,66666666.66666666,-3.149703041061334e-14,3.764562303828184e-12
73333333.33333333,0.000379289684191101,-5.05460907749913e-05,73333333.33333333,1.668567253653783e-07,-8.648894801476302e-07,73333333.33333333,0.005,0,73333333.33333333,1.710333608663067e-12,4.209024936467388e-12
80000000,0.0003746544370303139,-9.329867093310405e-05,80000000,-8.662765276744757e-08,-9.783244147334821e-07,80000000,0.005,0,80000000,3.661291310776931e-12,3.900053222905151e-12
86666666.66666667,0.0003628827195689269,-0.0001320039936687116,86666666.66666667,-3.673594936830267e-07,-1.007109329908971e-06,86666666.66666667,0.005,0,86666666.66666667,5.492007658756689e-12,2.810998653158927e-12
