v /net06; tran (V) X,v /net06; tran (V) Y,v /net09; tran (V) X,v /net09; tran (V) Y,v /net08; tran (V) X,v /net08; tran (V) Y,v /net07; tran (V) X,v /net07; tran (V) Y,v /vout; tran (V) X,v /vout; tran (V) Y
0,0,0,0,0,0,0,0,0,6.386147032415785e-06
1e-10,0,1e-10,0,1e-10,0,1e-10,0,1e-10,6.386147032408365e-06
3e-10,0,3e-10,0,3e-10,0,3e-10,0,3e-10,6.386147032397685e-06
7e-10,0,7e-10,0,7e-10,0,7e-10,0,7e-10,6.386147032417173e-06
1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,6.38614703239619e-06
3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,6.386147032395234e-06
4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,6.386147032377687e-06
6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,6.386147032456614e-06
6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987,6.312499999999999e-09,0.01724296916863779
6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959,6.437499999999999e-09,0.05235579500216232
6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991,6.687499999999998e-09,0.1239573888829553
6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997,6.968749999999999e-09,0.2069497537345217
7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999,7.25e-09,0.2929451075669615
7.380236831781469e-09,0,7.380236831781469e-09,0,7.380236831781469e-09,0,7.380236831781469e-09,5,7.380236831781469e-09,0.2931495781727142
7.599244851789136e-09,0,7.599244851789136e-09,0,7.599244851789136e-09,0,7.599244851789136e-09,5,7.599244851789136e-09,0.2931702881746323
7.812238707318688e-09,0,7.812238707318688e-09,0,7.812238707318688e-09,0,7.812238707318688e-09,5,7.812238707318688e-09,0.2931564531178999
8.238226418377793e-09,0,8.238226418377793e-09,0,8.238226418377793e-09,0,8.238226418377793e-09,5,8.238226418377793e-09,0.2931661562652722
8.838185037824836e-09,0,8.838185037824836e-09,0,8.838185037824836e-09,0,8.838185037824836e-09,5,8.838185037824836e-09,0.2931583116985118
9.826779168854215e-09,0,9.826779168854215e-09,0,9.826779168854215e-09,0,9.826779168854215e-09,5,9.826779168854215e-09,0.293165582533353
1.116338958442711e-08,0,1.116338958442711e-08,0,1.116338958442711e-08,0,1.116338958442711e-08,5,1.116338958442711e-08,0.2931588765683423
1.25e-08,0,1.25e-08,0,1.25e-08,0,1.25e-08,5,1.25e-08,0.2931652917303235
1.275e-08,0,1.275e-08,0,1.275e-08,1.249999999999995,1.275e-08,5,1.275e-08,0.4530350334249879
1.318925153087859e-08,0,1.318925153087859e-08,0,1.318925153087859e-08,3.446257654392936,1.318925153087859e-08,5,1.318925153087859e-08,0.743019617959167
1.35e-08,0,1.35e-08,0,1.35e-08,4.999999999999995,1.35e-08,5,1.35e-08,0.948566775687484
1.361783673264681e-08,0,1.361783673264681e-08,0,1.361783673264681e-08,5,1.361783673264681e-08,4.410816336765965,1.361783673264681e-08,0.9099662769405567
1.378272586063009e-08,0,1.378272586063009e-08,0,1.378272586063009e-08,5,1.378272586063009e-08,3.586370696849567,1.378272586063009e-08,0.85539379704892
1.392811151655018e-08,0,1.392811151655018e-08,0,1.392811151655018e-08,5,1.392811151655018e-08,2.859442417249089,1.392811151655018e-08,0.8073065565777161
1.421888282839037e-08,0,1.421888282839037e-08,0,1.421888282839037e-08,5,1.421888282839037e-08,1.405585858048133,1.421888282839037e-08,0.7111989658431108
1.45e-08,0,1.45e-08,0,1.45e-08,5,1.45e-08,0,1.45e-08,0.6183547706942681
1.470869559337317e-08,0,1.470869559337317e-08,0,1.470869559337317e-08,5,1.470869559337317e-08,0,1.470869559337317e-08,0.6182044920233671
1.494874872785426e-08,0,1.494874872785426e-08,0,1.494874872785426e-08,5,1.494874872785426e-08,0,1.494874872785426e-08,0.618198264454018
1.518353838194255e-08,0,1.518353838194255e-08,0,1.518353838194255e-08,5,1.518353838194255e-08,0,1.518353838194255e-08,0.6182060631531577
1.565311769011913e-08,0,1.565311769011913e-08,0,1.565311769011913e-08,5,1.565311769011913e-08,0,1.565311769011913e-08,0.6181997794598941
1.659227630647228e-08,0,1.659227630647228e-08,0,1.659227630647228e-08,5,1.659227630647228e-08,0,1.659227630647228e-08,0.6182054419580355
1.767113815323614e-08,0,1.767113815323614e-08,0,1.767113815323614e-08,5,1.767113815323614e-08,0,1.767113815323614e-08,0.6182001631152385
1.875e-08,0,1.875e-08,0,1.875e-08,5,1.875e-08,0,1.875e-08,0.6182051704865352
1.907755874059569e-08,0,1.907755874059569e-08,0,1.907755874059569e-08,5,1.907755874059569e-08,1.637793702978432,1.907755874059569e-08,0.7262759455741453
1.941377937029784e-08,0,1.941377937029784e-08,0,1.941377937029784e-08,5,1.941377937029784e-08,3.318896851489205,1.941377937029784e-08,0.8374244163528644
1.975e-08,0,1.975e-08,0,1.975e-08,5,1.975e-08,4.999999999999995,1.975e-08,0.9487491288304655
1.997811411449634e-08,0,1.997811411449634e-08,0,1.997811411449634e-08,5,1.997811411449634e-08,5,1.997811411449634e-08,0.9488217373902089
2.024187470628003e-08,0,2.024187470628003e-08,0,2.024187470628003e-08,5,2.024187470628003e-08,5,2.024187470628003e-08,0.9488339172030603
