FeaturesParamTransientDCP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.503364e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.01073826) Y,7.503364e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.02147651) Y,7.503365e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.03221477) Y,7.503365e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.04295302) Y,7.503366e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.05369128) Y,7.503367e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.06442953) Y,7.503368e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.07516779) Y,7.503369e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.08590604) Y,7.503347e-02,8.855671e-12,4.802257e-04
/out0 (Vin=0.0966443) Y,7.503375e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.1073826) Y,7.503379e-02,2.884768e-17,8.626699e-07
/out0 (Vin=0.1181208) Y,7.503383e-02,3.878272e-14,3.174730e-05
/out0 (Vin=0.1288591) Y,7.503393e-02,9.613041e-16,4.992855e-06
/out0 (Vin=0.1395973) Y,7.503404e-02,7.755078e-34,-6.553987e-15
/out0 (Vin=0.1503356) Y,7.503415e-02,2.454464e-13,7.987138e-05
/out0 (Vin=0.1610738) Y,7.503428e-02,1.982892e-12,2.270786e-04
/out0 (Vin=0.1718121) Y,7.503466e-02,3.413936e-15,9.423492e-06
/out0 (Vin=0.1825503) Y,7.503504e-02,1.059912e-17,5.357267e-07
/out0 (Vin=0.1932886) Y,7.503545e-02,1.087196e-12,1.681330e-04
/out0 (Vin=0.2040268) Y,7.503620e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.2147651) Y,7.503708e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.2255034) Y,7.503824e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.2362416) Y,7.503976e-02,3.153033e-17,9.147787e-07
/out0 (Vin=0.2469799) Y,7.504172e-02,3.153033e-17,9.147787e-07
/out0 (Vin=0.2577181) Y,7.504426e-02,3.153033e-17,9.147787e-07
/out0 (Vin=0.2684564) Y,7.504750e-02,1.790663e-15,-6.822586e-06
/out0 (Vin=0.2791946) Y,7.505161e-02,1.708970e-15,-6.665737e-06
/out0 (Vin=0.2899329) Y,7.505679e-02,1.722453e-15,-6.691879e-06
/out0 (Vin=0.3006711) Y,7.506326e-02,3.152980e-17,9.018822e-07
/out0 (Vin=0.3114094) Y,7.507132e-02,3.245077e-17,9.278494e-07
/out0 (Vin=0.3221477) Y,7.508128e-02,3.245033e-17,9.149529e-07
/out0 (Vin=0.3328859) Y,7.509351e-02,3.062252e-17,8.888114e-07
/out0 (Vin=0.3436242) Y,7.510846e-02,3.245033e-17,9.149529e-07
/out0 (Vin=0.3543624) Y,7.512664e-02,2.782998e-16,2.692402e-06
/out0 (Vin=0.3651007) Y,7.514867e-02,2.649007e-18,2.614151e-07
/out0 (Vin=0.3758389) Y,7.517521e-02,1.742245e-14,2.127815e-05
/out0 (Vin=0.3865772) Y,7.520708e-02,2.948291e-16,2.770826e-06
/out0 (Vin=0.3973154) Y,7.524513e-02,3.529157e-17,9.670617e-07
/out0 (Vin=0.4080537) Y,7.529028e-02,4.667797e-13,1.103294e-04
/out0 (Vin=0.4187919) Y,7.534373e-02,3.626490e-17,9.672360e-07
/out0 (Vin=0.4295302) Y,7.540639e-02,3.926490e-17,1.006448e-06
/out0 (Vin=0.4402685) Y,7.547921e-02,6.793568e-12,4.201222e-04
/out0 (Vin=0.4510067) Y,7.556391e-02,5.960265e-20,3.921226e-08
/out0 (Vin=0.461745) Y,7.566066e-02,6.183711e-12,4.013494e-04
/out0 (Vin=0.4724832) Y,7.577121e-02,5.128362e-17,1.163123e-06
