FeaturesParamTransientDCA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.825784e-01,6.622517e-21,1.307075e-08
/out0 (Vin=0.01073826) Y,1.825785e-01,1.938769e-32,-1.499884e-14
/out0 (Vin=0.02147651) Y,1.825785e-01,2.335636e-14,-2.459881e-05
/out0 (Vin=0.03221477) Y,1.825785e-01,6.622517e-21,1.307075e-08
/out0 (Vin=0.04295302) Y,1.825785e-01,1.513139e-15,-6.247822e-06
/out0 (Vin=0.05369128) Y,1.825785e-01,6.622517e-21,1.307076e-08
/out0 (Vin=0.06442953) Y,1.825785e-01,6.622517e-21,1.307074e-08
/out0 (Vin=0.07516779) Y,1.825786e-01,6.622517e-21,1.307073e-08
/out0 (Vin=0.08590604) Y,1.825786e-01,6.622517e-21,1.307075e-08
/out0 (Vin=0.0966443) Y,1.825787e-01,9.221192e-17,1.542349e-06
/out0 (Vin=0.1073826) Y,1.825788e-01,6.622517e-21,1.307074e-08
/out0 (Vin=0.1181208) Y,1.825789e-01,1.240812e-32,1.868184e-15
/out0 (Vin=0.1288591) Y,1.825791e-01,1.240812e-32,-9.985671e-15
/out0 (Vin=0.1395973) Y,1.825787e-01,5.077960e-11,1.146718e-03
/out0 (Vin=0.1503356) Y,1.825796e-01,1.550265e-16,-1.999826e-06
/out0 (Vin=0.1610738) Y,1.825801e-01,9.065192e-17,-1.542175e-06
/out0 (Vin=0.1718121) Y,1.825805e-01,2.731978e-12,2.659184e-04
/out0 (Vin=0.1825503) Y,1.825814e-01,3.245033e-19,9.149529e-08
/out0 (Vin=0.1932886) Y,1.825825e-01,4.029139e-17,-1.019519e-06
/out0 (Vin=0.2040268) Y,1.825835e-01,2.599536e-11,8.205732e-04
/out0 (Vin=0.2147651) Y,1.825857e-01,6.622517e-21,1.307074e-08
/out0 (Vin=0.2255034) Y,1.825881e-01,6.622517e-21,1.307074e-08
/out0 (Vin=0.2362416) Y,1.825913e-01,6.622517e-21,1.307075e-08
/out0 (Vin=0.2469799) Y,1.825953e-01,1.240812e-32,-2.251743e-14
/out0 (Vin=0.2577181) Y,1.826005e-01,2.511258e-19,3.468106e-08
/out0 (Vin=0.2684564) Y,1.826070e-01,2.390728e-18,2.483444e-07
/out0 (Vin=0.2791946) Y,1.826152e-01,1.061408e-14,1.657337e-05
/out0 (Vin=0.2899329) Y,1.826253e-01,6.979570e-33,-4.612856e-15
/out0 (Vin=0.3006711) Y,1.826378e-01,1.240812e-32,-2.066732e-14
/out0 (Vin=0.3114094) Y,1.826525e-01,5.324734e-11,1.174257e-03
/out0 (Vin=0.3221477) Y,1.826716e-01,6.979570e-33,-1.462681e-15
/out0 (Vin=0.3328859) Y,1.826937e-01,1.298013e-18,1.829906e-07
/out0 (Vin=0.3436242) Y,1.827201e-01,1.655629e-17,6.535378e-07
/out0 (Vin=0.3543624) Y,1.827514e-01,0,-2.055972e-14
/out0 (Vin=0.3651007) Y,1.827882e-01,2.649007e-20,2.614149e-08
/out0 (Vin=0.3758389) Y,1.828312e-01,2.649007e-20,2.614149e-08
/out0 (Vin=0.3865772) Y,1.828814e-01,2.649007e-20,2.614150e-08
/out0 (Vin=0.3973154) Y,1.829397e-01,2.649007e-20,2.614152e-08
/out0 (Vin=0.4080537) Y,1.830073e-01,5.960265e-20,3.921227e-08
/out0 (Vin=0.4187919) Y,1.830858e-01,2.649007e-20,2.614151e-08
/out0 (Vin=0.4295302) Y,1.831771e-01,1.059603e-19,5.228302e-08
/out0 (Vin=0.4402685) Y,1.832841e-01,3.125828e-19,-1.692227e-07
/out0 (Vin=0.4510067) Y,1.834109e-01,9.536424e-17,1.568491e-06
/out0 (Vin=0.461745) Y,1.835643e-01,4.029139e-17,1.019519e-06
/out0 (Vin=0.4724832) Y,1.837560e-01,7.582119e-17,1.398571e-06
/out0 (Vin=0.4832215) Y,1.840096e-01,1.282119e-17,-5.751133e-07
/out0 (Vin=0.4939597) Y,1.843817e-01,8.822592e-16,4.783723e-06
/out0 (Vin=0.504698) Y,1.850465e-01,4.196069e-15,1.041722e-05
/out0 (Vin=0.5154362) Y,1.865122e-01,1.240812e-32,-3.621746e-16
/out0 (Vin=0.5261745) Y,1.891321e-01,1.059603e-19,5.228301e-08
/out0 (Vin=0.5369128) Y,1.927056e-01,1.343170e-17,-5.627396e-07
/out0 (Vin=0.547651) Y,1.971312e-01,6.979570e-33,-6.373267e-16
/out0 (Vin=0.5583893) Y,2.026107e-01,1.938769e-32,-4.037656e-15
/out0 (Vin=0.5691275) Y,2.095192e-01,1.119205e-18,1.699198e-07
/out0 (Vin=0.5798658) Y,2.185738e-01,5.960265e-20,-3.921228e-08
/out0 (Vin=0.590604) Y,2.321006e-01,2.384106e-19,-7.842456e-08
/out0 (Vin=0.6013423) Y,2.594294e-01,1.059603e-19,-5.228304e-08
/out0 (Vin=0.6120805) Y,4.197975e-01,7.559232e-12,4.452339e-04
/out0 (Vin=0.6228188) Y,1.274890e+00,2.145695e-18,2.352735e-07
/out0 (Vin=0.633557) Y,1.411696e+00,4.466925e-31,-7.535932e-14
/out0 (Vin=0.6442953) Y,1.412486e+00,6.622518e-21,1.289646e-08
/out0 (Vin=0.6550336) Y,1.412535e+00,4.450332e-20,2.892984e-08
/out0 (Vin=0.6657718) Y,1.412552e+00,4.963250e-32,-1.732189e-13
/out0 (Vin=0.6765101) Y,1.412563e+00,0,-1.753338e-13
/out0 (Vin=0.6872483) Y,1.412570e+00,1.434878e-19,2.713488e-07
/out0 (Vin=0.6979866) Y,1.412576e+00,2.158057e-19,4.159985e-07
/out0 (Vin=0.7087248) Y,1.412581e+00,2.384989e-19,4.416173e-07
/out0 (Vin=0.7194631) Y,1.412584e+00,7.941200e-31,-1.672043e-13
/out0 (Vin=0.7302013) Y,1.412587e+00,6.622518e-21,1.289642e-08
/out0 (Vin=0.7409396) Y,1.412590e+00,1.985300e-31,-8.366690e-14
/out0 (Vin=0.7516779) Y,1.412592e+00,1.985300e-31,-1.282531e-13
/out0 (Vin=0.7624161) Y,1.412594e+00,4.963250e-32,-9.212146e-14
/out0 (Vin=0.7731544) Y,1.412596e+00,1.240812e-30,-6.162167e-14
/out0 (Vin=0.7838926) Y,1.412597e+00,7.941200e-31,-7.990584e-14
/out0 (Vin=0.7946309) Y,1.412601e+00,7.655644e-10,-4.475116e-03
/out0 (Vin=0.8053691) Y,1.412600e+00,4.466925e-31,-1.669756e-13
/out0 (Vin=0.8161074) Y,1.412601e+00,1.985300e-31,-7.156619e-14
/out0 (Vin=0.8268456) Y,1.412601e+00,1.240812e-30,-7.385657e-14
/out0 (Vin=0.8375839) Y,1.412602e+00,4.466925e-31,-5.587242e-14
/out0 (Vin=0.8483221) Y,1.412603e+00,1.240812e-30,3.962915e-14
/out0 (Vin=0.8590604) Y,1.412604e+00,7.941200e-31,-2.208706e-14
/out0 (Vin=0.8697987) Y,1.412604e+00,4.963250e-32,-1.137035e-13
/out0 (Vin=0.8805369) Y,1.412605e+00,4.466925e-31,-7.081513e-14
/out0 (Vin=0.8912752) Y,1.412605e+00,7.941200e-31,-5.808247e-14
/out0 (Vin=0.9020134) Y,1.412606e+00,1.985300e-31,-3.794680e-14
/out0 (Vin=0.9127517) Y,1.412606e+00,1.786770e-30,-7.652296e-14
/out0 (Vin=0.9234899) Y,1.412607e+00,4.963250e-32,-2.198228e-14
/out0 (Vin=0.9342282) Y,1.412607e+00,1.240812e-30,1.132012e-14
/out0 (Vin=0.9449664) Y,1.412607e+00,4.466925e-31,-7.507626e-14
/out0 (Vin=0.9557047) Y,1.412608e+00,1.985300e-31,-1.632599e-14
/out0 (Vin=0.966443) Y,1.412608e+00,1.786770e-30,-5.229213e-14
/out0 (Vin=0.9771812) Y,1.412608e+00,7.941200e-31,-2.378271e-14
/out0 (Vin=0.9879195) Y,1.412609e+00,7.941200e-31,-1.257388e-13
/out0 (Vin=0.9986577) Y,1.412609e+00,1.985300e-31,-1.507282e-13
/out0 (Vin=1.009396) Y,1.412609e+00,7.941200e-31,-1.648656e-13
/out0 (Vin=1.020134) Y,1.412609e+00,7.941200e-31,-1.681512e-13
/out0 (Vin=1.030872) Y,1.412610e+00,1.985300e-31,-9.257529e-14
/out0 (Vin=1.041611) Y,1.412610e+00,6.622515e-21,-1.307074e-08
/out0 (Vin=1.052349) Y,1.412610e+00,7.941200e-31,-3.786429e-14
/out0 (Vin=1.063087) Y,1.412610e+00,4.963250e-32,-1.697661e-13
/out0 (Vin=1.073826) Y,1.412610e+00,6.622518e-21,1.289649e-08
/out0 (Vin=1.084564) Y,1.412611e+00,1.315673e-20,2.561856e-08
/out0 (Vin=1.095302) Y,1.412611e+00,0,-1.944218e-13
/out0 (Vin=1.10604) Y,1.412611e+00,7.941200e-31,-4.158393e-14
/out0 (Vin=1.116779) Y,1.412611e+00,6.622515e-21,1.289636e-08
/out0 (Vin=1.127517) Y,1.412611e+00,7.941200e-31,-3.805688e-14
/out0 (Vin=1.138255) Y,1.412611e+00,4.466925e-31,-1.266362e-13
/out0 (Vin=1.148993) Y,1.412611e+00,4.466925e-31,-2.548753e-14
/out0 (Vin=1.159732) Y,1.412612e+00,7.941200e-31,-7.814745e-14
/out0 (Vin=1.17047) Y,1.412612e+00,1.786770e-30,-5.211618e-14
/out0 (Vin=1.181208) Y,1.412612e+00,1.985300e-31,-9.930757e-14
/out0 (Vin=1.191946) Y,1.412612e+00,7.941200e-31,-1.840577e-13
/out0 (Vin=1.202685) Y,1.412612e+00,4.466925e-31,-6.129035e-14
/out0 (Vin=1.213423) Y,1.412612e+00,1.786770e-30,6.043705e-15
/out0 (Vin=1.224161) Y,1.412612e+00,1.985300e-31,-5.006510e-14
/out0 (Vin=1.234899) Y,1.412612e+00,1.240812e-30,-1.616072e-13
/out0 (Vin=1.245638) Y,1.412612e+00,4.466925e-31,-2.798795e-14
/out0 (Vin=1.256376) Y,1.412613e+00,4.466925e-31,-1.162721e-13
/out0 (Vin=1.267114) Y,1.412613e+00,4.466925e-31,-1.364615e-13
/out0 (Vin=1.277852) Y,1.412613e+00,2.515674e-19,3.827117e-07
/out0 (Vin=1.288591) Y,1.412613e+00,3.103483e-11,-8.982154e-04
/out0 (Vin=1.299329) Y,1.412613e+00,6.622518e-21,1.289645e-08
/out0 (Vin=1.310067) Y,1.412613e+00,7.941200e-31,-1.492549e-13
/out0 (Vin=1.320805) Y,1.412613e+00,1.240812e-30,-8.528453e-14
/out0 (Vin=1.331544) Y,1.412613e+00,1.240812e-30,-3.380539e-14
/out0 (Vin=1.342282) Y,1.412613e+00,4.466925e-31,-7.393771e-15
/out0 (Vin=1.35302) Y,1.412613e+00,8.467993e-20,1.646915e-07
/out0 (Vin=1.363758) Y,1.412613e+00,7.941200e-31,-6.543706e-14
/out0 (Vin=1.374497) Y,1.412613e+00,1.786770e-30,-1.142280e-13
/out0 (Vin=1.385235) Y,1.412613e+00,6.622518e-21,1.289642e-08
/out0 (Vin=1.395973) Y,1.412613e+00,7.941200e-31,-1.489282e-13
/out0 (Vin=1.406711) Y,1.412613e+00,4.963250e-32,-1.328937e-14
/out0 (Vin=1.41745) Y,1.412614e+00,1.985300e-31,1.139781e-14
/out0 (Vin=1.428188) Y,1.412614e+00,4.466925e-31,-8.016491e-14
/out0 (Vin=1.438926) Y,1.412614e+00,1.985300e-31,-1.538531e-13
/out0 (Vin=1.449664) Y,1.412614e+00,1.240812e-30,-1.363589e-13
/out0 (Vin=1.460403) Y,1.412614e+00,1.240812e-30,-1.419523e-13
/out0 (Vin=1.471141) Y,1.412614e+00,4.466925e-31,-1.369493e-13
/out0 (Vin=1.481879) Y,1.412614e+00,4.466925e-31,5.239841e-14
/out0 (Vin=1.492617) Y,1.412614e+00,1.985300e-31,-4.627213e-14
/out0 (Vin=1.503356) Y,1.412614e+00,4.466925e-31,-9.670237e-14
/out0 (Vin=1.514094) Y,1.412614e+00,6.622518e-21,1.289648e-08
/out0 (Vin=1.524832) Y,1.412614e+00,7.941200e-31,-6.137334e-14
/out0 (Vin=1.53557) Y,1.412614e+00,4.466925e-31,-2.583427e-14
/out0 (Vin=1.546309) Y,1.412614e+00,1.345696e-19,2.614150e-07
/out0 (Vin=1.557047) Y,1.412614e+00,4.963250e-32,-6.570781e-14
/out0 (Vin=1.567785) Y,1.412614e+00,1.786770e-30,-1.229418e-14
/out0 (Vin=1.578523) Y,1.412614e+00,4.466925e-31,-1.180725e-13
/out0 (Vin=1.589262) Y,1.412614e+00,1.985300e-31,-1.200922e-13
/out0 (Vin=1.6) Y,1.412614e+00,7.941200e-31,-7.916973e-14
