FeaturesParamTransientDCN.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.472634e-01,4.144328e-12,3.275744e-04
/out0 (Vin=0.01073826) Y,2.472642e-01,2.067689e-14,2.314761e-05
/out0 (Vin=0.02147651) Y,2.472648e-01,1.260370e-11,5.719500e-04
/out0 (Vin=0.03221477) Y,2.472657e-01,7.010936e-11,1.348959e-03
/out0 (Vin=0.04295302) Y,2.472679e-01,2.845283e-12,2.716267e-04
/out0 (Vin=0.05369128) Y,2.472705e-01,3.102031e-33,-2.552821e-14
/out0 (Vin=0.06442953) Y,2.472738e-01,6.622517e-21,-1.307077e-08
/out0 (Vin=0.07516779) Y,2.472782e-01,2.961476e-12,2.771162e-04
/out0 (Vin=0.08590604) Y,2.472846e-01,1.240812e-32,-1.124610e-14
/out0 (Vin=0.0966443) Y,2.472931e-01,6.999398e-12,4.262062e-04
/out0 (Vin=0.1073826) Y,2.473054e-01,5.081212e-16,3.633496e-06
/out0 (Vin=0.1181208) Y,2.473219e-01,3.799988e-32,-4.853465e-15
/out0 (Vin=0.1288591) Y,2.473445e-01,1.938769e-32,-1.095196e-14
/out0 (Vin=0.1395973) Y,2.473750e-01,2.814321e-11,8.546023e-04
/out0 (Vin=0.1503356) Y,2.474176e-01,3.205298e-18,2.875566e-07
/out0 (Vin=0.1610738) Y,2.474748e-01,6.281613e-32,-2.391241e-14
/out0 (Vin=0.1718121) Y,2.475520e-01,2.235466e-12,2.404878e-04
/out0 (Vin=0.1825503) Y,2.476559e-01,3.467943e-12,2.999927e-04
/out0 (Vin=0.1932886) Y,2.477950e-01,6.250018e-12,4.025908e-04
/out0 (Vin=0.2040268) Y,2.479801e-01,3.939759e-12,3.196466e-04
/out0 (Vin=0.2147651) Y,2.482245e-01,8.486961e-12,4.691574e-04
/out0 (Vin=0.2255034) Y,2.485457e-01,9.203720e-14,4.884385e-05
/out0 (Vin=0.2362416) Y,2.489637e-01,9.211347e-12,4.888015e-04
/out0 (Vin=0.2469799) Y,2.495048e-01,3.263841e-16,2.901708e-06
/out0 (Vin=0.2577181) Y,2.501991e-01,2.171943e-12,2.372926e-04
/out0 (Vin=0.2684564) Y,2.510836e-01,4.314277e-12,3.344946e-04
/out0 (Vin=0.2791946) Y,2.522022e-01,4.190356e-11,1.042870e-03
/out0 (Vin=0.2899329) Y,2.536087e-01,7.610465e-14,4.441304e-05
/out0 (Vin=0.3006711) Y,2.553647e-01,0,-1.048674e-14
/out0 (Vin=0.3114094) Y,2.575468e-01,3.102031e-33,-2.537332e-14
/out0 (Vin=0.3221477) Y,2.602481e-01,0,-1.875775e-14
/out0 (Vin=0.3328859) Y,2.635844e-01,3.102031e-33,-1.790545e-14
/out0 (Vin=0.3436242) Y,2.677026e-01,7.850056e-16,4.745556e-06
/out0 (Vin=0.3543624) Y,2.727942e-01,2.629077e-17,8.380969e-07
/out0 (Vin=0.3651007) Y,2.791171e-01,4.133113e-17,1.032590e-06
/out0 (Vin=0.3758389) Y,2.870301e-01,8.979857e-11,1.528936e-03
/out0 (Vin=0.3865772) Y,2.970577e-01,1.305485e-15,5.829209e-06
/out0 (Vin=0.3973154) Y,3.099879e-01,8.331585e-14,4.658121e-05
/out0 (Vin=0.4080537) Y,3.270557e-01,1.656091e-12,2.079793e-04
/out0 (Vin=0.4187919) Y,3.501626e-01,1.717585e-13,6.726037e-05
/out0 (Vin=0.4295302) Y,3.816442e-01,6.581207e-13,1.314540e-04
/out0 (Vin=0.4402685) Y,4.220819e-01,1.240812e-32,-2.825879e-14
/out0 (Vin=0.4510067) Y,4.689947e-01,2.791828e-32,-3.980083e-14
/out0 (Vin=0.461745) Y,5.201908e-01,1.342161e-11,5.942281e-04
/out0 (Vin=0.4724832) Y,5.746600e-01,1.240812e-32,-1.636701e-14
/out0 (Vin=0.4832215) Y,6.317898e-01,5.712380e-14,-3.877571e-05
/out0 (Vin=0.4939597) Y,6.910458e-01,3.245033e-19,-9.149535e-08
/out0 (Vin=0.504698) Y,7.518848e-01,6.622516e-21,-1.307079e-08
/out0 (Vin=0.5154362) Y,8.137315e-01,1.240812e-32,-1.941126e-14
/out0 (Vin=0.5261745) Y,8.759752e-01,7.364238e-20,9.044960e-08
/out0 (Vin=0.5369128) Y,9.379826e-01,5.458512e-14,3.788724e-05
/out0 (Vin=0.547651) Y,9.991205e-01,1.484057e-14,1.974747e-05
/out0 (Vin=0.5583893) Y,1.058765e+00,1.985300e-31,-8.846651e-14
/out0 (Vin=0.5691275) Y,1.116207e+00,3.445877e-12,-3.004005e-04
/out0 (Vin=0.5798658) Y,1.170218e+00,4.289231e-14,-3.349721e-05
/out0 (Vin=0.590604) Y,1.218107e+00,5.756370e-12,-3.876093e-04
/out0 (Vin=0.6013423) Y,1.257084e+00,2.931547e-14,-2.762984e-05
/out0 (Vin=0.6120805) Y,1.288079e+00,4.466925e-31,-7.118800e-15
/out0 (Vin=0.6228188) Y,1.313133e+00,1.786770e-30,-8.489747e-15
/out0 (Vin=0.633557) Y,1.333838e+00,3.199380e-14,-2.880690e-05
/out0 (Vin=0.6442953) Y,1.351293e+00,2.390728e-18,-2.483445e-07
/out0 (Vin=0.6550336) Y,1.366252e+00,2.982011e-11,-8.792375e-04
/out0 (Vin=0.6657718) Y,1.379238e+00,6.957627e-15,-1.342332e-05
/out0 (Vin=0.6765101) Y,1.390622e+00,4.294713e-12,-3.335429e-04
/out0 (Vin=0.6872483) Y,1.400674e+00,7.954117e-11,-1.436055e-03
/out0 (Vin=0.6979866) Y,1.409593e+00,3.043562e-11,-8.879345e-04
/out0 (Vin=0.7087248) Y,1.417532e+00,1.038600e-15,-5.150575e-06
/out0 (Vin=0.7194631) Y,1.424613e+00,4.138003e-12,-3.272325e-04
/out0 (Vin=0.7302013) Y,1.430929e+00,2.920530e-18,-2.744859e-07
/out0 (Vin=0.7409396) Y,1.436560e+00,6.386105e-15,-1.286128e-05
/out0 (Vin=0.7516779) Y,1.441572e+00,6.622518e-21,-1.307087e-08
/out0 (Vin=0.7624161) Y,1.446020e+00,3.975107e-14,-3.206204e-05
/out0 (Vin=0.7731544) Y,1.449955e+00,8.374147e-14,-4.653120e-05
/out0 (Vin=0.7838926) Y,1.453420e+00,4.466925e-31,-1.001351e-13
/out0 (Vin=0.7946309) Y,1.456459e+00,3.245033e-19,-9.149539e-08
/out0 (Vin=0.8053691) Y,1.459111e+00,1.667913e-14,-2.075619e-05
/out0 (Vin=0.8161074) Y,1.461416e+00,1.007285e-17,-5.097596e-07
/out0 (Vin=0.8268456) Y,1.463412e+00,2.312582e-19,8.016659e-09
/out0 (Vin=0.8375839) Y,1.465137e+00,1.059603e-19,5.228289e-08
/out0 (Vin=0.8483221) Y,1.466629e+00,1.490066e-18,-1.960614e-07
/out0 (Vin=0.8590604) Y,1.467921e+00,2.340618e-14,-2.461171e-05
/out0 (Vin=0.8697987) Y,1.469045e+00,1.786770e-30,-1.393263e-13
/out0 (Vin=0.8805369) Y,1.470030e+00,1.059603e-19,-5.228317e-08
/out0 (Vin=0.8912752) Y,1.470899e+00,1.240812e-30,-3.055146e-14
/out0 (Vin=0.9020134) Y,1.471674e+00,2.649007e-20,-2.614162e-08
/out0 (Vin=0.9127517) Y,1.472370e+00,1.860265e-17,-6.927501e-07
/out0 (Vin=0.9234899) Y,1.473001e+00,7.941200e-31,-7.207669e-15
/out0 (Vin=0.9342282) Y,1.473579e+00,7.941200e-31,-7.527142e-14
/out0 (Vin=0.9449664) Y,1.474112e+00,4.466925e-31,-1.338602e-13
/out0 (Vin=0.9557047) Y,1.474607e+00,1.059603e-19,-5.228315e-08
/out0 (Vin=0.966443) Y,1.475070e+00,1.985300e-31,-1.472525e-13
