signal,mean_vout_Y,variance_vout_Y,slope_vout
1,0.0879552342543245,1.8035868481228012e-18,-7.105904376818779
2,0.08795523334539307,1.771065018675553e-22,-0.0009062356519968466
3,0.1111284943031221,0.0016110000696270945,24559020.964524336
4,0.24449448589662473,0.003977805155394168,298368434.4001601
5,0.384088620032075,2.758448155260053e-08,963603.8988270202
6,0.38418357196612746,2.984483834913244e-11,1623.0244888996563
7,0.3841869420826101,1.8786710855281658e-11,-147.04668937821782
8,0.5734344462440221,0.04205932817484555,644601498.2505096
9,0.9795125448891798,0.0038363971533412313,382222430.8295822
10,0.9171508633021649,0.002850744148257159,-321526271.7011128
11,0.7322771591750179,0.0019302881188067703,-183512826.49590716
12,0.706808875771996,6.310896857276445e-11,-4767.389855068649
13,0.7068134195291385,6.327752124213081e-11,-8.602555251934003
14,0.9215608956593879,0.01140271134126198,321520329.1015138
15,1.0285147626607811,2.594703987567786e-10,-61844.12828788708
16,1.0285105803820287,1.373173870390113e-10,1221.2939436449349
17,1.3138968317346904,0.10035512306934027,1281303567.1359563
18,2.188906326288793,0.03210635528573684,1036110804.0503014
19,2.0639916442552413,0.014348752304907342,-972274719.9969156
20,1.555738777093026,0.04245532457243297,-962075911.0553507
21,1.3492064358214175,8.78122350811099e-10,197910.05618343625
22,1.3491929191092549,2.295184598700964e-09,-17365.88172262612
23,1.3882078698953826,0.004563261717000282,42563862.82538178
24,1.6357483027092652,0.003454099180805511,197624397.91715083
25,1.669786175422189,2.4389420385230617e-12,1907.3599115064853
26,1.6697867788806835,4.215322522121535e-14,-82.82814776342349
27,2.0750107642471813,0.05840752759390326,649104733.848767
28,2.2223090990947623,0.0029386992112660597,-326224097.5693032
29,2.016516215538162,0.0018028862953810244,-182362246.38737315
30,1.9919239451313706,9.922150258468417e-11,1331.7603731247164
31,1.9919184131837246,7.184423973368385e-11,199.55297077720553
32,2.2088380994293337,0.011722720636337034,326069572.95908517
33,2.3173053737169043,1.0640618533314037e-10,-844.4546939869446
34,2.317300501117247,6.803757409788746e-11,-336.73704749923115
35,2.532482469022074,0.060305134169874486,2631530181.938423
36,3.9120476278809164,0.2578400584595834,2630180488.2401257
37,4.74632928164785,0.03633042315887366,2545369424.9779844
38,4.822434119655978,0.005389548125192661,-2231927538.2917213
39,4.409175942450806,0.05112825742441913,-2291580516.7721896
40,3.3838144164203534,0.1345230379984954,-2309683050.844372
41,2.6463993386216376,4.0546042023091174e-07,-7313696.998926063
42,2.646129562956648,3.965587866709362e-09,105763.15863375457
43,2.6460958227252327,4.251850577683231e-09,-12388.94376768369
44,2.682565793171085,0.003985441789225434,55677076.77747183
45,2.9397628630701083,0.004080506267960511,207031375.99348795
46,2.9766919682806567,4.402772594938691e-10,-7873.05232389225
47,2.976703725863965,3.6235013943049705e-10,-66.5504585524325
48,3.3904644648620015,0.06070132257962114,659864312.1200529
49,3.541212326911998,0.0030042720494074596,-329740852.29492277
50,3.3323317240660972,0.0018756338254210315,-186252242.2716661
51,3.307279108979411,3.0032297517803736e-10,6667.487635901352
52,3.3072694364576285,2.43022950834119e-10,126.01942776836854
53,3.527412596080366,0.011992199044706234,329552954.4625791
54,3.6370269041743755,7.445897030857126e-10,-44693.89973861411
55,3.637010324671319,2.3220032212554642e-10,-827.9463749486351
56,3.887736297338512,0.07933173543744271,1313658478.7287345
57,4.806509518574212,0.03526850112846969,1040400316.2575148
58,4.678196764803103,0.0174007806573213,-963339274.8776314
59,4.068492157939272,0.03152005184328023,-787842124.0402205
60,3.9658054159556557,1.8589236490699646e-09,-57948.5567367675
61,3.9657864272653494,4.1771525997740826e-10,1093.69118884607
62,4.07488384997867,0.011939353088207821,328270337.1037091
63,4.29428589077776,8.88210889033335e-09,276016.29871751677
64,4.2943475725999996,4.569016133059146e-10,3308.0933681790902
65,4.348895797052838,0.008928457212354798,61677108.70487483
66,4.845880241201178,0.016228958611164114,452048205.5040633
67,4.77585681558186,0.006115177145182578,-318257159.7641524
68,4.620613386069784,1.066055934058377e-08,-370222.2171832158
69,4.62054134160367,6.984057455015275e-10,-6601.734820314526
70,4.647222940815595,0.002134489763614101,37992022.11917923
71,4.898822467256532,0.004667222690663416,225542739.04624656
72,4.93839484847845,4.765441607915631e-11,-2246.7607490294477
73,4.938398522573965,3.5788119381857454e-11,-157.17227465001835
