v /net06; tran (V) X,v /net06; tran (V) Y,v /net09; tran (V) X,v /net09; tran (V) Y,v /net08; tran (V) X,v /net08; tran (V) Y,v /net07; tran (V) X,v /net07; tran (V) Y,v /vout; tran (V) X,v /vout; tran (V) Y
0,0,0,0,0,0,0,0,0,0.08558220365277473
1e-10,0,1e-10,0,1e-10,0,1e-10,0,1e-10,0.085582204436026
3e-10,0,3e-10,0,3e-10,0,3e-10,0,3e-10,0.08558220205564987
7e-10,0,7e-10,0,7e-10,0,7e-10,0,7e-10,0.08558220151700532
1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0.08558220190100847
3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0.08558220156739821
4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0.08558220187376868
6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0.08558220159141813
6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987,6.312499999999999e-09,0.1032598028864212
6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959,6.437499999999999e-09,0.1394408122344635
6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991,6.687499999999998e-09,0.2130729238922984
6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997,6.968749999999999e-09,0.2979747691544848
7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999,7.25e-09,0.3851508263139411
7.380487681554647e-09,0,7.380487681554647e-09,0,7.380487681554647e-09,0,7.380487681554647e-09,5,7.380487681554647e-09,0.385459422819134
7.599448785491621e-09,0,7.599448785491621e-09,0,7.599448785491621e-09,0,7.599448785491621e-09,5,7.599448785491621e-09,0.3854681990535997
7.812323231734536e-09,0,7.812323231734536e-09,0,7.812323231734536e-09,0,7.812323231734536e-09,5,7.812323231734536e-09,0.3854625496824075
8.238072124220365e-09,0,8.238072124220365e-09,0,8.238072124220365e-09,0,8.238072124220365e-09,5,8.238072124220365e-09,0.3854650436744564
8.87717512866096e-09,0,8.87717512866096e-09,0,8.87717512866096e-09,0,8.87717512866096e-09,5,8.87717512866096e-09,0.3854638490973646
9.957452049465182e-09,0,9.957452049465182e-09,0,9.957452049465182e-09,0,9.957452049465182e-09,5,9.957452049465182e-09,0.3854648748227637
1.122872602473259e-08,0,1.122872602473259e-08,0,1.122872602473259e-08,0,1.122872602473259e-08,5,1.122872602473259e-08,0.3854644553149475
1.25e-08,0,1.25e-08,0,1.25e-08,0,1.25e-08,5,1.25e-08,0.3854646805535689
1.275e-08,0,1.275e-08,0,1.275e-08,1.249999999999995,1.275e-08,5,1.275e-08,0.5441719799708803
1.317693375715833e-08,0,1.317693375715833e-08,0,1.317693375715833e-08,3.384668785791656,1.317693375715833e-08,5,1.317693375715833e-08,0.8190776481929583
1.35e-08,0,1.35e-08,0,1.35e-08,4.999999999999995,1.35e-08,5,1.35e-08,1.026631376162348
1.362310694211557e-08,0,1.362310694211557e-08,0,1.362310694211557e-08,5,1.362310694211557e-08,4.384465289422171,1.362310694211557e-08,0.9878640125873965
1.379121164572378e-08,0,1.379121164572378e-08,0,1.379121164572378e-08,5,1.379121164572378e-08,3.543941771381087,1.379121164572378e-08,0.9338759162916799
1.39408935638292e-08,0,1.39408935638292e-08,0,1.39408935638292e-08,5,1.39408935638292e-08,2.795532180854015,1.39408935638292e-08,0.8857853120830388
1.424025740004003e-08,0,1.424025740004003e-08,0,1.424025740004003e-08,5,1.424025740004003e-08,1.29871299979987,1.424025740004003e-08,0.7896050049572342
1.45e-08,0,1.45e-08,0,1.45e-08,5,1.45e-08,0,1.45e-08,0.7060424284320159
1.470153545918638e-08,0,1.470153545918638e-08,0,1.470153545918638e-08,5,1.470153545918638e-08,0,1.470153545918638e-08,0.7057839632981112
1.493551327607654e-08,0,1.493551327607654e-08,0,1.493551327607654e-08,5,1.493551327607654e-08,0,1.493551327607654e-08,0.7057700799859777
1.51627260352146e-08,0,1.51627260352146e-08,0,1.51627260352146e-08,5,1.51627260352146e-08,0,1.51627260352146e-08,0.7057863811482604
1.561715155349072e-08,0,1.561715155349072e-08,0,1.561715155349072e-08,5,1.561715155349072e-08,0,1.561715155349072e-08,0.7057715527907619
1.652600259004296e-08,0,1.652600259004296e-08,0,1.652600259004296e-08,5,1.652600259004296e-08,0,1.652600259004296e-08,0.7057857986869102
1.763800129502148e-08,0,1.763800129502148e-08,0,1.763800129502148e-08,5,1.763800129502148e-08,0,1.763800129502148e-08,0.7057719352841609
1.875e-08,0,1.875e-08,0,1.875e-08,5,1.875e-08,0,1.875e-08,0.7057854640192956
1.908179938490651e-08,0,1.908179938490651e-08,0,1.908179938490651e-08,5,1.908179938490651e-08,1.658996924532548,1.908179938490651e-08,0.8122433147918388
1.941589969245325e-08,0,1.941589969245325e-08,0,1.941589969245325e-08,5,1.941589969245325e-08,3.329498462266272,1.941589969245325e-08,0.9195815690761432
1.975e-08,0,1.975e-08,0,1.975e-08,5,1.975e-08,4.999999999999995,1.975e-08,1.026892323510704
1.997860898530768e-08,0,1.997860898530768e-08,0,1.997860898530768e-08,5,1.997860898530768e-08,5,1.997860898530768e-08,1.027125201394874
2.024277835412782e-08,0,2.024277835412782e-08,0,2.024277835412782e-08,5,2.024277835412782e-08,5,2.024277835412782e-08,1.027123420391107
2.050000339053353e-08,0,2.050000339053353e-08,0,2.050000339053353e-08,5,2.050000339053353e-08,5,2.050000339053353e-08,1.027109465791038
2.101445346334494e-08,0,2.101445346334494e-08,0,2.101445346334494e-08,5,2.101445346334494e-08,5,2.101445346334494e-08,1.027123935357841
2.204335360896777e-08,0,2.204335360896777e-08,0,2.204335360896777e-08,5,2.204335360896777e-08,5,2.204335360896777e-08,1.027108911375521
2.352167680448388e-08,0,2.352167680448388e-08,0,2.352167680448388e-08,5,2.352167680448388e-08,5,2.352167680448388e-08,1.027124297289097
2.5e-08,0,2.5e-08,0,2.5e-08,5,2.5e-08,5,2.5e-08,1.027108848078558
2.51501715107058e-08,0,2.51501715107058e-08,0.7508575535290152,2.51501715107058e-08,5,2.51501715107058e-08,5,2.51501715107058e-08,1.218897250672533
2.542436272846254e-08,0,2.542436272846254e-08,2.121813642312715,2.542436272846254e-08,5,2.542436272846254e-08,5,2.542436272846254e-08,1.571402264555145
