FeaturesParamTransientDCPN.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.503364e-02,1.685328e-25,4.158878e-12
/out0 (Vin=0.01073826) Y,7.503364e-02,5.188259e-25,8.768781e-12
/out0 (Vin=0.02147651) Y,7.503365e-02,3.090692e-17,8.930678e-07
/out0 (Vin=0.03221477) Y,7.503365e-02,3.090667e-17,8.930736e-07
/out0 (Vin=0.04295302) Y,7.503366e-02,4.610037e-25,4.568715e-12
/out0 (Vin=0.05369128) Y,7.503367e-02,3.090653e-17,8.930498e-07
/out0 (Vin=0.06442953) Y,7.503368e-02,5.047934e-25,7.078461e-12
/out0 (Vin=0.07516779) Y,7.503369e-02,3.090651e-17,8.930598e-07
/out0 (Vin=0.08590604) Y,7.503372e-02,9.921080e-26,-7.907764e-12
/out0 (Vin=0.0966443) Y,7.503375e-02,9.451382e-25,-1.651726e-12
/out0 (Vin=0.1073826) Y,7.503379e-02,5.003905e-25,3.095835e-12
/out0 (Vin=0.1181208) Y,7.503384e-02,2.295007e-15,7.695756e-06
/out0 (Vin=0.1288591) Y,7.503393e-02,4.417907e-26,-1.834844e-12
/out0 (Vin=0.1395973) Y,7.503404e-02,2.618307e-26,-1.246703e-12
/out0 (Vin=0.1503356) Y,7.503419e-02,1.530545e-25,-7.004726e-12
/out0 (Vin=0.1610738) Y,7.503439e-02,1.914804e-17,7.029410e-07
/out0 (Vin=0.1718121) Y,7.503467e-02,7.906334e-25,-1.163868e-12
/out0 (Vin=0.1825503) Y,7.503503e-02,3.594879e-14,3.045887e-05
/out0 (Vin=0.1932886) Y,7.503537e-02,4.282067e-12,3.325559e-04
/out0 (Vin=0.2040268) Y,7.503620e-02,3.095975e-17,8.938291e-07
/out0 (Vin=0.2147651) Y,7.503708e-02,3.097851e-17,8.941032e-07
/out0 (Vin=0.2255034) Y,7.503824e-02,3.100310e-17,8.944573e-07
/out0 (Vin=0.2362416) Y,7.503976e-02,3.103528e-17,8.949151e-07
/out0 (Vin=0.2469799) Y,7.504172e-02,3.107710e-17,8.955199e-07
/out0 (Vin=0.2577181) Y,7.504426e-02,3.113105e-17,8.962977e-07
/out0 (Vin=0.2684564) Y,7.504749e-02,3.120016e-17,8.972971e-07
/out0 (Vin=0.2791946) Y,7.505160e-02,3.128809e-17,8.985565e-07
/out0 (Vin=0.2899329) Y,7.505678e-02,3.139921e-17,9.001523e-07
/out0 (Vin=0.3006711) Y,7.506326e-02,3.153877e-17,9.021512e-07
/out0 (Vin=0.3114094) Y,7.507132e-02,2.398949e-25,2.993110e-12
/out0 (Vin=0.3221477) Y,7.508128e-02,3.192961e-17,9.077200e-07
/out0 (Vin=0.3328859) Y,7.509351e-02,3.149882e-17,9.015770e-07
/out0 (Vin=0.3436242) Y,7.510846e-02,3.252727e-17,9.161778e-07
/out0 (Vin=0.3543624) Y,7.512664e-02,1.189490e-23,5.457761e-10
/out0 (Vin=0.3651007) Y,7.514866e-02,2.628820e-15,8.236452e-06
/out0 (Vin=0.3758389) Y,7.517522e-02,2.846422e-26,-6.558926e-12
/out0 (Vin=0.3865772) Y,7.520708e-02,3.665250e-25,-1.860167e-12
/out0 (Vin=0.3973154) Y,7.524513e-02,3.315049e-25,-6.360241e-12
/out0 (Vin=0.4080537) Y,7.529034e-02,8.335819e-26,-3.798076e-12
/out0 (Vin=0.4187919) Y,7.534373e-02,3.773424e-17,9.867921e-07
/out0 (Vin=0.4295302) Y,7.540639e-02,1.799789e-26,-3.389085e-12
/out0 (Vin=0.4402685) Y,7.547943e-02,1.726322e-25,-4.928694e-12
/out0 (Vin=0.4510067) Y,7.556391e-02,8.098949e-26,-5.467643e-15
/out0 (Vin=0.461745) Y,7.566085e-02,3.824627e-14,3.141738e-05
/out0 (Vin=0.4724832) Y,7.577121e-02,5.026959e-17,1.138962e-06
/out0 (Vin=0.4832215) Y,7.589575e-02,5.459047e-17,1.186908e-06
/out0 (Vin=0.4939597) Y,7.603514e-02,5.983353e-17,1.242605e-06
/out0 (Vin=0.504698) Y,7.618968e-02,4.643409e-12,3.463119e-04
/out0 (Vin=0.5154362) Y,7.636022e-02,3.830963e-25,-1.303500e-11
/out0 (Vin=0.5261745) Y,7.654641e-02,8.332174e-17,1.466350e-06
/out0 (Vin=0.5369128) Y,7.674826e-02,4.912963e-12,3.562326e-04
/out0 (Vin=0.547651) Y,7.696622e-02,1.087001e-16,1.674845e-06
/out0 (Vin=0.5583893) Y,7.719953e-02,1.257199e-16,1.801213e-06
/out0 (Vin=0.5691275) Y,7.744808e-02,1.465316e-16,1.944581e-06
/out0 (Vin=0.5798658) Y,7.771152e-02,1.183305e-17,5.525803e-07
/out0 (Vin=0.590604) Y,7.798943e-02,1.448672e-25,7.981979e-12
/out0 (Vin=0.6013423) Y,7.828109e-02,1.138032e-11,5.423137e-04
/out0 (Vin=0.6120805) Y,7.858685e-02,3.036642e-25,-3.486171e-12
/out0 (Vin=0.6228188) Y,7.890502e-02,2.002484e-11,7.195549e-04
/out0 (Vin=0.633557) Y,7.923647e-02,5.599114e-17,1.202055e-06
/out0 (Vin=0.6442953) Y,7.957927e-02,1.578443e-11,6.387765e-04
/out0 (Vin=0.6550336) Y,7.993422e-02,6.082698e-16,3.961993e-06
/out0 (Vin=0.6657718) Y,8.029983e-02,2.740985e-25,-8.819906e-12
/out0 (Vin=0.6765101) Y,8.067588e-02,1.125767e-24,2.089378e-12
/out0 (Vin=0.6872483) Y,8.106183e-02,3.779868e-25,-2.186054e-13
/out0 (Vin=0.6979866) Y,8.145712e-02,9.281899e-25,1.190038e-10
/out0 (Vin=0.7087248) Y,8.186118e-02,1.451603e-25,2.601605e-12
/out0 (Vin=0.7194631) Y,8.227343e-02,2.544740e-25,8.458625e-12
/out0 (Vin=0.7302013) Y,8.269327e-02,4.892872e-25,-1.449489e-11
/out0 (Vin=0.7409396) Y,8.312005e-02,1.484984e-13,6.193407e-05
/out0 (Vin=0.7516779) Y,8.355319e-02,3.737833e-15,9.821686e-06
/out0 (Vin=0.7624161) Y,8.399194e-02,4.554061e-15,1.084120e-05
/out0 (Vin=0.7731544) Y,8.443562e-02,5.536464e-15,1.195350e-05
/out0 (Vin=0.7838926) Y,8.488346e-02,6.713494e-15,1.316299e-05
/out0 (Vin=0.7946309) Y,8.533470e-02,8.116605e-15,1.447336e-05
/out0 (Vin=0.8053691) Y,8.578851e-02,2.266963e-25,1.230084e-12
/out0 (Vin=0.8161074) Y,8.624510e-02,1.606725e-25,-2.273061e-12
/out0 (Vin=0.8268456) Y,8.670302e-02,9.867909e-26,-6.824103e-12
/out0 (Vin=0.8375839) Y,8.716085e-02,5.593477e-25,-3.214396e-12
/out0 (Vin=0.8483221) Y,8.761744e-02,1.985720e-14,2.263862e-05
/out0 (Vin=0.8590604) Y,8.807166e-02,2.342852e-14,2.459039e-05
/out0 (Vin=0.8697987) Y,8.852233e-02,2.354113e-17,7.794490e-07
/out0 (Vin=0.8805369) Y,8.896820e-02,1.475616e-25,3.186634e-12
/out0 (Vin=0.8912752) Y,8.940798e-02,6.637770e-25,-5.458030e-12
/out0 (Vin=0.9020134) Y,8.984031e-02,4.293931e-14,3.329111e-05
/out0 (Vin=0.9127517) Y,9.026387e-02,4.382902e-25,-3.141609e-12
/out0 (Vin=0.9234899) Y,9.067715e-02,1.090742e-25,4.284208e-12
/out0 (Vin=0.9342282) Y,9.107869e-02,3.428327e-25,2.261218e-12
/out0 (Vin=0.9449664) Y,9.146701e-02,2.911939e-25,-5.898006e-12
/out0 (Vin=0.9557047) Y,9.184058e-02,7.736212e-14,4.468634e-05
/out0 (Vin=0.966443) Y,9.219796e-02,8.782459e-14,4.761248e-05
/out0 (Vin=0.9771812) Y,9.253775e-02,1.029753e-24,1.123928e-10
/out0 (Vin=0.9879195) Y,9.285856e-02,2.013935e-18,-2.280241e-07
/out0 (Vin=0.9986577) Y,9.315927e-02,7.234933e-19,-1.366716e-07
/out0 (Vin=1.009396) Y,9.343893e-02,1.498907e-18,-1.967058e-07
/out0 (Vin=1.020134) Y,9.369689e-02,1.769668e-18,-2.137295e-07
/out0 (Vin=1.030872) Y,9.393287e-02,4.033536e-15,-1.020500e-05
/out0 (Vin=1.041611) Y,9.414700e-02,6.741772e-19,-1.319229e-07
/out0 (Vin=1.052349) Y,9.433991e-02,6.015795e-19,-1.246233e-07
/out0 (Vin=1.063087) Y,9.451263e-02,1.574820e-20,2.022363e-08
/out0 (Vin=1.073826) Y,9.466633e-02,1.313418e-11,5.827824e-04
/out0 (Vin=1.084564) Y,9.480364e-02,5.906574e-19,-1.234764e-07
/out0 (Vin=1.095302) Y,9.492558e-02,5.376857e-25,-6.801249e-13
/out0 (Vin=1.10604) Y,9.503437e-02,6.371999e-14,4.055566e-05
/out0 (Vin=1.116779) Y,9.513193e-02,1.422504e-24,-1.958967e-11
/out0 (Vin=1.127517) Y,9.521988e-02,2.394714e-13,7.862481e-05
/out0 (Vin=1.138255) Y,9.529983e-02,1.278034e-16,1.815826e-06
/out0 (Vin=1.148993) Y,9.537294e-02,1.244257e-15,5.666595e-06
/out0 (Vin=1.159732) Y,9.544034e-02,1.443426e-24,1.024790e-11
/out0 (Vin=1.17047) Y,9.550289e-02,7.347842e-25,9.090094e-12
/out0 (Vin=1.181208) Y,9.556132e-02,9.446511e-24,5.038097e-10
/out0 (Vin=1.191946) Y,9.561623e-02,4.087697e-24,2.829903e-10
/out0 (Vin=1.202685) Y,9.566809e-02,8.577448e-23,1.487058e-09
/out0 (Vin=1.213423) Y,9.571729e-02,8.987179e-25,-1.005023e-11
/out0 (Vin=1.224161) Y,9.576413e-02,3.208923e-13,9.101547e-05
