FeaturesParamTransientDCPP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,7.503364e-02,3.090583e-17,8.929837e-07
/out0 (Vin=0.01073826) Y,7.503364e-02,3.090738e-17,8.930132e-07
/out0 (Vin=0.02147651) Y,7.503365e-02,3.090695e-17,8.930057e-07
/out0 (Vin=0.03221477) Y,7.503365e-02,3.090669e-17,8.929886e-07
/out0 (Vin=0.04295302) Y,7.503366e-02,3.090657e-17,8.929988e-07
/out0 (Vin=0.05369128) Y,7.503367e-02,3.090656e-17,8.929888e-07
/out0 (Vin=0.06442953) Y,7.503368e-02,3.090668e-17,8.929980e-07
/out0 (Vin=0.07516779) Y,7.503369e-02,3.090654e-17,8.929942e-07
/out0 (Vin=0.08590604) Y,7.503372e-02,1.406006e-25,-1.586695e-12
/out0 (Vin=0.0966443) Y,7.503375e-02,3.088077e-17,8.926209e-07
/out0 (Vin=0.1073826) Y,7.503379e-02,2.893434e-17,8.640228e-07
/out0 (Vin=0.1181208) Y,7.503384e-02,2.294977e-15,7.695133e-06
/out0 (Vin=0.1288591) Y,7.503393e-02,1.311963e-15,5.818181e-06
/out0 (Vin=0.1395973) Y,7.503404e-02,3.040206e-26,-1.065893e-12
/out0 (Vin=0.1503356) Y,7.503419e-02,2.998603e-17,8.795962e-07
/out0 (Vin=0.1610738) Y,7.503439e-02,1.921590e-17,7.041322e-07
/out0 (Vin=0.1718121) Y,7.503467e-02,5.290907e-17,1.168388e-06
/out0 (Vin=0.1825503) Y,7.503503e-02,2.498683e-14,2.539172e-05
/out0 (Vin=0.1932886) Y,7.503551e-02,1.486022e-13,6.192632e-05
/out0 (Vin=0.2040268) Y,7.503620e-02,3.095977e-17,8.937631e-07
/out0 (Vin=0.2147651) Y,7.503708e-02,3.097853e-17,8.940257e-07
/out0 (Vin=0.2255034) Y,7.503824e-02,3.100313e-17,8.943952e-07
/out0 (Vin=0.2362416) Y,7.503976e-02,3.103531e-17,8.948367e-07
/out0 (Vin=0.2469799) Y,7.504172e-02,3.107713e-17,8.954489e-07
/out0 (Vin=0.2577181) Y,7.504426e-02,3.113108e-17,8.962283e-07
/out0 (Vin=0.2684564) Y,7.504749e-02,3.120020e-17,8.972206e-07
/out0 (Vin=0.2791946) Y,7.505160e-02,3.128813e-17,8.984927e-07
/out0 (Vin=0.2899329) Y,7.505678e-02,3.139924e-17,9.000720e-07
/out0 (Vin=0.3006711) Y,7.506326e-02,3.153878e-17,9.020671e-07
/out0 (Vin=0.3114094) Y,7.507132e-02,3.171308e-17,9.045794e-07
/out0 (Vin=0.3221477) Y,7.508128e-02,3.192964e-17,9.076432e-07
/out0 (Vin=0.3328859) Y,7.509351e-02,3.164047e-17,9.035313e-07
/out0 (Vin=0.3436242) Y,7.510846e-02,3.252802e-17,9.161172e-07
/out0 (Vin=0.3543624) Y,7.512664e-02,3.052183e-20,2.807715e-08
/out0 (Vin=0.3651007) Y,7.514866e-02,2.532751e-15,8.083948e-06
/out0 (Vin=0.3758389) Y,7.517522e-02,8.738814e-18,-4.745428e-07
/out0 (Vin=0.3865772) Y,7.520708e-02,4.559447e-25,-1.147119e-11
/out0 (Vin=0.3973154) Y,7.524513e-02,3.528539e-17,9.541587e-07
/out0 (Vin=0.4080537) Y,7.529034e-02,3.111367e-17,8.959741e-07
/out0 (Vin=0.4187919) Y,7.534373e-02,3.773427e-17,9.867100e-07
/out0 (Vin=0.4295302) Y,7.540637e-02,7.517775e-14,4.404097e-05
/out0 (Vin=0.4402685) Y,7.547943e-02,2.875603e-25,-7.355470e-12
/out0 (Vin=0.4510067) Y,7.556391e-02,3.017185e-26,-1.974558e-12
/out0 (Vin=0.461745) Y,7.566085e-02,4.637549e-14,3.459306e-05
/out0 (Vin=0.4724832) Y,7.577121e-02,5.026963e-17,1.138879e-06
/out0 (Vin=0.4832215) Y,7.589575e-02,5.459055e-17,1.186813e-06
/out0 (Vin=0.4939597) Y,7.603514e-02,5.983354e-17,1.242510e-06
/out0 (Vin=0.504698) Y,7.618985e-02,4.338070e-17,1.057964e-06
/out0 (Vin=0.5154362) Y,7.636022e-02,7.392575e-17,1.381091e-06
/out0 (Vin=0.5261745) Y,7.654641e-02,8.332183e-17,1.466236e-06
/out0 (Vin=0.5369128) Y,7.674844e-02,8.962324e-17,1.520669e-06
/out0 (Vin=0.547651) Y,7.696622e-02,1.087002e-16,1.674713e-06
/out0 (Vin=0.5583893) Y,7.719953e-02,1.257198e-16,1.801066e-06
/out0 (Vin=0.5691275) Y,7.744808e-02,1.465318e-16,1.944426e-06
/out0 (Vin=0.5798658) Y,7.771152e-02,1.169578e-17,5.493398e-07
/out0 (Vin=0.590604) Y,7.798941e-02,8.644751e-14,4.723127e-05
/out0 (Vin=0.6013423) Y,7.828118e-02,4.976999e-12,3.585220e-04
/out0 (Vin=0.6120805) Y,7.858676e-02,1.087112e-12,1.675177e-04
/out0 (Vin=0.6228188) Y,7.890502e-02,2.003668e-11,7.197089e-04
/out0 (Vin=0.633557) Y,7.923647e-02,5.599507e-17,1.201984e-06
/out0 (Vin=0.6442953) Y,7.957927e-02,1.577182e-11,6.384679e-04
/out0 (Vin=0.6550336) Y,7.993422e-02,6.082705e-16,3.961663e-06
/out0 (Vin=0.6657718) Y,8.029983e-02,7.500811e-16,4.399304e-06
/out0 (Vin=0.6765101) Y,8.067588e-02,9.149818e-16,4.858890e-06
/out0 (Vin=0.6872483) Y,8.106139e-02,2.861567e-11,8.602637e-04
/out0 (Vin=0.6979866) Y,8.145712e-02,3.758695e-25,2.954436e-12
/out0 (Vin=0.7087248) Y,8.186118e-02,3.518814e-25,2.174062e-12
/out0 (Vin=0.7194631) Y,8.227343e-02,6.425309e-26,1.850943e-12
/out0 (Vin=0.7302013) Y,8.269327e-02,5.457465e-25,8.094304e-12
/out0 (Vin=0.7409396) Y,8.312004e-02,1.882130e-13,6.971873e-05
/out0 (Vin=0.7516779) Y,8.355319e-02,3.737837e-15,9.820783e-06
/out0 (Vin=0.7624161) Y,8.399194e-02,4.554066e-15,1.084019e-05
/out0 (Vin=0.7731544) Y,8.443562e-02,5.536471e-15,1.195239e-05
/out0 (Vin=0.7838926) Y,8.488346e-02,6.715409e-15,1.316362e-05
/out0 (Vin=0.7946309) Y,8.533470e-02,8.116735e-15,1.447208e-05
/out0 (Vin=0.8053691) Y,8.578851e-02,2.026887e-25,5.714894e-12
/out0 (Vin=0.8161074) Y,8.624510e-02,1.374882e-24,1.323947e-11
/out0 (Vin=0.8268456) Y,8.670302e-02,2.137976e-24,1.856790e-11
/out0 (Vin=0.8375839) Y,8.716083e-02,5.968336e-14,3.924474e-05
/out0 (Vin=0.8483221) Y,8.761744e-02,1.985723e-14,2.263632e-05
/out0 (Vin=0.8590604) Y,8.807166e-02,2.342855e-14,2.458788e-05
/out0 (Vin=0.8697987) Y,8.852180e-02,4.287995e-11,1.053302e-03
/out0 (Vin=0.8805369) Y,8.896820e-02,1.823865e-20,2.167223e-08
/out0 (Vin=0.8912752) Y,8.940797e-02,3.551392e-16,3.027159e-06
/out0 (Vin=0.9020134) Y,8.984031e-02,3.752566e-14,3.111842e-05
/out0 (Vin=0.9127517) Y,9.026385e-02,3.222080e-14,2.883505e-05
/out0 (Vin=0.9234899) Y,9.067713e-02,5.602995e-14,3.802488e-05
/out0 (Vin=0.9342282) Y,9.107869e-02,1.139382e-14,1.714675e-05
/out0 (Vin=0.9449664) Y,9.146701e-02,1.175982e-24,8.048199e-12
/out0 (Vin=0.9557047) Y,9.184059e-02,4.452149e-14,3.389544e-05
/out0 (Vin=0.966443) Y,9.219742e-02,4.906923e-11,1.126758e-03
/out0 (Vin=0.9771812) Y,9.253775e-02,7.311219e-18,-4.343968e-07
/out0 (Vin=0.9879195) Y,9.285856e-02,1.571084e-19,-6.367337e-08
/out0 (Vin=0.9986577) Y,9.315926e-02,1.143348e-14,1.717665e-05
/out0 (Vin=1.009396) Y,9.343893e-02,1.164323e-18,-1.733370e-07
/out0 (Vin=1.020134) Y,9.369689e-02,1.767878e-18,-2.135877e-07
/out0 (Vin=1.030872) Y,9.393288e-02,5.297875e-14,-3.698095e-05
/out0 (Vin=1.041611) Y,9.414701e-02,8.186446e-15,-1.453749e-05
/out0 (Vin=1.052349) Y,9.433988e-02,1.527524e-13,6.278655e-05
/out0 (Vin=1.063087) Y,9.451263e-02,4.828356e-15,1.116211e-05
/out0 (Vin=1.073826) Y,9.466658e-02,3.627157e-13,9.675494e-05
/out0 (Vin=1.084564) Y,9.480364e-02,5.905908e-19,-1.234596e-07
/out0 (Vin=1.095302) Y,9.492519e-02,2.219013e-11,7.573554e-04
/out0 (Vin=1.10604) Y,9.503410e-02,1.208135e-11,5.587184e-04
/out0 (Vin=1.116779) Y,9.513188e-02,5.117721e-13,1.149310e-04
/out0 (Vin=1.127517) Y,9.521988e-02,1.918647e-13,7.036786e-05
/out0 (Vin=1.138255) Y,9.529978e-02,3.034913e-13,8.850303e-05
/out0 (Vin=1.148993) Y,9.537294e-02,1.523130e-15,6.268801e-06
/out0 (Vin=1.159732) Y,9.544033e-02,1.408225e-14,1.906189e-05
/out0 (Vin=1.17047) Y,9.550288e-02,9.388510e-15,1.556408e-05
/out0 (Vin=1.181208) Y,9.556130e-02,3.677113e-14,3.080364e-05
/out0 (Vin=1.191946) Y,9.561619e-02,2.096178e-13,7.355165e-05
/out0 (Vin=1.202685) Y,9.566806e-02,9.619763e-14,4.982456e-05
/out0 (Vin=1.213423) Y,9.571726e-02,1.881900e-13,6.968996e-05
/out0 (Vin=1.224161) Y,9.576413e-02,3.107112e-13,8.954903e-05
/out0 (Vin=1.234899) Y,9.580895e-02,4.564538e-13,1.085402e-04
/out0 (Vin=1.245638) Y,9.585193e-02,6.114183e-13,1.256234e-04
/out0 (Vin=1.256376) Y,9.589326e-02,7.554047e-13,1.396363e-04
/out0 (Vin=1.267114) Y,9.593310e-02,8.642793e-13,1.493622e-04
/out0 (Vin=1.277852) Y,9.597160e-02,8.518647e-13,1.482855e-04
/out0 (Vin=1.288591) Y,9.600885e-02,8.964813e-13,1.521199e-04
/out0 (Vin=1.299329) Y,9.604500e-02,1.898676e-13,7.000064e-05
/out0 (Vin=1.310067) Y,9.608003e-02,6.892093e-13,1.333775e-04
/out0 (Vin=1.320805) Y,9.611412e-02,4.713169e-13,1.102939e-04
/out0 (Vin=1.331544) Y,9.614730e-02,2.357879e-13,7.800840e-05
/out0 (Vin=1.342282) Y,9.617962e-02,2.375285e-13,7.829582e-05
/out0 (Vin=1.35302) Y,9.621115e-02,7.674517e-14,4.450283e-05
/out0 (Vin=1.363758) Y,9.624184e-02,1.420574e-12,1.914894e-04
/out0 (Vin=1.374497) Y,9.627199e-02,4.206239e-15,1.041812e-05
/out0 (Vin=1.385235) Y,9.630137e-02,2.074588e-14,2.313754e-05
/out0 (Vin=1.395973) Y,9.633013e-02,1.356732e-17,5.916059e-07
/out0 (Vin=1.406711) Y,9.635824e-02,2.468889e-13,7.982378e-05
/out0 (Vin=1.41745) Y,9.638586e-02,6.466424e-17,1.291646e-06
/out0 (Vin=1.428188) Y,9.641289e-02,5.250846e-19,1.163230e-07
/out0 (Vin=1.438926) Y,9.643940e-02,1.507062e-17,6.235189e-07
/out0 (Vin=1.449664) Y,9.646541e-02,9.134910e-17,1.535243e-06
/out0 (Vin=1.460403) Y,9.649094e-02,1.913706e-16,2.222185e-06
/out0 (Vin=1.471141) Y,9.651602e-02,2.603744e-16,2.592151e-06
