FeaturesParamTransientDCAN.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.825785e-01,1.986724e-21,7.174435e-09
/out0 (Vin=0.01073826) Y,1.825785e-01,1.506013e-23,2.725554e-11
/out0 (Vin=0.02147651) Y,1.825785e-01,8.808331e-23,7.739913e-13
/out0 (Vin=0.03221477) Y,1.825785e-01,1.243345e-23,2.311539e-11
/out0 (Vin=0.04295302) Y,1.825785e-01,1.813733e-23,-9.357161e-11
/out0 (Vin=0.05369128) Y,1.825785e-01,1.428811e-22,1.295482e-10
/out0 (Vin=0.06442953) Y,1.825785e-01,1.138964e-23,-4.371076e-11
/out0 (Vin=0.07516779) Y,1.825786e-01,2.216397e-23,7.154856e-11
/out0 (Vin=0.08590604) Y,1.825786e-01,1.501794e-22,-1.032931e-10
/out0 (Vin=0.0966443) Y,1.825787e-01,6.279462e-24,3.494865e-11
/out0 (Vin=0.1073826) Y,1.825788e-01,1.105360e-22,4.395816e-11
/out0 (Vin=0.1181208) Y,1.825789e-01,1.446010e-22,-1.798263e-10
/out0 (Vin=0.1288591) Y,1.825791e-01,1.185724e-22,-1.132148e-10
/out0 (Vin=0.1395973) Y,1.825793e-01,6.935994e-17,1.337698e-06
/out0 (Vin=0.1503356) Y,1.825796e-01,7.208209e-24,-1.830082e-11
/out0 (Vin=0.1610738) Y,1.825801e-01,5.778501e-24,-8.656357e-12
/out0 (Vin=0.1718121) Y,1.825806e-01,2.307849e-23,-8.656420e-12
/out0 (Vin=0.1825503) Y,1.825814e-01,3.669389e-21,9.649975e-09
/out0 (Vin=0.1932886) Y,1.825825e-01,9.809316e-23,-1.247844e-11
/out0 (Vin=0.2040268) Y,1.825839e-01,1.238027e-23,1.335271e-11
/out0 (Vin=0.2147651) Y,1.825857e-01,1.838167e-22,1.846897e-10
/out0 (Vin=0.2255034) Y,1.825881e-01,3.341633e-21,9.187903e-09
/out0 (Vin=0.2362416) Y,1.825913e-01,9.962443e-23,1.634239e-10
/out0 (Vin=0.2469799) Y,1.825953e-01,1.033287e-22,-1.222630e-10
/out0 (Vin=0.2577181) Y,1.826005e-01,1.514368e-22,1.246862e-10
/out0 (Vin=0.2684564) Y,1.826070e-01,1.348169e-21,5.861197e-09
/out0 (Vin=0.2791946) Y,1.826152e-01,9.362770e-22,4.700001e-09
/out0 (Vin=0.2899329) Y,1.826253e-01,2.146623e-22,-1.341769e-10
/out0 (Vin=0.3006711) Y,1.826378e-01,3.667163e-24,-2.757509e-11
/out0 (Vin=0.3114094) Y,1.826531e-01,5.789928e-23,8.404808e-11
/out0 (Vin=0.3221477) Y,1.826716e-01,7.279093e-23,1.562673e-10
/out0 (Vin=0.3328859) Y,1.826937e-01,1.196280e-14,1.756831e-05
/out0 (Vin=0.3436242) Y,1.827201e-01,8.137945e-24,2.080725e-11
/out0 (Vin=0.3543624) Y,1.827514e-01,5.996921e-23,1.642512e-12
/out0 (Vin=0.3651007) Y,1.827882e-01,1.534269e-23,-3.480260e-11
/out0 (Vin=0.3758389) Y,1.828312e-01,1.664382e-22,-2.143832e-10
/out0 (Vin=0.3865772) Y,1.828814e-01,3.029891e-20,2.796213e-08
/out0 (Vin=0.3973154) Y,1.829397e-01,2.582326e-23,2.837849e-11
/out0 (Vin=0.4080537) Y,1.830073e-01,1.197729e-22,1.299073e-10
/out0 (Vin=0.4187919) Y,1.830858e-01,1.259430e-22,-1.056691e-10
