FeaturesParamTransientDCNP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,2.472636e-01,2.334903e-16,2.454290e-06
/out0 (Vin=0.01073826) Y,2.472642e-01,2.149217e-22,-1.831056e-10
/out0 (Vin=0.02147651) Y,2.472651e-01,1.605050e-20,2.038035e-08
/out0 (Vin=0.03221477) Y,2.472664e-01,5.844958e-23,-1.381478e-10
/out0 (Vin=0.04295302) Y,2.472681e-01,1.212422e-22,1.355412e-10
/out0 (Vin=0.05369128) Y,2.472705e-01,9.589153e-14,-4.974432e-05
/out0 (Vin=0.06442953) Y,2.472738e-01,1.191878e-22,-1.216315e-11
/out0 (Vin=0.07516779) Y,2.472783e-01,4.004408e-23,-1.945062e-11
/out0 (Vin=0.08590604) Y,2.472846e-01,6.014568e-23,5.543270e-11
/out0 (Vin=0.0966443) Y,2.472933e-01,6.219537e-20,4.009052e-08
/out0 (Vin=0.1073826) Y,2.473054e-01,5.798575e-16,3.867763e-06
/out0 (Vin=0.1181208) Y,2.473219e-01,2.268496e-23,-1.476939e-10
/out0 (Vin=0.1288591) Y,2.473445e-01,7.192993e-23,-1.350412e-10
/out0 (Vin=0.1395973) Y,2.473754e-01,1.842690e-22,-2.524436e-10
/out0 (Vin=0.1503356) Y,2.474175e-01,1.372309e-12,1.881773e-04
/out0 (Vin=0.1610738) Y,2.474748e-01,8.793363e-23,-2.117415e-12
/out0 (Vin=0.1718121) Y,2.475521e-01,2.033722e-20,2.282175e-08
/out0 (Vin=0.1825503) Y,2.476561e-01,4.902810e-23,-8.720179e-11
/out0 (Vin=0.1932886) Y,2.477952e-01,4.918792e-23,-1.995950e-10
/out0 (Vin=0.2040268) Y,2.479803e-01,6.551635e-19,1.300997e-07
/out0 (Vin=0.2147651) Y,2.482248e-01,3.560813e-20,3.036277e-08
/out0 (Vin=0.2255034) Y,2.485457e-01,3.837130e-14,3.146401e-05
/out0 (Vin=0.2362416) Y,2.489639e-01,6.679153e-20,4.142578e-08
/out0 (Vin=0.2469799) Y,2.495048e-01,4.443715e-15,1.070743e-05
/out0 (Vin=0.2577181) Y,2.501992e-01,8.268970e-20,4.622489e-08
/out0 (Vin=0.2684564) Y,2.510838e-01,2.204440e-18,2.386065e-07
/out0 (Vin=0.2791946) Y,2.522028e-01,1.557835e-23,6.788809e-12
/out0 (Vin=0.2899329) Y,2.536087e-01,5.187715e-22,-1.456811e-10
/out0 (Vin=0.3006711) Y,2.553647e-01,6.109655e-23,-4.489768e-11
/out0 (Vin=0.3114094) Y,2.575468e-01,3.083331e-23,1.083092e-10
/out0 (Vin=0.3221477) Y,2.602481e-01,7.285184e-18,4.335844e-07
/out0 (Vin=0.3328859) Y,2.635844e-01,6.320851e-15,1.277015e-05
/out0 (Vin=0.3436242) Y,2.677026e-01,2.465416e-17,7.973729e-07
/out0 (Vin=0.3543624) Y,2.727942e-01,2.882993e-17,8.625931e-07
/out0 (Vin=0.3651007) Y,2.791171e-01,1.609463e-17,6.447307e-07
/out0 (Vin=0.3758389) Y,2.870308e-01,2.293331e-13,7.692422e-05
/out0 (Vin=0.3865772) Y,2.970577e-01,1.686823e-22,-1.509461e-10
/out0 (Vin=0.3973154) Y,3.099879e-01,3.471682e-17,9.464289e-07
/out0 (Vin=0.4080537) Y,3.270556e-01,9.964268e-12,5.073676e-04
/out0 (Vin=0.4187919) Y,3.501626e-01,2.346828e-21,-8.059029e-10
/out0 (Vin=0.4295302) Y,3.816443e-01,7.889421e-18,4.507780e-07
/out0 (Vin=0.4402685) Y,4.220819e-01,2.198581e-19,7.403278e-08
/out0 (Vin=0.4510067) Y,4.689947e-01,1.164086e-20,4.514999e-09
/out0 (Vin=0.461745) Y,5.201911e-01,5.741801e-22,-4.618142e-11
/out0 (Vin=0.4724832) Y,5.746600e-01,1.312050e-21,4.051391e-10
