FeaturesParamTransientDCAP.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.825785e-01,2.026891e-21,7.170047e-09
/out0 (Vin=0.01073826) Y,1.825785e-01,1.773226e-22,1.374128e-10
/out0 (Vin=0.02147651) Y,1.825785e-01,3.566113e-15,-9.599489e-06
/out0 (Vin=0.03221477) Y,1.825785e-01,1.921384e-22,-8.931484e-11
/out0 (Vin=0.04295302) Y,1.825785e-01,1.385731e-23,-1.619140e-11
/out0 (Vin=0.05369128) Y,1.825785e-01,3.299773e-23,-4.499185e-11
/out0 (Vin=0.06442953) Y,1.825785e-01,2.752867e-16,2.664411e-06
/out0 (Vin=0.07516779) Y,1.825786e-01,1.355141e-23,-6.504012e-11
/out0 (Vin=0.08590604) Y,1.825786e-01,1.725968e-23,5.211047e-11
/out0 (Vin=0.0966443) Y,1.825787e-01,1.629438e-23,8.099334e-11
/out0 (Vin=0.1073826) Y,1.825788e-01,2.921256e-21,8.579177e-09
/out0 (Vin=0.1181208) Y,1.825789e-01,1.881459e-22,-4.351436e-11
/out0 (Vin=0.1288591) Y,1.825791e-01,3.299154e-23,7.553517e-11
/out0 (Vin=0.1395973) Y,1.825793e-01,8.383422e-24,-5.259017e-11
/out0 (Vin=0.1503356) Y,1.825796e-01,3.617092e-18,3.054602e-07
/out0 (Vin=0.1610738) Y,1.825801e-01,7.286380e-18,4.337258e-07
/out0 (Vin=0.1718121) Y,1.825806e-01,2.016067e-22,1.160315e-10
/out0 (Vin=0.1825503) Y,1.825814e-01,2.422631e-20,2.497973e-08
/out0 (Vin=0.1932886) Y,1.825825e-01,3.473548e-23,-1.224128e-10
/out0 (Vin=0.2040268) Y,1.825839e-01,1.255508e-16,1.799670e-06
/out0 (Vin=0.2147651) Y,1.825857e-01,3.340369e-21,9.328194e-09
/out0 (Vin=0.2255034) Y,1.825881e-01,3.360426e-21,9.298967e-09
/out0 (Vin=0.2362416) Y,1.825913e-01,3.522358e-21,9.316583e-09
/out0 (Vin=0.2469799) Y,1.825953e-01,6.994257e-24,-1.922274e-11
/out0 (Vin=0.2577181) Y,1.826005e-01,3.722495e-21,9.733067e-09
/out0 (Vin=0.2684564) Y,1.826070e-01,4.498579e-19,1.077144e-07
/out0 (Vin=0.2791946) Y,1.826152e-01,2.546948e-18,-2.566562e-07
/out0 (Vin=0.2899329) Y,1.826253e-01,4.602919e-21,1.084507e-08
/out0 (Vin=0.3006711) Y,1.826378e-01,1.078012e-22,-8.841572e-11
/out0 (Vin=0.3114094) Y,1.826531e-01,1.769394e-22,1.926363e-09
/out0 (Vin=0.3221477) Y,1.826716e-01,2.238194e-23,-3.467591e-11
/out0 (Vin=0.3328859) Y,1.826937e-01,2.252861e-23,-2.770164e-11
/out0 (Vin=0.3436242) Y,1.827201e-01,6.812332e-24,-2.005790e-11
/out0 (Vin=0.3543624) Y,1.827514e-01,1.915625e-22,2.018566e-10
/out0 (Vin=0.3651007) Y,1.827882e-01,1.169950e-22,-6.798281e-11
/out0 (Vin=0.3758389) Y,1.828312e-01,1.306666e-22,5.703181e-11
/out0 (Vin=0.3865772) Y,1.828814e-01,2.276495e-22,-1.411941e-10
/out0 (Vin=0.3973154) Y,1.829397e-01,4.008823e-24,3.271445e-11
/out0 (Vin=0.4080537) Y,1.830073e-01,2.904904e-22,1.670263e-12
/out0 (Vin=0.4187919) Y,1.830858e-01,6.532117e-23,6.736362e-11
/out0 (Vin=0.4295302) Y,1.831771e-01,2.503486e-23,-1.450409e-11
/out0 (Vin=0.4402685) Y,1.832841e-01,9.257639e-23,1.389738e-11
/out0 (Vin=0.4510067) Y,1.834109e-01,2.788937e-22,-1.831815e-10
/out0 (Vin=0.461745) Y,1.835643e-01,1.156977e-23,5.249126e-11
/out0 (Vin=0.4724832) Y,1.837560e-01,8.392191e-23,-2.958282e-11
/out0 (Vin=0.4832215) Y,1.840096e-01,4.677667e-23,6.330131e-11
/out0 (Vin=0.4939597) Y,1.843817e-01,1.455328e-23,-5.173991e-11
/out0 (Vin=0.504698) Y,1.850465e-01,1.868817e-15,6.947298e-06
/out0 (Vin=0.5154362) Y,1.865122e-01,1.663464e-23,2.001567e-11
/out0 (Vin=0.5261745) Y,1.891321e-01,2.006586e-23,-5.051409e-12
/out0 (Vin=0.5369128) Y,1.927056e-01,1.154274e-23,3.907558e-11
/out0 (Vin=0.547651) Y,1.971312e-01,5.129782e-23,4.852876e-11
/out0 (Vin=0.5583893) Y,2.026107e-01,4.070009e-22,2.180112e-10
/out0 (Vin=0.5691275) Y,2.095192e-01,8.997901e-23,7.427125e-11
/out0 (Vin=0.5798658) Y,2.185738e-01,2.656054e-17,8.277963e-07
/out0 (Vin=0.590604) Y,2.321006e-01,9.222719e-23,-1.095103e-10
/out0 (Vin=0.6013423) Y,2.594294e-01,1.406945e-22,-1.859840e-10
/out0 (Vin=0.6120805) Y,4.197977e-01,1.612572e-13,6.451795e-05
/out0 (Vin=0.6228188) Y,1.274890e+00,1.333915e-14,-1.844275e-05
/out0 (Vin=0.633557) Y,1.411696e+00,4.609513e-20,1.916689e-07
/out0 (Vin=0.6442953) Y,1.412486e+00,1.815106e-22,9.045242e-10
/out0 (Vin=0.6550336) Y,1.412535e+00,4.674993e-20,1.397765e-07
/out0 (Vin=0.6657718) Y,1.412552e+00,2.325551e-21,3.064476e-08
/out0 (Vin=0.6765101) Y,1.412563e+00,2.138823e-22,8.119545e-09
/out0 (Vin=0.6872483) Y,1.412570e+00,2.466272e-21,-8.932185e-10
/out0 (Vin=0.6979866) Y,1.412576e+00,8.586475e-23,3.896705e-09
/out0 (Vin=0.7087248) Y,1.412581e+00,4.557580e-22,8.218623e-09
/out0 (Vin=0.7194631) Y,1.412584e+00,1.372373e-20,7.481309e-08
/out0 (Vin=0.7302013) Y,1.412587e+00,5.393762e-23,2.127199e-09
/out0 (Vin=0.7409396) Y,1.412590e+00,9.814210e-21,6.362325e-08
/out0 (Vin=0.7516779) Y,1.412592e+00,4.685505e-22,8.658090e-09
/out0 (Vin=0.7624161) Y,1.412594e+00,1.519248e-23,1.009145e-09
/out0 (Vin=0.7731544) Y,1.412596e+00,5.361535e-23,-2.200406e-11
/out0 (Vin=0.7838926) Y,1.412597e+00,4.942553e-23,4.392500e-11
/out0 (Vin=0.7946309) Y,1.412598e+00,4.273085e-22,8.360335e-10
/out0 (Vin=0.8053691) Y,1.412600e+00,1.937783e-22,6.096056e-10
/out0 (Vin=0.8161074) Y,1.412601e+00,5.002714e-22,1.990083e-08
/out0 (Vin=0.8268456) Y,1.412601e+00,2.677768e-22,8.381691e-10
/out0 (Vin=0.8375839) Y,1.412602e+00,7.527457e-23,4.979520e-10
/out0 (Vin=0.8483221) Y,1.412603e+00,3.743315e-22,7.875654e-09
/out0 (Vin=0.8590604) Y,1.412604e+00,4.596430e-23,4.656671e-10
/out0 (Vin=0.8697987) Y,1.412604e+00,1.318363e-22,2.112261e-10
/out0 (Vin=0.8805369) Y,1.412605e+00,1.171000e-22,7.819216e-10
/out0 (Vin=0.8912752) Y,1.412605e+00,2.053210e-22,4.267590e-10
/out0 (Vin=0.9020134) Y,1.412606e+00,1.247018e-21,2.235145e-08
/out0 (Vin=0.9127517) Y,1.412606e+00,2.754203e-23,1.375443e-09
/out0 (Vin=0.9234899) Y,1.412607e+00,5.103050e-22,7.610259e-11
/out0 (Vin=0.9342282) Y,1.412607e+00,4.017749e-22,2.659857e-10
/out0 (Vin=0.9449664) Y,1.412607e+00,1.093533e-22,6.399953e-10
/out0 (Vin=0.9557047) Y,1.412608e+00,1.872638e-22,3.420155e-10
/out0 (Vin=0.966443) Y,1.412608e+00,6.653515e-23,1.199451e-10
/out0 (Vin=0.9771812) Y,1.412608e+00,3.131785e-23,2.289301e-10
/out0 (Vin=0.9879195) Y,1.412609e+00,4.346454e-23,2.440774e-10
/out0 (Vin=0.9986577) Y,1.412609e+00,9.113812e-23,2.797625e-10
/out0 (Vin=1.009396) Y,1.412609e+00,3.242739e-22,3.816259e-10
/out0 (Vin=1.020134) Y,1.412609e+00,2.487023e-22,2.240586e-10
/out0 (Vin=1.030872) Y,1.412610e+00,3.698376e-23,1.336577e-10
/out0 (Vin=1.041611) Y,1.412610e+00,2.637503e-21,3.288789e-08
/out0 (Vin=1.052349) Y,1.412610e+00,6.206606e-23,5.328483e-10
/out0 (Vin=1.063087) Y,1.412610e+00,2.512296e-22,1.960268e-10
/out0 (Vin=1.073826) Y,1.412610e+00,5.826627e-22,2.160949e-08
/out0 (Vin=1.084564) Y,1.412611e+00,3.083005e-23,1.564384e-10
/out0 (Vin=1.095302) Y,1.412611e+00,9.996927e-22,7.695206e-09
/out0 (Vin=1.10604) Y,1.412611e+00,4.964471e-23,3.872642e-10
/out0 (Vin=1.116779) Y,1.412611e+00,1.851734e-22,3.705489e-09
/out0 (Vin=1.127517) Y,1.412611e+00,1.962635e-20,8.986210e-08
/out0 (Vin=1.138255) Y,1.412611e+00,1.676715e-20,8.292371e-08
/out0 (Vin=1.148993) Y,1.412611e+00,1.792838e-22,8.145701e-09
/out0 (Vin=1.159732) Y,1.412612e+00,3.943506e-22,9.087001e-11
/out0 (Vin=1.17047) Y,1.412612e+00,3.731600e-23,1.662498e-10
/out0 (Vin=1.181208) Y,1.412612e+00,2.942545e-23,3.537553e-10
/out0 (Vin=1.191946) Y,1.412612e+00,1.066878e-22,1.329649e-10
/out0 (Vin=1.202685) Y,1.412612e+00,1.931306e-22,4.223555e-09
