FeaturesParamTransientDCAA.csv
Stage 1 Output
Signal, Mean, Variance, Slope
/out0 (Vin=0) Y,1.825785e-01,8.728944e-24,-2.423034e-11
/out0 (Vin=0.01073826) Y,1.825785e-01,2.364361e-23,-8.984650e-12
/out0 (Vin=0.02147651) Y,1.825785e-01,4.608969e-23,2.655134e-10
/out0 (Vin=0.03221477) Y,1.825785e-01,2.242477e-23,-3.008528e-11
/out0 (Vin=0.04295302) Y,1.825785e-01,8.958371e-24,4.963046e-11
/out0 (Vin=0.05369128) Y,1.825785e-01,6.639060e-23,8.642303e-11
/out0 (Vin=0.06442953) Y,1.825785e-01,4.156511e-24,-1.159893e-10
/out0 (Vin=0.07516779) Y,1.825786e-01,2.116729e-22,1.699410e-10
/out0 (Vin=0.08590604) Y,1.825786e-01,9.048762e-23,1.349985e-10
/out0 (Vin=0.0966443) Y,1.825787e-01,2.001086e-23,-8.386518e-11
/out0 (Vin=0.1073826) Y,1.825788e-01,1.082671e-23,-5.841778e-11
/out0 (Vin=0.1181208) Y,1.825789e-01,4.199577e-22,-1.761096e-10
/out0 (Vin=0.1288591) Y,1.825791e-01,7.740373e-24,3.838589e-11
/out0 (Vin=0.1395973) Y,1.825793e-01,1.343319e-22,2.745633e-11
/out0 (Vin=0.1503356) Y,1.825796e-01,9.886885e-24,1.169791e-11
/out0 (Vin=0.1610738) Y,1.825801e-01,2.506050e-24,4.462848e-11
/out0 (Vin=0.1718121) Y,1.825806e-01,1.314437e-23,2.438208e-11
/out0 (Vin=0.1825503) Y,1.825814e-01,2.926497e-23,2.372913e-11
/out0 (Vin=0.1932886) Y,1.825825e-01,1.915764e-23,-2.014361e-11
/out0 (Vin=0.2040268) Y,1.825839e-01,5.385322e-23,-8.261928e-11
/out0 (Vin=0.2147651) Y,1.825857e-01,1.548901e-23,9.240309e-12
/out0 (Vin=0.2255034) Y,1.825881e-01,2.562384e-22,2.356589e-10
/out0 (Vin=0.2362416) Y,1.825913e-01,1.932386e-23,-6.583180e-11
/out0 (Vin=0.2469799) Y,1.825953e-01,6.681721e-23,4.636353e-11
/out0 (Vin=0.2577181) Y,1.826005e-01,3.747706e-21,9.889238e-09
/out0 (Vin=0.2684564) Y,1.826070e-01,2.904289e-17,8.655771e-07
/out0 (Vin=0.2791946) Y,1.826152e-01,1.585272e-22,7.805989e-11
/out0 (Vin=0.2899329) Y,1.826253e-01,9.661935e-24,-1.014336e-10
/out0 (Vin=0.3006711) Y,1.826378e-01,8.844803e-24,1.468550e-11
/out0 (Vin=0.3114094) Y,1.826531e-01,3.938742e-23,-1.333421e-10
/out0 (Vin=0.3221477) Y,1.826716e-01,3.220238e-23,-8.951794e-11
/out0 (Vin=0.3328859) Y,1.826937e-01,9.780752e-23,-1.174136e-10
/out0 (Vin=0.3436242) Y,1.827201e-01,1.995859e-23,-4.384221e-12
/out0 (Vin=0.3543624) Y,1.827514e-01,1.305433e-22,-2.195482e-10
/out0 (Vin=0.3651007) Y,1.827882e-01,2.151373e-22,-2.242015e-10
/out0 (Vin=0.3758389) Y,1.828312e-01,2.029792e-23,3.184705e-11
/out0 (Vin=0.3865772) Y,1.828814e-01,1.021181e-22,1.797315e-10
/out0 (Vin=0.3973154) Y,1.829397e-01,1.436470e-23,1.298135e-10
/out0 (Vin=0.4080537) Y,1.830073e-01,5.381577e-24,4.570231e-11
/out0 (Vin=0.4187919) Y,1.830858e-01,4.815847e-23,6.501494e-10
/out0 (Vin=0.4295302) Y,1.831771e-01,1.269885e-23,4.446790e-11
/out0 (Vin=0.4402685) Y,1.832841e-01,1.820118e-23,6.156404e-11
/out0 (Vin=0.4510067) Y,1.834109e-01,1.676464e-22,8.840870e-11
/out0 (Vin=0.461745) Y,1.835643e-01,2.676204e-23,2.207112e-11
/out0 (Vin=0.4724832) Y,1.837560e-01,2.293009e-23,-8.008006e-11
/out0 (Vin=0.4832215) Y,1.840096e-01,3.367833e-23,8.111489e-11
/out0 (Vin=0.4939597) Y,1.843817e-01,2.017308e-23,5.021476e-11
/out0 (Vin=0.504698) Y,1.850465e-01,3.824537e-23,2.927097e-11
/out0 (Vin=0.5154362) Y,1.865122e-01,2.918955e-23,-4.730683e-11
/out0 (Vin=0.5261745) Y,1.891321e-01,4.495656e-22,-2.019328e-10
/out0 (Vin=0.5369128) Y,1.927056e-01,4.029053e-23,3.374006e-11
/out0 (Vin=0.547651) Y,1.971312e-01,7.199742e-23,-5.683548e-11
/out0 (Vin=0.5583893) Y,2.026107e-01,5.913895e-23,7.281083e-11
/out0 (Vin=0.5691275) Y,2.095192e-01,6.963668e-23,1.410431e-10
/out0 (Vin=0.5798658) Y,2.185738e-01,5.237672e-23,-3.577147e-11
/out0 (Vin=0.590604) Y,2.321006e-01,4.502658e-23,7.387840e-11
/out0 (Vin=0.6013423) Y,2.594294e-01,9.073970e-23,4.239824e-10
/out0 (Vin=0.6120805) Y,4.197977e-01,1.605730e-19,-4.874100e-09
/out0 (Vin=0.6228188) Y,1.274890e+00,3.892499e-20,-1.322216e-09
/out0 (Vin=0.633557) Y,1.411696e+00,5.260204e-23,-6.176884e-11
/out0 (Vin=0.6442953) Y,1.412486e+00,4.767500e-23,5.680499e-11
/out0 (Vin=0.6550336) Y,1.412535e+00,1.995691e-22,-4.951923e-11
/out0 (Vin=0.6657718) Y,1.412552e+00,1.555424e-21,2.248846e-08
/out0 (Vin=0.6765101) Y,1.412563e+00,4.199881e-23,-7.192264e-12
/out0 (Vin=0.6872483) Y,1.412570e+00,1.477169e-22,-1.983382e-10
/out0 (Vin=0.6979866) Y,1.412576e+00,1.540074e-22,8.910789e-11
/out0 (Vin=0.7087248) Y,1.412581e+00,7.297507e-23,9.862224e-11
/out0 (Vin=0.7194631) Y,1.412584e+00,7.945113e-23,1.110906e-10
/out0 (Vin=0.7302013) Y,1.412587e+00,9.348793e-22,8.447181e-09
/out0 (Vin=0.7409396) Y,1.412590e+00,7.224781e-23,-9.688195e-12
/out0 (Vin=0.7516779) Y,1.412592e+00,8.033093e-23,5.790067e-11
/out0 (Vin=0.7624161) Y,1.412594e+00,5.375349e-23,1.011577e-09
/out0 (Vin=0.7731544) Y,1.412596e+00,2.122274e-22,1.004262e-09
/out0 (Vin=0.7838926) Y,1.412597e+00,1.509450e-22,1.288776e-09
/out0 (Vin=0.7946309) Y,1.412598e+00,5.383960e-22,1.075163e-09
/out0 (Vin=0.8053691) Y,1.412600e+00,4.298138e-23,1.355616e-09
/out0 (Vin=0.8161074) Y,1.412601e+00,5.707597e-23,-1.157736e-10
/out0 (Vin=0.8268456) Y,1.412601e+00,1.048278e-22,9.409326e-10
/out0 (Vin=0.8375839) Y,1.412602e+00,5.508901e-22,1.971039e-10
/out0 (Vin=0.8483221) Y,1.412603e+00,8.250275e-23,-9.756767e-10
/out0 (Vin=0.8590604) Y,1.412604e+00,5.731706e-23,7.620880e-10
/out0 (Vin=0.8697987) Y,1.412604e+00,4.516264e-22,1.587808e-10
/out0 (Vin=0.8805369) Y,1.412605e+00,1.621161e-23,3.818886e-10
/out0 (Vin=0.8912752) Y,1.412605e+00,5.881539e-23,7.211917e-10
/out0 (Vin=0.9020134) Y,1.412606e+00,4.963463e-22,9.288267e-09
/out0 (Vin=0.9127517) Y,1.412606e+00,6.504063e-23,2.203482e-10
/out0 (Vin=0.9234899) Y,1.412607e+00,1.111806e-22,4.864731e-10
/out0 (Vin=0.9342282) Y,1.412607e+00,8.069055e-23,4.818787e-10
