/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,0.02460471472197744,0,0,0.0003426101678778386,0,0,0.005,0,0,1.075746520291786e-07,0
6666666.666666667,0.02397284670458174,-0.004219394105313237,6666666.666666667,0.0003189195517886257,-0.0001037839308078735,6666666.666666667,0.005,0,6666666.666666667,-4.510480433994499e-07,-1.824055908706742e-07
13333333.33333333,0.02223912912030745,-0.007915012626081838,13333333.33333333,0.0002571387599152657,-0.0001826424633188727,13333333.33333333,0.005,0,13333333.33333333,-5.013600536100466e-07,1.536877898637172e-07
20000000,0.01979135134473405,-0.01077025339682422,20000000,0.0001783117870936213,-0.0002247011849895587,20000000,0.005,0,20000000,-3.591531578051397e-07,3.343805023830065e-07
26666666.66666667,0.01704729981675748,-0.01272826213618432,26666666.66666667,0.0001023547399210274,-0.0002329524095436276,26666666.66666667,0.005,0,26666666.66666667,-1.937162770246008e-07,3.938594674373145e-07
33333333.33333334,0.01431878626269144,-0.01390644701502742,33333333.33333334,4.065685497543396e-05,-0.0002181620661182185,33333333.33333334,0.005,0,33333333.33333334,-5.610180055327729e-08,3.793781427255309e-07
40000000,0.01178275339792314,-0.01448427688343617,40000000,-3.69449519018396e-06,-0.0001915327229087408,40000000,0.005,0,40000000,4.071243487909606e-08,3.281999310326418e-07
46666666.66666666,0.009513450845303917,-0.01463236500597243,46666666.66666666,-3.245277325952589e-05,-0.0001612478789057419,46666666.66666666,0.005,0,46666666.66666666,1.001154979733852e-07,2.649570206674823e-07
53333333.33333333,0.007524898189328843,-0.01448632721041064,53333333.33333333,-4.912700508387439e-05,-0.0001321109741872575,53333333.33333333,0.005,0,53333333.33333333,1.309380380448811e-07,2.033937899437964e-07
59999999.99999999,0.0058018714094544,-0.01414542546308819,59999999.99999999,-5.726422805648492e-05,-0.0001064091434469076,59999999.99999999,0.005,0,59999999.99999999,1.422134780783847e-07,1.498061321506657e-07
66666666.66666666,0.004317583223404572,-0.01367967251867374,66666666.66666666,-5.978162178510125e-05,-8.488674083952121e-05,66666666.66666666,0.005,0,66666666.66666666,1.412671857588044e-07,1.061293649095997e-07
73333333.33333333,0.003042434385424171,-0.01313766324166328,73333333.33333333,-5.884553474789774e-05,-6.746431428782456e-05,73333333.33333333,0.005,0,73333333.33333333,1.33402081159167e-07,7.206115343447238e-08
80000000,0.001947952541031168,-0.01255281161734226,80000000,-5.59667997528974e-05,-5.368531301553496e-05,80000000,0.005,0,80000000,1.221849490364264e-07,4.632825356905046e-08
86666666.66666667,0.001008401148035764,-0.01194786034742043,86666666.66666667,-5.215076028259204e-05,-4.296613012217923e-05,86666666.66666667,0.005,0,86666666.66666667,1.098715648936571e-07,2.73718142632363e-08
93333333.33333334,0.0002012968629418671,-0.01133807336766936,93333333.33333334,-4.803783347383736e-05,-3.472381981817062e-05,93333333.33333334,0.005,0,93333333.33333334,9.779489593465518e-08,1.368406682032237e-08
100000000,-0.0004925921411182346,-0.01073350400845243,100000000,-4.401565785069038e-05,-2.84337720782556e-05,100000000,0.005,0,100000000,8.666860549275745e-08,3.95142025770005e-09
106666666.6666667,-0.001089496319461666,-0.01014061304897989,106666666.6666667,-4.030195144648153e-05,-2.364978713881028e-05,106666666.6666667,0.005,0,106666666.6666667,7.680718709472105e-08,-2.903220692342986e-09
113333333.3333334,-0.001603003261999025,-0.009563419007221472,113333333.3333334,-3.700310575205709e-05,-2.000537220452288e-05,113333333.3333334,0.005,0,113333333.3333334,6.82788290709377e-08,-7.726695668724838e-09
120000000,-0.002044445877523015,-0.00900430718220787,120000000,-3.415450118419544e-05,-1.720664173664043e-05,120000000,0.005,0,120000000,6.10085402428785e-08,-1.11624181908248e-08
126666666.6666667,-0.002423275753634642,-0.008464590043734514,126666666.6666667,-3.174774693821535e-05,-1.502225592197998e-05,126666666.6666667,0.005,0,126666666.6666667,5.484616086427455e-08,-1.368357072334514e-08
133333333.3333334,-0.002747398654937336,-0.007944888561999345,133333333.3333334,-2.974885003905364e-05,-1.327305499857046e-05,133333333.3333334,0.005,0,133333333.3333334,4.961021700940884e-08,-1.562591197329597e-08
140000000,-0.003023462861995552,-0.007445386765855449,140000000,-2.811020590406851e-05,-1.182255403347869e-05,140000000,0.005,0,140000000,4.51153907562226e-08,-1.721733558510501e-08
146666666.6666667,-0.003257099396246525,-0.006965998231710202,146666666.6666667,-2.677842211591255e-05,-1.056870019498145e-05,146666666.6666667,0.005,0,146666666.6666667,4.118895947873534e-08,-1.860324900908725e-08
153333333.3333333,-0.003453117745441694,-0.006506472577054632,153333333.3333333,-2.569934320537271e-05,-9.436931994260515e-06,153333333.3333333,0.005,0,153333333.3333333,3.767984223328355e-08,-1.986773552951251e-08
160000000,-0.003615662787759758,-0.006066461904031032,160000000,-2.482119485037491e-05,-8.374427115650532e-06,160000000,0.005,0,160000000,3.44627204410201e-08,-2.105083440758029e-08
