/net2 X,/net2 Y,/net04 X,/net04 Y,/Vin X,/Vin Y
-60,0.4122787098553201,-60,0.2116211212775383,-60,0.5
-58.6,0.4183312811309042,-58.6,0.2159465171883374,-58.6,0.5
-57.2,0.4243658051272836,-57.2,0.2209758352073252,-57.2,0.5
-55.8,0.4303806740289747,-55.8,0.2268984755898964,-55.8,0.5
-54.40000000000001,0.4363743865666375,-54.40000000000001,0.2339513333237327,-54.40000000000001,0.5
-53.00000000000001,0.4423455393860278,-53.00000000000001,0.2424622964343962,-53.00000000000001,0.5
-51.60000000000001,0.4482928203248801,-51.60000000000001,0.2528960217728197,-51.60000000000001,0.5
-50.20000000000001,0.4542150020989421,-50.20000000000001,0.2659162803501471,-50.20000000000001,0.5
-48.80000000000001,0.4601109365977847,-48.80000000000001,0.2824283931415593,-48.80000000000001,0.5
-47.40000000000001,0.4659795496689831,-47.40000000000001,0.3034170115143882,-47.40000000000001,0.5
-46.00000000000001,0.4718198363253669,-46.00000000000001,0.3292737202555874,-46.00000000000001,0.5
-44.60000000000002,0.4776308563190009,-44.60000000000002,0.359280279845292,-44.60000000000002,0.5
-43.20000000000002,0.4834117300362814,-43.20000000000002,0.392364746442393,-43.20000000000002,0.5
-41.80000000000002,0.489161634674567,-41.80000000000002,0.4277849970082458,-41.80000000000002,0.5
-40.40000000000002,0.4948798006680141,-40.40000000000002,0.4650839790662839,-40.40000000000002,0.5
-39.00000000000002,0.5005655083351335,-39.00000000000002,0.5039361664043646,-39.00000000000002,0.5
-37.60000000000002,0.5062180847250232,-37.60000000000002,0.5440720976145401,-37.60000000000002,0.5
-36.20000000000002,0.5118369006428058,-36.20000000000002,0.5852495288136381,-36.20000000000002,0.5
-34.80000000000003,0.5174213678386155,-34.80000000000003,0.6272426275692106,-34.80000000000003,0.5
-33.40000000000003,0.5229709363457173,-33.40000000000003,0.6698374181550379,-33.40000000000003,0.5
-32.00000000000003,0.5284850919573755,-32.00000000000003,0.7128290754175564,-32.00000000000003,0.5
-30.60000000000003,0.5339633538320154,-30.60000000000003,0.7560194447758136,-30.60000000000003,0.5
-29.20000000000003,0.5394052722194045,-29.20000000000003,0.7992143192699365,-29.20000000000003,0.5
-27.80000000000003,0.5448104263007419,-27.80000000000003,0.8422205890984887,-27.80000000000003,0.5
-26.40000000000003,0.5501784221375758,-26.40000000000003,0.8848440292563433,-26.40000000000003,0.5
-25.00000000000004,0.5555088907246442,-25.00000000000004,0.9268881787400249,-25.00000000000004,0.5
-23.60000000000004,0.5608067746856952,-23.60000000000004,0.9681996581843748,-23.60000000000004,0.5
-22.20000000000004,0.5660679953522073,-22.20000000000004,1.008549910164494,-22.20000000000004,0.5
-20.80000000000004,0.5712907586185696,-20.80000000000004,1.047734632093569,-20.80000000000004,0.5
-19.40000000000004,0.5764747764270743,-19.40000000000004,1.085567068547704,-19.40000000000004,0.5
-18.00000000000004,0.5816197774072108,-18.00000000000004,1.121852359368192,-18.00000000000004,0.5
-16.60000000000004,0.5867255053687889,-16.60000000000004,1.156342460227855,-16.60000000000004,0.5
-15.20000000000004,0.5917917180091055,-15.20000000000004,1.188632371117761,-15.20000000000004,0.5
-13.80000000000004,0.596818185706753,-13.80000000000004,1.218046033377818,-13.80000000000004,0.5
-12.40000000000004,0.601804690400785,-12.40000000000004,1.243831935600435,-12.40000000000004,0.5
-11.00000000000004,0.606751024555309,-11.00000000000004,1.265761637514031,-11.00000000000004,0.5
-9.600000000000042,0.6116569902076686,-9.600000000000042,1.284356179548154,-9.600000000000042,0.5
-8.200000000000042,0.6165223980994741,-8.200000000000042,1.300176210000691,-8.200000000000042,0.5
-6.800000000000042,0.6213470668901951,-6.800000000000042,1.313752010813725,-6.800000000000042,0.5
-5.400000000000041,0.6261308224512957,-5.400000000000041,1.325532134421352,-5.400000000000041,0.5
-4.000000000000041,0.6308734972402913,-4.000000000000041,1.335863079714982,-4.000000000000041,0.5
-2.600000000000041,0.6355749297533306,-2.600000000000041,1.345009696788408,-2.600000000000041,0.5
-1.200000000000041,0.6402349640544517,-1.200000000000041,1.353175525889298,-1.200000000000041,0.5
0.1999999999999589,0.6448534493801104,0.1999999999999589,1.360518588000424,0.1999999999999589,0.5
1.599999999999959,0.6494302398171027,1.599999999999959,1.367163010752506,1.599999999999959,0.5
2.999999999999959,0.6539651940511737,2.999999999999959,1.373207489204108,2.999999999999959,0.5
4.399999999999959,0.6584581751848712,4.399999999999959,1.378731449369711,4.399999999999959,0.5
5.799999999999958,0.6629090506210544,5.799999999999958,1.383799564523601,5.799999999999958,0.5
7.199999999999958,0.6673176920098758,7.199999999999958,1.388465091229598,7.199999999999958,0.5
8.599999999999959,0.6716839752557731,8.599999999999959,1.392772356162406,8.599999999999959,0.5
9.999999999999959,0.6760077805815884,9.999999999999959,1.396758627867063,9.999999999999959,0.5
11.39999999999996,0.6802889926455273,11.39999999999996,1.40045553947005,11.39999999999996,0.5
12.79999999999996,0.6845275007084,12.79999999999996,1.403890180669177,12.79999999999996,0.5
14.19999999999996,0.6887231988456398,14.19999999999996,1.407085943918255,14.19999999999996,0.5
15.59999999999996,0.6928759862016548,15.59999999999996,1.410063186230164,15.59999999999996,0.5
16.99999999999996,0.6969857672808653,16.99999999999996,1.412839751399301,16.99999999999996,0.5
18.39999999999996,0.7010524522719918,18.39999999999996,1.41543138560877,18.39999999999996,0.5
19.79999999999996,0.705075957400688,19.79999999999996,1.417852070889464,19.79999999999996,0.5
