FeaturesGainNN.csv
Signal,1,/net2 X,/net2 Y
Feature, Mean, Variance, Slope
1,2.552599e-01,2.188443e-04,9.244308e-02
2,7.533833e-01,9.083289e-02,5.154773e+00
Signal,2,/net04 X,/net04 Y
Feature, Mean, Variance, Slope
1,2.515364e-01,3.244639e-05,2.430332e-02
2,9.420010e-01,1.858845e-01,1.875583e+01
3,1.474437e+00,7.597939e-05,2.725477e-01
