/Vin X,/Vin YRe,/Vin YReImag,/out1 X,/out1 YRe,/out1 YReImag,/out2 X,/out2 YRe,/out2 YReImag
633333333.3333334,0.025,0,633333333.3333334,-0.0004632834542571421,0.002150624479992436,633333333.3333334,-2.512712065283986e-05,-1.323460875039121e-05
640000000,0.025,0,640000000,-0.0004024481914165316,0.002110942772111906,640000000,-2.450680857370877e-05,-1.149803829926967e-05
646666666.6666666,0.025,0,646666666.6666666,-0.0003443606351460807,0.002070912932854601,646666666.6666666,-2.38398145821097e-05,-9.881939396750826e-06
653333333.3333333,0.025,0,653333333.3333333,-0.0002889379566975553,0.002030617169817073,653333333.3333333,-2.313451747493062e-05,-8.381619511721746e-06
659999999.9999999,0.025,0,659999999.9999999,-0.0002360982570494579,0.001990132480184533,659999999.9999999,-2.239855792138727e-05,-6.992265217175237e-06
666666666.6666665,0.025,0,666666666.6666665,-0.0001857606632273977,0.001949530881979036,666666666.6666665,-2.163887957286155e-05,-5.708986372584401e-06
673333333.3333331,0.025,0,673333333.3333331,-0.0001378454152179271,0.001908879638084083,673333333.3333331,-2.08617696757187e-05,-4.526855349302383e-06
679999999.9999998,0.025,0,679999999.9999998,-9.227394398725854e-05,0.001868241473156251,679999999.9999998,-2.007289897210142e-05,-3.440941653104657e-06
686666666.6666664,0.025,0,686666666.6666664,-4.896894109718129e-05,0.001827674783544671,686666666.6666664,-1.927736070561633e-05,-2.446342285599404e-06
693333333.333333,0.025,0,693333333.333333,-7.854420399409955e-06,0.001787233840318153,693333333.333333,-1.847970857735437e-05,-1.538208173124824e-06
699999999.9999996,0.025,0,699999999.9999996,3.114422775969356e-05,0.001746968985537095,699999999.9999996,-1.768399352501385e-05,-7.117669773921492e-07
706666666.6666663,0.025,0,706666666.6666663,6.81001893562179e-05,0.001706926821862679,706666666.6666663,-1.689379922136969e-05,3.765741126614078e-08
713333333.3333329,0.025,0,713333333.3333329,0.0001030851861319329,0.001667150395630064,713333333.3333329,-1.6112276210961e-05,7.146284127866832e-07
719999999.9999995,0.025,0,719999999.9999995,0.0001361694412406165,0.00162767937350061,719999999.9999995,-1.534217462349575e-05,1.323583057212608e-06
726666666.6666662,0.025,0,726666666.6666662,0.0001674216507166391,0.001588550212808261,726666666.6666662,-1.458587542038203e-05,1.868820789612521e-06
733333333.3333328,0.025,0,733333333.3333328,0.0001969089603864207,0.001549796325721415,733333333.3333328,-1.384542014686773e-05,2.354494538946344e-06
739999999.9999994,0.025,0,739999999.9999994,0.0002246969478684711,0.001511448237343553,739999999.9999994,-1.312253917627275e-05,2.784603824491074e-06
746666666.666666,0.025,0,746666666.666666,0.0002508496093062711,0.001473533737871852,746666666.666666,-1.241867844541956e-05,3.162989687901221e-06
753333333.3333327,0.025,0,753333333.3333327,0.0002754293505198897,0.001436078028943176,753333333.3333327,-1.17350246912129e-05,3.493331253397938e-06
759999999.9999993,0.025,0,759999999.9999993,0.0002984969822419173,0.00139910386429367,759999999.9999993,-1.107252920773492e-05,3.779143732082762e-06
766666666.6666659,0.025,0,766666666.6666659,0.0003201117191510355,0.001362631684858609,766666666.6666659,-1.043193015132503e-05,4.023777700258344e-06
773333333.3333325,0.025,0,773333333.3333325,0.0003403311824026453,0.001326679748447003,773333333.3333325,-9.813773427983843e-06,4.230419494177172e-06
779999999.9999992,0.025,0,779999999.9999992,0.0003592114053879492,0.001291264254118316,779999999.9999992,-9.218432203048653e-06,4.40209257630541e-06
786666666.6666658,0.025,0,786666666.6666658,0.0003768068424567645,0.001256399461399148,786666666.6666658,-8.646125077848611e-06,4.541659740115773e-06
793333333.3333324,0.025,0,793333333.3333324,0.0003931703803515878,0.001222097804471249,793333333.3333324,-8.096932981664814e-06,4.651826031700445e-06
799999999.999999,0.025,0,799999999.999999,0.000408353352123968,0.001188370001465727,799999999.999999,-7.570814830251765e-06,4.73514227724431e-06
806666666.6666657,0.025,0,806666666.6666657,0.0004224055532944732,0.001155225159000816,806666666.6666657,-7.06762200419489e-06,4.794009115680985e-06
813333333.3333323,0.025,0,813333333.3333323,0.0004353752600567768,0.001122670872096647,813333333.3333323,-6.587111701918965e-06,4.830681445379896e-06
819999999.9999989,0.025,0,819999999.9999989,0.0004473092493127081,0.001090713319606451,819999999.9999989,-6.128959222840748e-06,4.847273202714522e-06
826666666.6666656,0.025,0,826666666.6666656,0.0004582528203595152,0.001059357355293846,826666666.6666656,-5.692769236530649e-06,4.845762398905499e-06
833333333.3333322,0.025,0,833333333.3333322,0.00046824981803082,0.001028606594699188,833333333.3333322,-5.278086093615205e-06,4.827996349128544e-06
839999999.9999988,0.025,0,839999999.9999988,0.0004773426571456636,0.0009984634979221798,839999999.9999988,-4.884403233454414e-06,4.795697035571867e-06
846666666.6666654,0.025,0,846666666.6666654,0.0004855723480824414,0.0009689294484598772,846666666.6666654,-4.51117174286968e-06,4.750466552470687e-06
853333333.3333321,0.025,0,853333333.3333321,0.0004929785233483395,0.0009400048282274851,853333333.3333321,-4.157808118902892e-06,4.693792587742852e-06
859999999.9999987,0.025,0,859999999.9999987,0.0004995994649858026,0.0009116890888988233,859999999.9999987,-3.823701287226761e-06,4.627053901328038e-06
866666666.6666653,0.025,0,866666666.6666653,0.0005054721327032409,0.0008839808196908387,866666666.6666653,-3.508218926142252e-06,4.551525765812248e-06
873333333.3333319,0.025,0,873333333.3333319,0.0005106321925895399,0.0008568778117226313,873333333.3333319,-3.21071314439151e-06,4.468385339532144e-06
879999999.9999986,0.025,0,879999999.9999986,0.0005151140463132637,0.000830377119075211,879999999.9999986,-2.930525559041778e-06,4.378716946949194e-06
886666666.6666652,0.025,0,886666666.6666652,0.0005189508606909836,0.000804475116673027,886666666.6666652,-2.666991817796419e-06,4.283517244832562e-06
893333333.3333318,0.025,0,893333333.3333318,0.0005221745975268087,0.0007791675551135942,893333333.3333318,-2.419445607971377e-06,4.183700256605948e-06
899999999.9999985,0.025,0,899999999.9999985,0.0005248160436418484,0.0007544496125599756,899999999.9999985,-2.187222192335896e-06,4.080102260280528e-06
906666666.6666651,0.025,0,906666666.6666651,0.0005269048409941963,0.0007303159438150834,906666666.6666651,-1.969661509934875e-06,3.973486518393754e-06
913333333.3333317,0.025,0,913333333.3333317,0.00052846951682331,0.0007067607266938811,913333333.3333317,-1.766110877900956e-06,3.864547840940051e-06
919999999.9999983,0.025,0,919999999.9999983,0.0005295375137454774,0.000683777705799953,919999999.9999983,-1.575927328172751e-06,3.753916974606262e-06
926666666.666665,0.025,0,926666666.666665,0.0005301352197293775,0.00066136023382205,926666666.666665,-1.398479611094333e-06,3.642164813612982e-06
933333333.3333316,0.025,0,933333333.3333316,0.0005302879979019358,0.0006395013104507294,933333333.3333316,-1.233149895757322e-06,3.529806429360181e-06
939999999.9999982,0.025,0,939999999.9999982,0.0005300202161194427,0.0006181936190239462,939999999.9999982,-1.079335195155956e-06,3.417304917516496e-06
946666666.6666648,0.025,0,946666666.6666648,0.0005293552762646552,0.0005974295609957595,946666666.6666648,-9.364485421941463e-07,3.305075062698505e-06
953333333.3333315,0.025,0,953333333.3333315,0.0005283156432186948,0.000577201288333248,953333333.3333315,-8.039199409541506e-07,3.193486821957764e-06
959999999.9999981,0.025,0,959999999.9999981,0.0005269228734730356,0.0005575007339273997,959999999.9999981,-6.811971157463039e-07,3.082868629366666e-06
966666666.6666647,0.025,0,966666666.6666647,0.000525197643339547,0.0005383196401202613,966666666.6666647,-5.677460789292605e-07,2.973510524828844e-06
973333333.3333313,0.025,0,973333333.3333313,0.0005231597767378099,0.0005196495854247902,973333333.3333313,-4.630515368137901e-07,2.865667110966935e-06
979999999.999998,0.025,0,979999999.999998,0.0005208282725172049,0.0005014820095359841,979999999.999998,-3.666171515637543e-07,2.759560342518812e-06
986666666.6666646,0.025,0,986666666.6666646,0.0005182213313048371,0.0004838082367044962,986666666.6666646,-2.779656754826228e-07,2.655382153182095e-06
993333333.3333312,0.025,0,993333333.3333312,0.0005153563818447368,0.0004666194975627396,993333333.3333312,-1.966389728303354e-07,2.553296925199683e-06
1000000000,0.025,0,1000000000,0.0005122501068228962,0.0004499069494719873,1000000000,-1.221979429598928e-07,2.453443807300243e-06
