FeaturesTransientACNN.csv
Signal,1,/Vin X,/Vin Y
Feature, RMS, Variance, Slope
1,4.753292e-01,3.064259e-04,-4.964417e+00
Signal,2,/out1 X,/out1 Y
Feature, RMS, Variance, Slope
1,5.982349e-01,8.376153e-03,-2.592144e+01
Signal,3,/out2 X,/out2 Y
Feature, RMS, Variance, Slope
1,1.128163e+00,1.124256e-01,-9.565484e+01
