FeaturesTemp_N60_150_NN.csv
Signal,1,/net2 X,/net2 Y
Feature, Mean, Variance, Slope
1,6.050273e-01,1.087861e-02,3.453773e-03
2,8.544650e-01,1.794415e-03,1.333236e-03
Signal,2,/net04 X,/net04 Y
Feature, Mean, Variance, Slope
1,2.188605e-01,4.332786e-05,3.632956e-03
2,8.462750e-01,1.622953e-01,2.378227e-02
3,1.437034e+00,2.649116e-04,2.295420e-04
Signal,3,/Vin X,/Vin Y
Feature, Mean, Variance, Slope
1,5.000000e-01,0,1.345656e-18
