/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,0.02460471472232878,0,0,0.1383840646336342,0,0,0.005,0,0,0.002644783330306057,0
6666666.666666667,0.02228336568670734,-0.007571100862943374,6666666.666666667,0.1149273249429025,-0.06269210177250926,6666666.666666667,0.005,0,6666666.666666667,-9.452506873169423e-05,-0.0009892102629480868
13333333.33333333,0.01724264161633172,-0.01204406794434981,13333333.33333333,0.0662803208251663,-0.09200481264003763,13333333.33333333,0.005,0,13333333.33333333,-0.0003084310167776718,-0.0003361060449427227
20000000,0.01226078881741013,-0.01351328685392116,20000000,0.02293765154578189,-0.09099802848352259,20000000,0.005,0,20000000,-0.0002350182543500329,-9.324239302969874e-05
26666666.66666667,0.008383872174938913,-0.01335458413815584,26666666.66666667,-0.005242733154233412,-0.07637659559524956,26666666.66666667,0.005,0,26666666.66666667,-0.0001536379964913811,-3.857215429205797e-06
33333333.33333334,0.005577620339671005,-0.01253801067232352,33333333.33333334,-0.02062161873480666,-0.05903151789481415,33333333.33333334,0.005,0,33333333.33333334,-9.583756840057765e-05,2.582616845954796e-05
40000000,0.003566589070069287,-0.01152368523899703,40000000,-0.02767427177395957,-0.04338871455341366,40000000,0.005,0,40000000,-5.866286636560586e-05,3.248791110992584e-05
46666666.66666666,0.002110574291333016,-0.01050024888409639,46666666.66666666,-0.02984554124770208,-0.03062877928320109,46666666.66666666,0.005,0,46666666.66666666,-3.54764262145473e-05,3.073092853960969e-05
53333333.33333333,0.001041165823042529,-0.009538596541087704,53333333.33333333,-0.0293251754517951,-0.02069054791728699,53333333.33333333,0.005,0,53333333.33333333,-2.115655719165752e-05,2.637299498722993e-05
59999999.99999999,0.0002452809780584811,-0.008661418503690873,59999999.99999999,-0.02741711074314189,-0.01314025459993233,59999999.99999999,0.005,0,59999999.99999999,-1.234706273020434e-05,2.168242250462575e-05
66666666.66666666,-0.0003535870549336479,-0.007871826493928751,66666666.66666666,-0.02487699178023384,-0.007494886648477489,66666666.66666666,0.005,0,66666666.66666666,-6.946536724656955e-06,1.74755067612508e-05
73333333.33333333,-0.0008082886445936743,-0.007165022446052762,73333333.33333333,-0.0221337383136581,-0.003326491477992032,73333333.33333333,0.005,0,73333333.33333333,-3.65354694374741e-06,1.39750731007647e-05
80000000,-0.001156068869983379,-0.006533227474888393,80000000,-0.01942325136959321,-0.0002859934414775777,80000000,0.005,0,80000000,-1.662024023083693e-06,1.116970981785429e-05
86666666.66666667,-0.001423578080916809,-0.005967887921229923,86666666.66666667,-0.01686786869744709,0.001900439338328036,86666666.66666667,0.005,0,86666666.66666667,-4.714435888282089e-07,8.966040395029688e-06
93333333.33333334,-0.001630099454423016,-0.005460703772907822,93333333.33333334,-0.01452382498729936,0.003443092698021202,93333333.33333334,0.005,0,93333333.33333334,2.295159677386456e-07,7.25264124434718e-06
100000000,-0.00178971169116468,-0.005004094276146223,100000000,-0.01240973621183087,0.004501505959379031,100000000,0.005,0,100000000,6.343850041830895e-07,5.925391706677821e-06
106666666.6666667,-0.001912781717953542,-0.004591371439590992,106666666.6666667,-0.01052363717877535,0.005195952404511255,106666666.6666667,0.005,0,106666666.6666667,8.630189884288975e-07,4.895917350446017e-06
113333333.3333334,-0.002007012912777667,-0.004216758185344075,113333333.3333334,-0.008853042649799045,0.005616907663337138,113333333.3333334,0.005,0,113333333.3333334,9.890448359176929e-07,4.092820350073002e-06
