/out0 X,/out0 Y,/out1 X,/out1 Y,/out2 X,/out2 Y
0,0.251161738221555,0,0.2497551170028028,0,0.182596544407772
0.01066666666666667,0.2511624105385477,0.01066666666666667,0.2497551592129472,0.01066666666666667,0.182596545352949
0.02133333333333334,0.2511633435816348,0.02133333333333334,0.2497552177933622,0.02133333333333334,0.1825965453794494
0.032,0.2511646376239862,0.032,0.2497552990409296,0.032,0.1825965454162033
0.04266666666666667,0.2511664309848331,0.04266666666666667,0.2497554116426324,0.04266666666666667,0.1825965454671424
0.05333333333333334,0.2511689141452086,0.05333333333333334,0.2497555675631695,0.05333333333333334,0.1825965455376778
0.06400000000000002,0.2511723489057449,0.06400000000000002,0.2497557832504472,0.06400000000000002,0.1825965456352517
0.07466666666666669,0.251177094269173,0.07466666666666669,0.2497560812655794,0.07466666666666669,0.1825965457700691
0.08533333333333336,0.2511836412227093,0.08533333333333336,0.2497564924762534,0.08533333333333336,0.1825965459560962
0.09600000000000003,0.251192659189952,0.09600000000000003,0.24975705899118,0.09600000000000003,0.1825965462123838
0.1066666666666667,0.2512050576174418,0.1066666666666667,0.2497578380604306,0.1066666666666667,0.1825965465648354
0.1173333333333334,0.251222066936368,0.1173333333333334,0.2497589072210876,0.1173333333333334,0.182596547048534
0.128,0.2512453439498294,0.128,0.2497603710291006,0.128,0.1825965477107951
0.1386666666666667,0.2512771074557789,0.1386666666666667,0.2497623697845593,0.1386666666666667,0.182596548615113
0.1493333333333333,0.251320310499538,0.1493333333333333,0.249765090726452,0.1493333333333333,0.1825965498462435
0.16,0.2513788558851277,0.16,0.2497687822425378,0.16,0.1825965515166449
0.1706666666666667,0.2514578612691468,0.1706666666666667,0.249773771711982,0.1706666666666667,0.1825965537745866
0.1813333333333333,0.2515639791462189,0.1813333333333333,0.2497804876829949,0.1813333333333333,0.1825965568142421
0.192,0.2517057752673447,0.192,0.2497894872138795,0.192,0.1825965608881608
0.2026666666666666,0.2518941667274316,0.2026666666666666,0.2498014894301056,0.2026666666666666,0.1825965663226245
0.2133333333333333,0.252142918761322,0.2133333333333333,0.2498174167763416,0.2133333333333333,0.1825965735366044
0.2239999999999999,0.2524691984094296,0.2239999999999999,0.2498384462372679,0.2239999999999999,0.1825965830654491
0.2346666666666666,0.2528941854559346,0.2346666666666666,0.2498660742142943,0.2346666666666666,0.1825965955910627
0.2453333333333333,0.253443748621936,0.2453333333333333,0.2499022011397732,0.2453333333333333,0.1825966119815736
0.2559999999999999,0.2541492101705927,0.2559999999999999,0.2499492458148584,0.2559999999999999,0.1825966333453614
0.2666666666666666,0.2550482467584219,0.2666666666666666,0.2500103056944217,0.2666666666666666,0.1825966611074322
0.2773333333333333,0.2561860101165441,0.2773333333333333,0.2500893893163832,0.2773333333333333,0.1825966971210581
0.2879999999999999,0.2576166002121345,0.2879999999999999,0.2501917633795127,0.2879999999999999,0.1825967438360378
0.2986666666666666,0.2594050914276624,0.2986666666666666,0.2503244846669761,0.2986666666666666,0.1825968045591498
0.3093333333333332,0.2616304123735708,0.3093333333333332,0.2504972362343877,0.3093333333333332,0.1825968838686429
0.3199999999999999,0.2643895407542747,0.3199999999999999,0.2507236789707028,0.3199999999999999,0.1825969882941809
0.3306666666666666,0.2678037519607739,0.3306666666666666,0.2510237086855022,0.3306666666666666,0.1825971274736127
0.3413333333333332,0.2720281591135876,0.3413333333333332,0.2514273763398837,0.3413333333333332,0.1825973162095001
0.3519999999999999,0.2772667043173734,0.3519999999999999,0.2519820265285174,0.3519999999999999,0.1825975783274318
0.3626666666666665,0.2837965006218034,0.3626666666666665,0.2527660564554943,0.3626666666666665,0.1825979544084683
0.3733333333333332,0.2920087648609618,0.3733333333333332,0.2539173185442901,0.3733333333333332,0.1825985186105881
0.3839999999999998,0.3024799852032555,0.3839999999999998,0.2556968619916237,0.3839999999999998,0.1825994192860539
0.3946666666666665,0.3160982022623614,0.3946666666666665,0.2586474891441432,0.3946666666666665,0.1826009914501725
0.4053333333333332,0.3343053109294681,0.4053333333333332,0.2640802912547455,0.4053333333333332,0.1826041712160943
0.4159999999999998,0.3592642549125931,0.4159999999999998,0.2755088896506461,0.4159999999999998,0.1826121782097564
0.4266666666666665,0.3934195547738122,0.4266666666666665,0.3048920711889014,0.4266666666666665,0.1826434789338451
0.4373333333333331,0.4365961774419693,0.4373333333333331,0.4073694664206695,0.4373333333333331,0.1830027127633194
0.4479999999999998,0.485966490027445,0.4479999999999998,0.6467563006320411,0.4479999999999998,1.412506349223957
0.4586666666666664,0.5396372702123121,0.4586666666666664,0.9536016318856989,0.4586666666666664,1.41260776369091
0.4693333333333331,0.5967175865614128,0.4693333333333331,1.241435326231812,0.4693333333333331,1.412612387208878
0.4799999999999998,0.656582609674481,0.4799999999999998,1.368237639902246,0.4799999999999998,1.41261326466808
0.4906666666666664,0.7186279039396233,0.4906666666666664,1.424094039089648,0.4906666666666664,1.412613560097606
0.5013333333333331,0.7822010141948853,0.5013333333333331,1.452903972187403,0.5013333333333331,1.412613696160722
0.5119999999999998,0.8465835769948981,0.5119999999999998,1.466401743554463,0.5119999999999998,1.412613756545076
0.5226666666666665,0.9110023732529027,0.5226666666666665,1.472261059317753,0.5226666666666665,1.41261378212705
0.5333333333333332,0.9746673226467742,0.5333333333333332,1.475408562435157,0.5333333333333332,1.412613795719837
0.5439999999999999,1.036818679780374,0.5439999999999999,1.477557085618562,0.5439999999999999,1.412613804931428
0.5546666666666666,1.09670736951524,0.5546666666666666,1.47920441948166,0.5546666666666666,1.412613811963203
0.5653333333333334,1.153283419835558,0.5653333333333334,1.480520335511156,0.5653333333333334,1.412613817560031
0.5760000000000001,1.204221064986256,0.5760000000000001,1.481560450516803,0.5760000000000001,1.412613821971042
0.5866666666666668,1.246660439957505,0.5866666666666668,1.482343660116801,0.5866666666666668,1.412613825285085
0.5973333333333335,1.280373452736306,0.5973333333333335,1.482919471746531,0.5973333333333335,1.412613827717456
0.6080000000000002,1.307471519359163,0.6080000000000002,1.483355508871122,0.6080000000000002,1.412613829557093
0.6186666666666669,1.329770410862662,0.6186666666666669,1.483697550922846,0.6186666666666669,1.412613830998795
0.6293333333333336,1.348511223413906,0.6293333333333336,1.483973689594112,0.6293333333333336,1.412613832161832
0.6400000000000003,1.364544433039399,0.6400000000000003,1.484201827509902,0.6400000000000003,1.412613833122107
0.6506666666666671,1.378457466817251,0.6506666666666671,1.484393752676152,0.6506666666666671,1.412613833929538
0.6613333333333338,1.390663204025712,0.6613333333333338,1.484557460075087,0.6613333333333338,1.412613834617956
0.6720000000000005,1.401458637230711,0.6720000000000005,1.484698474526178,0.6720000000000005,1.412613835210728
0.6826666666666672,1.41106285862496,0.6826666666666672,1.484820820345277,0.6826666666666672,1.412613835724856
0.6933333333333339,1.419641628573644,0.6933333333333339,1.484927514579559,0.6933333333333339,1.412613836173084
0.7040000000000006,1.427323443256814,0.7040000000000006,1.485020875159915,0.7040000000000006,1.412613836565201
0.7146666666666673,1.434210231373372,0.7146666666666673,1.485102728053966,0.7146666666666673,1.412613836908912
0.7253333333333341,1.440384634046032,0.7253333333333341,1.48517454552039,0.7253333333333341,1.412613837210423
0.7360000000000008,1.445915089408693,0.7360000000000008,1.485237540165213,0.7360000000000008,1.412613837474852
0.7466666666666675,1.45085949383889,0.7466666666666675,1.485292730486226,0.7466666666666675,1.41261383770649
0.7573333333333342,1.455267933879637,0.7573333333333342,1.485340987753388,0.7573333333333342,1.412613837908999
0.7680000000000009,1.459184805529546,0.7680000000000009,1.48538307047544,0.7680000000000009,1.412613838085578
0.7786666666666676,1.462650516650402,0.7786666666666676,1.485419650419511,0.7786666666666676,1.412613838239056
0.7893333333333343,1.465702877173346,0.7893333333333343,1.485451332610017,0.7893333333333343,1.412613838371972
0.800000000000001,1.468378207247923,0.800000000000001,1.4854786706237,0.800000000000001,1.412613838486655
0.8106666666666678,1.470712134622021,0.8106666666666678,1.485502177697674,0.8106666666666678,1.412613838585259
0.8213333333333345,1.472740020270822,0.8213333333333345,1.485522333701247,0.8213333333333345,1.412613838669804
0.8320000000000012,1.474496962226722,0.8320000000000012,1.485539587985591,0.8320000000000012,1.412613838742171
0.8426666666666679,1.476017389356292,0.8426666666666679,1.485554358546473,0.8426666666666679,1.412613838804123
0.8533333333333346,1.477334351358287,0.8533333333333346,1.485567028632245,0.8533333333333346,1.412613838857261
0.8640000000000013,1.478478693163445,0.8640000000000013,1.485577942504075,0.8640000000000013,1.412613838903032
0.874666666666668,1.47947832385449,0.874666666666668,1.485587402118115,0.874666666666668,1.412613838942703
0.8853333333333347,1.480357738027635,0.8853333333333347,1.48559566595982,0.8853333333333347,1.412613838977359
0.8960000000000015,1.481137850989686,0.8960000000000015,1.48560295039907,0.8960000000000015,1.412613839007905
0.9066666666666682,1.481836117216472,0.9066666666666682,1.485609433169555,0.9066666666666682,1.412613839035092
0.9173333333333349,1.482466847726823,0.9173333333333349,1.485615258171733,0.9173333333333349,1.41261383905952
0.9280000000000016,1.483041631105926,0.9280000000000016,1.485620540766104,0.9280000000000016,1.41261383908167
0.9386666666666683,1.483569780063107,0.9386666666666683,1.485625372916534,0.9386666666666683,1.412613839101936
0.949333333333335,1.484058752460972,0.949333333333335,1.48562982779996,0.949333333333335,1.412613839120615
0.9600000000000017,1.484514520549768,0.9600000000000017,1.485633963718693,0.9600000000000017,1.412613839137957
0.9706666666666685,1.484941879831624,0.9706666666666685,1.485637827299291,0.9706666666666685,1.41261383915416
0.9813333333333352,1.485344699442641,0.9813333333333352,1.485641456042891,0.9813333333333352,1.412613839169377
0.9920000000000019,1.485726120977647,0.9920000000000019,1.485644880324983,0.9920000000000019,1.412613839183734
1.002666666666669,1.48608871431721,1.002666666666669,1.48564812494738,1.002666666666669,1.412613839197339
1.013333333333335,1.486434598818976,1.013333333333335,1.485651210335878,1.013333333333335,1.412613839210276
1.024000000000002,1.486765537219764,1.024000000000002,1.485654153462471,1.024000000000002,1.412613839222616
1.034666666666668,1.487083008334628,1.034666666666668,1.485656968555731,1.034666666666668,1.412613839234421
1.045333333333335,1.487388263420059,1.045333333333335,1.485659667649359,1.045333333333335,1.412613839245738
1.056000000000002,1.487682370008902,1.056000000000002,1.485662261007384,1.056000000000002,1.412613839256612
1.066666666666668,1.487966246153027,1.066666666666668,1.485664757455472,1.066666666666668,1.412613839267078
1.077333333333335,1.48824068731234,1.077333333333335,1.485667164640547,1.077333333333335,1.412613839277173
1.088000000000001,1.488506387593526,1.088000000000001,1.485669489235528,1.088000000000001,1.412613839286919
1.098666666666668,1.488763956639899,1.098666666666668,1.485671737101969,1.098666666666668,1.412613839296343
1.109333333333335,1.489013933155595,1.109333333333335,1.485673913420168,1.109333333333335,1.412613839305469
1.120000000000001,1.489256795800976,1.120000000000001,1.485676022793935,1.120000000000001,1.412613839314312
1.130666666666668,1.489492972070602,1.130666666666668,1.48567806933591,1.130666666666668,1.412613839322894
1.141333333333334,1.489722845454595,1.141333333333334,1.485680056736486,1.141333333333334,1.412613839331227
1.152000000000001,1.489946761438938,1.152000000000001,1.485681988321435,1.152000000000001,1.412613839339324
1.162666666666668,1.490165032379517,1.162666666666668,1.485683867098857,1.162666666666668,1.412613839347203
1.173333333333334,1.490377941582253,1.173333333333334,1.485685695798471,1.173333333333334,1.412613839354869
1.184000000000001,1.490585746699776,1.184000000000001,1.485687476904393,1.184000000000001,1.412613839362338
1.194666666666667,1.490788682572079,1.194666666666667,1.485689212682585,1.194666666666667,1.412613839369616
1.205333333333334,1.490986963605994,1.205333333333334,1.485690905203934,1.205333333333334,1.412613839376711
1.216000000000001,1.491180785767964,1.216000000000001,1.485692556363635,1.216000000000001,1.412613839383634
1.226666666666667,1.491370328249076,1.226666666666667,1.485694167897481,1.226666666666667,1.41261383939039
1.237333333333334,1.49155575485544,1.237333333333334,1.48569574139557,1.237333333333334,1.412613839396986
1.248,1.491737215151006,1.248,1.485697278313666,1.248,1.412613839403431
