/out0 X,/out0 Y,/out1 X,/out1 Y,/Vin X,/Vin Y,/out2 X,/out2 Y
0,0.4957364671687194,0,0.7010178116878532,0,0.45,0,0.9177156622633513
5e-06,0.496508210433811,5e-06,0.7053478013081066,5e-06,0.4501570537953907,5e-06,0.9177159275248155
1.5e-05,0.4980546369729999,1.5e-05,0.714078893720234,1.5e-05,0.4504705415665926,1.5e-05,0.917716075193531
3.079133632901836e-05,0.5004820566033218,3.079133632901836e-05,0.7278346133348202,3.079133632901836e-05,0.4509613151063168,3.079133632901836e-05,0.9177162603804914
5.079133632901837e-05,0.5034978587967808,5.079133632901837e-05,0.7450130054680369,5.079133632901837e-05,0.4515687095771415,5.079133632901837e-05,0.91771647217005
7.079133632901837e-05,0.5064027149002852,7.079133632901837e-05,0.7616396427965727,7.079133632901837e-05,0.452151364560833,7.079133632901837e-05,0.9177166119678581
9.079133632901837e-05,0.5091489290331592,9.079133632901837e-05,0.7774208966441585,9.079133632901837e-05,0.4527000912402373,9.079133632901837e-05,0.9177167428629851
0.0001107913363290184,0.5116909841910172,0.0001107913363290184,0.7920733580910634,0.0001107913363290184,0.4532062358678267,0.0001107913363290184,0.9177168219819577
0.0001307913363290184,0.5139863541314889,0.0001307913363290184,0.8053346356202036,0.0001307913363290184,0.453661816240468,0.0001307913363290184,0.9177169044889614
0.0001507913363290184,0.5159963638390714,0.0001507913363290184,0.8169654994286346,0.0001507913363290184,0.4540596475835342,0.0001507913363290184,0.9177169459576024
0.0001707913363290184,0.5176869021217915,0.0001707913363290184,0.8267587177180178,0.0001707913363290184,0.4543934558590921,0.0001707913363290184,0.9177169966556633
0.0001907913363290184,0.5190291423090798,0.0001907913363290184,0.83453909193591,0.0001907913363290184,0.4546579767112288,0.0001907913363290184,0.9177170123604758
0.0002107913363290184,0.5200000772590655,0.0002107913363290184,0.8401700599086672,0.0002107913363290184,0.454849038488089,0.0002107913363290184,0.9177170397917661
0.0002307913363290184,0.5205830289751636,0.0002307913363290184,0.8435518041645246,0.0002307913363290184,0.4549636280313168,0.0002307913363290184,0.9177170356629234
0.0002507913363290184,0.5207679449368838,0.0002507913363290184,0.8446261510685688,0.0002507913363290184,0.4549999381953632,0.0002507913363290184,0.917717043721633
0.0002707913363290184,0.5205516474669573,0.0002707913363290184,0.8433734433921437,0.0002707913363290184,0.4549573963472504,0.0002707913363290184,0.9177170218332898
0.0002907913363290184,0.5199378552320907,0.0002907913363290184,0.8398164291162273,0.0002907913363290184,0.4548366733973364,0.0002907913363290184,0.9177170110345001
0.0003107913363290184,0.518937150611524,0.0003107913363290184,0.834016354363149,0.0003107913363290184,0.4546396732186577,0.0003107913363290184,0.9177169702599047
0.0003307913363290184,0.5175667196208877,0.0003307913363290184,0.8260760120710595,0.0003307913363290184,0.4543695026217144,0.0003307913363290184,0.9177169377798928
0.0003507913363290184,0.5158500452848774,0.0003507913363290184,0.8161348623526075,0.0003507913363290184,0.4540304223582123,0.0003507913363290184,0.9177168732197225
0.0003707913363290184,0.513816388756409,0.0003707913363290184,0.8043707634903916,0.0003707913363290184,0.4536277799264636,0.0003707913363290184,0.9177168116603133
0.0003907913363290184,0.5115002458644285,0.0003907913363290184,0.7909934192558427,0.0003907913363290184,0.4531679252381439,0.0003907913363290184,0.9177167125507314
0.0004107913363290184,0.5089406199268772,0.0004107913363290184,0.7762441113277436,0.0004107913363290184,0.4526581104763918,0.0004107913363290184,0.9177166067347055
0.0004307913363290184,0.5061803029739352,0.0004307913363290184,0.7603869636702068,0.0004307913363290184,0.4521063757245488,0.0004307913363290184,0.917716451504652
0.0004507913363290184,0.5032650123632254,0.0004507913363290184,0.7437065243357025,0.0004507913363290184,0.4515214221692418,0.0004507913363290184,0.9177162707493876
0.0004707913363290184,0.5002425757527184,0.0004707913363290184,0.7264971677990004,0.0004707913363290184,0.4509124748774723,0.0004707913363290184,0.9177160148622411
0.0004907913363290184,0.4971620155419507,0.0004907913363290184,0.7090594144530837,0.0004907913363290184,0.450289137311799,0.0004907913363290184,0.9177156927040101
0.0005107913363290185,0.4940727238129873,0.0005107913363290185,0.6916887991969046,0.0005107913363290185,0.4496612398779964,0.0005107913363290185,0.9177152314931754
0.0005307913363290185,0.4910235794087848,0.0005307913363290185,0.6746725167477265,0.0005307913363290185,0.4490386848936833,0.0005307913363290185,0.9177145870457741
