/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag
0,0.0002809401344068653,0,0,5.054119659144655e-10,0,0,0.025,0
6666666.666666667,0.000278919288163055,-2.127271365641932e-05,6666666.666666667,-1.208082991929243e-09,-3.723340323485575e-10,6666666.666666667,0.025,0
13333333.33333333,0.000273020615724831,-4.152614822682266e-05,13333333.33333333,-1.296422778493321e-09,5.962235354049512e-11,13333333.33333333,0.025,0
20000000,0.0002637069733406254,-5.986263959410709e-05,20000000,-1.256207144154205e-09,3.19376448612476e-10,20000000,0.025,0
26666666.66666667,0.0002516639377797408,-7.559869586533618e-05,26666666.66666667,-1.178569436487303e-09,5.15150894457334e-10,26666666.66666667,0.025,0
33333333.33333334,0.0002376989980529279,-8.831246568713981e-05,33333333.33333334,-1.080487483472365e-09,6.711929785380987e-10,33333333.33333334,0.025,0
40000000,0.0002226405878144228,-9.78452192345362e-05,40000000,-9.703840054769735e-10,7.955462134037033e-10,40000000,0.025,0
46666666.66666666,0.0002072555115168311,-0.0001042668525274207,46666666.66666666,-8.545626559859891e-10,8.923261088783474e-10,46666666.66666666,0.025,0
53333333.33333333,0.0001921943006940215,-0.0001078207542399169,53333333.33333333,-7.382115486645863e-10,9.64807611580152e-10,53333333.33333333,0.025,0
59999999.99999999,0.0001779651729199277,-0.000108863126708888,59999999.99999999,-6.255475584364661e-10,1.016279044133047e-09,59999999.99999999,0.025,0
66666666.66666666,0.000164931251313537,-0.0001078078094834567,66666666.66666666,-5.198260366904755e-10,1.050213958097926e-09,66666666.66666666,0.025,0
73333333.33333333,0.00015332330793268,-0.0001050824787279761,73333333.33333333,-4.233594601020712e-10,1.07021743781699e-09,73333333.33333333,0.025,0
80000000,0.0001432606590653186,-0.0001010977584171515,80000000,-3.375670335442425e-10,1.079905292597787e-09,80000000,0.025,0
86666666.66666667,0.0001347745928205534,-9.622804353855674e-05,86666666.66666667,-2.630502462208078e-10,1.082774831199359e-09,86666666.66666667,0.025,0
93333333.33333334,0.0001278307469798436,-9.080159474655233e-05,93333333.33333334,-1.996858348534782e-10,1.082088466278886e-09,93333333.33333334,0.025,0
100000000,0.0001223485733117423,-8.509725001469653e-05,100000000,-1.467294471050902e-10,1.080777009260094e-09,100000000,0.025,0
106666666.6666667,0.0001182172264874081,-7.934543089392848e-05,106666666.6666667,-1.029254248956122e-10,1.081364312628624e-09,106666666.6666667,0.025,0
113333333.3333334,0.0001153079354361858,-7.373165098118278e-05,113333333.3333334,-6.661938824751705e-11,1.085913256982939e-09,113333333.3333334,0.025,0
120000000,0.0001134832745526357,-6.840126272218786e-05,120000000,-3.587078235708875e-11,1.095992569145751e-09,120000000,0.025,0
126666666.6666667,0.0001126038800568388,-6.346461755060659e-05,126666666.6666667,-8.562624515845272e-12,1.112663645706187e-09,126666666.6666667,0.025,0
133333333.3333334,0.0001125331544455096,-5.90021417313173e-05,133333333.3333334,1.749432256447674e-11,1.136486154095298e-09,133333333.3333334,0.025,0
140000000,0.0001131404377701583,-5.506905642984033e-05,140000000,4.44656242270111e-11,1.167540682012752e-09,140000000,0.025,0
146666666.6666667,0.0001143030393792179,-5.169961706850334e-05,146666666.6666667,7.440788151355334e-11,1.205466190535453e-09,146666666.6666667,0.025,0
153333333.3333333,0.0001159074394817767,-4.891083616786498e-05,153333333.3333333,1.091959948600823e-10,1.249509588391386e-09,153333333.3333333,0.025,0
160000000,0.0001178498961896316,-4.670570421898291e-05,160000000,1.504643111646634e-10,1.298584450243078e-09,160000000,0.025,0
166666666.6666667,0.0001200366335904988,-4.507594861014771e-05,166666666.6666667,1.995623247805936e-10,1.351335781492476e-09,166666666.6666667,0.025,0
173333333.3333333,0.0001223837395190876,-4.400438098937786e-05,173333333.3333333,2.57524949262418e-10,1.406207787389304e-09,173333333.3333333,0.025,0
180000000,0.0001248168662152401,-4.346688513920056e-05,180000000,3.250567797373968e-10,1.461511814566971e-09,180000000,0.025,0
186666666.6666666,0.0001272708007826303,-4.343409457261643e-05,186666666.6666666,4.02529263556252e-10,1.515491965087038e-09,186666666.6666666,0.025,0
193333333.3333333,0.0001296889532053962,-4.387280410802899e-05,193333333.3333333,4.899893112147224e-10,1.566386297730827e-09,193333333.3333333,0.025,0
199999999.9999999,0.0001320227958663919,-4.474715408204413e-05,199999999.9999999,5.871776179914061e-10,1.612481989830704e-09,199999999.9999999,0.025,0
206666666.6666666,0.0001342312786308346,-4.601962038528403e-05,206666666.6666666,6.935548254639153e-10,1.65216330070895e-09,206666666.6666666,0.025,0
213333333.3333333,0.0001362802365209822,-4.7651838527069e-05,213333333.3333333,8.083336189330852e-10,1.683951626146059e-09,213333333.3333333,0.025,0
219999999.9999999,0.0001381418020085133,-4.960528559483479e-05,219999999.9999999,9.305149146402015e-10,1.706537340930419e-09,219999999.9999999,0.025,0
226666666.6666666,0.000139793830397177,-5.184184028442716e-05,226666666.6666666,1.058926419762693e-09,1.718803479091702e-09,226666666.6666666,0.025,0
233333333.3333332,0.0001412193442334618,-5.432423809265773e-05,233333333.3333332,1.192262028524961e-09,1.71984159110602e-09,233333333.3333332,0.025,0
239999999.9999999,0.0001424060008660551,-5.701643620699053e-05,239999999.9999999,1.329120730436988e-09,1.708960341882261e-09,239999999.9999999,0.025,0
246666666.6666665,0.0001433455859594426,-5.988390051523089e-05,246666666.6666665,1.468043934980591e-09,1.685687574600466e-09,246666666.6666665,0.025,0
253333333.3333332,0.0001440335348070306,-6.289382542396084e-05,253333333.3333332,1.60755034724795e-09,1.649766668635747e-09,253333333.3333332,0.025,0
259999999.9999999,0.0001444684825753168,-6.601529573367472e-05,259999999.9999999,1.74616774996942e-09,1.601148071941002e-09,259999999.9999999,0.025,0
266666666.6666665,0.0001446518440739262,-6.9219398632002e-05,266666666.6666665,1.882461251342512e-09,1.539976897599667e-09,266666666.6666665,0.025,0
273333333.3333332,0.0001445874232348652,-7.247929287163345e-05,273333333.3333332,2.01505773961939e-09,1.466577449381779e-09,273333333.3333332,0.025,0
279999999.9999999,0.0001442810521591553,-7.577024136462581e-05,279999999.9999999,2.142666441678323e-09,1.381435490269636e-09,279999999.9999999,0.025,0
286666666.6666666,0.0001437402593318873,-7.906961271815323e-05,286666666.6666666,2.264095612756503e-09,1.28517899870869e-09,286666666.6666666,0.025,0
293333333.3333333,0.0001429739663955994,-8.235685662814373e-05,293333333.3333333,2.378265488614603e-09,1.178558076600273e-09,293333333.3333333,0.025,0
299999999.9999999,0.0001419922126941537,-8.561345752218272e-05,299999999.9999999,2.484217711168306e-09,1.062424586227941e-09,299999999.9999999,0.025,0
306666666.6666666,0.0001408059066532815,-8.882287038062178e-05,306666666.6666666,2.581121496420466e-09,9.377120052442319e-10,306666666.6666666,0.025,0
313333333.3333333,0.000139426602935493,-9.197044225153159e-05,313333333.3333333,2.668276851934364e-09,8.054159028605448e-10,313333333.3333333,0.025,0
320000000,0.0001378663042007159,-9.50433226067876e-05,320000000,2.745115173159988e-09,6.66575359177058e-10,320000000,0.025,0
326666666.6666667,0.0001361372862125155,-9.803036534350218e-05,326666666.6666667,2.8111975563587e-09,5.222555749206275e-10,326666666.6666667,0.025,0
333333333.3333334,0.0001342519449557577,-0.0001009220249253071,333333333.3333334,2.86621116352443e-09,3.735318516824007e-10,333333333.3333334,0.025,0
340000000.0000001,0.0001322226643719521,-0.0001037102488630056,340000000.0000001,2.909963963957744e-09,2.214750636857028e-10,340000000.0000001,0.025,0
346666666.6666667,0.0001300617032757254,-0.0001063883684602282,346666666.6666667,2.94237816020559e-09,6.713869112159962e-11,346666666.6666667,0.025,0
353333333.3333334,0.0001277810999889622,-0.0001089509894931108,353333333.3333334,2.963482584898418e-09,-8.845255806608447e-11,353333333.3333334,0.025,0
360000000.0000001,0.0001253925932183986,-0.0001113938842469734,360000000.0000001,2.973404330971069e-09,-2.443125468273212e-10,360000000.0000001,0.025,0
366666666.6666668,0.0001229075577071957,-0.0001137138861069625,366666666.6666668,2.972359852265962e-09,-3.995019660530128e-10,366666666.6666668,0.025,0
373333333.3333335,0.000120336953212726,-0.0001159087876832318,373333333.3333335,2.960645745505373e-09,-5.53135110938554e-10,373333333.3333335,0.025,0
