/out0 (R1=17500) X,/out0 (R1=17500) Y,/out1 (R1=17500) X,/out1 (R1=17500) Y
0,0.07503357374159264,0,0.07503362564756491
0.01066666666666667,0.07503364429840934,0.01066666666666667,0.07503369396510326
0.02133333333333334,0.07503364741156085,0.02133333333333334,0.07503369396510894
0.032,0.07503365172982403,0.032,0.07503369396511629
0.04266666666666667,0.07503365771535386,0.04266666666666667,0.07503369396512703
0.05333333333333334,0.07503366600484312,0.05333333333333334,0.07503369396514156
0.06400000000000002,0.07503367747381444,0.06400000000000002,0.07503369396516191
0.07466666666666669,0.07503369332355728,0.07466666666666669,0.07503369396518962
0.08533333333333336,0.07503371519817831,0.08533333333333336,0.07503369396522797
0.09600000000000003,0.07503374534120776,0.09600000000000003,0.07503369396528124
0.1066666666666667,0.07503378680372556,0.1066666666666667,0.07503369396535388
0.1173333333333334,0.07503384371878019,0.1173333333333334,0.07503369396545394
0.128,0.07503392165988028,0.128,0.07503369396559065
0.1386666666666667,0.07503402810439733,0.1386666666666667,0.07503369396577789
0.1493333333333333,0.07503417302535134,0.1493333333333333,0.07503369396603245
0.16,0.07503436963673885,0.16,0.07503369396637793
0.1706666666666667,0.07503463531772657,0.1706666666666667,0.07503369396684532
0.1813333333333333,0.07503499273880519,0.1813333333333333,0.07503369396747364
0.192,0.07503547120815619,0.192,0.07503369396831522
0.2026666666666666,0.07503610824874524,0.2026666666666666,0.0750336939694356
0.2133333333333333,0.0750369514074139,0.2133333333333333,0.07503369397091768
0.2239999999999999,0.07503806028848187,0.2239999999999999,0.07503369397286792
0.2346666666666666,0.07503950880021437,0.2346666666666666,0.07503369397541422
0.2453333333333333,0.07504138760741416,0.2453333333333333,0.07503369397871677
0.2559999999999999,0.07504380680196301,0.2559999999999999,0.07503369398297145
0.2666666666666666,0.07504689883708625,0.2666666666666666,0.07503369398840846
0.2773333333333333,0.0750508218178942,0.2773333333333333,0.07503369399530749
0.2879999999999999,0.07505576329121004,0.2879999999999999,0.07503369400400005
0.2986666666666666,0.07506194471662982,0.2986666666666666,0.07503369401487324
0.3093333333333332,0.07506962680899791,0.3093333333333332,0.07503369402839168
0.3199999999999999,0.07507911590080528,0.3199999999999999,0.07503369404509209
0.3306666666666666,0.07509077136577576,0.3306666666666666,0.07503369406561405
0.3413333333333332,0.07510501396338337,0.3413333333333332,0.07503369409069935
0.3519999999999999,0.07512233470884122,0.3519999999999999,0.07503369412122086
0.3626666666666665,0.075143303555504,0.3626666666666665,0.07503369415819475
0.3733333333333332,0.0751685768257187,0.3733333333333332,0.07503369420278566
0.3839999999999998,0.07519890199352869,0.3839999999999998,0.07503369425633483
0.3946666666666665,0.07523511819023344,0.3946666666666665,0.07503369432035453
0.4053333333333332,0.07527815077909684,0.4053333333333332,0.07503369439651149
0.4159999999999998,0.07532899864051605,0.4159999999999998,0.07503369448662872
0.4266666666666665,0.07538871349721078,0.4266666666666665,0.07503369459263733
0.4373333333333331,0.07545837166948953,0.4373333333333331,0.07503369471653916
0.4479999999999998,0.07553903992676264,0.4479999999999998,0.07503369486035297
0.4586666666666664,0.07563173830770883,0.4586666666666664,0.07503369502604264
0.4693333333333331,0.07573740357871327,0.4693333333333331,0.07503369521547983
0.4799999999999998,0.07585685712271857,0.4799999999999998,0.0750336954303647
0.4906666666666664,0.07599078042307765,0.4906666666666664,0.07503369567220274
0.5013333333333331,0.07613970008858421,0.5013333333333331,0.07503369594227143
0.5119999999999998,0.07630398288800702,0.5119999999999998,0.0750336962416146
0.5226666666666665,0.07648383989654491,0.5226666666666665,0.07503369657104102
0.5333333333333332,0.07667933788187688,0.5333333333333332,0.07503369693115147
0.5439999999999999,0.07689041558965884,0.5439999999999999,0.07503369732235238
0.5546666666666666,0.07711690258752184,0.5546666666666666,0.07503369774489459
0.5653333333333334,0.07735853865579866,0.5653333333333334,0.07503369819889355
0.5760000000000001,0.07761499220934967,0.5760000000000001,0.07503369868436713
0.5866666666666668,0.07788587675931462,0.5866666666666668,0.0750336992012564
0.5973333333333335,0.07817076488634683,0.5973333333333335,0.07503369974944013
0.6080000000000002,0.07846919955494312,0.6080000000000002,0.0750337003287659
0.6186666666666669,0.07878070284514589,0.6186666666666669,0.0750337009390495
0.6293333333333336,0.0791047823265454,0.6293333333333336,0.07503370158008574
0.6400000000000003,0.0794409353728668,0.6400000000000003,0.07503370225165323
0.6506666666666671,0.0797886517360881,0.6506666666666671,0.07503370295352367
0.6613333333333338,0.08014741468696975,0.6613333333333338,0.07503370368544039
0.6720000000000005,0.08051670099867975,0.6720000000000005,0.07503370444713829
0.6826666666666672,0.08089598001247711,0.6826666666666672,0.07503370523832069
0.6933333333333339,0.08128471198554829,0.6933333333333339,0.07503370605865776
0.7040000000000006,0.08168234588486079,0.7040000000000006,0.07503370690777844
0.7146666666666673,0.08208831675945175,0.7146666666666673,0.07503370778525645
0.7253333333333341,0.0825020427972487,0.7253333333333341,0.07503370869059964
0.7360000000000008,0.0829229221515147,0.7360000000000008,0.07503370962324168
0.7466666666666675,0.08335032960600186,0.7466666666666675,0.07503371058251826
0.7573333333333342,0.08378361313612655,0.7573333333333342,0.07503371156765778
0.7680000000000009,0.08422209041561524,0.7680000000000009,0.07503371257776827
0.7786666666666676,0.08466504531352577,0.7786666666666676,0.07503371361181178
0.7893333333333343,0.08511172442504082,0.7893333333333343,0.07503371466859131
0.800000000000001,0.08556133368051375,0.800000000000001,0.07503371574673401
0.8106666666666678,0.08601347003222838,0.8106666666666678,0.07503371684573212
0.8213333333333345,0.08646788568166638,0.8213333333333345,0.07503371796542029
0.8320000000000012,0.08692286177726409,0.8320000000000012,0.07503371910191134
0.8426666666666679,0.08737720219357235,0.8426666666666679,0.07503372025242212
0.8533333333333346,0.08782979154005496,0.8533333333333346,0.07503372141421401
0.8640000000000013,0.08827949372054697,0.8640000000000013,0.07503372258434016
0.874666666666668,0.08872512795685158,0.874666666666668,0.07503372375957068
0.8853333333333347,0.08916546149974192,0.8853333333333347,0.07503372493636415
0.8960000000000015,0.08959920804797265,0.8960000000000015,0.07503372611085433
0.9066666666666682,0.09002502931087547,0.9066666666666682,0.07503372727884955
0.9173333333333349,0.09044153924273646,0.9173333333333349,0.07503372843582695
0.9280000000000016,0.09084731121105213,0.9280000000000016,0.07503372957695893
0.9386666666666683,0.09124088874807219,0.9386666666666683,0.07503373069714075
0.949333333333335,0.09162080083171102,0.949333333333335,0.07503373179103638
0.9600000000000017,0.09198558290759985,0.9600000000000017,0.07503373285314993
0.9706666666666685,0.09233380507790724,0.9706666666666685,0.0750337338779386
0.9813333333333352,0.09266410895375642,0.9813333333333352,0.07503373485992394
0.9920000000000019,0.09297525442130868,0.9920000000000019,0.07503373579387984
1.002666666666669,0.09326617673509467,1.002666666666669,0.0750337366750414
1.013333333333335,0.09353605258777668,1.013333333333335,0.07503373749934676
1.024000000000002,0.09378437085070186,1.024000000000002,0.07503373826371312
1.034666666666668,0.09401099965958216,1.034666666666668,0.0750337389662934
1.045333333333335,0.09421623738526023,1.045333333333335,0.07503373960668319
1.056000000000002,0.09440083281136384,1.056000000000002,0.07503374018603301
1.066666666666668,0.09456596211418729,1.066666666666668,0.07503374070700755
1.077333333333335,0.09471315843004534,1.077333333333335,0.07503374117358111
1.088000000000001,0.09484420214489646,1.088000000000001,0.07503374159068857
1.098666666666668,0.09496099138108166,1.098666666666668,0.07503374196380348
1.109333333333335,0.09506541681767736,1.109333333333335,0.07503374229852401
1.120000000000001,0.09515926090281041,1.120000000000001,0.07503374260022366
1.130666666666668,0.09524413163443778,1.130666666666668,0.07503374287380145
1.141333333333334,0.0953214307350356,1.141333333333334,0.07503374312357948
1.152000000000001,0.09539234919981572,1.152000000000001,0.07503374335324771
1.162666666666668,0.09545788081666186,1.162666666666668,0.07503374356590475
1.173333333333334,0.09551884510803482,1.173333333333334,0.07503374376411409
1.184000000000001,0.09557591343478497,1.184000000000001,0.07503374394998419
1.194666666666667,0.09562963440357758,1.194666666666667,0.07503374412524126
1.205333333333334,0.09568045660747448,1.205333333333334,0.07503374429130363
1.216000000000001,0.095728747975838,1.216000000000001,0.07503374444932681
1.226666666666667,0.09577481172258751,1.226666666666667,0.07503374460027676
1.237333333333334,0.09581889922855354,1.237333333333334,0.07503374474494497
1.248,0.09586122031981439,1.248,0.07503374488399572
1.258666666666667,0.09590195141186834,1.258666666666667,0.07503374501798808
1.269333333333334,0.09594124194287182,1.269333333333334,0.07503374514739693
1.28,0.09597921945370985,1.28,0.07503374527262539
1.290666666666667,0.09601599360623027,1.290666666666667,0.07503374539402034
1.301333333333333,0.096051659371255,1.301333333333333,0.07503374551188451
1.312,0.09608629956852946,1.312,0.07503374562648207
1.322666666666667,0.09611998689998182,1.322666666666667,0.07503374573803891
1.333333333333333,0.09615278558620946,1.333333333333333,0.07503374584676047
1.344,0.09618475269103299,1.344,0.07503374595283001
1.354666666666666,0.09621593919995042,1.354666666666666,0.07503374605640582
1.365333333333333,0.09624639090340248,1.365333333333333,0.07503374615763438
1.376,0.09627614912461978,1.376,0.0750337462566481
1.386666666666666,0.09630525132289537,1.386666666666666,0.0750337463535644
1.397333333333333,0.09633373159662485,1.397333333333333,0.07503374644849031
1.407999999999999,0.09636162110516815,1.407999999999999,0.0750337465415243
1.418666666666666,0.09638894842464327,1.418666666666666,0.07503374663275886
1.429333333333333,0.09641573984963962,1.429333333333333,0.07503374672227923
1.439999999999999,0.09644201965047774,1.439999999999999,0.07503374681015891
1.450666666666666,0.09646781029361536,1.450666666666666,0.07503374689646831
1.461333333333332,0.09649313263153225,1.461333333333332,0.07503374698127416
1.471999999999999,0.09651800606701554,1.471999999999999,0.07503374706464261
1.482666666666666,0.09654244869602112,1.482666666666666,0.07503374714662361
1.493333333333332,0.09656647743246631,1.493333333333332,0.07503374722727829
1.503999999999999,0.09659010811773966,1.503999999999999,0.07503374730665235
1.514666666666665,0.09661335561732916,1.514666666666665,0.07503374738479236
1.525333333333332,0.096636233906575,1.525333333333332,0.07503374746174651
1.535999999999999,0.09665875614753265,1.535999999999999,0.07503374753755317
1.546666666666665,0.0966809347590965,1.546666666666665,0.07503374761225519
1.557333333333332,0.09670278148382479,1.557333333333332,0.0750337476858859
1.567999999999999,0.09672430745944476,1.567999999999999,0.07503374775848241
1.578666666666665,0.09674552332161813,1.578666666666665,0.07503374783007859
1.589333333333332,0.09676643945773346,1.589333333333332,0.07503374790070916
1.6,0.09678706704419288,1.6,0.07503374797040824
