/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,0.02460471472230681,0,0,0.001186215457096399,0,0,0.005,0,0,8.348368977746377e-08,0
6666666.666666667,0.02130976482359532,-0.008200064566433558,6666666.666666667,0.000940012581450333,-0.0003873486033755827,6666666.666666667,0.005,0,6666666.666666667,7.452921310803603e-08,-4.405690506373926e-08
13333333.33333333,0.01573912553283895,-0.01172808994746385,13333333.33333333,0.0007063364940129437,-0.0003901818768978718,13333333.33333333,0.005,0,13333333.33333333,4.464631578692417e-08,-6.420327723839871e-08
20000000,0.01122015365665915,-0.01250133131085524,20000000,0.0006797441715668741,-0.0003808959822345359,20000000,0.005,0,20000000,2.443539030393657e-08,-8.016702413896697e-08
26666666.66666667,0.007916211759913552,-0.01219510058828681,26666666.66666667,0.0006789862731336103,-0.0004776223650013907,26666666.66666667,0.005,0,26666666.66666667,-9.662956321346853e-09,-9.798785800207472e-08
33333333.33333334,0.005514091598281684,-0.01148383602402284,33333333.33333334,0.0006130606531855627,-0.000616958417106535,33333333.33333334,0.005,0,33333333.33333334,-5.88923703838918e-08,-9.612385029498931e-08
40000000,0.003749390395312021,-0.01064770593285633,40000000,0.000482393145104557,-0.0007346789793092461,40000000,0.005,0,40000000,-1.041264299644644e-07,-6.558644316586366e-08
46666666.66666666,0.002433060431588273,-0.009806807446824734,46666666.66666666,0.0003172434074840585,-0.000801647523157904,46666666.66666666,0.005,0,46666666.66666666,-1.279460546980967e-07,-1.526916743540425e-08
53333333.33333333,0.001435049369212159,-0.009009945847107062,53333333.33333333,0.0001472530156989511,-0.0008146562674957782,53333333.33333333,0.005,0,53333333.33333333,-1.24746664459761e-07,3.86214704212265e-08
59999999.99999999,0.0006668286596449532,-0.008273961838391906,59999999.99999999,-7.556813935258182e-06,-0.0007832175997492696,59999999.99999999,0.005,0,59999999.99999999,-9.933789693690945e-08,8.244122795204537e-08
66666666.66666666,6.77125467801853e-05,-0.007601747107621118,66666666.66666666,-0.0001368684086406666,-0.0007207098390018064,66666666.66666666,0.005,0,66666666.66666666,-6.132390778967869e-08,1.091900729632157e-07
