"/net2 (R0=1000,Rf0=500) X","/net2 (R0=1000,Rf0=500) Y","/net2 (R0=3000,Rf0=1500) X","/net2 (R0=3000,Rf0=1500) Y","/net2 (R0=5000,Rf0=2500) X","/net2 (R0=5000,Rf0=2500) Y","/net2 (R0=7500,Rf0=3750) X","/net2 (R0=7500,Rf0=3750) Y","/net2 (R0=10000,Rf0=5000) X","/net2 (R0=10000,Rf0=5000) Y","/net2 (R0=15000,Rf0=7500) X","/net2 (R0=15000,Rf0=7500) Y","/net2 (R0=17500,Rf0=8750) X","/net2 (R0=17500,Rf0=8750) Y","/net2 (R0=20000,Rf0=10000) X","/net2 (R0=20000,Rf0=10000) Y","/net2 (R0=25000,Rf0=12500) X","/net2 (R0=25000,Rf0=12500) Y","/net2 (R0=27500,Rf0=13750) X","/net2 (R0=27500,Rf0=13750) Y","/net2 (R0=30000,Rf0=15000) X","/net2 (R0=30000,Rf0=15000) Y","/net2 (R0=35000,Rf0=17500) X","/net2 (R0=35000,Rf0=17500) Y","/net2 (R0=37500,Rf0=18750) X","/net2 (R0=37500,Rf0=18750) Y","/net2 (R0=40000,Rf0=20000) X","/net2 (R0=40000,Rf0=20000) Y"
0.1066666666666667,0.008609236404755775,0.1066666666666667,0.02086609153824297,0.1066666666666667,0.02956020067635338,0.1066666666666667,0.03772179434100679,0.1066666666666667,0.04407164495574669,0.1066666666666667,0.05362335297548853,0.1066666666666667,0.0573973056113757,0.1066666666666667,0.06071679256196834,0.1066666666666667,0.0663531860621849,0.1066666666666667,0.06879094266160636,0.1066666666666667,0.07103117645673845,0.1066666666666667,0.07503376367665129,0.1066666666666667,0.07683927458086244,0.1066666666666667,0.07853635139018374
0.1173333333333334,0.008609236912866669,0.1173333333333334,0.02086609456296984,0.1173333333333334,0.02956020689139829,0.1173333333333334,0.03772180480612455,0.1173333333333334,0.04407165973695616,0.1173333333333334,0.05362337634718026,0.1173333333333334,0.05739733323479821,0.1173333333333334,0.06071682441041691,0.1173333333333334,0.0663532263009369,0.1173333333333334,0.06879098707593971,0.1173333333333334,0.0710312250397728,0.1173333333333334,0.07503382059183529,0.1173333333333334,0.07683933566595928,0.1173333333333334,0.07853641665135504
0.128,0.008609237608686494,0.128,0.02086609870510833,0.128,0.02956021540244213,0.128,0.03772181913732937,0.128,0.0440716799787344,0.128,0.05362340835300355,0.128,0.05739737106306139,0.128,0.06071686802455203,0.128,0.06635328140500123,0.128,0.06879104789816752,0.128,0.07103129157075103,0.128,0.07503389853311528,0.128,0.07683941931765169,0.128,0.07853650602189627
0.1386666666666667,0.008609238558967825,0.1386666666666667,0.02086610436202998,0.1386666666666667,0.02956022702598291,0.1386666666666667,0.03772183870947608,0.1386666666666667,0.04407170762296445,0.1386666666666667,0.05362345206342779,0.1386666666666667,0.05739742272521606,0.1386666666666667,0.06071692758850024,0.1386666666666667,0.06635335666081185,0.1386666666666667,0.06879113096331323,0.1386666666666667,0.07103138243237739,0.1386666666666667,0.07503400497788675,0.1386666666666667,0.07683953356118124,0.1386666666666667,0.07853662807571547
0.1493333333333333,0.008609239852741365,0.1493333333333333,0.02086611206372585,0.1493333333333333,0.02956024285102206,0.1493333333333333,0.03772186535626825,0.1493333333333333,0.04407174525962804,0.1493333333333333,0.05362351157369614,0.1493333333333333,0.05739749306151796,0.1493333333333333,0.06071700868285515,0.1493333333333333,0.06635345911917989,0.1493333333333333,0.0687912440538731,0.1493333333333333,0.07103150613763294,0.1493333333333333,0.07503414989919095,0.1493333333333333,0.07683968910030646,0.1493333333333333,0.07853679424836474
0.16,0.008609241607968237,0.16,0.02086612251240914,0.16,0.0295602643204348,0.16,0.0377219015072851,0.16,0.04407179632034126,0.16,0.0536235923098429,0.16,0.05739758848512231,0.16,0.0607171187017012,0.16,0.06635359812220437,0.16,0.06879139748142277,0.16,0.07103167396598163,0.16,0.07503434651107105,0.16,0.07683990011726061,0.16,0.0785370196917063
0.1706666666666667,0.008609243979788017,0.1706666666666667,0.02086613663161562,0.1706666666666667,0.02956029333186371,0.1706666666666667,0.03772195035786588,0.1706666666666667,0.04407186531831612,0.1706666666666667,0.05362370140813962,0.1706666666666667,0.05739771743056738,0.1706666666666667,0.06071726736970413,0.1706666666666667,0.06635378595660872,0.1706666666666667,0.06879160480775988,0.1706666666666667,0.07103190075221166,0.1706666666666667,0.07503461219274207,0.1706666666666667,0.07684018526466529,0.1706666666666667,0.07853732433366908
0.1813333333333333,0.008609247170567783,0.1813333333333333,0.02086615562602599,0.1813333333333333,0.02956033236064268,0.1813333333333333,0.03772201607610692,0.1813333333333333,0.04407195814073412,0.1813333333333333,0.05362384817741542,0.1813333333333333,0.05739789090021771,0.1813333333333333,0.06071746737215701,0.1813333333333333,0.06635403864982735,0.1813333333333333,0.06879188372363854,0.1813333333333333,0.07103220584768884,0.1813333333333333,0.07503496961476978,0.1813333333333333,0.07684056887426415,0.1813333333333333,0.07853773416965504
0.192,0.00860925144191314,0.192,0.02086618105297163,0.192,0.0295603846067297,0.192,0.03772210405028417,0.192,0.04407208239823383,0.192,0.05362404465171276,0.192,0.05739812311749187,0.192,0.06071773510815411,0.192,0.06635437692169496,0.192,0.06879225709925958,0.192,0.07103261426948336,0.192,0.07503544808542996,0.192,0.07684108240198358,0.192,0.07853828280646637
0.2026666666666666,0.008609257128733823,0.2026666666666666,0.02086621490617227,0.2026666666666666,0.02956045416677745,0.2026666666666666,0.03772222117861414,0.2026666666666666,0.04407224783420544,0.2026666666666666,0.05362430623755268,0.2026666666666666,0.05739843229192743,0.2026666666666666,0.06071809157273752,0.2026666666666666,0.06635482729913909,0.2026666666666666,0.06879275421472344,0.2026666666666666,0.0710331580464358,0.2026666666666666,0.07503608512782506,0.2026666666666666,0.07684176612072685,0.2026666666666666,0.07853901327096088
0.2133333333333333,0.008609264655370374,0.2133333333333333,0.02086625971174818,0.2133333333333333,0.02956054623143651,0.2133333333333333,0.03772237620151885,0.2133333333333333,0.04407246679413981,0.2133333333333333,0.05362465245621108,0.2133333333333333,0.05739884149658499,0.2133333333333333,0.06071856336859566,0.2133333333333333,0.06635542339467515,0.2133333333333333,0.06879341217134587,0.2133333333333333,0.07103387776306282,0.2133333333333333,0.07503692828897159,0.2133333333333333,0.07684267106220431,0.2133333333333333,0.07853998008484452
0.2239999999999999,0.008609274553710584,0.2239999999999999,0.02086631863608517,0.2239999999999999,0.02956066730702124,0.2239999999999999,0.03772258007493497,0.2239999999999999,0.0440727547529897,0.2239999999999999,0.05362510777781226,0.2239999999999999,0.0573993796540156,0.2239999999999999,0.06071918384302456,0.2239999999999999,0.06635620734330505,0.2239999999999999,0.06879427747789094,0.2239999999999999,0.07103482429495943,0.2239999999999999,0.07503803717342626,0.2239999999999999,0.07684386119987126,0.2239999999999999,0.078541251597199
0.2346666666666666,0.008609287483182395,0.2346666666666666,0.02086639560488128,0.2346666666666666,0.02956082546017397,0.2346666666666666,0.03772284638239292,0.2346666666666666,0.04407313089732305,0.2346666666666666,0.05362570254223081,0.2346666666666666,0.05740008262494084,0.2346666666666666,0.06071999434336486,0.2346666666666666,0.0663572313893994,0.2346666666666666,0.06879540780250011,0.2346666666666666,0.07103606072556462,0.2346666666666666,0.07503948568974597,0.2346666666666666,0.07684541586052013,0.2346666666666666,0.07854291256150496
0.2453333333333333,0.008609304252551901,0.2453333333333333,0.0208664954329577,0.2453333333333333,0.02956103058467535,0.2453333333333333,0.03772319178443089,0.2453333333333333,0.04407361876030497,0.2453333333333333,0.05362647396373652,0.2453333333333333,0.05740099439601853,0.2453333333333333,0.06072104558688103,0.2453333333333333,0.06635855961851192,0.2453333333333333,0.06879687388482524,0.2453333333333333,0.07103766443841664,0.2453333333333333,0.07504136450312357,0.2453333333333333,0.07684743235741338,0.2453333333333333,0.07854506694966737
0.2559999999999999,0.008609325843613574,0.2559999999999999,0.02086662396535834,0.2559999999999999,0.02956129469149709,0.2559999999999999,0.03772363650724184,0.2559999999999999,0.0440742469121903,0.2559999999999999,0.05362746722376789,0.2559999999999999,0.05740216837198332,0.2559999999999999,0.0607223991511879,0.2559999999999999,0.06636026984212455,0.2559999999999999,0.06879876161725113,0.2559999999999999,0.07103972939472705,0.2559999999999999,0.07504378370592757,0.2559999999999999,0.07685002885775971,0.2559999999999999,0.07854784101689351
0.2666666666666666,0.008609353437156565,0.2666666666666666,0.02086678823204276,0.2666666666666666,0.02956163222684723,0.2666666666666666,0.03772420487857441,0.2666666666666666,0.04407504971773221,0.2666666666666666,0.05362873667001122,0.2666666666666666,0.05740366879372397,0.2666666666666666,0.06072412911021481,0.2666666666666666,0.06636245566710239,0.2666666666666666,0.06880117433050528,0.2666666666666666,0.07104236863503853,0.2666666666666666,0.07504687575198404,0.2666666666666666,0.07685334753392312,0.2666666666666666,0.07855138667039224
0.2773333333333333,0.008609388441999028,0.2773333333333333,0.02086699662089344,0.2773333333333333,0.02956206042794662,0.2773333333333333,0.03772492592734603,0.2773333333333333,0.04407606818382224,0.2773333333333333,0.05363034715887915,0.2773333333333333,0.05740557232628258,0.2773333333333333,0.06072632386657675,0.2773333333333333,0.06636522881454938,0.2773333333333333,0.06880423535521001,0.2773333333333333,0.07104571708348284,0.2773333333333333,0.07505079874713867,0.2773333333333333,0.07685755809793884,0.2773333333333333,0.07855588524863626
0.2879999999999999,0.008609432528316804,0.2879999999999999,0.02086725907637365,0.2879999999999999,0.0295625997316443,0.2879999999999999,0.03772583407249022,0.2879999999999999,0.04407735093350316,0.2879999999999999,0.0536323755988708,0.2879999999999999,0.05740796988486926,0.2879999999999999,0.0607290882590708,0.2879999999999999,0.06636872178806083,0.2879999999999999,0.06880809097008604,0.2879999999999999,0.07104993477605992,0.2879999999999999,0.07505574023911231,0.2879999999999999,0.07686286187330146,0.2879999999999999,0.0785615518760602
0.2986666666666666,0.008609487666822289,0.2986666666666666,0.02086758733312381,0.2986666666666666,0.02956327425501909,0.2986666666666666,0.03772696993338227,0.2986666666666666,0.04407895535220056,0.2986666666666666,0.05363491276773084,0.2986666666666666,0.05741096878538689,0.2986666666666666,0.06073254604531986,0.2986666666666666,0.0663730910184657,0.2986666666666666,0.06881291387750804,0.2986666666666666,0.07105521066731628,0.2986666666666666,0.07506192168856858,0.2986666666666666,0.07686949659982424,0.2986666666666666,0.07856864060307815
0.3093333333333332,0.008609556175394145,0.3093333333333332,0.02086799519407756,0.3093333333333332,0.02956411236773334,0.3093333333333332,0.03772838129528536,0.3093333333333332,0.04408094895360383,0.3093333333333332,0.05363806547903871,0.3093333333333332,0.05741469530916781,0.3093333333333332,0.06073684286340592,0.3093333333333332,0.0663785206173987,0.3093333333333332,0.0688189073530408,0.3093333333333332,0.0710617671764598,0.3093333333333332,0.07506960381160979,0.3093333333333332,0.07687774217656737,0.3093333333333332,0.07857745055126279
0.3199999999999999,0.00860964077434836,0.3199999999999999,0.02086849886025247,0.3199999999999999,0.0295651473709518,0.3199999999999999,0.03773012425497081,0.3199999999999999,0.04408341100100845,0.3199999999999999,0.05364195915572359,0.3199999999999999,0.05741929775042886,0.3199999999999999,0.06074214975208318,0.3199999999999999,0.06638522684166893,0.3199999999999999,0.06882631018238702,0.3199999999999999,0.07106986559786996,0.3199999999999999,0.07507909294223174,0.3199999999999999,0.07688792750336339,0.3199999999999999,0.07858833323645595
0.3306666666666666,0.008609744650532698,0.3306666666666666,0.02086911731338773,0.3306666666666666,0.02956641828539589,0.3306666666666666,0.03773226455113256,0.3306666666666666,0.04408643439104765,0.3306666666666666,0.05364674082266712,0.3306666666666666,0.05742494996150574,0.3306666666666666,0.06074866724769284,0.3306666666666666,0.06639346329342713,0.3306666666666666,0.06883540241442383,0.3306666666666666,0.0710798124086795,0.3306666666666666,0.07509074845590276,0.3306666666666666,0.07690043846677803,0.3306666666666666,0.07860170112046115
0.3413333333333332,0.008609871528742376,0.3413333333333332,0.02086987274261309,0.3413333333333332,0.02956797073062083,0.3413333333333332,0.03773487904983506,0.3413333333333332,0.04409012775829502,0.3413333333333332,0.05365258245435729,0.3413333333333332,0.05743185532110296,0.3413333333333332,0.06075662997275651,0.3413333333333332,0.06640352675143014,0.3413333333333332,0.0688465118163526,0.3413333333333332,0.07109196635036304,0.3413333333333332,0.07510499111417747,0.3413333333333332,0.07691572692221013,0.3413333333333332,0.07861803723524013
0.3519999999999999,0.008610025746597359,0.3519999999999999,0.02087079099233789,0.3519999999999999,0.02956985784891652,0.3519999999999999,0.03773805730704112,0.3519999999999999,0.04409461769132549,0.3519999999999999,0.05365968450669784,0.3519999999999999,0.05744025092486559,0.3519999999999999,0.06076631148617809,0.3519999999999999,0.06641576334639945,0.3519999999999999,0.06886002071611019,0.3519999999999999,0.07110674594223212,0.3519999999999999,0.07512231193469183,0.3519999999999999,0.07693432025043341,0.3519999999999999,0.07863790543205093
0.3626666666666665,0.008610212326108396,0.3626666666666665,0.02087190199123395,0.3626666666666665,0.02957214119172704,0.3626666666666665,0.03774190307060162,0.3626666666666665,0.04410005086672551,0.3626666666666665,0.05366827932962869,0.3626666666666665,0.05745041164121744,0.3626666666666665,0.06077802898525975,0.3626666666666665,0.06643057456716159,0.3626666666666665,0.06887637266809106,0.3626666666666665,0.07112463681263476,0.3626666666666665,0.0751432808736588,0.3626666666666665,0.07695683072691492,0.3626666666666665,0.07866196044569121
0.3733333333333332,0.008610437031951738,0.3733333333333332,0.02087324010314331,0.3733333333333332,0.02957489144738916,0.3733333333333332,0.03774653551837991,0.3733333333333332,0.04410659581484165,0.3733333333333332,0.05367863401108926,0.3733333333333332,0.05746265350309068,0.3733333333333332,0.06079214725121088,0.3733333333333332,0.06644842233442808,0.3733333333333332,0.06889607810271087,0.3733333333333332,0.07114619793295443,0.3733333333333332,0.07516855425677016,0.3733333333333332,0.0769839635661468,0.3733333333333332,0.07869095656279394
0.3839999999999998,0.008610706403470557,0.3839999999999998,0.02087484432286603,0.3839999999999998,0.02957818885230247,0.3839999999999998,0.03775208996744012,0.3839999999999998,0.04411444394395832,0.3839999999999998,0.05369105206531372,0.3839999999999998,0.0574773357436575,0.3839999999999998,0.06080908104273712,0.3839999999999998,0.06646983214289469,0.3839999999999998,0.06891971786009583,0.3839999999999998,0.07117206555502149,0.3839999999999998,0.0751988795619624,0.3839999999999998,0.07701652214676241,0.3839999999999998,0.07872575330279022
0.3946666666666665,0.008611027745383441,0.3946666666666665,0.02087675822764178,0.3946666666666665,0.0295821231026511,0.3946666666666665,0.03775871774704977,0.3946666666666665,0.04412380938988095,0.3946666666666665,0.0537058732837882,0.3946666666666665,0.05749486067217302,0.3946666666666665,0.06082929501288675,0.3946666666666665,0.06649539310871186,0.3946666666666665,0.06894794332730855,0.3946666666666665,0.07120295345449058,0.3946666666666665,0.07523509592500423,0.3946666666666665,0.07705540867344958,0.3946666666666665,0.07876731625320761
0.4053333333333332,0.008611409062120547,0.4053333333333332,0.02087902959467905,0.4053333333333332,0.0295867925826746,0.4053333333333332,0.03776658492612828,0.4053333333333332,0.044134927254566,0.4053333333333332,0.05372347106081915,0.4053333333333332,0.05751567057791576,0.4053333333333332,0.06085330021441845,0.4053333333333332,0.06652575374494001,0.4053333333333332,0.0689814718816424,0.4053333333333332,0.07123964806346822,0.4053333333333332,0.0752781287141961,0.4053333333333332,0.07710161850415716,0.4053333333333332,0.07881671117025024
0.4159999999999998,0.008611858923656679,0.4159999999999998,0.02088170961247678,0.4159999999999998,0.02959230276098132,0.4159999999999998,0.03777586964494928,0.4159999999999998,0.04414804988031172,0.4159999999999998,0.0537442466346293,0.4159999999999998,0.05754024100138559,0.4159999999999998,0.06088164643175908,0.4159999999999998,0.06656161250280174,0.4159999999999998,0.06902107657834873,0.4159999999999998,0.07128299733142045,0.4159999999999998,0.07532897681545271,0.4159999999999998,0.07715622668520304,0.4159999999999998,0.07887508978877712
0.4266666666666665,0.008612386257347199,0.4266666666666665,0.02088485165292715,0.4266666666666665,0.02959876368655471,0.4266666666666665,0.03778675793510929,0.4266666666666665,0.04416344099451923,0.4266666666666665,0.05376861997970256,0.4266666666666665,0.05756907005855254,0.4266666666666665,0.06091490997525261,0.4266666666666665,0.06660370261341113,0.4266666666666665,0.06906756956657398,0.4266666666666665,0.07133389274712633,0.4266666666666665,0.07538869195732879,0.4266666666666665,0.07722036597174886,0.4266666666666665,0.07894366656671403
0.4373333333333331,0.008613000070367359,0.4373333333333331,0.02088850963094927,0.4373333333333331,0.02960628663839214,0.4373333333333331,0.03779943811663967,0.4373333333333331,0.04418136784800842,0.4373333333333331,0.05379701753731232,0.4373333333333331,0.05760266403485179,0.4373333333333331,0.06095367718274251,0.4373333333333331,0.06665277152793614,0.4373333333333331,0.06912177955611291,0.4373333333333331,0.07139324486770862,0.4373333333333331,0.07545835046599811,0.4373333333333331,0.07729519674424457,0.4373333333333331,0.07902368679416022
0.4479999999999998,0.008613709119407589,0.4479999999999998,0.02089273604982133,0.4479999999999998,0.02961498012886785,0.4479999999999998,0.03781409410619108,0.4479999999999998,0.04420209181460579,0.4479999999999998,0.05382985751200037,0.4479999999999998,0.05764152010233637,0.4479999999999998,0.06099852460477242,0.4479999999999998,0.06670955617070179,0.4479999999999998,0.06918452466524595,0.4479999999999998,0.07146195379882965,0.4479999999999998,0.07553901911640051,0.4479999999999998,0.07738187059563252,0.4479999999999998,0.07911638794915646
0.4586666666666664,0.008614521555575043,0.4586666666666664,0.02089757989737156,0.4586666666666664,0.02962494559814668,0.4586666666666664,0.03783089820046228,0.4586666666666664,0.04422585824378542,0.4586666666666664,0.05386753397072699,0.4586666666666664,0.0576861076129641,0.4586666666666664,0.06104999753867984,0.4586666666666664,0.06677475608441315,0.4586666666666664,0.06925658293108634,0.4586666666666664,0.07154087710692168,0.4586666666666664,0.07563171795192404,0.4586666666666664,0.07748149065415255,0.4586666666666664,0.07922295755535143
0.4693333333333331,0.00861544457979304,0.4693333333333331,0.02090308460178808,0.4693333333333331,0.02963627322641313,0.4693333333333331,0.03785000404932694,0.4693333333333331,0.04425288657001376,0.4693333333333331,0.05391040131506458,0.4693333333333331,0.05773684981447266,0.4693333333333331,0.06110858902951389,0.4693333333333331,0.06684900711600889,0.4693333333333331,0.06933866339076875,0.4693333333333331,0.07163079832841204,0.4693333333333331,0.07573738374238176,0.4693333333333331,0.07759507256007137,0.4693333333333331,0.07934449170628637
0.4799999999999998,0.008616484144863714,0.4799999999999998,0.02090928626118707,0.4799999999999998,0.02964903830194294,0.4799999999999998,0.03787154055254166,0.4799999999999998,0.04428336171039652,0.4799999999999998,0.05395876074250652,0.4799999999999998,0.05779410789018721,0.4799999999999998,0.06117472151984597,0.4799999999999998,0.06693285837471405,0.4799999999999998,0.06943138073453355,0.4799999999999998,0.07173239934342862,0.4799999999999998,0.07585683787237826,0.4799999999999998,0.07772351014722004,0.4799999999999998,0.07948195856371142
0.4906666666666664,0.008617644734102698,0.4906666666666664,0.02091621232417905,0.4906666666666664,0.02966329850788105,0.4906666666666664,0.03789560728846526,0.4906666666666664,0.04431742760656106,0.4906666666666664,0.0540128500396658,0.4906666666666664,0.05785816890349824,0.4906666666666664,0.06124873296377492,0.4906666666666664,0.06702675473734426,0.4906666666666664,0.06953523603155672,0.4906666666666664,0.07184623933819329,0.4906666666666664,0.07599076182482398,0.4906666666666664,0.07786754921141438,0.4906666666666664,0.07963617042774303
0.5013333333333331,0.008618929234590707,0.5013333333333331,0.02092388082862142,0.5013333333333331,0.02967909234753192,0.5013333333333331,0.03792227184404929,0.5013333333333331,0.0443551834311012,0.5013333333333331,0.05407283752599708,0.5013333333333331,0.05792923861205873,0.5013333333333331,0.06133086851468768,0.5013333333333331,0.06713102629460888,0.5013333333333331,0.06965060506219224,0.5013333333333331,0.07197274202846679,0.5013333333333331,0.07613968220576754,0.5013333333333331,0.07802777144741573,0.5013333333333331,0.07980776659499987
0.5119999999999998,0.008620338908813724,0.5119999999999998,0.02093230022136042,0.5119999999999998,0.0296964387555662,0.5119999999999998,0.03795156912687096,0.5119999999999998,0.0443966825738201,0.5119999999999998,0.05413882033333483,0.5119999999999998,0.05800743937221346,0.5119999999999998,0.06142127804266847,0.5119999999999998,0.06724588506508437,0.5119999999999998,0.06977773461870691,0.5119999999999998,0.0721121915415337,0.5119999999999998,0.07630396577893708,0.5119999999999998,0.07820458905813779,0.5119999999999998,0.0799972075436723
0.5226666666666665,0.008621873455331991,0.5226666666666665,0.02094146970409013,0.5226666666666665,0.02971533778376761,0.5226666666666665,0.0379835024741914,0.5226666666666665,0.04444193414967394,0.5226666666666665,0.05421082662243896,0.5226666666666665,0.05809281266742575,0.5226666666666665,0.06152001894957067,0.5226666666666665,0.06737142831818833,0.5226666666666665,0.06991674605455979,0.5226666666666665,0.07226473617660552,0.5226666666666665,0.07648382361239149,0.5226666666666665,0.07839824908105614,0.5226666666666665,0.08020477943377635
0.5333333333333332,0.008623531139793684,0.5333333333333332,0.02095137999527663,0.5333333333333332,0.02973577213711398,0.5333333333333332,0.03801804618503477,0.5333333333333332,0.04449090650474888,0.5333333333333332,0.05428882092188576,0.5333333333333332,0.0581853253052709,0.5333333333333332,0.06162706318858741,0.5333333333333332,0.06750764714515856,0.5333333333333332,0.07006764459062889,0.5333333333333332,0.07243039842343368,0.5333333333333332,0.07667932246492111,0.5333333333333332,0.07860884543551507,0.5333333333333332,0.08043060680352006
0.5439999999999999,0.008625308973199252,0.5439999999999999,0.0209620143719532,0.5439999999999999,0.02975770928243895,0.5439999999999999,0.03805514901149695,0.5439999999999999,0.04454353207023168,0.5439999999999999,0.05437271157635492,0.5439999999999999,0.05828487809413444,0.5439999999999999,0.06174230712694571,0.5439999999999999,0.06765443858086888,0.5439999999999999,0.07023033251731027,0.5439999999999999,0.0726090892164151,0.5439999999999999,0.0768904010720322,0.5439999999999999,0.0788363361945439,0.5439999999999999,0.08067467081067035
