/out0 X,/out0 YRe,/out0 YReImag,/Vin X,/Vin YRe,/Vin YReImag
600000000.0000002,-6.758280045943055e-06,-1.990643304926266e-05,600000000.0000002,0.1,0
606666666.6666669,-6.921800967487716e-06,-1.956295675237575e-05,606666666.6666669,0.1,0
613333333.3333335,-7.07600192184583e-06,-1.922232883875113e-05,613333333.3333335,0.1,0
620000000.0000001,-7.22117159324281e-06,-1.888473753693794e-05,620000000.0000001,0.1,0
626666666.6666667,-7.357596498071477e-06,-1.855035462925222e-05,626666666.6666667,0.1,0
633333333.3333334,-7.485560376305121e-06,-1.821933625932257e-05,633333333.3333334,0.1,0
640000000,-7.60534365151218e-06,-1.789182372218011e-05,640000000,0.1,0
646666666.6666666,-7.717222954484862e-06,-1.756794423509185e-05,646666666.6666666,0.1,0
653333333.3333333,-7.82147070574942e-06,-1.724781168767453e-05,653333333.3333333,0.1,0
659999999.9999999,-7.918354752498923e-06,-1.693152737009476e-05,659999999.9999999,0.1,0
666666666.6666665,-8.008138055698657e-06,-1.66191806784038e-05,666666666.6666665,0.1,0
673333333.3333331,-8.091078423412266e-06,-1.631084979628903e-05,673333333.3333331,0.1,0
679999999.9999998,-8.167428286544882e-06,-1.600660235270563e-05,679999999.9999998,0.1,0
686666666.6666664,-8.23743451348975e-06,-1.570649605508875e-05,686666666.6666664,0.1,0
693333333.333333,-8.301338260334169e-06,-1.541057929793355e-05,693333333.333333,0.1,0
699999999.9999996,-8.359374853508367e-06,-1.511889174674377e-05,699999999.9999996,0.1,0
706666666.6666663,-8.411773701952052e-06,-1.483146489744312e-05,706666666.6666663,0.1,0
713333333.3333329,-8.458758236066974e-06,-1.45483226114592e-05,713333333.3333329,0.1,0
719999999.9999995,-8.500545870885391e-06,-1.42694816267941e-05,719999999.9999995,0.1,0
726666666.6666662,-8.537347991103196e-06,-1.399495204549264e-05,726666666.6666662,0.1,0
733333333.3333328,-8.569369955748706e-06,-1.372473779794512e-05,733333333.3333328,0.1,0
739999999.9999994,-8.596811120431304e-06,-1.345883708459318e-05,739999999.9999994,0.1,0
746666666.666666,-8.61986487527887e-06,-1.319724279558275e-05,746666666.666666,0.1,0
753333333.3333327,-8.638718696802772e-06,-1.293994290901137e-05,753333333.3333327,0.1,0
759999999.9999993,-8.653554212049727e-06,-1.268692086840302e-05,759999999.9999993,0.1,0
766666666.6666659,-8.664547273565946e-06,-1.243815594010059e-05,766666666.6666659,0.1,0
773333333.3333325,-8.671868043781766e-06,-1.219362355126127e-05,773333333.3333325,0.1,0
779999999.9999992,-8.675681087554308e-06,-1.195329560917506e-05,779999999.9999992,0.1,0
786666666.6666658,-8.676145471716741e-06,-1.171714080259908e-05,786666666.6666658,0.1,0
793333333.3333324,-8.673414870561343e-06,-1.148512488584664e-05,793333333.3333324,0.1,0
799999999.999999,-8.667637676315948e-06,-1.125721094631893e-05,799999999.999999,0.1,0
806666666.6666657,-8.658957113695086e-06,-1.103335965621021e-05,806666666.6666657,0.1,0
813333333.3333323,-8.647511357769932e-06,-1.081352950906223e-05,813333333.3333323,0.1,0
819999999.9999989,-8.633433654397129e-06,-1.05976770418684e-05,819999999.9999989,0.1,0
826666666.6666656,-8.616852442577541e-06,-1.038575704339223e-05,826666666.6666656,0.1,0
833333333.3333322,-8.597891478133307e-06,-1.017772274935918e-05,833333333.3333322,0.1,0
839999999.9999988,-8.576669958195292e-06,-9.973526025156885e-06,839999999.9999988,0.1,0
846666666.6666654,-8.553302646005483e-06,-9.773117536670878e-06,846666666.6666654,0.1,0
853333333.3333321,-8.52789999562517e-06,-9.576446909852998e-06,853333333.3333321,0.1,0
859999999.9999987,-8.500568276154042e-06,-9.383462879600458e-06,859999999.9999987,0.1,0
866666666.6666653,-8.4714096951505e-06,-9.194113428513407e-06,866666666.6666653,0.1,0
873333333.3333319,-8.440522520932888e-06,-9.008345916069283e-06,873333333.3333319,0.1,0
879999999.9999986,-8.40800120351316e-06,-8.826107198728291e-06,879999999.9999986,0.1,0
886666666.6666652,-8.373936493939524e-06,-8.647343741471993e-06,886666666.6666652,0.1,0
893333333.3333318,-8.338415561855713e-06,-8.472001721256099e-06,893333333.3333318,0.1,0
899999999.9999985,-8.301522111085496e-06,-8.300027122826664e-06,899999999.9999985,0.1,0
906666666.6666651,-8.263336493132722e-06,-8.131365827344265e-06,906666666.6666651,0.1,0
913333333.3333317,-8.223935818450244e-06,-7.965963694226178e-06,913333333.3333317,0.1,0
919999999.9999983,-8.183394065387837e-06,-7.803766636611876e-06,919999999.9999983,0.1,0
926666666.666665,-8.141782186740324e-06,-7.644720690821254e-06,926666666.666665,0.1,0
933333333.3333316,-8.099168213824116e-06,-7.488772080179113e-06,933333333.3333316,0.1,0
939999999.9999982,-8.055617358039778e-06,-7.335867273527737e-06,939999999.9999982,0.1,0
946666666.6666648,-8.011192109877555e-06,-7.185953038781546e-06,946666666.6666648,0.1,0
953333333.3333315,-7.965952335354721e-06,-7.038976491802933e-06,953333333.3333315,0.1,0
959999999.9999981,-7.919955369854621e-06,-6.894885140913111e-06,959999999.9999981,0.1,0
966666666.6666647,-7.873256109381728e-06,-6.753626927306084e-06,966666666.6666647,0.1,0
973333333.3333313,-7.825907099227106e-06,-6.615150261629179e-06,973333333.3333313,0.1,0
979999999.999998,-7.777958620064175e-06,-6.479404056980574e-06,979999999.999998,0.1,0
986666666.6666646,-7.729458771486644e-06,-6.34633775855492e-06,986666666.6666646,0.1,0
993333333.3333312,-7.68045355303269e-06,-6.215901370164691e-06,993333333.3333312,0.1,0
1000000000,-7.630986942698875e-06,-6.08804547783919e-06,1000000000,0.1,0
