/out0 X,/out0 Y,/Vin X,/Vin Y
-60,0.07149507540271631,-60,0.75
-58.6,0.07175392731139778,-58.6,0.75
-57.2,0.07194693070686117,-57.2,0.75
-55.8,0.07213985743866917,-55.8,0.75
-54.40000000000001,0.07233270659514095,-54.40000000000001,0.75
-53.00000000000001,0.07252547701086136,-53.00000000000001,0.75
-51.60000000000001,0.07271816748510447,-51.60000000000001,0.75
-50.20000000000001,0.07291077678523472,-50.20000000000001,0.75
-48.80000000000001,0.07310330364982438,-48.80000000000001,0.75
-47.40000000000001,0.07329574679159317,-47.40000000000001,0.75
-46.00000000000001,0.07348810490010334,-46.00000000000001,0.75
-44.60000000000002,0.0736803766442883,-44.60000000000002,0.75
-43.20000000000002,0.07387256067474636,-43.20000000000002,0.75
-41.80000000000002,0.07406465562593005,-41.80000000000002,0.75
-40.40000000000002,0.07425666011808089,-40.40000000000002,0.75
-39.00000000000002,0.07444857275907751,-39.00000000000002,0.75
-37.60000000000002,0.07464039214608141,-37.60000000000002,0.75
-36.20000000000002,0.07483211686707576,-36.20000000000002,0.75
-34.80000000000003,0.07502374550226434,-34.80000000000003,0.75
-33.40000000000003,0.07521527662532573,-33.40000000000003,0.75
-32.00000000000003,0.07540670880458146,-32.00000000000003,0.75
-30.60000000000003,0.07559804060402363,-30.60000000000003,0.75
-29.20000000000003,0.0757892705842784,-29.20000000000003,0.75
-27.80000000000003,0.07598039730342097,-27.80000000000003,0.75
-26.40000000000003,0.07617141931776748,-26.40000000000003,0.75
-25.00000000000004,0.07636233518251623,-25.00000000000004,0.75
-23.60000000000004,0.0765555930089131,-23.60000000000004,0.75
-22.20000000000004,0.07674942417067762,-22.20000000000004,0.75
-20.80000000000004,0.07694313476036499,-20.80000000000004,0.75
-19.40000000000004,0.07713672371602515,-19.40000000000004,0.75
-18.00000000000004,0.07733019002828648,-18.00000000000004,0.75
-16.60000000000004,0.07752353267615951,-16.60000000000004,0.75
-15.20000000000004,0.07771675063237395,-15.20000000000004,0.75
-13.80000000000004,0.07790984286379173,-13.80000000000004,0.75
-12.40000000000004,0.07810280833177163,-12.40000000000004,0.75
-11.00000000000004,0.07829564599251897,-11.00000000000004,0.75
-9.600000000000042,0.07848835479736248,-9.600000000000042,0.75
-8.200000000000042,0.07868093369302147,-8.200000000000042,0.75
-6.800000000000042,0.07887338162182579,-6.800000000000042,0.75
-5.400000000000041,0.07906569752189874,-5.400000000000041,0.75
-4.000000000000041,0.07925788032736338,-4.000000000000041,0.75
-2.600000000000041,0.07944992896844331,-2.600000000000041,0.75
-1.200000000000041,0.07964184237162907,-1.200000000000041,0.75
0.1999999999999589,0.07983361945975978,0.1999999999999589,0.75
1.599999999999959,0.08002525915214087,1.599999999999959,0.75
2.999999999999959,0.08021676036460788,2.999999999999959,0.75
4.399999999999959,0.08040812200961192,4.399999999999959,0.75
5.799999999999958,0.08059934299627659,5.799999999999958,0.75
