/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,6.496815485900581e-05,0,0,7.813527753386674e-07,0,0,0.005,0,0,2.742913165313765e-08,0
6666666.666666667,6.74923634651932e-05,3.348219343718554e-05,6666666.666666667,9.581104876503388e-07,-1.615442101722238e-10,6666666.666666667,0.005,0,6666666.666666667,9.132702062390677e-09,-1.696461179905107e-08
13333333.33333333,7.858223577006661e-05,7.000802196794733e-05,13333333.33333333,1.518164935685099e-06,-1.947260032923578e-07,13333333.33333333,0.005,0,13333333.33333333,-3.582795701966649e-10,-1.783227095170967e-08
20000000,0.0001038939556632648,0.0001059637526642337,20000000,2.350610068913293e-06,-9.270826894942326e-07,20000000,0.005,0,20000000,-9.578037799886309e-09,-1.810569188678337e-08
26666666.66666667,0.0001441549775791184,0.0001332142827221165,26666666.66666667,3.021818361244656e-06,-2.435727136553266e-06,26666666.66666667,0.005,0,26666666.66666667,-1.977587723051525e-08,-1.402768013359926e-08
33333333.33333334,0.0001942738845529724,0.0001449972815893621,33333333.33333334,2.983524387420871e-06,-4.576485529724024e-06,33333333.33333334,0.005,0,33333333.33333334,-2.76243115373657e-08,-4.535345933189052e-09
40000000,0.0002466537948687285,0.0001389111183423658,40000000,1.902289370068016e-06,-6.867365525389044e-06,40000000,0.005,0,40000000,-3.010360042473318e-08,8.320938632274052e-09
46666666.66666666,0.0002943805844516127,0.0001165725028518269,46666666.66666666,-1.976535489133117e-07,-8.739970453910288e-06,46666666.66666666,0.005,0,46666666.66666666,-2.631582536770565e-08,2.116173339663925e-08
53333333.33333333,0.0003327779861539992,8.194576146978106e-05,53333333.33333333,-3.003115336876202e-06,-9.767337196648184e-06,53333333.33333333,0.005,0,53333333.33333333,-1.739476731702251e-08,3.10308915506087e-08
59999999.99999999,0.000359622908897599,3.972059271253474e-05,59999999.99999999,-6.073498696782314e-06,-9.763387424993148e-06,59999999.99999999,0.005,0,59999999.99999999,-5.564304125711127e-09,3.627649691885444e-08
66666666.66666666,0.0003746667105282471,-5.773046856857109e-06,66666666.66666666,-8.988062397554884e-06,-8.766993034490475e-06,66666666.66666666,0.005,0,66666666.66666666,6.820589183374589e-09,3.661141142698804e-08
73333333.33333333,0.0003789508874340876,-5.109636486001607e-05,73333333.33333333,-1.143222229688272e-05,-6.967588001321e-06,73333333.33333333,0.005,0,73333333.33333333,1.788069817429795e-08,3.273237157343972e-08
80000000,0.0003741850271919387,-9.383272197792889e-05,80000000,-1.322360466487216e-05,-4.622497516996546e-06,80000000,0.005,0,80000000,2.644035443884656e-08,2.583816213415321e-08
86666666.66666667,0.0003622895657900988,-0.0001324908131379725,86666666.66666667,-1.429879540646418e-05,-1.992848662572407e-06,86666666.66666667,0.005,0,86666666.66666667,3.19958957022871e-08,1.723521677733839e-08
93333333.33333334,0.0003451102062213207,-0.0001663126726315646,93333333.33333334,-1.468271853916511e-05,6.949302795956887e-07,93333333.33333334,0.005,0,93333333.33333334,3.455978528990658e-08,8.088794372028728e-09
100000000,0.0003242692114706114,-0.0001950679882132199,100000000,-1.445570013147303e-05,3.265782071886028e-06,100000000,0.005,0,100000000,3.447670679401941e-08,-6.944622724189963e-10
106666666.6666667,0.0003011097567463977,-0.0002188748472399564,106666666.6666667,-1.372582126914966e-05,5.598035335313453e-06,106666666.6666667,0.005,0,106666666.6666667,3.226294203267123e-08,-8.492237665839144e-09
113333333.3333334,0.0002766956852224385,-0.0002380604343492487,113333333.3333334,-1.260893060760464e-05,7.617401980456667e-06,113333333.3333334,0.005,0,113333333.3333334,2.848751355540101e-08,-1.493984733900311e-08
120000000,0.0002518396048568617,-0.0002530610392051192,120000000,-1.12158768062116e-05,9.287710889784352e-06,120000000,0.005,0,120000000,2.36951180551634e-08,-1.988044359861637e-08
126666666.6666667,0.0002271421225393344,-0.0002643547997072753,126666666.6666667,-9.645420476053637e-06,1.06012398668268e-05,126666666.6666667,0.005,0,126666666.6666667,1.836299276883317e-08,-2.331043018733567e-08
133333333.3333334,0.0002030324167826506,-0.0002724192413172005,133333333.3333334,-7.981130587984623e-06,1.157009188537739e-05,133333333.3333334,0.005,0,133333333.3333334,1.288208793557285e-08,-2.532977017344957e-08
140000000,0.0001798052548823378,-0.0002777064208423261,140000000,-6.290826505324077e-06,1.221916304897116e-05,140000000,0.005,0,140000000,7.553992792675831e-09,-2.610119494271507e-08
