Signal,Mean_X,Variance_X,Slope_X,Mean_Y,Variance_Y,Slope_Y
22,0.0008466258781736,1.9999999999999887e-10,1.9999999999999944e-05,1.1099935926737805,0.0007037075345436,0.037515531038323
21,0.0008066258781736,1.9999999999999887e-10,1.9999999999999944e-05,1.047868050804357,0.0002870922294884,0.0239621463766699
24,0.0009266258781736,1.9999999999999887e-10,1.9999999999999944e-05,1.2690922152199136,0.0005511716551528,0.0332015558416409
39,0.0015266258781736,2.0000000000000104e-10,2.000000000000005e-05,1.3330522640088824,0.0002417099559402,-0.021986812226435
11,0.0004066258781736,1.9999999999999998e-10,2e-05,1.4149698543287326,2.878642288861881e-05,-0.0075876772320149
25,0.0009666258781736,2.0000000000000104e-10,2.000000000000005e-05,1.325271868122583,0.0002699670416047,0.02323648173045
36,0.0014066258781736,1.9999999999999667e-10,1.999999999999984e-05,1.4149697603445883,2.9055490356636008e-05,-0.0076230558644989
38,0.0014866258781736,1.9999999999999667e-10,1.999999999999984e-05,1.3702092681229845,0.000121396316892,-0.015581804574059
50,0.0019666258781736,2.0000000000000104e-10,2.000000000000005e-05,1.3252717302264911,0.0002696302129722,0.0232219815249361
4,0.0001266258781736,1.9999999999999998e-10,2e-05,1.4256668889786157,1.4340430915734666e-05,0.0053554515992089
40,0.0015666258781736,1.9999999999999667e-10,1.999999999999984e-05,1.2802809459911075,0.0004911799312322,-0.031342620542393
53,0.0020866258781736,2.0000000000000104e-10,2.000000000000005e-05,1.4122963044584549,3.219372167989656e-05,0.0080241786719759
29,0.0011266258781736,2.0000000000000104e-10,2.000000000000005e-05,1.4256671068466455,1.4143990329834087e-05,0.005318644626187
46,0.0018066258781735,1.9999999999999667e-10,1.999999999999984e-05,1.047869382391794,0.0002852719565595,0.023886061063286
37,0.0014466258781736,2.0000000000000104e-10,2.000000000000005e-05,1.3965364793425676,6.080171251335015e-05,-0.011027394299049
42,0.0016466258781736,1.9999999999999667e-10,1.999999999999984e-05,1.123548083914296,0.000777025276098,-0.039421447870368
52,0.0020466258781736,2.0000000000000104e-10,2.000000000000005e-05,1.392668493058276,6.715702840666498e-05,0.0115893941521258
28,0.0010866258781736,2.0000000000000104e-10,2.000000000000005e-05,1.4122962164650574,3.230226461432252e-05,0.008037694273151
18,0.0006866258781736,2.0000000000000104e-10,2.000000000000005e-05,1.056845619222575,0.0003574931113445,-0.0267392262918919
49,0.0019266258781736,2.0000000000000104e-10,2.000000000000005e-05,1.269092844803822,0.0005507408789187,0.0331885787257821
17,0.0006466258781736,2.0000000000000104e-10,2.000000000000005e-05,1.1235510419100183,0.0007739236064069,-0.039342689445613
