/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag
0,0.0005401678995039677,0,0,4.732992109637263e-08,0,0,0.025,0
6666666.666666667,0.0005400358162267494,0.0001528328367160467,6666666.666666667,4.728192465624346e-08,-1.647313104760888e-09,6666666.666666667,0.025,0
13333333.33333333,0.0005775316224545026,0.0003464328003037197,13333333.33333333,5.955262039508309e-08,-1.254617601121479e-09,13333333.33333333,0.025,0
20000000,0.0007081057971718651,0.0005515922905035386,20000000,8.57561694177172e-08,-1.415088777775092e-08,20000000,0.025,0
26666666.66666667,0.0009361763679483106,0.0007035918248808194,26666666.66666667,1.127901738144149e-07,-5.417273371178183e-08,26666666.66666667,0.025,0
33333333.33333334,0.001221298506932764,0.0007578218342297983,33333333.33333334,1.177772184655889e-07,-1.203336015215974e-07,33333333.33333334,0.025,0
40000000,0.001511995144401152,0.0007049738727891999,40000000,8.443809745554442e-08,-1.942328303203527e-07,40000000,0.025,0
46666666.66666666,0.001767327204872351,0.0005610749718827228,46666666.66666666,1.305280806121492e-08,-2.51481707956861e-07,46666666.66666666,0.025,0
53333333.33333333,0.0019633827232656,0.0003534817953024208,53333333.33333333,-8.191460152471731e-08,-2.742789785216041e-07,53333333.33333333,0.025,0
59999999.99999999,0.002091576011135361,0.0001106668930383694,59999999.99999999,-1.805139507241934e-07,-2.569591877829607e-07,59999999.99999999,0.025,0
66666666.66666666,0.00215407585970864,-0.0001432759513754382,66666666.66666666,-2.652504913990119e-07,-2.045896863218536e-07,66666666.66666666,0.025,0
73333333.33333333,0.002159169649172789,-0.0003905799261230083,73333333.33333333,-3.251375630008874e-07,-1.283206402164877e-07,73333333.33333333,0.025,0
80000000,0.002117689246692962,-0.0006196594121251396,80000000,-3.56132970556015e-07,-4.076141131326126e-08,80000000,0.025,0
86666666.66666667,0.002040697268500883,-0.0008240101177545789,86666666.66666667,-3.595484811672286e-07,4.708999813302269e-08,86666666.66666667,0.025,0
93333333.33333334,0.001938220967020941,-0.001000868183641777,93333333.33333334,-3.398937785371372e-07,1.272197970854768e-07,93333333.33333334,0.025,0
100000000,0.001818712374685237,-0.001149990146580677,100000000,-3.030014921728775e-07,1.947549887128233e-07,100000000,0.025,0
106666666.6666667,0.001688947238315686,-0.001272687817309062,106666666.6666667,-2.54733749013443e-07,2.47473826125941e-07,106666666.6666667,0.025,0
113333333.3333334,0.001554153792717726,-0.001371129896601284,113333333.3333334,-2.002530505288898e-07,2.850962714535617e-07,113333333.3333334,0.025,0
120000000,0.001418238316779821,-0.001447869839279605,120000000,-1.437155674380005e-07,3.085991408858586e-07,120000000,0.025,0
126666666.6666667,0.001284031693710634,-0.001505545781047181,126666666.6666667,-8.823105513486667e-08,3.19661821181164e-07,126666666.6666667,0.025,0
133333333.3333334,0.001153518907470582,-0.001546702408501117,133333333.3333334,-3.596532232284839e-08,3.202654544407174e-07,133333333.3333334,0.025,0
140000000,0.001028035871672532,-0.001573694795865752,140000000,1.169811707941207e-08,3.124286104129932e-07,140000000,0.025,0
146666666.6666667,0.000908430176724277,-0.001588644863175838,146666666.6666667,5.398632512840288e-08,2.980489222120889e-07,146666666.6666667,0.025,0
153333333.3333333,0.0007951882388406788,-0.001593430066228753,153333333.3333333,9.05802470710683e-08,2.788199975228693e-07,153333333.3333333,0.025,0
160000000,0.0006885336700648725,-0.001589690723374313,160000000,1.214832052401373e-07,2.561981388260793e-07,160000000,0.025,0
166666666.6666667,0.0005885021654296978,-0.001578847226612571,166666666.6666667,1.469163998001176e-07,2.313998180502144e-07,166666666.6666667,0.025,0
173333333.3333333,0.0004949978108905083,-0.001562121691988953,173333333.3333333,1.672391387666165e-07,2.054166100066029e-07,173333333.3333333,0.025,0
180000000,0.0004078349926711727,-0.001540560792116698,180000000,1.828899124336812e-07,1.790388094927253e-07,180000000,0.025,0
186666666.6666666,0.0003267693074917802,-0.001515057922249667,186666666.6666666,1.94344153961638e-07,1.528822359741229e-07,186666666.6666666,0.025,0
193333333.3333333,0.0002515201569781463,-0.001486373735145958,193333333.3333333,2.020848876495806e-07,1.274149809300127e-07,193333333.3333333,0.025,0
199999999.9999999,0.0001817871033416045,-0.001455154618956197,199999999.9999999,2.065830651946103e-07,1.029823317959858e-07,199999999.9999999,0.025,0
206666666.6666666,0.0001172615728246089,-0.001421949009739477,206666666.6666666,2.082850241063234e-07,7.982903906915349e-08,206666666.6666666,0.025,0
213333333.3333333,5.763510772434257e-05,-0.001387221607685539,213333333.3333333,2.076050775729373e-07,5.811865600429919e-08,213333333.3333333,0.025,0
219999999.9999999,2.605069940845789e-06,-0.001351365657302246,219999999.9999999,2.049217276790915e-07,3.795000147654849e-08,219999999.9999999,0.025,0
226666666.6666666,-4.812152803180109e-05,-0.001314713491027082,226666666.6666666,2.005763802671166e-07,1.937096484988489e-08,226666666.6666666,0.025,0
233333333.3333332,-9.482556047068133e-05,-0.001277545544694346,233333333.3333332,1.948737396765768e-07,2.389946430651601e-09,233333333.3333332,0.025,0
239999999.9999999,-0.0001377743189349003,-0.001240098045561626,239999999.9999999,1.880832894390463e-07,-1.301475302699682e-08,239999999.9999999,0.025,0
246666666.6666665,-0.0001772207575424888,-0.00120256955744957,246666666.6666665,1.804414353177973e-07,-2.688729082532957e-08,246666666.6666665,0.025,0
253333333.3333332,-0.0002134032466535941,-0.001165126547894023,253333333.3333332,1.721540128150548e-07,-3.928811167196552e-08,253333333.3333332,0.025,0
259999999.9999999,-0.0002465456826712116,-0.001127908121883402,259999999.9999999,1.633989531455121e-07,-5.028900281386363e-08,259999999.9999999,0.025,0
266666666.6666665,-0.0002768578417086392,-0.001091030047352712,266666666.6666665,1.543289682173739e-07,-5.996916307859806e-08,266666666.6666665,0.025,0
273333333.3333332,-0.0003045358947866401,-0.001054588179815447,273333333.3333332,1.450741629240488e-07,-6.84121054645699e-08,273333333.3333332,0.025,0
279999999.9999999,-0.0003297630245090915,-0.001018661377718645,279999999.9999999,1.357445170412098e-07,-7.570324146410261e-08,279999999.9999999,0.025,0
286666666.6666666,-0.0003527100996412477,-0.0009833139862948704,286666666.6666666,1.264322029681692e-07,-8.192802034184401e-08,286666666.6666666,0.025,0
293333333.3333333,-0.0003735363763631293,-0.0009485979557714475,293333333.3333333,1.172137222011333e-07,-8.717051815260133e-08,293333333.3333333,0.025,0
299999999.9999999,-0.0003923902040099658,-0.0009145546496213193,299999999.9999999,1.081518548347606e-07,-9.151238956652522e-08,299999999.9999999,0.025,0
306666666.6666666,-0.0004094097199435769,-0.0008812163898637825,306666666.6666666,9.929742401288125e-08,-9.503211095828146e-08,306666666.6666666,0.025,0
313333333.3333333,-0.0004247235230668394,-0.0008486077791128037,313333333.3333333,9.069088220309658e-08,-9.780445603237729e-08,313333333.3333333,0.025,0
320000000,-0.0004384513192199981,-0.0008167468328755383,320000000,8.236372921376235e-08,-9.990015593256564e-08,320000000,0.025,0
326666666.6666667,-0.0004507045343395781,-0.0007856459503896492,326666666.6666667,7.433977358399588e-08,-1.013857045955971e-07,326666666.6666667,0.025,0
333333333.3333334,-0.0004615868931697276,-0.0007553127479159439,333333333.3333334,6.663624977029842e-08,-1.023232773924898e-07,333333333.3333334,0.025,0
340000000.0000001,-0.000471194962729301,-0.000725750774690379,340000000.0000001,5.926480370770203e-08,-1.027707371033999e-07,340000000.0000001,0.025,0
346666666.6666667,-0.0004796186606952922,-0.0006969601286612238,346666666.6666667,5.223235907003667e-08,-1.02781706205395e-07,346666666.6666667,0.025,0
353333333.3333334,-0.0004869417295174622,-0.0006689379865095741,353333333.3333334,4.554187601849322e-08,-1.02405688503864e-07,353333333.3333334,0.025,0
360000000.0000001,-0.000493242177577033,-0.0006416790602490276,360000000.0000001,3.919301353783856e-08,-1.016882264721587e-07,360000000.0000001,0.025,0
366666666.6666668,-0.0004985926889131846,-0.0006151759908780189,366666666.6666668,3.318270568125177e-08,-1.006710833861581e-07,366666666.6666668,0.025,0
373333333.3333335,-0.0005030610032809716,-0.0005894196879481359,373333333.3333335,2.750566121759154e-08,-9.939244157690955e-08,373333333.3333335,0.025,0
380000000.0000002,-0.0005067102683116983,-0.0005643996226491734,380000000.0000002,2.215479536519556e-08,-9.788710994818344e-08,380000000.0000002,0.025,0
386666666.6666669,-0.0005095993656240687,-0.0005401040808441067,386666666.6666669,1.712160148631341e-08,-9.618673539808656e-08,386666666.6666669,0.025,0
393333333.3333336,-0.0005117832126455342,-0.0005165203815959315,393333333.3333336,1.239646986390695e-08,-9.432001399369676e-08,393333333.3333336,0.025,0
400000000.0000002,-0.0005133130419029404,-0.0004936350658844659,400000000.0000002,7.968959956200273e-09,-9.231289873889326e-08,400000000.0000002,0.025,0
406666666.6666669,-0.0005142366594227765,-0.0004714340595673462,406666666.6666669,3.828031864186346e-09,-9.018880156789268e-08,406666666.6666669,0.025,0
