/out0 (Freq=1000) X,/out0 (Freq=1000) Y,/out1 (Freq=1000) X,/out1 (Freq=1000) Y
0,0.1825784500978522,0,0.1825773975674872
0.01066666666666667,0.1825784549195555,0.01066666666666667,0.1825814332351436
0.02133333333333334,0.1825784616110705,0.02133333333333334,0.182581433235711
0.032,0.1825784708914667,0.032,0.1825814332364973
0.04266666666666667,0.1825784837525998,0.04266666666666667,0.1825814332375876
0.05333333333333334,0.1825785015602847,0.05333333333333334,0.1825814332390968
0.06400000000000002,0.1825785261915646,0.06400000000000002,0.1825814332411847
0.07466666666666669,0.1825785602200932,0.07466666666666669,0.1825814332440686
0.08533333333333336,0.1825786071651447,0.08533333333333336,0.1825814332480479
0.09600000000000003,0.1825786718239135,0.09600000000000003,0.182581433253528
0.1066666666666667,0.1825787607116281,0.1066666666666667,0.1825814332610627
0.1173333333333334,0.1825788826392806,0.1173333333333334,0.1825814332713969
0.128,0.1825790494641011,0.128,0.1825814332855372
0.1386666666666667,0.1825792770524461,0.1386666666666667,0.1825814333048282
0.1493333333333333,0.1825795864975742,0.1493333333333333,0.1825814333310577
0.16,0.1825800056338674,0.16,0.1825814333665848
0.1706666666666667,0.1825805708827376,0.1706666666666667,0.1825814334144979
0.1813333333333333,0.1825813294515794,0.1813333333333333,0.1825814334787984
0.192,0.1825823418838135,0.192,0.1825814335646198
0.2026666666666666,0.1825836849257159,0.2026666666666666,0.1825814336784695
0.2133333333333333,0.1825854546362418,0.2133333333333333,0.1825814338284953
0.2239999999999999,0.1825877696260884,0.2239999999999999,0.1825814340247563
0.2346666666666666,0.1825907742811595,0.2346666666666666,0.1825814342795047
0.2453333333333333,0.1825946418153864,0.2453333333333333,0.1825814346074432
0.2559999999999999,0.1825995770182148,0.2559999999999999,0.1825814350259608
0.2666666666666666,0.1826058186160792,0.2666666666666666,0.1825814355553445
0.2773333333333333,0.1826136412461214,0.2773333333333333,0.1825814362189496
0.2879999999999999,0.182623357125685,0.2879999999999999,0.1825814370433575
0.2986666666666666,0.1826353175704421,0.2986666666666666,0.1825814380585173
0.3093333333333332,0.1826499145547519,0.3093333333333332,0.182581439297902
0.3199999999999999,0.1826675825316295,0.3199999999999999,0.1825814407986889
0.3306666666666666,0.1826888007765979,0.3306666666666666,0.182581442601996
0.3413333333333332,0.1827140966555664,0.3413333333333332,0.1825814447532059
0.3519999999999999,0.182744050515946,0.3519999999999999,0.1825814473024415
0.3626666666666665,0.1827793034327893,0.3626666666666665,0.182581450305298
0.3733333333333332,0.1828205698733676,0.3733333333333332,0.1825814538240226
0.3839999999999998,0.182868658573038,0.3839999999999998,0.1825814579294205
0.3946666666666665,0.1829245067677764,0.3946666666666665,0.1825814627039525
0.4053333333333332,0.1829892359535857,0.4053333333333332,0.1825814682467448
0.4159999999999998,0.1830642428105456,0.4159999999999998,0.1825814746817446
0.4266666666666665,0.1831513497341477,0.4266666666666665,0.1825814821712041
0.4373333333333331,0.1832530623945482,0.4373333333333331,0.182581490938765
0.4479999999999998,0.1833730343129143,0.4479999999999998,0.1825815013112251
0.4586666666666664,0.1835169697383354,0.4586666666666664,0.1825815137998473
0.4693333333333331,0.1836945629050666,0.4693333333333331,0.1825815292756525
0.4799999999999998,0.1839242540261088,0.4799999999999998,0.1825815494012025
0.4906666666666664,0.1842471271087139,0.4906666666666664,0.1825815779010676
0.5013333333333331,0.1847769602883463,0.5013333333333331,0.1825816251969969
0.5119999999999998,0.1859151637132534,0.5119999999999998,0.1825817291637727
0.5226666666666665,0.1881609984021468,0.5226666666666665,0.1825819438149351
0.5333333333333332,0.1914221989993223,0.5333333333333332,0.182582279348445
0.5439999999999999,0.1955244475661718,0.5439999999999999,0.1825827445344986
0.5546666666666666,0.2005751519296753,0.5546666666666666,0.182583390811677
0.5653333333333334,0.2068863587598291,0.5653333333333334,0.1825843269756788
0.5760000000000001,0.2149929142960198,0.5760000000000001,0.1825857731418344
0.5866666666666668,0.2263095705569242,0.5866666666666668,0.1825883438942544
0.5973333333333335,0.2461961381649602,0.5973333333333335,0.1825949983051817
0.6080000000000002,0.3056792084643561,0.6080000000000002,0.1826445915891428
0.6186666666666669,1.106621815641285,0.6186666666666669,1.41261092385369
0.6293333333333336,1.394208071183027,0.6293333333333336,1.412613407601772
0.6400000000000003,1.412345563643815,0.6400000000000003,1.412613501587585
0.6506666666666671,1.412523324635774,0.6506666666666671,1.412613502486286
0.6613333333333338,1.412546235780072,0.6613333333333338,1.412613502602089
0.6720000000000005,1.412558856467428,0.6720000000000005,1.412613502665876
0.6826666666666672,1.412567365900444,0.6826666666666672,1.412613502708883
0.6933333333333339,1.41257373137268,0.6933333333333339,1.412613502741051
0.7040000000000006,1.41257870846629,0.7040000000000006,1.412613502766206
0.7146666666666673,1.412582720631723,0.7146666666666673,1.41261350278648
0.7253333333333341,1.412586026736363,0.7253333333333341,1.412613502803191
0.7360000000000008,1.41258879706151,0.7360000000000008,1.41261350281719
0.7466666666666675,1.41259114974119,0.7466666666666675,1.412613502829078
0.7573333333333342,1.412593170043041,0.7573333333333342,1.412613502839287
0.7680000000000009,1.412594921408061,0.7680000000000009,1.412613502848141
0.7786666666666676,1.412596452179046,0.7786666666666676,1.412613502855876
0.7893333333333343,1.412597799911211,0.7893333333333343,1.412613502862686
0.800000000000001,1.41259899424783,0.800000000000001,1.412613502868721
0.8106666666666678,1.412600058903222,0.8106666666666678,1.412613502874101
0.8213333333333345,1.412601013068357,0.8213333333333345,1.412613502878922
0.8320000000000012,1.412601872430476,0.8320000000000012,1.412613502883264
0.8426666666666679,1.412602649927233,0.8426666666666679,1.412613502887193
0.8533333333333346,1.412603356313941,0.8533333333333346,1.412613502890767
0.8640000000000013,1.412604000596405,0.8640000000000013,1.412613502894022
0.874666666666668,1.412604590365372,0.874666666666668,1.412613502897002
0.8853333333333347,1.412605132057858,0.8853333333333347,1.41261350289974
0.8960000000000015,1.412605631163308,0.8960000000000015,1.412613502902262
0.9066666666666682,1.412606092387757,0.9066666666666682,1.412613502904592
0.9173333333333349,1.41260651978553,0.9173333333333349,1.412613502906751
0.9280000000000016,1.412606916865674,0.9280000000000016,1.412613502908759
0.9386666666666683,1.412607286678604,0.9386666666666683,1.412613502910627
0.949333333333335,1.412607631887018,0.949333333333335,1.412613502912371
0.9600000000000017,1.412607954824296,0.9600000000000017,1.412613502914003
0.9706666666666685,1.41260825754286,0.9706666666666685,1.412613502915533
0.9813333333333352,1.4126085418544,0.9813333333333352,1.412613502916969
0.9920000000000019,1.412608809363534,0.9920000000000019,1.412613502918321
1.002666666666669,1.412609061496046,1.002666666666669,1.412613502919596
1.013333333333335,1.412609299522726,1.013333333333335,1.412613502920797
1.024000000000002,1.412609524579557,1.024000000000002,1.412613502921934
1.034666666666668,1.412609737684866,1.034666666666668,1.412613502923012
1.045333333333335,1.412609939753977,1.045333333333335,1.412613502924033
1.056000000000002,1.412610131611766,1.056000000000002,1.412613502925002
1.066666666666668,1.412610314003419,1.066666666666668,1.412613502925923
1.077333333333335,1.412610487603753,1.077333333333335,1.412613502926801
1.088000000000001,1.412610653025223,1.088000000000001,1.412613502927637
1.098666666666668,1.412610810824937,1.098666666666668,1.412613502928434
1.109333333333335,1.412610961510694,1.109333333333335,1.412613502929196
1.120000000000001,1.412611105546297,1.120000000000001,1.412613502929923
1.130666666666668,1.412611243356187,1.130666666666668,1.412613502930619
1.141333333333334,1.412611375329492,1.141333333333334,1.412613502931286
1.152000000000001,1.412611501823638,1.152000000000001,1.41261350293193
1.162666666666668,1.412611623167469,1.162666666666668,1.412613502932543
1.173333333333334,1.412611739664057,1.173333333333334,1.412613502933132
1.184000000000001,1.412611851593151,1.184000000000001,1.412613502933697
1.194666666666667,1.412611959213391,1.194666666666667,1.412613502934241
1.205333333333334,1.412612062764254,1.205333333333334,1.412613502934764
1.216000000000001,1.412612162467768,1.216000000000001,1.412613502935268
1.226666666666667,1.412612258530109,1.226666666666667,1.412613502935753
1.237333333333334,1.412612351142963,1.237333333333334,1.412613502936221
1.248,1.412612440484779,1.248,1.412613502936672
1.258666666666667,1.412612526721897,1.258666666666667,1.412613502937109
1.269333333333334,1.412612610009555,1.269333333333334,1.412613502937529
1.28,1.4126126904928,1.28,1.412613502937936
1.290666666666667,1.412612768307308,1.290666666666667,1.412613502938329
1.301333333333333,1.41261284358013,1.301333333333333,1.41261350293871
1.312,1.41261291643037,1.312,1.412613502939078
1.322666666666667,1.412612986969792,1.322666666666667,1.412613502939434
1.333333333333333,1.412613055303381,1.333333333333333,1.412613502939779
1.344,1.412613121529845,1.344,1.412613502940113
1.354666666666666,1.412613185742088,1.354666666666666,1.412613502940438
1.365333333333333,1.412613248027615,1.365333333333333,1.412613502940753
1.376,1.412613308468925,1.376,1.412613502941058
1.386666666666666,1.412613367143875,1.386666666666666,1.412613502941354
1.397333333333333,1.412613424125986,1.397333333333333,1.412613502941643
1.407999999999999,1.412613479484755,1.407999999999999,1.412613502941922
1.418666666666666,1.41261353328591,1.418666666666666,1.412613502942194
1.429333333333333,1.412613585591687,1.429333333333333,1.412613502942459
1.439999999999999,1.412613636461031,1.439999999999999,1.412613502942716
1.450666666666666,1.412613685949828,1.450666666666666,1.412613502942966
1.461333333333332,1.412613734111104,1.461333333333332,1.412613502943209
1.471999999999999,1.412613780995192,1.471999999999999,1.412613502943446
1.482666666666666,1.412613826649912,1.482666666666666,1.412613502943677
1.493333333333332,1.412613871120723,1.493333333333332,1.412613502943902
1.503999999999999,1.412613914450861,1.503999999999999,1.412613502944121
1.514666666666665,1.412613956681488,1.514666666666665,1.412613502944334
1.525333333333332,1.412613997851799,1.525333333333332,1.412613502944542
1.535999999999999,1.412614037999147,1.535999999999999,1.412613502944744
1.546666666666665,1.412614077159147,1.546666666666665,1.412613502944942
1.557333333333332,1.412614115365784,1.557333333333332,1.412613502945136
1.567999999999999,1.412614152651488,1.567999999999999,1.412613502945324
1.578666666666665,1.412614189047241,1.578666666666665,1.412613502945508
1.589333333333332,1.41261422458265,1.589333333333332,1.412613502945688
1.6,1.412614259286012,1.6,1.412613502945863
