Signal,Mean_X,Variance_X,Slope_X,Mean_Y,Variance_Y,Slope_Y
1,3333333.3333333335,22222222222222.223,6666666.666666667,0.0017710061728015,4.7120170178123e-06,-0.0030698589602169996
2,16666666.666666664,22222222222222.242,6666666.66666667,3.6148849814782096e-05,6.379025034469415e-10,-3.5718412715207305e-05
3,30000000.000000007,22222222222222.23,6666666.666666668,3.4461119309216864e-06,1.360641767683248e-11,-5.2165923123879405e-06
4,43333333.33333333,22222222222222.156,6666666.666666657,-1.9895773297584636e-06,4.4416066628960436e-13,-9.425080013343169e-07
5,56666666.66666666,22222222222222.203,6666666.666666664,-2.43256193506233e-06,6.031250438287189e-14,3.4731111235568577e-07
6,70000000.0,22222222222222.258,6666666.666666672,-1.143021487695786e-06,3.962287127729187e-13,8.902007782213164e-07
7,83333333.33333334,22222222222222.258,6666666.666666672,9.114448769205751e-07,6.487668811130912e-13,1.1390933948654879e-06
8,96666666.66666667,22222222222222.156,6666666.666666657,3.295978441164107e-06,7.566164422761937e-13,1.2301353114809717e-06
9,110000000.00000006,22222222222222.453,6666666.666666701,5.756188849963469e-06,7.437999565098037e-13,1.2196720514218596e-06
10,123333333.33333334,22222222222222.453,6666666.666666701,8.122276218940464e-06,6.488667220781634e-13,1.1391810409923117e-06
11,136666666.6666667,22222222222221.758,6666666.666666597,1.027701352191403e-05,5.107912625365011e-13,1.0107336568419012e-06
12,150000000.0,22222222222221.957,6666666.666666627,1.2142340728669105e-05,3.627201403292523e-13,8.517278207611306e-07
13,163333333.33333334,22222222222222.355,6666666.666666687,1.36716825606075e-05,2.287191354374704e-13,6.763418299018188e-07
14,176666666.66666666,22222222222222.355,6666666.666666687,1.4844022234520576e-05,1.2300210925442387e-13,4.9598812335463e-07
15,189999999.99999994,22222222222222.555,6666666.666666716,1.5658588972657854e-05,5.1047781254097427e-14,3.1952396233803006e-07
16,203333333.33333325,22222222222222.355,6666666.666666687,1.6129952395836225e-05,1.1775315309372358e-14,1.534621471853718e-07
17,216666666.66666663,22222222222221.758,6666666.666666597,1.628359358355934e-05,2.504879279480809e-18,2.238248993959702e-09
18,229999999.99999988,22222222222221.758,6666666.666666597,1.6152060533479797e-05,8.642867074722339e-15,-1.3147522256853067e-07
19,243333333.3333332,22222222222221.758,6666666.666666597,1.577177479121518e-05,3.036522654871945e-14,-2.4643549480023955e-07
20,256666666.66666657,22222222222222.555,6666666.666666716,1.518049979109216e-05,5.865454852113858e-14,-3.4250415624088e-07
21,269999999.9999999,22222222222222.355,6666666.666666687,1.4415433952058691e-05,8.834696297248326e-14,-4.2034976620068024e-07
22,283333333.33333325,22222222222222.754,6666666.666666746,1.3511859608463095e-05,1.157721198315606e-13,-4.811904401202514e-07
23,296666666.6666666,22222222222221.562,6666666.666666567,1.2502261955949286e-05,1.3864405261780772e-13,-5.265815276247501e-07
