v /net06; tran (V) X,v /net06; tran (V) Y,v /net09; tran (V) X,v /net09; tran (V) Y,v /net08; tran (V) X,v /net08; tran (V) Y,v /net07; tran (V) X,v /net07; tran (V) Y,v /vout; tran (V) X,v /vout; tran (V) Y
0,0,0,0,0,0,0,0,0,0.2812761662833359
1e-10,0,1e-10,0,1e-10,0,1e-10,0,1e-10,0.2812761441117387
3e-10,0,3e-10,0,3e-10,0,3e-10,0,3e-10,0.2812761414420762
7e-10,0,7e-10,0,7e-10,0,7e-10,0,7e-10,0.2812761412408729
1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0.2812761414516962
3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0.2812761412390474
4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0.2812761414519881
6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0.2812761412392926
6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987,6.312499999999999e-09,0.297832122148967
6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959,6.437499999999999e-09,0.3315962994181966
6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991,6.687499999999998e-09,0.4003311942265829
6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997,6.968749999999999e-09,0.4790656596573297
7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999,7.25e-09,0.5584987927719566
7.356678702279694e-09,0,7.356678702279694e-09,0,7.356678702279694e-09,0,7.356678702279694e-09,5,7.356678702279694e-09,0.5586818870816448
7.570036106839081e-09,0,7.570036106839081e-09,0,7.570036106839081e-09,0,7.570036106839081e-09,5,7.570036106839081e-09,0.5586892337808593
7.777403191658362e-09,0,7.777403191658362e-09,0,7.777403191658362e-09,0,7.777403191658362e-09,5,7.777403191658362e-09,0.5586833728561109
