FeaturesParamTransientACAP.csv
Stage 1 Output
Signal, RMS, Variance, Slope, MAE, MSE
/out0 (OFF=0.15) Y,1.825797e-01,1.398580e-13,-1.081825e-04,6.484364e-02,4.204700e-03
/out0 (OFF=0.1528523) Y,1.825798e-01,1.641906e-13,-1.181074e-04,6.485753e-02,4.206503e-03
/out0 (OFF=0.1557047) Y,1.825799e-01,1.929304e-13,-1.278581e-04,6.487259e-02,4.208456e-03
/out0 (OFF=0.158557) Y,1.825800e-01,2.264170e-13,-1.387086e-04,6.488891e-02,4.210574e-03
/out0 (OFF=0.1614094) Y,1.825801e-01,2.657489e-13,-1.498583e-04,6.490658e-02,4.212869e-03
/out0 (OFF=0.1642617) Y,1.825803e-01,3.113642e-13,-1.626839e-04,6.492572e-02,4.215354e-03
/out0 (OFF=0.1671141) Y,1.825804e-01,4.261295e-13,-1.373836e-04,6.494645e-02,4.218048e-03
/out0 (OFF=0.1699664) Y,1.825806e-01,4.268701e-13,-1.905005e-04,6.496885e-02,4.220959e-03
/out0 (OFF=0.1728188) Y,1.825808e-01,4.990573e-13,-2.059817e-04,6.499310e-02,4.224112e-03
/out0 (OFF=0.1756711) Y,1.825810e-01,5.833808e-13,-2.227612e-04,6.501932e-02,4.227522e-03
/out0 (OFF=0.1785235) Y,1.825812e-01,6.812118e-13,-2.407074e-04,6.504767e-02,4.231210e-03
/out0 (OFF=0.1813758) Y,1.825815e-01,7.948240e-13,-2.600620e-04,6.507829e-02,4.235198e-03
/out0 (OFF=0.1842282) Y,1.825817e-01,9.268035e-13,-2.807912e-04,6.511137e-02,4.239506e-03
/out0 (OFF=0.1870805) Y,1.825820e-01,1.079377e-12,-3.031135e-04,6.514708e-02,4.244161e-03
/out0 (OFF=0.1899329) Y,1.825823e-01,1.256207e-12,-3.270267e-04,6.518561e-02,4.249186e-03
/out0 (OFF=0.1927852) Y,1.825826e-01,1.460724e-12,-3.526729e-04,6.522719e-02,4.254612e-03
/out0 (OFF=0.1956376) Y,1.825829e-01,1.696855e-12,-3.801331e-04,6.527203e-02,4.260467e-03
/out0 (OFF=0.1984899) Y,1.825833e-01,1.969098e-12,-4.094331e-04,6.532035e-02,4.266782e-03
/out0 (OFF=0.2013423) Y,1.825837e-01,2.283179e-12,-4.410183e-04,6.537240e-02,4.273590e-03
/out0 (OFF=0.2041946) Y,1.825841e-01,2.644375e-12,-4.742959e-04,6.542846e-02,4.280929e-03
/out0 (OFF=0.207047) Y,1.825846e-01,3.059809e-12,-5.106598e-04,6.548879e-02,4.288834e-03
/out0 (OFF=0.2098993) Y,1.825851e-01,3.536528e-12,-5.490476e-04,6.555370e-02,4.297348e-03
/out0 (OFF=0.2127517) Y,1.825856e-01,4.083654e-12,-5.900495e-04,6.562349e-02,4.306513e-03
/out0 (OFF=0.215604) Y,1.825862e-01,4.709891e-12,-6.337517e-04,6.569850e-02,4.316374e-03
/out0 (OFF=0.2184564) Y,1.825868e-01,5.426224e-12,-6.802937e-04,6.577908e-02,4.326981e-03
/out0 (OFF=0.2213087) Y,1.825874e-01,6.244723e-12,-7.298829e-04,6.586571e-02,4.338400e-03
/out0 (OFF=0.2241611) Y,1.825881e-01,7.178028e-12,-7.826222e-04,6.595840e-02,4.350635e-03
/out0 (OFF=0.2270134) Y,1.825889e-01,8.241732e-12,-8.386868e-04,6.605794e-02,4.363795e-03
/out0 (OFF=0.2298658) Y,1.825897e-01,9.452055e-12,-8.982302e-04,6.616478e-02,4.377943e-03
/out0 (OFF=0.2327181) Y,1.825906e-01,1.082658e-11,-9.614418e-04,6.627919e-02,4.393120e-03
/out0 (OFF=0.2355705) Y,1.825915e-01,1.238664e-11,-1.028465e-03,6.640171e-02,4.409403e-03
/out0 (OFF=0.2384228) Y,1.825925e-01,1.415370e-11,-1.099520e-03,6.653284e-02,4.426866e-03
/out0 (OFF=0.2412752) Y,1.825935e-01,1.615265e-11,-1.174722e-03,6.667313e-02,4.445589e-03
/out0 (OFF=0.2441275) Y,1.825947e-01,1.841223e-11,-1.254348e-03,6.682313e-02,4.465654e-03
/out0 (OFF=0.2469799) Y,1.825959e-01,2.096140e-11,-1.338463e-03,6.698343e-02,4.487150e-03
/out0 (OFF=0.2498322) Y,1.825972e-01,2.383210e-11,-1.427352e-03,6.715466e-02,4.510171e-03
/out0 (OFF=0.2526846) Y,1.825985e-01,2.706320e-11,-1.521194e-03,6.733746e-02,4.534814e-03
/out0 (OFF=0.2555369) Y,1.826000e-01,3.069185e-11,-1.620127e-03,6.753251e-02,4.561187e-03
/out0 (OFF=0.2583893) Y,1.826015e-01,3.476327e-11,-1.724407e-03,6.774052e-02,4.589401e-03
/out0 (OFF=0.2612416) Y,1.826032e-01,3.934187e-11,-1.819491e-03,6.796226e-02,4.619576e-03
/out0 (OFF=0.264094) Y,1.826049e-01,4.442281e-11,-1.953153e-03,6.819848e-02,4.651835e-03
/out0 (OFF=0.2669463) Y,1.826068e-01,5.012368e-11,-2.071225e-03,6.845003e-02,4.686317e-03
/out0 (OFF=0.2697987) Y,1.826088e-01,5.648035e-11,-2.198873e-03,6.871778e-02,4.723163e-03
/out0 (OFF=0.272651) Y,1.826109e-01,6.356134e-11,-2.332432e-03,6.900261e-02,4.762527e-03
/out0 (OFF=0.2755034) Y,1.826131e-01,7.143998e-11,-2.473419e-03,6.930549e-02,4.804569e-03
/out0 (OFF=0.2783557) Y,1.826154e-01,8.018854e-11,-2.620748e-03,6.962742e-02,4.849466e-03
/out0 (OFF=0.2812081) Y,1.826179e-01,8.989970e-11,-2.775154e-03,6.996943e-02,4.897401e-03
/out0 (OFF=0.2840604) Y,1.826206e-01,1.006573e-10,-2.936419e-03,7.033263e-02,4.948573e-03
/out0 (OFF=0.2869128) Y,1.826234e-01,1.125584e-10,-3.105796e-03,7.071817e-02,5.003193e-03
/out0 (OFF=0.2897651) Y,1.826263e-01,1.257117e-10,-3.282502e-03,7.112726e-02,5.061489e-03
/out0 (OFF=0.2926174) Y,1.826294e-01,1.402263e-10,-3.467128e-03,7.156118e-02,5.123704e-03
/out0 (OFF=0.2954698) Y,1.826327e-01,1.562295e-10,-3.659888e-03,7.202127e-02,5.190100e-03
/out0 (OFF=0.2983221) Y,1.826362e-01,1.738450e-10,-3.859667e-03,7.250893e-02,5.260956e-03
/out0 (OFF=0.3011745) Y,1.826398e-01,1.932155e-10,-4.070776e-03,7.302568e-02,5.336579e-03
/out0 (OFF=0.3040268) Y,1.826437e-01,2.144889e-10,-4.289339e-03,7.357307e-02,5.417290e-03
/out0 (OFF=0.3068792) Y,1.826478e-01,2.378275e-10,-4.516986e-03,7.415275e-02,5.503445e-03
/out0 (OFF=0.3097315) Y,1.826520e-01,2.633999e-10,-4.753967e-03,7.476649e-02,5.595424e-03
/out0 (OFF=0.3125839) Y,1.826565e-01,2.913951e-10,-4.997993e-03,7.541614e-02,5.693638e-03
/out0 (OFF=0.3154362) Y,1.826613e-01,3.219960e-10,-5.256805e-03,7.610367e-02,5.798536e-03
/out0 (OFF=0.3182886) Y,1.826662e-01,3.554239e-10,-5.523413e-03,7.683117e-02,5.910604e-03
/out0 (OFF=0.3211409) Y,1.826714e-01,3.918936e-10,-5.800207e-03,7.760087e-02,6.030372e-03
/out0 (OFF=0.3239933) Y,1.826769e-01,4.316508e-10,-6.087677e-03,7.841512e-02,6.158416e-03
/out0 (OFF=0.3268456) Y,1.826827e-01,4.749435e-10,-6.385703e-03,7.927641e-02,6.295361e-03
/out0 (OFF=0.329698) Y,1.826887e-01,5.220369e-10,-6.695559e-03,8.018757e-02,6.441916e-03
/out0 (OFF=0.3325503) Y,1.826950e-01,5.732340e-10,-7.016550e-03,8.115131e-02,6.598814e-03
/out0 (OFF=0.3354027) Y,1.827016e-01,6.288311e-10,-7.349330e-03,8.217089e-02,6.766912e-03
/out0 (OFF=0.338255) Y,1.827086e-01,6.891548e-10,-7.694143e-03,8.324953e-02,6.947108e-03
/out0 (OFF=0.3411074) Y,1.827158e-01,7.545624e-10,-8.051404e-03,8.439072e-02,7.140402e-03
/out0 (OFF=0.3439597) Y,1.827234e-01,8.254251e-10,-8.421356e-03,8.559872e-02,7.347977e-03
/out0 (OFF=0.3468121) Y,1.827313e-01,9.021349e-10,-8.804321e-03,8.687733e-02,7.571014e-03
/out0 (OFF=0.3496644) Y,1.827396e-01,9.851313e-10,-9.200797e-03,8.823123e-02,7.810918e-03
/out0 (OFF=0.3525168) Y,1.827483e-01,1.074866e-09,-9.611098e-03,8.966538e-02,8.069234e-03
/out0 (OFF=0.3553691) Y,1.827573e-01,1.171831e-09,-1.003561e-02,9.118515e-02,8.347689e-03
/out0 (OFF=0.3582215) Y,1.827667e-01,1.276548e-09,-1.047478e-02,9.279647e-02,8.648222e-03
/out0 (OFF=0.3610738) Y,1.827766e-01,1.389585e-09,-1.092906e-02,9.450578e-02,8.973015e-03
/out0 (OFF=0.3639262) Y,1.827869e-01,1.511547e-09,-1.139893e-02,9.632023e-02,9.324530e-03
/out0 (OFF=0.3667785) Y,1.827976e-01,1.643110e-09,-1.188497e-02,9.824764e-02,9.705559e-03
/out0 (OFF=0.3696309) Y,1.828087e-01,1.784958e-09,-1.238766e-02,1.002967e-01,1.011928e-02
/out0 (OFF=0.3724832) Y,1.828204e-01,1.937894e-09,-1.290770e-02,1.024771e-01,1.056930e-02
/out0 (OFF=0.3753356) Y,1.828325e-01,2.102735e-09,-1.344574e-02,1.047995e-01,1.105977e-02
/out0 (OFF=0.3781879) Y,1.828451e-01,2.280418e-09,-1.400254e-02,1.072759e-01,1.159546e-02
/out0 (OFF=0.3810403) Y,1.828583e-01,2.471948e-09,-1.457888e-02,1.099196e-01,1.218185e-02
/out0 (OFF=0.3838926) Y,1.828720e-01,2.678419e-09,-1.517565e-02,1.127458e-01,1.282531e-02
/out0 (OFF=0.386745) Y,1.828862e-01,2.901042e-09,-1.579386e-02,1.157711e-01,1.353322e-02
/out0 (OFF=0.3895973) Y,1.829010e-01,3.141182e-09,-1.643458e-02,1.190146e-01,1.431419e-02
/out0 (OFF=0.3924497) Y,1.829165e-01,3.400339e-09,-1.709907e-02,1.224976e-01,1.517826e-02
/out0 (OFF=0.395302) Y,1.829325e-01,3.680164e-09,-1.778862e-02,1.262439e-01,1.613720e-02
/out0 (OFF=0.3981544) Y,1.829492e-01,3.982537e-09,-1.850478e-02,1.302802e-01,1.720476e-02
/out0 (OFF=0.4010067) Y,1.829666e-01,4.309529e-09,-1.924916e-02,1.346362e-01,1.839700e-02
/out0 (OFF=0.4038591) Y,1.829847e-01,4.663549e-09,-2.002379e-02,1.393441e-01,1.973253e-02
/out0 (OFF=0.4067114) Y,1.830035e-01,5.047266e-09,-2.083073e-02,1.444387e-01,2.123275e-02
/out0 (OFF=0.4095638) Y,1.830231e-01,5.463724e-09,-2.167239e-02,1.499562e-01,2.292193e-02
/out0 (OFF=0.4124161) Y,1.830434e-01,5.916444e-09,-2.255150e-02,1.559309e-01,2.482633e-02
/out0 (OFF=0.4152685) Y,1.830647e-01,6.409462e-09,-2.347120e-02,1.623955e-01,2.697431e-02
/out0 (OFF=0.4181208) Y,1.830867e-01,6.947399e-09,-2.443493e-02,1.693767e-01,2.939471e-02
/out0 (OFF=0.4209732) Y,1.831097e-01,7.535652e-09,-2.544673e-02,1.768935e-01,3.211593e-02
/out0 (OFF=0.4238255) Y,1.831337e-01,8.180572e-09,-2.651127e-02,1.849570e-01,3.516520e-02
/out0 (OFF=0.4266779) Y,1.831587e-01,8.889526e-09,-2.763374e-02,1.935707e-01,3.856825e-02
/out0 (OFF=0.4295302) Y,1.831848e-01,9.671267e-09,-2.882025e-02,2.027318e-01,4.234949e-02
/out0 (OFF=0.4323826) Y,1.832120e-01,1.053624e-08,-3.007798e-02,2.124326e-01,4.653211e-02
/out0 (OFF=0.4352349) Y,1.832404e-01,1.149691e-08,-3.141501e-02,2.226409e-01,5.112971e-02
/out0 (OFF=0.4380872) Y,1.832701e-01,1.256833e-08,-3.284109e-02,2.333891e-01,5.618435e-02
/out0 (OFF=0.4409396) Y,1.833012e-01,1.376879e-08,-3.436753e-02,2.446526e-01,6.171569e-02
/out0 (OFF=0.4437919) Y,1.833339e-01,1.512078e-08,-3.600777e-02,2.563642e-01,6.772213e-02
/out0 (OFF=0.4466443) Y,1.833681e-01,1.665209e-08,-3.777793e-02,2.684819e-01,7.421176e-02
/out0 (OFF=0.4494966) Y,1.834041e-01,1.839747e-08,-3.969723e-02,2.809866e-01,8.120303e-02
/out0 (OFF=0.452349) Y,1.834420e-01,2.040095e-08,-4.178897e-02,2.938422e-01,8.870465e-02
/out0 (OFF=0.4552013) Y,1.834820e-01,2.271878e-08,-4.408173e-02,3.070169e-01,9.672512e-02
/out0 (OFF=0.4580537) Y,1.835244e-01,2.542407e-08,-4.661082e-02,3.204812e-01,1.052719e-01
/out0 (OFF=0.460906) Y,1.835694e-01,2.861300e-08,-4.942018e-02,3.342101e-01,1.143528e-01
/out0 (OFF=0.4637584) Y,1.836173e-01,3.241433e-08,-5.256541e-02,3.481827e-01,1.239757e-01
