FeaturesParamTransientACNP.csv
Stage 1 Output
Signal, RMS, Variance, Slope, MAE, MSE
/out0 (OFF=0.15) Y,2.474233e-01,2.422307e-09,-1.434469e-02,4.305362e-10,5.436413e-19
/out0 (OFF=0.1528523) Y,2.474373e-01,2.847423e-09,-1.555322e-02,4.968608e-10,3.673234e-18
/out0 (OFF=0.1557047) Y,2.474525e-01,3.345140e-09,-1.685920e-02,4.059246e-10,2.284847e-19
/out0 (OFF=0.158557) Y,2.474689e-01,3.927436e-09,-1.826888e-02,3.589004e-10,1.979008e-19
/out0 (OFF=0.1614094) Y,2.474867e-01,4.608161e-09,-1.979018e-02,4.182666e-10,2.518630e-19
/out0 (OFF=0.1642617) Y,2.475060e-01,5.403331e-09,-2.143117e-02,4.759388e-10,2.893039e-19
/out0 (OFF=0.1671141) Y,2.475269e-01,6.331437e-09,-2.320044e-02,5.177681e-10,3.475529e-19
/out0 (OFF=0.1699664) Y,2.475495e-01,7.413810e-09,-2.510709e-02,5.373763e-10,4.282042e-19
/out0 (OFF=0.1728188) Y,2.475739e-01,8.675124e-09,-2.715313e-02,4.380196e-09,2.270675e-15
/out0 (OFF=0.1756711) Y,2.476003e-01,1.014338e-08,-2.936810e-02,2.369860e-09,5.078085e-16
/out0 (OFF=0.1785235) Y,2.476289e-01,1.185122e-08,-3.175070e-02,5.566463e-10,4.521227e-19
/out0 (OFF=0.1813758) Y,2.476598e-01,1.383597e-08,-3.430916e-02,6.143967e-10,5.559898e-19
/out0 (OFF=0.1842282) Y,2.476931e-01,1.614030e-08,-3.705916e-02,7.441466e-10,7.630730e-19
/out0 (OFF=0.1870805) Y,2.477291e-01,1.881311e-08,-4.001332e-02,8.622027e-10,9.571450e-19
/out0 (OFF=0.1899329) Y,2.477679e-01,2.191036e-08,-4.318177e-02,8.810059e-09,9.569235e-15
/out0 (OFF=0.1927852) Y,2.478098e-01,2.549567e-08,-4.658646e-02,7.507052e-09,6.533257e-15
/out0 (OFF=0.1956376) Y,2.478550e-01,2.964186e-08,-5.023834e-02,9.182407e-10,1.080529e-18
/out0 (OFF=0.1984899) Y,2.479037e-01,3.443177e-08,-5.415010e-02,9.801008e-10,1.294603e-18
/out0 (OFF=0.2013423) Y,2.479562e-01,3.995946e-08,-5.834004e-02,1.084385e-09,1.581766e-18
/out0 (OFF=0.2041946) Y,2.480127e-01,4.633175e-08,-6.282515e-02,1.227318e-09,1.930098e-18
/out0 (OFF=0.207047) Y,2.480735e-01,5.366973e-08,-6.762354e-02,1.344526e-09,2.279425e-18
/out0 (OFF=0.2098993) Y,2.481389e-01,6.211048e-08,-7.275357e-02,1.380151e-09,2.417780e-18
/out0 (OFF=0.2127517) Y,2.482092e-01,7.180894e-08,-7.823482e-02,1.419447e-09,2.570042e-18
/out0 (OFF=0.215604) Y,2.482848e-01,8.294001e-08,-8.408761e-02,1.550864e-09,3.103194e-18
/out0 (OFF=0.2184564) Y,2.483661e-01,9.570085e-08,-9.033317e-02,1.765568e-09,3.823668e-18
/out0 (OFF=0.2213087) Y,2.484532e-01,1.103154e-07,-9.694967e-02,1.356267e-07,2.701620e-12
/out0 (OFF=0.2241611) Y,2.485468e-01,1.270292e-07,-1.040536e-01,2.479994e-08,7.859237e-14
/out0 (OFF=0.2270134) Y,2.486472e-01,1.461282e-07,-1.115507e-01,4.102756e-08,2.289591e-13
/out0 (OFF=0.2298658) Y,2.487548e-01,1.679154e-07,-1.196692e-01,3.420039e-09,2.101041e-16
/out0 (OFF=0.2327181) Y,2.488702e-01,1.927525e-07,-1.282586e-01,2.399449e-09,7.342330e-18
/out0 (OFF=0.2355705) Y,2.489936e-01,2.210326e-07,-1.373579e-01,2.570253e-09,8.316734e-18
/out0 (OFF=0.2384228) Y,2.491258e-01,2.531940e-07,-1.470250e-01,2.784796e-09,9.691120e-18
/out0 (OFF=0.2412752) Y,2.492672e-01,2.897281e-07,-1.572854e-01,4.702703e-09,4.854707e-16
/out0 (OFF=0.2441275) Y,2.494184e-01,3.311835e-07,-1.681587e-01,1.395171e-08,1.748703e-14
/out0 (OFF=0.2469799) Y,2.495801e-01,3.781663e-07,-1.797297e-01,3.392626e-09,1.467093e-17
/out0 (OFF=0.2498322) Y,2.497526e-01,4.313704e-07,-1.918535e-01,6.307503e-08,5.343365e-13
/out0 (OFF=0.2526846) Y,2.499370e-01,4.915199e-07,-2.049356e-01,4.304667e-09,5.255958e-17
/out0 (OFF=0.2555369) Y,2.501336e-01,5.594843e-07,-2.186659e-01,4.149532e-09,2.154103e-17
/out0 (OFF=0.2583893) Y,2.503433e-01,6.361874e-07,-2.331888e-01,6.173466e-09,5.210203e-16
/out0 (OFF=0.2612416) Y,2.505669e-01,7.226642e-07,-2.485559e-01,4.742065e-09,2.875529e-17
/out0 (OFF=0.264094) Y,2.508050e-01,8.200659e-07,-2.647954e-01,5.875638e-09,1.477042e-16
