signal,mean_vout_Y,variance_vout_Y,slope_vout
1,0.08556752872123106,1.4100024922764028e-18,-5.94532001011291
2,0.08556752705944774,4.1266984155886697e-20,-0.011594528660587218
3,0.09144805380221704,0.00010374178188770223,5805468.104631233
4,0.21660820055747174,0.006280597949622458,298173796.5729817
5,0.38511975666468024,3.1726163160288873e-08,801989.094052368
6,0.3852228193300686,6.551456129753312e-13,1164.591387637389
7,0.3852233410586469,2.025689527755567e-13,-70.18352341536516
8,0.796912744204437,0.05862681716824944,643540277.7155855
9,0.9363906321982617,0.0025965570817495344,-321295656.04000634
10,0.7341379147748072,0.002384728864852789,-188897393.31119165
11,0.7058095254343204,8.49216427155459e-11,-2897.9888014718217
12,0.7058147036092736,6.564419756078971e-11,-153.06567685003023
13,0.9196096365880577,0.011537963823010342,321315338.8971649
14,1.0272425520754604,8.748437245055788e-11,-33581.88604244769
15,1.0272418060333257,8.281883104954691e-11,897.8859381928662
16,1.272582067588493,0.07619925509310738,1282973891.5238824
17,2.1868467208901223,0.036785708724780694,1071046089.4091175
18,2.066374032110495,0.013553495330683351,-979258191.887917
19,1.5588130938402598,0.04415671552590019,-965785768.5704703
20,1.3481365558798668,2.329742619799585e-09,330680.8996669397
21,1.34815375662225,1.7653199289112258e-10,-5634.591583361543
22,1.3864760535430978,0.004404937527302715,44686729.4865942
23,1.635248694281979,0.0035676516345197946,199305292.76737383
24,1.6698245744614593,8.731336595133531e-11,-1899.6470286094577
25,1.6698297709716081,5.6777613137571705e-11,-56.55784820837077
26,2.077421377575186,0.05931374224988732,653616643.8965511
27,2.2261078768634666,0.0029774852862420693,-328482057.63979423
28,2.0188149077218065,0.00183614344197059,-184000543.05496627
29,1.9939885418858718,7.58319535447921e-11,-773.2217720310282
30,1.9939838086406547,4.416299690896832e-11,207.49339550173488
31,2.2123565167736916,0.011896104547997024,328295918.6854071
32,2.321641958187914,7.053621131415177e-11,-6447.869436577494
33,2.321638283682098,2.2652856640159685e-11,-8.39655305879109
34,2.658957432426876,0.13720399476419634,2642910004.9026957
35,4.146875261722172,0.1731446828918684,2617610533.4558296
36,4.84304284407611,0.015631570908391478,1911146681.8945885
37,4.703597360778542,0.013032099282000094,-2231990510.392111
38,4.0858542080085565,0.1280742950440949,-2292687491.020036
39,2.9801060639754824,0.10689844840165935,-2316835333.5027714
40,2.6518756867726583,2.501922922488605e-08,2254042.695919979
41,2.651939168464358,6.938483547361424e-10,5675.729168565099
42,2.6519520035010244,2.746893748911542e-10,1640.2563754792463
43,2.7676509446298674,0.012801705707909172,330992841.2952921
44,2.983025394936726,1.468100037797226e-08,385856.8226128623
45,2.9830930452326077,1.2091180046012793e-10,1668.0445274688284
46,3.0392132899727358,0.009449519198166629,62103518.05095716
47,3.548242256737453,0.017400995360352195,472795299.8721137
48,3.4765193695481478,0.0064156039043469625,-329958551.19249785
49,3.313937666018638,1.5151519247139506e-08,-492237.1612535844
50,3.3138548971584734,1.168551710073767e-10,-2088.1508583300038
51,3.3507232449843793,0.004077076932600653,54038140.84053205
52,3.6071289659209644,0.004009640220921218,206072794.8964277
53,3.6437242981546043,1.6619901617808147e-10,-1696.8682203965302
54,3.6437311988414858,9.620650442299671e-11,-157.41559431695816
55,4.210438212449349,0.14160583029948065,1301455561.5382714
56,4.872851614512086,0.005507929914663868,-937019483.9162709
57,4.514440908135868,0.04253980202786952,-964892385.003928
58,3.9726148503561607,1.0614263345520364e-07,-1990713.4616968227
59,3.97243299192254,3.109950667385983e-10,24913.153536833255
60,3.972424999092512,5.120659211464872e-10,-413.9804617381452
61,4.191013649796428,0.011778454981493217,326855166.75159997
62,4.299665383528838,3.6863522780149743e-10,-270.979531699439
63,4.299656242293113,2.5728813477003243e-10,-862.1376834162884
64,4.487219376346852,0.04075206449078893,641722150.23911
65,4.893857702811725,0.0022242127859577964,-312762158.6732561
66,4.70212830079225,0.0074267420504624225,-317813440.30404013
67,4.621731195618075,3.3906739083045573e-10,-4217.483795540296
68,4.6217385209089175,2.2826828267993133e-10,1242.9375187781175
69,4.714260303869017,0.009955643096441985,317181931.68703747
70,4.938453856152555,3.043991196373069e-08,593971.0033505954
71,4.938559967250495,9.67183252078895e-11,1445.6286578455129
72,4.9385569013064,1.1063400041209336e-10,9965.386889892712
