FeaturesParamTransientACPPA.csv
Stage 1 Output
Signal, RMS, Variance, Slope, MAE, MSE
/out0 (OFF=0.15) Y,7.683973e-02,5.960653e-16,-7.169548e-06,1.744839e-01,3.044463e-02
/out0 (OFF=0.1528523) Y,7.683978e-02,7.014531e-16,-7.780435e-06,1.744981e-01,3.044958e-02
/out0 (OFF=0.1557047) Y,7.683983e-02,8.250186e-16,-8.437948e-06,1.745135e-01,3.045495e-02
/out0 (OFF=0.158557) Y,7.683989e-02,9.697946e-16,-9.148269e-06,1.745301e-01,3.046077e-02
/out0 (OFF=0.1614094) Y,7.683996e-02,1.206268e-15,-8.610009e-06,1.745482e-01,3.046708e-02
/out0 (OFF=0.1642617) Y,7.684003e-02,1.337623e-15,-1.074415e-05,1.745678e-01,3.047392e-02
/out0 (OFF=0.1671141) Y,7.684011e-02,1.591838e-15,-1.088880e-05,1.745890e-01,3.048132e-02
/out0 (OFF=0.1699664) Y,7.684019e-02,1.840337e-15,-1.260245e-05,1.746120e-01,3.048934e-02
/out0 (OFF=0.1728188) Y,7.684028e-02,2.177371e-15,-1.292013e-05,1.746368e-01,3.049802e-02
/out0 (OFF=0.1756711) Y,7.684036e-02,4.442267e-14,1.810502e-05,1.746637e-01,3.050741e-02
/out0 (OFF=0.1785235) Y,7.684046e-02,6.045405e-14,2.253618e-05,1.746928e-01,3.051757e-02
/out0 (OFF=0.1813758) Y,7.684060e-02,3.455355e-15,-1.726847e-05,1.747242e-01,3.052854e-02
/out0 (OFF=0.1842282) Y,7.684072e-02,4.112109e-15,-1.729445e-05,1.747581e-01,3.054041e-02
/out0 (OFF=0.1870805) Y,7.684085e-02,4.714027e-15,-2.016994e-05,1.747948e-01,3.055323e-02
/out0 (OFF=0.1899329) Y,7.684100e-02,5.499691e-15,-2.178604e-05,1.748344e-01,3.056708e-02
/out0 (OFF=0.1927852) Y,7.684115e-02,6.411179e-15,-2.352222e-05,1.748772e-01,3.058202e-02
/out0 (OFF=0.1956376) Y,7.684093e-02,2.336772e-11,7.517581e-04,1.749237e-01,3.059829e-02
/out0 (OFF=0.1984899) Y,7.684149e-02,3.695815e-14,-4.024105e-07,1.749730e-01,3.061556e-02
/out0 (OFF=0.2013423) Y,7.684170e-02,1.010594e-14,-2.953247e-05,1.750266e-01,3.063432e-02
/out0 (OFF=0.2041946) Y,7.684191e-02,1.182479e-14,-3.038911e-05,1.750844e-01,3.065454e-02
/out0 (OFF=0.207047) Y,7.684213e-02,1.371267e-14,-3.285260e-05,1.751466e-01,3.067632e-02
/out0 (OFF=0.2098993) Y,7.684238e-02,1.588973e-14,-3.549004e-05,1.752135e-01,3.069978e-02
/out0 (OFF=0.2127517) Y,7.684264e-02,1.839761e-14,-3.831198e-05,1.752856e-01,3.072503e-02
/out0 (OFF=0.215604) Y,7.684293e-02,2.128346e-14,-4.132948e-05,1.753630e-01,3.075219e-02
/out0 (OFF=0.2184564) Y,7.684323e-02,2.460063e-14,-4.455413e-05,1.754463e-01,3.078140e-02
/out0 (OFF=0.2213087) Y,7.684356e-02,2.840939e-14,-4.799794e-05,1.755357e-01,3.081279e-02
