FeaturesParamTransientACNNN.csv
Stage 1 Output
Signal, RMS, Variance, Slope, MAE, MSE
/out0 (OFF=0.15) Y,2.513236e-01,4.593404e-11,-1.991012e-03,0,0
/out0 (OFF=0.1528523) Y,2.513379e-01,5.402163e-11,-2.159186e-03,0,0
/out0 (OFF=0.1557047) Y,2.513533e-01,6.349513e-11,-2.341108e-03,0,0
/out0 (OFF=0.158557) Y,2.513700e-01,7.458735e-11,-2.537094e-03,0,0
/out0 (OFF=0.1614094) Y,2.513882e-01,8.756033e-11,-2.748899e-03,0,0
/out0 (OFF=0.1642617) Y,2.514078e-01,1.027246e-10,-2.977388e-03,0,0
/out0 (OFF=0.1671141) Y,2.514291e-01,1.204365e-10,-3.223948e-03,0,0
/out0 (OFF=0.1699664) Y,2.514522e-01,1.411064e-10,-3.489643e-03,0,0
/out0 (OFF=0.1728188) Y,2.514771e-01,1.652070e-10,-3.775912e-03,0,0
/out0 (OFF=0.1756711) Y,2.515041e-01,1.932846e-10,-4.084190e-03,0,0
/out0 (OFF=0.1785235) Y,2.515332e-01,2.259681e-10,-4.415944e-03,0,0
/out0 (OFF=0.1813758) Y,2.515648e-01,2.639769e-10,-4.772921e-03,0,0
/out0 (OFF=0.1842282) Y,2.515989e-01,3.081394e-10,-5.156830e-03,0,0
/out0 (OFF=0.1870805) Y,2.516357e-01,3.593992e-10,-5.569259e-03,0,0
/out0 (OFF=0.1899329) Y,2.516754e-01,4.188527e-10,-6.012311e-03,0,0
/out0 (OFF=0.1927852) Y,2.517183e-01,4.877272e-10,-6.487844e-03,0,0
/out0 (OFF=0.1956376) Y,2.517646e-01,5.674381e-10,-6.997927e-03,0,0
/out0 (OFF=0.1984899) Y,2.518145e-01,6.595964e-10,-7.544843e-03,0,0
/out0 (OFF=0.2013423) Y,2.518683e-01,7.660460e-10,-8.130930e-03,0,0
/out0 (OFF=0.2041946) Y,2.519263e-01,8.888606e-10,-8.758486e-03,0,0
/out0 (OFF=0.207047) Y,2.519887e-01,1.030412e-09,-9.430145e-03,0,0
/out0 (OFF=0.2098993) Y,2.520559e-01,1.193374e-09,-1.014850e-02,0,0
/out0 (OFF=0.2127517) Y,2.521282e-01,1.380783e-09,-1.091630e-02,0,0
/out0 (OFF=0.215604) Y,2.522060e-01,1.596070e-09,-1.173658e-02,0,0
/out0 (OFF=0.2184564) Y,2.522895e-01,1.843097e-09,-1.261218e-02,0,0
/out0 (OFF=0.2213087) Y,2.523793e-01,2.126336e-09,-1.350400e-02,0,0
/out0 (OFF=0.2241611) Y,2.524757e-01,2.450372e-09,-1.454222e-02,0,0
/out0 (OFF=0.2270134) Y,2.525792e-01,2.821056e-09,-1.560356e-02,0,0
/out0 (OFF=0.2298658) Y,2.526902e-01,3.244453e-09,-1.673348e-02,0,0
/out0 (OFF=0.2327181) Y,2.528091e-01,3.727529e-09,-1.793606e-02,0,0
/out0 (OFF=0.2355705) Y,2.529367e-01,4.278046e-09,-1.921498e-02,0,0
/out0 (OFF=0.2384228) Y,2.530732e-01,4.904748e-09,-2.057449e-02,0,0
/out0 (OFF=0.2412752) Y,2.532194e-01,5.617317e-09,-2.201839e-02,0,0
/out0 (OFF=0.2441275) Y,2.533758e-01,6.426642e-09,-2.355125e-02,0,0
/out0 (OFF=0.2469799) Y,2.535431e-01,7.344867e-09,-2.517765e-02,0,0
/out0 (OFF=0.2498322) Y,2.537218e-01,8.385461e-09,-2.690212e-02,0,0
/out0 (OFF=0.2526846) Y,2.539127e-01,9.563499e-09,-2.872980e-02,0,0
/out0 (OFF=0.2555369) Y,2.541166e-01,1.089573e-08,-3.066570e-02,0,0
/out0 (OFF=0.2583893) Y,2.543341e-01,1.240079e-08,-3.271524e-02,0,0
/out0 (OFF=0.2612416) Y,2.545662e-01,1.409941e-08,-3.488398e-02,0,0
/out0 (OFF=0.264094) Y,2.548135e-01,1.601463e-08,-3.717788e-02,0,0
/out0 (OFF=0.2669463) Y,2.550770e-01,1.817209e-08,-3.960311e-02,0,0
/out0 (OFF=0.2697987) Y,2.553577e-01,2.060018e-08,-4.216604e-02,0,0
/out0 (OFF=0.272651) Y,2.556564e-01,2.333059e-08,-4.487356e-02,0,0
/out0 (OFF=0.2755034) Y,2.559743e-01,2.639840e-08,-4.773282e-02,0,0
/out0 (OFF=0.2783557) Y,2.563123e-01,2.984275e-08,-5.075142e-02,0,0
/out0 (OFF=0.2812081) Y,2.566716e-01,3.370702e-08,-5.393490e-02,0,0
/out0 (OFF=0.2840604) Y,2.570534e-01,3.803964e-08,-5.729420e-02,0,0
/out0 (OFF=0.2869128) Y,2.574589e-01,4.289431e-08,-6.084568e-02,0,0
/out0 (OFF=0.2897651) Y,2.578894e-01,4.833106e-08,-6.458675e-02,0,0
/out0 (OFF=0.2926174) Y,2.583463e-01,5.441684e-08,-6.853260e-02,0,0
/out0 (OFF=0.2954698) Y,2.588310e-01,6.122605e-08,-7.268896e-02,0,0
/out0 (OFF=0.2983221) Y,2.593451e-01,6.884234e-08,-7.708303e-02,0,0
/out0 (OFF=0.3011745) Y,2.598902e-01,7.735886e-08,-8.171206e-02,0,0
/out0 (OFF=0.3040268) Y,2.604678e-01,8.688020e-08,-8.659478e-02,0,0
/out0 (OFF=0.3068792) Y,2.610800e-01,9.752383e-08,-9.174591e-02,0,0
/out0 (OFF=0.3097315) Y,2.617284e-01,1.094214e-07,-9.718125e-02,0,0
/out0 (OFF=0.3125839) Y,2.624152e-01,1.227214e-07,-1.029181e-01,0,0
/out0 (OFF=0.3154362) Y,2.631425e-01,1.375916e-07,-1.089751e-01,0,0
/out0 (OFF=0.3182886) Y,2.639126e-01,1.542211e-07,-1.153728e-01,0,0
/out0 (OFF=0.3211409) Y,2.647278e-01,1.728246e-07,-1.221333e-01,0,0
/out0 (OFF=0.3239933) Y,2.655907e-01,1.936457e-07,-1.292811e-01,0,0
/out0 (OFF=0.3268456) Y,2.665041e-01,2.169616e-07,-1.368429e-01,0,0
/out0 (OFF=0.329698) Y,2.674710e-01,2.430893e-07,-1.448483e-01,0,0
/out0 (OFF=0.3325503) Y,2.684945e-01,2.723909e-07,-1.533298e-01,0,0
/out0 (OFF=0.3354027) Y,2.695779e-01,3.052824e-07,-1.623233e-01,0,0
/out0 (OFF=0.338255) Y,2.707250e-01,3.422430e-07,-1.718687e-01,0,0
/out0 (OFF=0.3411074) Y,2.719396e-01,3.838260e-07,-1.820104e-01,0,0
/out0 (OFF=0.3439597) Y,2.732261e-01,4.306730e-07,-1.927978e-01,0,0
/out0 (OFF=0.3468121) Y,2.745891e-01,4.835301e-07,-2.042863e-01,0,0
/out0 (OFF=0.3496644) Y,2.760335e-01,5.432687e-07,-2.165378e-01,0,0
/out0 (OFF=0.3525168) Y,2.775650e-01,6.109103e-07,-2.296225e-01,0,0
/out0 (OFF=0.3553691) Y,2.791893e-01,6.876572e-07,-2.436188e-01,0,0
/out0 (OFF=0.3582215) Y,2.809132e-01,7.749325e-07,-2.584932e-01,0,0
/out0 (OFF=0.3610738) Y,2.827439e-01,8.744166e-07,-2.747141e-01,0,0
/out0 (OFF=0.3639262) Y,2.846892e-01,9.881273e-07,-2.920300e-01,0,0
/out0 (OFF=0.3667785) Y,2.867581e-01,1.118473e-06,-3.106934e-01,0,0
/out0 (OFF=0.3696309) Y,2.889602e-01,1.268353e-06,-3.308550e-01,0,0
/out0 (OFF=0.3724832) Y,2.913065e-01,1.441278e-06,-3.526871e-01,0,0
/out0 (OFF=0.3753356) Y,2.938090e-01,1.641513e-06,-3.763879e-01,0,0
/out0 (OFF=0.3781879) Y,2.964816e-01,1.874268e-06,-4.021860e-01,0,0
/out0 (OFF=0.3810403) Y,2.993393e-01,2.145939e-06,-4.303454e-01,0,0
/out0 (OFF=0.3838926) Y,3.023995e-01,2.464411e-06,-4.611712e-01,0,0
/out0 (OFF=0.386745) Y,3.056818e-01,2.839447e-06,-4.950163e-01,0,0
/out0 (OFF=0.3895973) Y,3.092082e-01,3.283179e-06,-5.322878e-01,0,0
/out0 (OFF=0.3924497) Y,3.130038e-01,3.810723e-06,-5.732746e-01,0,0
/out0 (OFF=0.395302) Y,3.170974e-01,4.440878e-06,-6.190508e-01,0,0
/out0 (OFF=0.3981544) Y,3.215214e-01,5.197066e-06,-6.696798e-01,0,0
/out0 (OFF=0.4010067) Y,3.263126e-01,6.108158e-06,-7.260049e-01,0,0
/out0 (OFF=0.4038591) Y,3.315126e-01,7.209274e-06,-7.887274e-01,0,0
/out0 (OFF=0.4067114) Y,3.371677e-01,8.541961e-06,-8.585342e-01,0,0
/out0 (OFF=0.4095638) Y,3.433286e-01,1.015292e-05,-9.359953e-01,0,0
/out0 (OFF=0.4124161) Y,3.500488e-01,1.208978e-05,-1.021385e+00,0,0
/out0 (OFF=0.4152685) Y,3.573818e-01,1.439189e-05,-1.114410e+00,0,0
/out0 (OFF=0.4181208) Y,3.653761e-01,1.707441e-05,-1.213863e+00,0,0
/out0 (OFF=0.4209732) Y,3.740675e-01,2.010788e-05,-1.317331e+00,0,0
/out0 (OFF=0.4238255) Y,3.834712e-01,2.340292e-05,-1.421228e+00,0,0
/out0 (OFF=0.4266779) Y,3.935757e-01,2.681633e-05,-1.521402e+00,0,0
/out0 (OFF=0.4295302) Y,4.043427e-01,3.018707e-05,-1.614234e+00,0,0
/out0 (OFF=0.4323826) Y,4.157142e-01,3.338549e-05,-1.697624e+00,0,0
/out0 (OFF=0.4352349) Y,4.276242e-01,3.634398e-05,-1.771256e+00,0,0
/out0 (OFF=0.4380872) Y,4.400088e-01,3.905416e-05,-1.836113e+00,0,0
/out0 (OFF=0.4409396) Y,4.528109e-01,4.154849e-05,-1.903533e+00,0,0
/out0 (OFF=0.4437919) Y,4.659925e-01,4.385996e-05,-1.958129e+00,0,0
/out0 (OFF=0.4466443) Y,4.795137e-01,4.602755e-05,-2.006788e+00,0,0
/out0 (OFF=0.4494966) Y,4.933467e-01,4.807925e-05,-2.049589e+00,0,0
/out0 (OFF=0.452349) Y,5.074795e-01,5.003391e-05,-2.080484e+00,0,0
/out0 (OFF=0.4552013) Y,5.218788e-01,5.191823e-05,-2.119003e+00,0,0
/out0 (OFF=0.4580537) Y,5.365339e-01,5.373490e-05,-2.153744e+00,0,0
/out0 (OFF=0.460906) Y,5.514387e-01,5.548736e-05,-2.188573e+00,0,0
/out0 (OFF=0.4637584) Y,5.665766e-01,5.717761e-05,-2.221658e+00,0,0
/out0 (OFF=0.4666107) Y,5.819358e-01,5.880525e-05,-2.253058e+00,0,0
/out0 (OFF=0.4694631) Y,5.975047e-01,6.036842e-05,-2.282808e+00,0,0
/out0 (OFF=0.4723154) Y,6.132722e-01,6.186423e-05,-2.310918e+00,0,0
/out0 (OFF=0.4751678) Y,6.292269e-01,6.328902e-05,-2.337378e+00,0,0
/out0 (OFF=0.4780201) Y,6.453574e-01,6.463856e-05,-2.362168e+00,0,0
/out0 (OFF=0.4808725) Y,6.616523e-01,6.590825e-05,-2.385256e+00,0,0
/out0 (OFF=0.4837248) Y,6.780996e-01,6.709318e-05,-2.406603e+00,0,0
/out0 (OFF=0.4865772) Y,6.946872e-01,6.818828e-05,-2.426165e+00,0,0
/out0 (OFF=0.4894295) Y,7.114028e-01,6.918838e-05,-2.443893e+00,0,0
/out0 (OFF=0.4922819) Y,7.282336e-01,7.008831e-05,-2.459736e+00,0,0
/out0 (OFF=0.4951342) Y,7.451664e-01,7.088302e-05,-2.473643e+00,0,0
/out0 (OFF=0.4979866) Y,7.621879e-01,7.156766e-05,-2.485561e+00,0,0
/out0 (OFF=0.5008389) Y,7.792841e-01,7.213768e-05,-2.495440e+00,0,0
/out0 (OFF=0.5036913) Y,7.964409e-01,7.258885e-05,-2.503232e+00,0,0
/out0 (OFF=0.5065436) Y,8.136438e-01,7.291761e-05,-2.508895e+00,0,0
/out0 (OFF=0.509396) Y,8.308782e-01,7.312096e-05,-2.512392e+00,0,0
/out0 (OFF=0.5122483) Y,8.481289e-01,7.319679e-05,-2.513694e+00,0,0
/out0 (OFF=0.5151007) Y,8.653810e-01,7.314399e-05,-2.512788e+00,0,0
/out0 (OFF=0.517953) Y,8.826193e-01,7.296212e-05,-2.509662e+00,0,0
/out0 (OFF=0.5208054) Y,8.998284e-01,7.265180e-05,-2.504319e+00,0,0
/out0 (OFF=0.5236577) Y,9.169932e-01,7.221471e-05,-2.496774e+00,0,0
/out0 (OFF=0.5265101) Y,9.340988e-01,7.165345e-05,-2.487053e+00,0,0
/out0 (OFF=0.5293624) Y,9.511302e-01,7.097146e-05,-2.475188e+00,0,0
/out0 (OFF=0.5322148) Y,9.680729e-01,7.017276e-05,-2.461221e+00,0,0
/out0 (OFF=0.5350671) Y,9.849127e-01,6.926170e-05,-2.445191e+00,0,0
/out0 (OFF=0.5379195) Y,1.001635e+00,6.824245e-05,-2.427133e+00,0,0
/out0 (OFF=0.5407718) Y,1.018227e+00,6.711842e-05,-2.407061e+00,0,0
/out0 (OFF=0.5436242) Y,1.034674e+00,6.589137e-05,-2.384957e+00,0,0
/out0 (OFF=0.5464765) Y,1.050962e+00,6.456021e-05,-2.360744e+00,0,0
/out0 (OFF=0.5493289) Y,1.067076e+00,6.311936e-05,-2.334253e+00,0,0
/out0 (OFF=0.5521812) Y,1.083000e+00,6.155650e-05,-2.305177e+00,0,0
/out0 (OFF=0.5550336) Y,1.098713e+00,5.984962e-05,-2.272997e+00,0,0
/out0 (OFF=0.5578859) Y,1.114192e+00,5.796371e-05,-2.236906e+00,0,0
/out0 (OFF=0.5607383) Y,1.129406e+00,5.584809e-05,-2.195713e+00,0,0
/out0 (OFF=0.5635906) Y,1.144314e+00,5.343755e-05,-2.147815e+00,0,0
/out0 (OFF=0.566443) Y,1.158863e+00,5.066279e-05,-2.091317e+00,0,0
/out0 (OFF=0.5692953) Y,1.172990e+00,4.747599e-05,-2.024474e+00,0,0
/out0 (OFF=0.5721477) Y,1.186619e+00,4.388933e-05,-1.946486e+00,0,0
/out0 (OFF=0.575) Y,1.199681e+00,4.006082e-05,-1.859531e+00,0,0
Stage 2 Output
/out1 (OFF=0.15) Y,2.497653e-01,1.834093e-13,-1.206420e-04,0,0
/out1 (OFF=0.1528523) Y,2.497665e-01,1.230557e-11,-6.946453e-04,0,0
/out1 (OFF=0.1557047) Y,2.497672e-01,2.524479e-13,-1.475873e-04,0,0
/out1 (OFF=0.158557) Y,2.497682e-01,2.968869e-13,-1.595443e-04,0,0
/out1 (OFF=0.1614094) Y,2.497694e-01,3.490023e-13,-1.711809e-04,0,0
/out1 (OFF=0.1642617) Y,2.497706e-01,4.093718e-13,-1.879209e-04,0,0
/out1 (OFF=0.1671141) Y,2.497720e-01,4.805152e-13,-2.036218e-04,0,0
/out1 (OFF=0.1699664) Y,2.497734e-01,5.637311e-13,-2.205591e-04,0,0
/out1 (OFF=0.1728188) Y,2.497750e-01,6.607038e-13,-2.387804e-04,0,0
/out1 (OFF=0.1756711) Y,2.497767e-01,7.742389e-13,-2.609089e-04,0,0
/out1 (OFF=0.1785235) Y,2.497785e-01,9.060527e-13,-2.795708e-04,0,0
/out1 (OFF=0.1813758) Y,2.497805e-01,1.060112e-12,-3.024155e-04,0,0
/out1 (OFF=0.1842282) Y,2.497827e-01,1.239388e-12,-3.270580e-04,0,0
/out1 (OFF=0.1870805) Y,2.497850e-01,1.447798e-12,-3.534756e-04,0,0
/out1 (OFF=0.1899329) Y,2.497876e-01,1.690558e-12,-3.819557e-04,0,0
/out1 (OFF=0.1927852) Y,2.497903e-01,1.972190e-12,-4.125549e-04,0,0
/out1 (OFF=0.1956376) Y,2.497932e-01,2.299392e-12,-4.454733e-04,0,0
