v /net06; tran (V) X,v /net06; tran (V) Y,v /net09; tran (V) X,v /net09; tran (V) Y,v /net08; tran (V) X,v /net08; tran (V) Y,v /net07; tran (V) X,v /net07; tran (V) Y,v /vout; tran (V) X,v /vout; tran (V) Y
0,0,0,0,0,0,0,0,0,0.101095621110331
1e-10,0,1e-10,0,1e-10,0,1e-10,0,1e-10,0.1010956212825474
3e-10,0,3e-10,0,3e-10,0,3e-10,0,3e-10,0.1010956212051283
7e-10,0,7e-10,0,7e-10,0,7e-10,0,7e-10,0.1010956211205677
1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0,1.5e-09,0.1010956211563525
3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0,3.1e-09,0.1010956211326798
4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0,4.675e-09,0.1010956211506906
6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0,6.25e-09,0.1010956211372166
6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0,6.312499999999999e-09,0.3124999999999987,6.312499999999999e-09,0.1210323673522655
6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0,6.437499999999999e-09,0.9374999999999959,6.437499999999999e-09,0.1619176613243828
6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,0,6.687499999999998e-09,2.187499999999991,6.687499999999998e-09,0.243792921700172
6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,0,6.968749999999999e-09,3.593749999999997,6.968749999999999e-09,0.3356955111562228
7.25e-09,0,7.25e-09,0,7.25e-09,0,7.25e-09,4.999999999999999,7.25e-09,0.4275525882569544
7.28309325491632e-09,0,7.28309325491632e-09,0,7.28309325491632e-09,0,7.28309325491632e-09,5,7.28309325491632e-09,0.4279678294453886
7.349279764748962e-09,0,7.349279764748962e-09,0,7.349279764748962e-09,0,7.349279764748962e-09,5,7.349279764748962e-09,0.4280688112613789
