/out0 X,/out0 YRe,/out0 YReImag,/out1 X,/out1 YRe,/out1 YReImag,/Vin X,/Vin YRe,/Vin YReImag,/out2 X,/out2 YRe,/out2 YReImag
0,6.496815485899835e-05,0,0,5.921559637193685e-09,0,0,0.005,0,0,3.961275883873689e-13,0
6666666.666666667,6.748803326197541e-05,3.349116748980969e-05,6666666.666666667,5.532492604261058e-09,9.54354499838225e-09,6666666.666666667,0.005,0,6666666.666666667,5.612549619878432e-13,6.933885642794538e-13
13333333.33333333,7.856402393817015e-05,7.002957902243634e-05,13333333.33333333,7.10335010931055e-09,2.655798112460871e-08,13333333.33333333,0.005,0,13333333.33333333,1.713012984333843e-12,1.877045935402557e-12
20000000,0.0001038526298493526,0.0001060083958903934,20000000,2.271468349103774e-08,5.646322945566561e-08,20000000,0.005,0,20000000,5.793818996074956e-12,2.440375757323369e-12
26666666.66666667,0.0001440870746768746,0.0001333003090036924,26666666.66666667,7.251269759772415e-08,8.989694550899495e-08,26666666.66666667,0.005,0,26666666.66666667,1.300783268455526e-11,-2.538305632356996e-12
33333333.33333334,0.0001941868742288131,0.0001451466435233127,33333333.33333334,1.659490675054658e-07,9.588855844780324e-08,33333333.33333334,0.005,0,33333333.33333334,1.618865638778382e-11,-1.798413440395912e-11
40000000,0.0002465672842173872,0.0001391426183285712,40000000,2.832064321036667e-07,3.818493451017473e-08,40000000,0.005,0,40000000,3.339765626431461e-12,-3.906229492829613e-11
46666666.66666666,0.0002943233269501559,0.0001168957343650666,46666666.66666666,3.792196403933925e-07,-9.840907433513144e-08,46666666.66666666,0.005,0,46666666.66666666,-2.968295693811308e-11,-4.942419482942478e-11
53333333.33333333,0.0003327823885440441,8.235782260630616e-05,53333333.33333333,4.066897009963957e-07,-2.956554726829557e-07,53333333.33333333,0.005,0,53333333.33333333,-7.107750115132471e-11,-3.308316032799077e-11
59999999.99999999,0.0003597190788856703,4.02060418166081e-05,59999999.99999999,3.385313933387412e-07,-5.103261480355417e-07,59999999.99999999,0.005,0,59999999.99999999,-9.932711507168185e-11,1.230374320958003e-11
66666666.66666666,0.0003748776622976539,-5.239611156860297e-06,66666666.66666666,1.765136167019636e-07,-6.933117538417007e-07,66666666.66666666,0.005,0,66666666.66666666,-9.692592078136973e-11,7.312143079126064e-11
73333333.33333333,0.0003792897664990459,-5.05462699088253e-05,73333333.33333333,-5.398607498563289e-08,-8.065031703449114e-07,73333333.33333333,0.005,0,73333333.33333333,-5.968010901596374e-11,1.281139918112858e-10
80000000,0.0003746544450435459,-9.329894174271613e-05,80000000,-3.159472673319678e-07,-8.309554021228073e-07,80000000,0.005,0,80000000,3.195909538922111e-12,1.590860334655956e-10
86666666.66666667,0.0003628825981628875,-0.0001320043277055374,86666666.66666667,-5.72318776101342e-07,-7.666384370084669e-07,86666666.66666667,0.005,0,86666666.66666667,7.520855880692541e-11,1.57314574074328e-10
93333333.33333334,0.0003458123941828459,-0.0001658999057224451,93333333.33333334,-7.936069799341842e-07,-6.273021740722914e-07,93333333.33333334,0.005,0,93333333.33333334,1.397166860123517e-10,1.242104008459322e-10
100000000,0.0003250609440058734,-0.0001947493843663202,100000000,-9.609544451114645e-07,-4.3402983836998e-07,100000000,0.005,0,100000000,1.847046691033044e-10,6.825459230717433e-11
106666666.6666667,0.0003019685805698212,-0.0002186644189486225,106666666.6666667,-1.065890969023938e-06,-2.097168824308028e-07,106666666.6666667,0.005,0,106666666.6666667,2.044483262394278e-10,8.9475594377355e-13
113333333.3333334,0.0002775982771247097,-0.0002379660158114781,113333333.3333334,-1.108296389305544e-06,2.466569771408274e-08,113333333.3333334,0.005,0,113333333.3333334,1.988872080635683e-10,-6.682316929398221e-11
120000000,0.0002527632971339692,-0.000253084982341685,120000000,-1.093798662007788e-06,2.520535207954719e-07,120000000,0.005,0,120000000,1.719006267502219e-10,-1.262480874664743e-10
