/out0 X,/out0 Y,/out1 X,/out1 Y,/Vin X,/Vin Y,/out2 X,/out2 Y
0,0.1852738841191384,0,0.1825816702088326,0,0.45,0,0.1645660993896658
2e-05,0.1852820376131754,2e-05,0.1825816709527969,2e-05,0.4506266661678215,2e-05,0.1645660993897154
4e-05,0.1852902223658352,4e-05,0.1825816716991307,4e-05,0.4512434494358243,4e-05,0.1645660993897654
6.000000000000001e-05,0.1852981940014416,6.000000000000001e-05,0.1825816724266716,6.000000000000001e-05,0.4518406227634234,6.000000000000001e-05,0.1645660993910951
8.000000000000001e-05,0.1853058572464051,8.000000000000001e-05,0.1825816731241526,8.000000000000001e-05,0.4524087683705086,8.000000000000001e-05,0.16456609938883
0.0001,0.1853130781786657,0.0001,0.1825816737855394,0.0001,0.4529389262614624,0.0001,0.1645660993896007
0.00012,0.1853197285047659,0.00012,0.1825816743893443,0.00012,0.4534227355296435,0.00012,0.1645660993890414
0.00014,0.1853256854533093,0.00014,0.1825816749350751,0.00014,0.453852566213879,0.00014,0.1645660993917315
0.00016,0.1853308379784182,0.00016,0.1825816754029908,0.00016,0.4542216396275101,0.00016,0.1645660993896591
0.00018,0.1853350865662534,0.00018,0.182581675793177,0.00018,0.4545241352623301,0.00018,0.1645660993904063
0.0002,0.1853383492089101,0.0002,0.1825816760891801,0.0002,0.4547552825814758,0.0002,0.1645660993889712
0.00022,0.1853405606541084,0.00022,0.182581676293269,0.00022,0.4549114362536434,0.00022,0.1645660993926614
0.00024,0.185341677579568,0.00024,0.1825816763931967,0.00024,0.4549901336421414,0.00024,0.1645660993888291
0.00026,0.1853416767622498,0.00026,0.1825816763950816,0.00026,0.4549901336421414,0.00026,0.1645660993929623
0.00028,0.1853405590254845,0.00028,0.1825816762898119,0.00028,0.4549114362536434,0.00028,0.1645660993863098
0.0003,0.1853383459860615,0.0003,0.1825816760885644,0.0003,0.4547552825814758,0.0003,0.1645660993927741
0.00032,0.1853350826057197,0.00032,0.182581675793414,0.00032,0.4545241352623301,0.00032,0.1645660993859624
0.00034,0.1853308325331912,0.00034,0.1825816754018835,0.00034,0.4542216396275101,0.00034,0.1645660993924188
0.00036,0.1853256794153562,0.00036,0.1825816749331431,0.00036,0.453852566213879,0.00036,0.1645660993862067
0.00038,0.1853197211631742,0.00038,0.1825816743871462,0.00038,0.4534227355296435,0.00038,0.1645660993930573
0.0004,0.1853130704523237,0.0004,0.1825816737822215,0.0004,0.4529389262614624,0.0004,0.1645660993880863
0.00042,0.1853058484590689,0.00042,0.1825816731213789,0.00042,0.4524087683705086,0.00042,0.164566099391311
0.00044,0.185298185078301,0.00044,0.1825816724257832,0.00044,0.4518406227634234,0.00044,0.164566099389011
0.00046,0.1852902126923436,0.00046,0.1825816716938685,0.00046,0.4512434494358243,0.00046,0.1645660993916582
0.00048,0.1852820665782683,0.00048,0.1825816709558244,0.00048,0.4506266661678215,0.00048,0.1645660993875111
0.0005,0.1852738791096412,0.0005,0.1825816702053538,0.0005,0.45,0.0005,0.1645660993911105
0.0005200000000000001,0.1852657807031921,0.0005200000000000001,0.1825816694704791,0.0005200000000000001,0.4493733338321785,0.0005200000000000001,0.1645660993892247
0.0005400000000000001,0.185257894647271,0.0005400000000000001,0.182581668751237,0.0005400000000000001,0.4487565505641757,0.0005400000000000001,0.1645660993886837
0.0005600000000000002,0.1852503387064444,0.0005600000000000002,0.1825816680622326,0.0005600000000000002,0.4481593772365766,0.0005600000000000002,0.1645660993897801
0.0005800000000000002,0.1852432206087011,0.0005800000000000002,0.1825816674163644,0.0005800000000000002,0.4475912316294914,0.0005800000000000002,0.1645660993899903
0.0006000000000000003,0.1852366402818099,0.0006000000000000003,0.1825816668142707,0.0006000000000000003,0.4470610737385377,0.0006000000000000003,0.1645660993901326
0.0006200000000000003,0.1852306858848359,0.0006200000000000003,0.18258166627501,0.0006200000000000003,0.4465772644703566,0.0006200000000000003,0.1645660993901021
0.0006400000000000004,0.1852254365613025,0.0006400000000000004,0.182581665794944,0.0006400000000000004,0.446147433786121,0.0006400000000000004,0.1645660993892231
0.0006600000000000004,0.1852209588478818,0.0006600000000000004,0.1825816653880435,0.0006600000000000004,0.4457783603724899,0.0006600000000000004,0.1645660993891306
0.0006800000000000005,0.18521730976284,0.0006800000000000005,0.1825816650563473,0.0006800000000000005,0.4454758647376699,0.0006800000000000005,0.1645660993892089
0.0007000000000000005,0.1852145334469387,0.0007000000000000005,0.1825816648047759,0.0007000000000000005,0.4452447174185242,0.0007000000000000005,0.1645660993892961
0.0007200000000000006,0.1852126644207558,0.0007200000000000006,0.1825816646328523,0.0007200000000000006,0.4450885637463566,0.0007200000000000006,0.1645660993893021
